q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000004,0.000025,0.000013
1.000000,0.000011,0.000075,0.000039
1.000000,0.000022,0.000150,0.000076
1.000000,0.000036,0.000250,0.000122
1.000000,0.000052,0.000373,0.000177
1.000000,0.000070,0.000518,0.000240
1.000000,0.000090,0.000681,0.000310
1.000000,0.000113,0.000861,0.000386
0.999999,0.000136,0.001056,0.000468
0.999999,0.000162,0.001264,0.000555
0.999999,0.000188,0.001485,0.000646
0.999998,0.000216,0.001716,0.000742
0.999998,0.000244,0.001957,0.000841
0.999997,0.000274,0.002206,0.000943
0.999996,0.000304,0.002463,0.001047
0.999996,0.000335,0.002726,0.001155
0.999995,0.000366,0.002995,0.001264
0.999994,0.000398,0.003269,0.001375
0.999993,0.000431,0.003548,0.001488
0.999991,0.000463,0.003831,0.001602
0.999990,0.000496,0.004116,0.001718
0.999988,0.000529,0.004405,0.001834
0.999987,0.000563,0.004696,0.001952
0.999985,0.000596,0.004989,0.002070
0.999983,0.000630,0.005284,0.002188
0.999982,0.000663,0.005581,0.002307
0.999980,0.000697,0.005878,0.002427
0.999977,0.000730,0.006176,0.002547
0.999975,0.000764,0.006475,0.002666
0.999973,0.000798,0.006774,0.002786
0.999970,0.000831,0.007074,0.002906
0.999968,0.000865,0.007373,0.003026
0.999965,0.000898,0.007673,0.003146
0.999962,0.000931,0.007972,0.003265
0.999960,0.000964,0.008270,0.003385
0.999957,0.000997,0.008569,0.003504
0.999954,0.001030,0.008866,0.003623
0.999950,0.001063,0.009163,0.003741
0.999947,0.001096,0.009459,0.003860
0.999944,0.001128,0.009755,0.003978
0.999940,0.001160,0.010049,0.004095
0.999937,0.001192,0.010343,0.004212
0.999933,0.001224,0.010635,0.004329
0.999930,0.001256,0.010927,0.004445
0.999926,0.001287,0.011217,0.004560
0.999922,0.001318,0.011507,0.004676
0.999918,0.001349,0.011795,0.004790
0.999914,0.001380,0.012082,0.004905
0.999910,0.001411,0.012367,0.005018
0.999906,0.001441,0.012652,0.005131
