gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378090.283661,30.545944,-125.622689,1.041212,4.379050,1.303104
6378086.512143,34.503577,-136.724212,1.022466,4.399325,1.188499
6378087.388558,39.920927,-141.035997,1.020006,4.450827,1.246848
6378097.626138,46.395498,-120.995505,0.934085,4.279825,1.264393
6378088.346195,53.802187,-134.176997,1.083292,4.342418,1.140783
6378095.346349,51.402095,-127.601635,1.060848,4.316051,1.254250
6378094.053320,47.697163,-129.845272,0.182637,4.346223,1.617021
6378095.872715,59.169683,-123.326233,-1.266106,4.116490,2.061893
6378090.820556,65.377384,-118.473877,-2.671897,3.374472,1.873888
6378090.417479,67.818583,-117.674041,-3.814872,2.571017,1.487112
6378082.199210,68.068154,-114.508751,-4.472252,1.410068,0.743918
6378065.557224,65.958732,-119.359794,-4.916106,0.287721,-0.230378
6378074.091579,78.847514,-120.932117,-4.725236,-0.775445,-1.106424
6378070.848254,75.763545,-115.106372,-4.113721,-1.784196,-1.973468
6378065.883525,76.415732,-119.177750,-3.220851,-2.516649,-2.909737
6378071.831938,60.374035,-122.271261,-2.185576,-3.076470,-3.496187
6378067.558074,61.218201,-129.971351,-1.582833,-3.222683,-4.371632
6378052.128941,61.917709,-144.252802,-1.874780,-2.971846,-5.432280
6378061.015171,62.778373,-148.125983,-1.650508,-3.135604,-5.600351
6378052.456453,53.953951,-149.956303,-1.624106,-3.125275,-5.580342
6378053.257093,50.366638,-157.849772,-1.585689,-3.048030,-5.551336
6378058.223518,48.801392,-151.200953,-1.568216,-3.171530,-5.526361
6378047.751144,40.001013,-172.610035,-1.506773,-3.117355,-5.527425
6378047.713051,49.402004,-175.161628,-1.633320,-2.939814,-5.481805
6378051.751579,33.168062,-170.822425,-1.455014,-3.094341,-5.572367
6378042.968448,44.203137,-186.941660,-1.537496,-3.129954,-5.577898
6378046.885050,28.733702,-177.276415,-1.513735,-3.155558,-5.622844
6378053.649572,31.318134,-202.174329,-1.548897,-3.056015,-5.518487
6378040.825880,32.131944,-192.833474,-1.548440,-3.059378,-5.601298
6378036.050129,26.045737,-210.064865,-1.354929,-3.216815,-5.641896
6378044.068879,9.599204,-215.127883,-0.843713,-3.347512,-5.541741
6378045.201877,15.355001,-220.384717,-0.214606,-3.555901,-5.377455
6378031.569605,23.718779,-226.043283,0.456039,-3.521337,-5.258411
6378043.310735,10.301286,-227.962319,0.995184,-3.690049,-5.245100
6378042.112523,9.380662,-218.571595,1.516970,-3.644426,-5.003285
6378045.920085,13.425650,-226.521872,2.026149,-3.604126,-4.785427
6378040.400827,3.353727,-246.909418,2.521979,-3.507805,-4.716303
6378045.730192,-4.629822,-235.543308,2.934664,-3.356221,-4.563719
6378045.396661,-15.233612,-250.374585,3.265682,-3.311913,-4.325159
