ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.006414,0.001134,-0.010000
0.012184,0.002158,-0.020002
0.017374,0.003082,-0.030004
0.022039,0.003920,-0.040009
0.026230,0.004681,-0.050016
0.029992,0.005376,-0.060026
0.033366,0.006013,-0.070038
0.036390,0.006599,-0.080053
0.039096,0.007141,-0.090070
0.041515,0.007645,-0.100090
0.043673,0.008116,-0.110112
0.045595,0.008560,-0.120135
0.047304,0.008981,-0.130160
0.048818,0.009382,-0.140187
0.050155,0.009767,-0.150215
0.051333,0.010139,-0.160244
0.052365,0.010501,-0.170274
0.053264,0.010854,-0.180305
0.054042,0.011202,-0.190336
0.054710,0.011547,-0.200368
0.055278,0.011889,-0.210400
0.055753,0.012230,-0.220432
0.056145,0.012573,-0.230464
0.056460,0.012917,-0.240496
0.056704,0.013265,-0.250528
0.056883,0.013616,-0.260559
0.057002,0.013973,-0.270591
0.057067,0.014335,-0.280621
0.057081,0.014703,-0.290651
0.057048,0.015078,-0.300681
0.056971,0.015460,-0.310710
0.056854,0.015850,-0.320738
0.056700,0.016248,-0.330766
0.056510,0.016654,-0.340792
0.056288,0.017069,-0.350818
0.056036,0.017493,-0.360843
0.055755,0.017926,-0.370867
0.055447,0.018368,-0.380891
0.055114,0.018820,-0.390913
0.054756,0.019282,-0.400934
0.054376,0.019753,-0.410955
0.053975,0.020234,-0.420974
0.053553,0.020724,-0.430992
0.053112,0.021225,-0.441010
0.052652,0.021735,-0.451026
0.052175,0.022256,-0.461041
0.051680,0.022786,-0.471055
0.051169,0.023326,-0.481068
0.050642,0.023876,-0.491080
0.050100,0.024436,-0.501091
0.049543,0.025006,-0.511101
0.048973,0.025586,-0.521109
0.048388,0.026175,-0.531116
0.047790,0.026774,-0.541122
0.047179,0.027383,-0.551127
0.046555,0.028002,-0.561131
0.045919,0.028630,-0.571134
0.045270,0.029268,-0.581135
0.044610,0.029915,-0.591135
0.043939,0.030571,-0.601134
0.043256,0.031237,-0.611132
0.042561,0.031913,-0.621129
0.041856,0.032597,-0.631124
0.041141,0.033291,-0.641118
0.040414,0.033994,-0.651111
0.039678,0.034706,-0.661102
0.038931,0.035427,-0.671092
0.038174,0.036156,-0.681081
0.037407,0.036895,-0.691069
0.036631,0.037642,-0.701055
0.035845,0.038399,-0.711041
0.035049,0.039163,-0.721025
0.034244,0.039937,-0.731007
0.033429,0.040718,-0.740988
0.032606,0.041508,-0.750968
0.031773,0.042307,-0.760947
0.030932,0.043114,-0.770925
0.030082,0.043929,-0.780901
0.029223,0.044752,-0.790876
0.028355,0.045583,-0.800849
0.027479,0.046423,-0.810821
0.026594,0.047270,-0.820792
0.025701,0.048125,-0.830762
0.024799,0.048988,-0.840730
0.023890,0.049859,-0.850697
0.022972,0.050737,-0.860662
0.022046,0.051623,-0.870627
0.021113,0.052516,-0.880590
0.020171,0.053417,-0.890551
0.019222,0.054326,-0.900512
0.018265,0.055241,-0.910471
0.017300,0.056164,-0.920429
0.016327,0.057095,-0.930385
0.015347,0.058032,-0.940340
0.014360,0.058976,-0.950294
0.013365,0.059928,-0.960246
0.012363,0.060886,-0.970197
0.011354,0.061852,-0.980147
0.010338,0.062824,-0.990095
0.009314,0.063803,-1.000043
0.008284,0.064789,-1.009988
0.007246,0.065781,-1.019933
0.006202,0.066780,-1.029876
0.005150,0.067786,-1.039818
0.004092,0.068798,-1.049758
0.003027,0.069817,-1.059698
0.001956,0.070842,-1.069636
0.000878,0.071873,-1.079572
-0.000206,0.072910,-1.089508
-0.001297,0.073954,-1.099442
-0.002395,0.075004,-1.109374
-0.003499,0.076060,-1.119306
-0.004609,0.077122,-1.129236
-0.005725,0.078190,-1.139165
-0.006848,0.079264,-1.149092
-0.007976,0.080344,-1.159019
-0.009111,0.081429,-1.168944
-0.010251,0.082521,-1.178867
-0.011398,0.083618,-1.188790
-0.012550,0.084721,-1.198711
-0.013709,0.085829,-1.208631
-0.014873,0.086943,-1.218549
-0.016043,0.088063,-1.228467
-0.017218,0.089188,-1.238383
-0.018399,0.090318,-1.248298
-0.019586,0.091454,-1.258211
-0.020778,0.092595,-1.268124
-0.021976,0.093741,-1.278035
-0.023179,0.094893,-1.287944
-0.024388,0.096049,-1.297853
-0.025601,0.097211,-1.307760
-0.026820,0.098378,-1.317667
-0.028045,0.099550,-1.327572
-0.029274,0.100727,-1.337475
-0.030509,0.101909,-1.347378
-0.031748,0.103096,-1.357279
-0.032993,0.104287,-1.367179
-0.034242,0.105484,-1.377078
-0.035497,0.106685,-1.386976
-0.036756,0.107891,-1.396872
-0.038021,0.109101,-1.406767
-0.039289,0.110316,-1.416661
-0.040563,0.111536,-1.426554
-0.041842,0.112760,-1.436446
-0.043125,0.113989,-1.446337
-0.044412,0.115222,-1.456226
-0.045704,0.116460,-1.466114
-0.047001,0.117702,-1.476001
-0.048302,0.118948,-1.485887
-0.049608,0.120198,-1.495772
-0.050918,0.121453,-1.505656
-0.052232,0.122712,-1.515538
-0.053551,0.123975,-1.525420
-0.054873,0.125242,-1.535300
-0.056200,0.126514,-1.545179
-0.057532,0.127789,-1.555057
-0.058867,0.129068,-1.564934
-0.060206,0.130351,-1.574810
-0.061550,0.131639,-1.584685
-0.062897,0.132930,-1.594558
-0.064249,0.134225,-1.604431
-0.065604,0.135523,-1.614302
-0.066963,0.136826,-1.624173
-0.068326,0.138132,-1.634042
-0.069693,0.139442,-1.643910
-0.071064,0.140755,-1.653778
-0.072438,0.142073,-1.663644
-0.073816,0.143393,-1.673509
-0.075198,0.144718,-1.683373
-0.076583,0.146045,-1.693236
-0.077972,0.147377,-1.703098
-0.079364,0.148712,-1.712959
