ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.039679,0.027498,-0.495678,0.009314,0.063803,-1.000043
6378136.988890,0.148845,-1.985868,-0.117503,0.185289,-1.965472
6378136.848218,0.356434,-3.947508,-0.160464,0.226671,-1.958083
6378136.674163,0.596248,-5.902836,-0.185675,0.251065,-1.952872
6378136.480497,0.855066,-7.853910,-0.200502,0.265455,-1.949500
6378136.275289,1.125097,-9.802288,-0.209237,0.273949,-1.947406
6378136.063277,1.401748,-11.749011,-0.214388,0.278964,-1.946133
6378135.847251,1.682308,-13.694733,-0.217428,0.281926,-1.945369
6378135.628857,1.965176,-15.639857,-0.219222,0.283676,-1.944913
6378135.409064,2.249408,-17.584624,-0.220282,0.284709,-1.944642
6378135.188444,2.534446,-19.529180,-0.220908,0.285319,-1.944482
6378134.967337,2.819960,-21.473611,-0.221278,0.285680,-1.944387
6378134.745941,3.105754,-23.417968,-0.221496,0.285893,-1.944331
6378134.524375,3.391715,-25.362281,-0.221626,0.286019,-1.944298
6378134.293828,3.689367,-27.297433,-0.272907,0.352463,-1.891031
6378133.947833,4.132088,-29.105299,-0.417803,0.529275,-1.721025
6378133.466541,4.736092,-30.739429,-0.542023,0.675650,-1.545573
6378132.873528,5.474120,-32.200337,-0.640493,0.798254,-1.376627
6378132.195382,6.325793,-33.500376,-0.712157,0.903816,-1.225941
6378131.457946,7.276907,-34.663359,-0.759509,0.997760,-1.104548
6378130.683085,8.317622,-35.723491,-0.787900,1.083222,-1.022084
6378129.886295,9.439796,-36.723663,-0.804543,1.160344,-0.986163
6378129.075436,10.633790,-37.713155,-0.817293,1.225935,-1.001848
6378128.250729,11.885139,-38.744873,-0.833350,1.273548,-1.071239
6378127.311308,13.206213,-39.950159,-1.318889,1.376955,-1.572124
6378125.439916,14.479687,-41.763838,-2.420214,1.157107,-1.846818
6378122.985511,15.579371,-43.600234,-2.482812,1.050004,-1.827623
6378120.484067,16.594582,-45.421975,-2.517091,0.985248,-1.816758
6378117.956523,17.558989,-47.235357,-2.536388,0.946503,-1.810508
6378115.414154,18.493084,-49.043905,-2.547453,0.923449,-1.806876
6378112.863237,19.409170,-50.849634,-2.553872,0.909773,-1.804750
6378110.307341,20.314581,-52.653712,-2.557623,0.901674,-1.803502
6378107.748531,21.213675,-54.456818,-2.559825,0.896882,-1.802767
6378105.188007,22.109031,-56.259352,-2.561121,0.894049,-1.802334
6378102.626475,23.002179,-58.061548,-2.561885,0.892375,-1.802078
6378100.064347,23.894020,-59.863545,-2.562335,0.891385,-1.801927
6378097.501868,24.785091,-61.665424,-2.562601,0.890801,-1.801838
6378094.939182,25.675705,-63.467234,-2.562759,0.890455,-1.801786
6378092.376374,26.566051,-65.269003,-2.562851,0.890251,-1.801754
6378089.811911,27.451389,-67.068470,-2.576154,0.848801,-1.782637
6378087.210209,28.202874,-68.814254,-2.624531,0.649165,-1.713197
6378084.568904,28.744904,-70.504658,-2.655991,0.428296,-1.671051
6378081.902769,29.051350,-72.162399,-2.674450,0.176089,-1.645886
6378079.224239,29.086727,-73.797443,-2.680460,-0.115174,-1.622950
6378076.546870,28.810000,-75.403543,-2.671273,-0.448618,-1.584798
6378073.888328,28.179741,-76.956345,-2.641547,-0.821702,-1.512942
6378071.272482,27.160120,-78.413217,-2.584392,-1.225662,-1.389615
6378068.730354,25.727170,-79.714840,-2.492611,-1.645530,-1.199521
6378066.299765,23.874729,-80.788493,-2.360027,-2.060768,-0.931443
6378063.986080,21.683795,-81.560230,-2.445692,-1.987756,-0.649420
6378061.120758,19.963835,-82.051076,-3.295784,-1.476001,-0.318813
6378057.409400,18.724534,-82.199519,-4.132891,-0.998757,0.026348
6378053.262011,17.747875,-82.177598,-4.150877,-0.962422,0.014124
6378049.108866,16.795244,-82.168896,-4.155073,-0.944240,0.004056
6378044.952480,15.856798,-82.168046,-4.157505,-0.933480,-0.001895
6378040.794209,14.926745,-82.171835,-4.158925,-0.927117,-0.005412
6378036.634834,14.001654,-82.178367,-4.159759,-0.923356,-0.007491
6378032.474811,13.079495,-82.186519,-4.160249,-0.921133,-0.008719
6378028.314406,12.159070,-82.195629,-4.160538,-0.919820,-0.009444
6378024.153776,11.239668,-82.205303,-4.160709,-0.919044,-0.009873
6378019.993013,10.320871,-82.215313,-4.160809,-0.918585,-0.010126
6378015.832172,9.402432,-82.225519,-4.160869,-0.918314,-0.010276
6378011.690589,8.388023,-82.261742,-4.056921,-1.385007,-0.134401
6378007.855657,6.439217,-82.532119,-3.548915,-2.508768,-0.397528
6378004.699121,3.431096,-83.029900,-2.702663,-3.482858,-0.586943
6378002.535852,-0.432144,-83.677478,-1.571336,-4.199924,-0.695339
6378001.610570,-4.848236,-84.391391,-0.241633,-4.572828,-0.718242
6378002.067480,-9.441948,-85.085089,1.173386,-4.544649,-0.654005
6378003.928954,-13.799451,-85.671802,2.544949,-4.096516,-0.503855
6378007.086070,-17.508735,-86.067392,3.741487,-3.251684,-0.271846
6378011.302647,-20.201959,-86.193121,4.642479,-2.075217,0.035282
6378016.232996,-21.595220,-85.978224,5.151749,-0.669118,0.408348
6378021.605630,-21.658846,-85.381371,5.763929,0.148460,0.680208
6378027.645425,-21.672074,-84.926844,6.329766,-0.197382,0.221209
6378034.171680,-21.964515,-84.864090,6.582775,-0.238507,0.006247
6378040.756708,-22.123739,-84.871450,6.586437,-0.091310,-0.018910
6378047.343551,-22.168195,-84.898214,6.587011,-0.004326,-0.033454
6378053.930480,-22.144841,-84.936242,6.586796,0.047061,-0.041933
6378060.517115,-22.081428,-84.980855,6.586475,0.077418,-0.046904
6378067.103456,-21.994350,-85.029334,6.586219,0.095351,-0.049826
6378073.689582,-21.893293,-85.080088,6.586043,0.105944,-0.051548
6378080.275565,-21.783978,-85.132183,6.585932,0.112203,-0.052563
6378086.861460,-21.669783,-85.185069,6.585863,0.115900,-0.053163
6378093.447301,-21.552706,-85.238422,6.585821,0.118085,-0.053517
6378100.033108,-21.433927,-85.292051,6.585796,0.119375,-0.053726
6378106.618897,-21.314141,-85.345843,6.585781,0.120137,-0.053849
6378113.201003,-21.087219,-85.332456,6.545223,0.790733,0.371537
6378119.432014,-19.244654,-84.252347,5.739072,2.860343,1.803247
6378124.381056,-15.565778,-81.770252,4.006653,4.391431,3.145317
6378127.252807,-10.763681,-78.058088,1.639624,5.055310,4.235548
6378127.612703,-5.803088,-73.438134,-0.943047,4.686812,4.937103
6378125.473254,-1.715462,-68.350846,-3.281883,3.322944,5.153316
6378121.286173,0.605033,-63.308362,-4.974350,1.198563,4.839443
6378115.841798,0.578219,-58.839457,-5.758849,-1.303287,4.007778
6378110.099751,-1.952807,-55.432956,-5.565183,-3.733948,2.725531
6378104.990797,-6.703016,-53.486721,-4.520305,-5.674128,1.105856
6378101.104865,-12.963483,-53.204829,-3.690727,-6.544501,-0.223620
6378096.899596,-19.470390,-53.303416,-4.733289,-6.463610,0.046367
6378091.811652,-25.896294,-53.167162,-5.218058,-6.391039,0.129527
6378086.562457,-32.262303,-53.070249,-5.275776,-6.344423,0.068974
6378081.268442,-38.591676,-53.020554,-5.309603,-6.316431,0.033181
6378075.948121,-44.899123,-52.998766,-5.329490,-6.299736,0.012029
6378070.612319,-51.193521,-52.993469,-5.341204,-6.289819,-0.000469
6378065.267393,-57.480174,-52.997916,-5.348113,-6.283940,-0.007854
6378059.917084,-63.762241,-53.008120,-5.352190,-6.280461,-0.012216
6378054.563597,-70.041594,-53.021724,-5.354597,-6.278403,-0.014794
6378049.208234,-76.319342,-53.037338,-5.356019,-6.277187,-0.016317
6378043.851762,-82.596141,-53.054140,-5.356859,-6.276468,-0.017216
6378038.494636,-88.872380,-53.071642,-5.357355,-6.276043,-0.017748
6378033.137124,-95.148288,-53.089559,-5.357648,-6.275792,-0.018062
6378028.194036,-101.732714,-53.381944,-4.413520,-6.936018,-0.622259
6378024.357884,-108.955954,-54.320173,-3.225658,-7.480689,-1.252705
6378021.765676,-116.615768,-55.864426,-1.931819,-7.803718,-1.832552
6378020.501421,-124.482426,-57.960538,-0.576774,-7.890326,-2.354744
6378020.603514,-132.316038,-60.547726,0.793323,-7.735082,-2.813117
6378022.064310,-139.875892,-63.559518,2.132875,-7.341825,-3.202480
6378024.831613,-146.929530,-66.924757,3.398698,-6.723194,-3.518679
6378028.811940,-153.261152,-70.568674,4.551700,-5.899786,-3.758657
6378033.875346,-158.679036,-74.413999,5.558326,-4.899010,-3.920488
6378039.861558,-163.021674,-78.382105,6.391707,-3.753685,-4.003400
