gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378126.529436,30.070135,-36.670921,-2.650207,0.904012,-1.680786
6378116.858597,23.142433,-42.710579,-2.537603,0.917527,-1.800202
6378111.871874,20.011085,-60.786721,-2.587119,0.783442,-1.813897
6378101.027116,17.549022,-47.848553,-2.617294,0.897479,-1.777948
6378102.231211,25.892101,-51.291553,-2.525031,0.822299,-1.780175
6378102.651593,18.486813,-68.788291,-2.546632,0.934513,-1.842713
6378100.753172,25.571700,-78.307768,-2.507033,0.819818,-1.835943
6378095.824476,19.948540,-62.914367,-2.605341,0.890560,-1.853780
6378091.161731,25.759369,-58.923876,-2.590040,0.807263,-1.835620
6378098.285233,27.155490,-58.908142,-2.569222,0.840565,-1.860184
6378090.553443,27.894232,-50.544128,-2.579607,0.879706,-1.837283
6378089.933770,28.132024,-72.855102,-2.680843,0.617036,-1.711204
6378086.995715,17.196514,-67.968666,-2.630822,0.417079,-1.632147
6378086.039700,34.036180,-71.075100,-2.663411,0.115104,-1.578241
6378079.009457,24.391513,-64.407045,-2.639956,-0.015374,-1.679401
6378072.029409,34.568749,-77.200394,-2.624311,-0.426065,-1.610416
6378079.107115,31.774068,-77.521276,-2.737786,-0.828211,-1.504639
6378074.168948,30.003871,-78.672336,-2.597267,-1.249976,-1.435439
6378075.389522,22.530578,-79.534436,-2.540405,-1.668759,-1.136471
6378055.980691,25.003768,-85.610271,-2.327589,-2.035924,-0.888416
6378063.960585,19.999874,-81.350937,-2.407319,-1.963915,-0.681730
6378062.724295,28.528586,-74.735317,-3.296334,-1.339907,-0.302136
6378055.205601,13.884112,-87.548787,-4.244943,-0.963325,0.034721
6378048.336921,22.084821,-76.012458,-4.111937,-0.943273,0.050252
6378045.522237,14.036733,-65.415104,-4.156739,-1.000486,-0.018244
6378040.537548,18.321277,-88.865859,-4.138660,-0.869553,-0.101718
6378037.128296,5.207090,-84.086797,-4.182744,-0.949985,0.013389
6378034.575713,18.582821,-87.495097,-4.175557,-0.944551,0.033756
6378035.881458,10.016389,-78.488093,-4.187538,-0.950243,-0.177498
6378033.582866,8.140409,-81.264175,-4.142764,-0.897939,0.066664
6378025.312017,1.706367,-81.955069,-4.106384,-0.988052,0.066267
6378017.315048,21.403674,-77.766541,-4.196973,-0.932479,0.004000
6378016.799567,0.112351,-76.304121,-4.093370,-0.903831,-0.070396
6378008.694807,5.624467,-97.350781,-4.104985,-1.459825,-0.151630
6378016.480697,2.229451,-89.462139,-3.623321,-2.561513,-0.450804
6378005.959950,7.073026,-85.555824,-2.733372,-3.449926,-0.619953
6378006.893608,1.631892,-82.225118,-1.565683,-4.209816,-0.677446
6377994.321618,-13.374714,-78.306069,-0.313389,-4.574771,-0.775070
6378000.708298,-1.083467,-70.518434,1.167343,-4.572619,-0.599564
6378002.492259,-13.061420,-80.361097,2.507937,-3.996709,-0.552734
6378014.522766,-16.309813,-90.116243,3.776175,-3.275402,-0.259012
6378014.733768,-19.796795,-81.048281,4.597790,-2.081878,0.016382
6378026.923000,-18.513412,-89.966341,5.153671,-0.650021,0.278779
6378021.926948,-21.847796,-84.479388,5.676330,0.205388,0.626627
6378029.413656,-17.774215,-100.426573,6.374150,-0.214386,0.207725
6378021.943780,-15.242342,-80.696165,6.610980,-0.230253,0.065689
6378042.701347,-31.395424,-86.384499,6.489478,-0.070706,-0.034336
6378040.577617,-18.788819,-72.078301,6.450425,-0.062637,-0.061727
6378050.654955,-25.933730,-87.304954,6.601573,0.051314,-0.091787
6378052.625534,-11.561831,-82.741873,6.585212,0.109551,-0.069703
6378080.204546,-25.964577,-87.001995,6.535627,0.075861,-0.084685
6378072.867905,-20.664290,-82.814060,6.516451,0.133327,-0.012019
6378081.538765,-27.827124,-81.921868,6.601599,0.203191,-0.101581
6378094.093606,-24.849801,-79.300227,6.613038,0.090839,-0.095684
6378100.903782,-21.564782,-91.447886,6.573218,0.074110,0.014166
6378093.952866,-20.110233,-87.844798,6.602280,0.031516,-0.093999
6378103.772938,-21.418229,-81.003272,6.550957,0.141230,-0.076498
6378123.732513,-19.806113,-85.616705,6.491133,0.793255,0.358485
6378120.599619,-14.730483,-89.067517,5.788889,2.789741,1.811845
6378120.084773,-15.387220,-80.664147,3.973956,4.406115,3.209976
6378128.745655,-1.178809,-77.410677,1.635744,5.080153,4.245877
6378122.945065,-11.296805,-75.278631,-0.891703,4.691848,4.941555
6378132.642552,-2.344149,-62.210752,-3.262854,3.334831,5.140527
6378122.343123,-1.466709,-65.202193,-4.942582,1.102842,4.884765
6378112.376767,2.167407,-50.659514,-5.858562,-1.243580,3.986536
6378116.918926,1.875595,-60.635419,-5.500114,-3.710593,2.772899
6378108.997387,-6.585123,-51.509728,-4.493861,-5.836280,1.083683
6378104.075177,-13.149568,-55.647583,-3.731233,-6.534522,-0.198990
6378100.649670,-11.497671,-48.453503,-4.865560,-6.495043,0.108845
6378093.472508,-34.393409,-53.699883,-5.164644,-6.454773,0.118327
6378085.537749,-35.123269,-58.688111,-5.238064,-6.221724,0.031481
6378081.271540,-24.714295,-47.495645,-5.331454,-6.328691,0.087957
6378081.397120,-46.140595,-56.488671,-5.267818,-6.326530,0.042749
6378065.582144,-61.290722,-48.075965,-5.360076,-6.282821,-0.002350
6378061.353162,-68.205250,-46.790947,-5.343343,-6.268432,0.036811
6378064.770136,-57.462240,-54.029331,-5.327679,-6.257748,-0.013274
6378051.702894,-71.199138,-46.623681,-5.314642,-6.244118,-0.028806
6378052.524895,-76.560549,-45.864057,-5.256656,-6.312983,-0.045272
6378047.125189,-79.565370,-59.523970,-5.325174,-6.306838,0.009246
6378032.948226,-89.063376,-36.571875,-5.284775,-6.396048,0.125891
6378036.502700,-95.056689,-49.507088,-5.338793,-6.202047,-0.115054
6378018.948039,-100.922061,-50.349548,-4.352099,-6.966475,-0.543476
6378023.672024,-105.652224,-50.860458,-3.233424,-7.489886,-1.222016
6378028.847141,-115.649564,-67.296497,-1.925473,-7.714361,-1.844012
6378017.386286,-124.016266,-65.371113,-0.729529,-7.864883,-2.419418
6378023.005933,-130.135196,-69.133908,0.895135,-7.727983,-2.818759
6378022.437379,-140.703877,-67.028531,2.171773,-7.323444,-3.312455
6378028.038833,-140.716017,-63.863658,3.451620,-6.745898,-3.511374
6378028.715633,-155.806245,-82.267307,4.639198,-5.916132,-3.682553
6378032.435220,-155.730390,-55.115245,5.492077,-4.830247,-3.903118
6378037.416795,-154.862930,-71.772763,6.403691,-3.748769,-3.970504
