ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
6378137.028833,0.009522,-0.183379
6378137.029266,0.009834,-0.189490
6378137.029691,0.010154,-0.195701
6378137.030110,0.010480,-0.202013
6378137.030521,0.010812,-0.208424
6378137.030925,0.011152,-0.214935
6378137.031322,0.011499,-0.221546
6378137.031711,0.011854,-0.228257
6378137.032093,0.012215,-0.235068
6378137.032467,0.012584,-0.241978
6378137.032834,0.012961,-0.248989
6378137.033192,0.013345,-0.256099
6378137.033543,0.013736,-0.263310
6378137.033885,0.014136,-0.270620
6378137.034219,0.014543,-0.278030
6378137.034545,0.014958,-0.285539
6378137.034863,0.015381,-0.293149
6378137.035172,0.015812,-0.300858
6378137.035473,0.016251,-0.308667
6378137.035765,0.016699,-0.316576
6378137.036049,0.017155,-0.324584
6378137.036324,0.017619,-0.332692
6378137.036590,0.018092,-0.340900
6378137.036847,0.018573,-0.349208
6378137.037095,0.019063,-0.357615
6378137.037334,0.019561,-0.366122
6378137.037563,0.020069,-0.374729
6378137.037784,0.020585,-0.383435
6378137.037995,0.021110,-0.392241
6378137.038197,0.021644,-0.401147
6378137.038389,0.022188,-0.410152
6378137.038571,0.022740,-0.419256
6378137.038744,0.023302,-0.428461
6378137.038908,0.023873,-0.437764
6378137.039061,0.024453,-0.447168
6378137.039205,0.025043,-0.456671
6378137.039338,0.025642,-0.466273
6378137.039462,0.026251,-0.475975
6378137.039576,0.026869,-0.485777
6378137.039679,0.027498,-0.495678
6378137.039772,0.028136,-0.505678
6378137.039855,0.028783,-0.515778
6378137.039927,0.029441,-0.525977
6378137.039989,0.030109,-0.536276
6378137.040041,0.030787,-0.546674
6378137.040082,0.031475,-0.557172
6378137.040112,0.032173,-0.567769
6378137.040132,0.032882,-0.578465
6378137.040141,0.033600,-0.589261
6378137.040138,0.034329,-0.600156
6378137.040125,0.035069,-0.611150
6378137.040102,0.035819,-0.622244
6378137.040067,0.036580,-0.633437
6378137.040020,0.037351,-0.644730
6378137.039963,0.038133,-0.656121
6378137.039895,0.038925,-0.667612
6378137.039815,0.039729,-0.679202
6378137.039724,0.040543,-0.690892
6378137.039621,0.041368,-0.702680
6378137.039507,0.042204,-0.714568
6378137.039382,0.043052,-0.726555
6378137.039245,0.043910,-0.738642
6378137.039096,0.044779,-0.750827
6378137.038936,0.045660,-0.763112
6378137.038763,0.046552,-0.775496
6378137.038579,0.047455,-0.787979
6378137.038384,0.048370,-0.800561
6378137.038176,0.049295,-0.813242
6378137.037956,0.050233,-0.826022
6378137.037724,0.051182,-0.838902
6378137.037480,0.052142,-0.851880
6378137.037224,0.053114,-0.864958
6378137.036956,0.054098,-0.878135
6378137.036676,0.055094,-0.891410
6378137.036383,0.056101,-0.904785
6378137.036078,0.057120,-0.918259
6378137.035760,0.058151,-0.931832
6378137.035430,0.059194,-0.945503
6378137.035088,0.060249,-0.959274
6378137.034733,0.061316,-0.973144
6378137.034365,0.062394,-0.987113
6378137.033985,0.063486,-1.001180
6378137.033592,0.064589,-1.015347
6378137.033187,0.065704,-1.029613
6378137.032768,0.066832,-1.043977
6378137.032337,0.067972,-1.058440
6378137.031893,0.069124,-1.073003
6378137.031436,0.070288,-1.087664
6378137.030966,0.071465,-1.102424
6378137.030483,0.072655,-1.117283
6378137.029987,0.073857,-1.132240
6378137.029478,0.075071,-1.147297
6378137.028955,0.076298,-1.162452
6378137.028420,0.077538,-1.177707
6378137.027871,0.078791,-1.193060
6378137.027309,0.080056,-1.208511
6378137.026734,0.081334,-1.224062
6378137.026145,0.082624,-1.239711
6378137.025543,0.083928,-1.255459
6378137.024928,0.085244,-1.271306
6378137.024299,0.086574,-1.287252
6378137.023656,0.087916,-1.303296
6378137.023000,0.089271,-1.319439
6378137.022330,0.090639,-1.335681
6378137.021647,0.092021,-1.352021
6378137.020950,0.093415,-1.368460
6378137.020240,0.094823,-1.384998
6378137.019515,0.096243,-1.401635
6378137.018777,0.097677,-1.418370
6378137.018025,0.099124,-1.435203
6378137.017259,0.100585,-1.452136
6378137.016479,0.102059,-1.469167
6378137.015686,0.103546,-1.486296
6378137.014878,0.105046,-1.503525
6378137.014057,0.106560,-1.520851
6378137.013221,0.108088,-1.538277
6378137.012371,0.109628,-1.555801
6378137.011508,0.111183,-1.573423
6378137.010630,0.112751,-1.591144
6378137.009738,0.114332,-1.608964
6378137.008831,0.115927,-1.626882
6378137.007911,0.117536,-1.644898
6378137.006976,0.119158,-1.663014
6378137.006027,0.120794,-1.681227
6378137.005064,0.122444,-1.699539
6378137.004086,0.124108,-1.717950
6378137.003094,0.125785,-1.736459
6378137.002087,0.127477,-1.755067
6378137.001066,0.129182,-1.773773
6378137.000031,0.130901,-1.792577
6378136.998981,0.132633,-1.811480
6378136.997916,0.134380,-1.830481
6378136.996837,0.136141,-1.849581
6378136.995744,0.137916,-1.868779
6378136.994636,0.139705,-1.888076
6378136.993513,0.141507,-1.907471
6378136.992375,0.143324,-1.926964
6378136.991223,0.145155,-1.946556
6378136.990059,0.146997,-1.966212
6378136.988890,0.148845,-1.985868
6378136.987715,0.150698,-2.005522
6378136.986534,0.152556,-2.025176
6378136.985348,0.154420,-2.044829
6378136.984156,0.156288,-2.064481
6378136.982959,0.158162,-2.084133
6378136.981757,0.160041,-2.103783
6378136.980549,0.161926,-2.123433
6378136.979336,0.163815,-2.143082
6378136.978118,0.165710,-2.162730
6378136.976894,0.167610,-2.182377
6378136.975665,0.169514,-2.202024
6378136.974431,0.171424,-2.221669
6378136.973191,0.173339,-2.241314
6378136.971946,0.175259,-2.260958
6378136.970697,0.177184,-2.280601
6378136.969442,0.179114,-2.300244
6378136.968182,0.181048,-2.319885
6378136.966916,0.182988,-2.339526
6378136.965646,0.184932,-2.359166
6378136.964371,0.186881,-2.378805
6378136.963091,0.188835,-2.398444
6378136.961806,0.190794,-2.418081
6378136.960516,0.192758,-2.437718
6378136.959220,0.194726,-2.457354
6378136.957921,0.196699,-2.476989
6378136.956616,0.198677,-2.496623
6378136.955306,0.200659,-2.516257
6378136.953992,0.202646,-2.535890
6378136.952672,0.204638,-2.555522
6378136.951348,0.206634,-2.575153
6378136.950020,0.208634,-2.594783
6378136.948686,0.210640,-2.614413
6378136.947348,0.212649,-2.634042
6378136.946005,0.214664,-2.653670
6378136.944658,0.216682,-2.673297
6378136.943306,0.218706,-2.692924
6378136.941949,0.220733,-2.712549
6378136.940588,0.222765,-2.732174
6378136.939222,0.224801,-2.751799
6378136.937852,0.226842,-2.771422
6378136.936477,0.228887,-2.791045
6378136.935098,0.230936,-2.810667
6378136.933714,0.232990,-2.830288
6378136.932326,0.235048,-2.849908
6378136.930934,0.237110,-2.869528
6378136.929537,0.239176,-2.889147
6378136.928136,0.241247,-2.908765
6378136.926730,0.243321,-2.928382
6378136.925321,0.245400,-2.947999
6378136.923906,0.247483,-2.967615
6378136.922488,0.249570,-2.987230
6378136.921066,0.251661,-3.006845
6378136.919639,0.253756,-3.026458
6378136.918208,0.255855,-3.046071
6378136.916773,0.257959,-3.065683
6378136.915333,0.260066,-3.085295
6378136.913890,0.262177,-3.104906
6378136.912442,0.264292,-3.124516
6378136.910991,0.266411,-3.144125
6378136.909535,0.268534,-3.163733
6378136.908076,0.270661,-3.183341
6378136.906612,0.272792,-3.202948
6378136.905144,0.274926,-3.222555
6378136.903672,0.277064,-3.242161
6378136.902197,0.279207,-3.261766
6378136.900717,0.281353,-3.281370
6378136.899234,0.283502,-3.300973
6378136.897747,0.285656,-3.320576
6378136.896255,0.287813,-3.340178
6378136.894760,0.289974,-3.359780
6378136.893261,0.292139,-3.379381
6378136.891759,0.294307,-3.398981
6378136.890252,0.296479,-3.418580
6378136.888742,0.298655,-3.438179
6378136.887228,0.300834,-3.457777
6378136.885710,0.303017,-3.477374
6378136.884189,0.305203,-3.496971
6378136.882664,0.307393,-3.516566
6378136.881135,0.309586,-3.536162
6378136.879603,0.311783,-3.555756
6378136.878067,0.313984,-3.575350
6378136.876527,0.316188,-3.594943
6378136.874984,0.318395,-3.614536
6378136.873437,0.320606,-3.634128
6378136.871887,0.322820,-3.653719
6378136.870333,0.325038,-3.673310
6378136.868776,0.327259,-3.692899
6378136.867215,0.329484,-3.712489
6378136.865650,0.331711,-3.732077
6378136.864083,0.333942,-3.751665
6378136.862511,0.336177,-3.771252
6378136.860937,0.338415,-3.790839
6378136.859359,0.340656,-3.810425
6378136.857777,0.342900,-3.830010
6378136.856192,0.345148,-3.849595
6378136.854604,0.347398,-3.869179
6378136.853013,0.349653,-3.888762
6378136.851418,0.351910,-3.908345
6378136.849820,0.354170,-3.927927
6378136.848218,0.356434,-3.947508
6378136.846614,0.358700,-3.967089
6378136.845006,0.360970,-3.986669
6378136.843395,0.363243,-4.006249
6378136.841781,0.365519,-4.025828
6378136.840163,0.367798,-4.045406
6378136.838542,0.370081,-4.064984
6378136.836918,0.372366,-4.084561
6378136.835292,0.374654,-4.104138
6378136.833661,0.376945,-4.123713
6378136.832028,0.379240,-4.143289
6378136.830392,0.381537,-4.162863
6378136.828753,0.383837,-4.182437
6378136.827110,0.386141,-4.202011
6378136.825465,0.388447,-4.221584
6378136.823816,0.390756,-4.241156
6378136.822165,0.393068,-4.260728
6378136.820510,0.395383,-4.280299
6378136.818853,0.397701,-4.299869
6378136.817192,0.400021,-4.319439
6378136.815529,0.402345,-4.339008
6378136.813863,0.404671,-4.358577
6378136.812193,0.407000,-4.378145
6378136.810521,0.409332,-4.397713
6378136.808846,0.411667,-4.417279
6378136.807168,0.414004,-4.436846
6378136.805488,0.416344,-4.456412
6378136.803804,0.418687,-4.475977
6378136.802118,0.421033,-4.495541
6378136.800428,0.423382,-4.515106
6378136.798736,0.425733,-4.534669
6378136.797042,0.428087,-4.554232
6378136.795344,0.430443,-4.573794
6378136.793644,0.432802,-4.593356
6378136.791941,0.435164,-4.612917
6378136.790235,0.437529,-4.632478
6378136.788527,0.439896,-4.652038
6378136.786815,0.442265,-4.671598
6378136.785102,0.444637,-4.691157
6378136.783385,0.447012,-4.710716
6378136.781666,0.449390,-4.730274
6378136.779944,0.451770,-4.749831
6378136.778220,0.454152,-4.769388
6378136.776493,0.456537,-4.788944
6378136.774763,0.458925,-4.808500
6378136.773031,0.461315,-4.828055
6378136.771296,0.463707,-4.847610
6378136.769559,0.466102,-4.867164
6378136.767819,0.468499,-4.886718
6378136.766077,0.470899,-4.906271
6378136.764332,0.473302,-4.925824
6378136.762585,0.475706,-4.945376
6378136.760835,0.478113,-4.964928
6378136.759083,0.480523,-4.984479
6378136.757328,0.482935,-5.004029
6378136.755571,0.485349,-5.023579
6378136.753811,0.487765,-5.043129
6378136.752049,0.490184,-5.062678
6378136.750284,0.492606,-5.082227
6378136.748518,0.495029,-5.101775
6378136.746748,0.497455,-5.121322
6378136.744977,0.499883,-5.140869
6378136.743203,0.502314,-5.160416
6378136.741426,0.504747,-5.179962
6378136.739648,0.507181,-5.199507
6378136.737867,0.509619,-5.219052
6378136.736083,0.512058,-5.238597
6378136.734298,0.514500,-5.258141
6378136.732510,0.516944,-5.277685
6378136.730720,0.519390,-5.297228
6378136.728928,0.521838,-5.316771
6378136.727133,0.524289,-5.336313
6378136.725336,0.526741,-5.355854
6378136.723537,0.529196,-5.375396
6378136.721736,0.531653,-5.394936
6378136.719932,0.534112,-5.414477
6378136.718127,0.536573,-5.434016
6378136.716319,0.539036,-5.453556
6378136.714509,0.541502,-5.473095
6378136.712696,0.543969,-5.492633
6378136.710882,0.546439,-5.512171
6378136.709066,0.548910,-5.531708
6378136.707247,0.551384,-5.551246
6378136.705427,0.553860,-5.570782
6378136.703604,0.556337,-5.590318
6378136.701779,0.558817,-5.609854
6378136.699952,0.561299,-5.629389
6378136.698123,0.563783,-5.648924
6378136.696292,0.566268,-5.668458
6378136.694459,0.568756,-5.687992
6378136.692624,0.571246,-5.707526
6378136.690787,0.573737,-5.727059
6378136.688947,0.576231,-5.746591
6378136.687106,0.578726,-5.766123
6378136.685263,0.581224,-5.785655
6378136.683418,0.583723,-5.805186
6378136.681571,0.586225,-5.824717
6378136.679722,0.588728,-5.844248
6378136.677871,0.591233,-5.863778
6378136.676018,0.593740,-5.883307
6378136.674163,0.596248,-5.902836
6378136.672307,0.598759,-5.922365
6378136.670448,0.601272,-5.941893
6378136.668587,0.603786,-5.961421
6378136.666725,0.606302,-5.980949
6378136.664861,0.608820,-6.000476
6378136.662994,0.611340,-6.020002
6378136.661126,0.613861,-6.039529
6378136.659257,0.616385,-6.059054
6378136.657385,0.618910,-6.078580
6378136.655511,0.621437,-6.098105
6378136.653636,0.623966,-6.117629
6378136.651759,0.626496,-6.137154
6378136.649880,0.629028,-6.156677
6378136.647999,0.631562,-6.176201
6378136.646117,0.634098,-6.195724
6378136.644232,0.636635,-6.215247
6378136.642346,0.639174,-6.234769
6378136.640458,0.641715,-6.254291
6378136.638569,0.644257,-6.273812
6378136.636678,0.646802,-6.293333
6378136.634785,0.649347,-6.312854
6378136.632890,0.651895,-6.332374
6378136.630993,0.654444,-6.351894
6378136.629095,0.656995,-6.371414
6378136.627196,0.659547,-6.390933
6378136.625294,0.662101,-6.410452
6378136.623391,0.664657,-6.429970
6378136.621486,0.667214,-6.449488
6378136.619580,0.669773,-6.469006
6378136.617672,0.672333,-6.488523
6378136.615762,0.674895,-6.508040
6378136.613850,0.677459,-6.527556
6378136.611937,0.680024,-6.547073
6378136.610023,0.682591,-6.566589
6378136.608107,0.685159,-6.586104
6378136.606189,0.687729,-6.605619
6378136.604270,0.690300,-6.625134
6378136.602349,0.692873,-6.644648
6378136.600426,0.695448,-6.664162
6378136.598502,0.698024,-6.683676
6378136.596577,0.700601,-6.703189
6378136.594649,0.703180,-6.722702
6378136.592721,0.705760,-6.742215
6378136.590791,0.708342,-6.761727
6378136.588859,0.710926,-6.781239
6378136.586926,0.713510,-6.800751
6378136.584991,0.716097,-6.820262
6378136.583055,0.718684,-6.839773
6378136.581117,0.721274,-6.859284
6378136.579178,0.723864,-6.878794
6378136.577237,0.726456,-6.898304
6378136.575295,0.729050,-6.917813
6378136.573351,0.731645,-6.937323
6378136.571406,0.734241,-6.956832
6378136.569460,0.736838,-6.976340
6378136.567512,0.739438,-6.995849
6378136.565563,0.742038,-7.015356
6378136.563612,0.744640,-7.034864
6378136.561660,0.747243,-7.054371
6378136.559706,0.749848,-7.073878
6378136.557751,0.752453,-7.093385
6378136.555795,0.755061,-7.112891
6378136.553837,0.757669,-7.132397
6378136.551878,0.760279,-7.151903
6378136.549918,0.762890,-7.171408
6378136.547956,0.765503,-7.190913
6378136.545993,0.768117,-7.210418
6378136.544029,0.770732,-7.229923
6378136.542063,0.773348,-7.249427
6378136.540096,0.775966,-7.268931
6378136.538127,0.778585,-7.288434
6378136.536157,0.781205,-7.307937
6378136.534186,0.783827,-7.327440
6378136.532214,0.786450,-7.346943
6378136.530240,0.789074,-7.366445
6378136.528265,0.791699,-7.385947
6378136.526289,0.794326,-7.405449
6378136.524312,0.796954,-7.424950
6378136.522333,0.799583,-7.444452
6378136.520353,0.802213,-7.463952
6378136.518371,0.804845,-7.483453
6378136.516389,0.807477,-7.502953
6378136.514405,0.810111,-7.522453
6378136.512420,0.812746,-7.541953
6378136.510434,0.815383,-7.561452
6378136.508446,0.818020,-7.580951
6378136.506458,0.820659,-7.600450
6378136.504468,0.823299,-7.619949
6378136.502477,0.825940,-7.639447
6378136.500484,0.828582,-7.658945
6378136.498491,0.831225,-7.678443
6378136.496496,0.833870,-7.697940
6378136.494500,0.836515,-7.717437
6378136.492503,0.839162,-7.736934
6378136.490505,0.841810,-7.756431
6378136.488506,0.844459,-7.775927
6378136.486506,0.847109,-7.795423
6378136.484504,0.849760,-7.814919
6378136.482501,0.852413,-7.834415
6378136.480497,0.855066,-7.853910
6378136.478492,0.857721,-7.873405
6378136.476486,0.860376,-7.892900
6378136.474479,0.863033,-7.912394
6378136.472470,0.865691,-7.931888
6378136.470461,0.868350,-7.951382
6378136.468450,0.871010,-7.970876
6378136.466439,0.873671,-7.990369
6378136.464426,0.876333,-8.009863
6378136.462412,0.878996,-8.029355
6378136.460397,0.881660,-8.048848
6378136.458381,0.884325,-8.068341
6378136.456364,0.886992,-8.087833
6378136.454346,0.889659,-8.107325
6378136.452327,0.892327,-8.126816
6378136.450307,0.894996,-8.146308
6378136.448286,0.897667,-8.165799
6378136.446263,0.900338,-8.185290
6378136.444240,0.903010,-8.204780
6378136.442216,0.905684,-8.224271
6378136.440190,0.908358,-8.243761
6378136.438164,0.911033,-8.263251
6378136.436137,0.913710,-8.282741
6378136.434108,0.916387,-8.302230
6378136.432079,0.919065,-8.321719
6378136.430048,0.921744,-8.341209
6378136.428017,0.924424,-8.360697
6378136.425985,0.927105,-8.380186
6378136.423951,0.929788,-8.399674
6378136.421917,0.932471,-8.419162
6378136.419882,0.935154,-8.438650
6378136.417846,0.937839,-8.458138
6378136.415808,0.940525,-8.477625
6378136.413770,0.943212,-8.497112
6378136.411731,0.945900,-8.516599
6378136.409691,0.948588,-8.536086
6378136.407650,0.951278,-8.555572
6378136.405608,0.953968,-8.575059
6378136.403566,0.956659,-8.594545
6378136.401522,0.959351,-8.614030
6378136.399477,0.962045,-8.633516
6378136.397432,0.964738,-8.653001
6378136.395385,0.967433,-8.672487
6378136.393338,0.970129,-8.691971
6378136.391290,0.972826,-8.711456
6378136.389240,0.975523,-8.730941
6378136.387190,0.978221,-8.750425
6378136.385139,0.980921,-8.769909
6378136.383088,0.983621,-8.789393
6378136.381035,0.986322,-8.808877
6378136.378981,0.989023,-8.828360
6378136.376927,0.991726,-8.847843
6378136.374872,0.994429,-8.867326
6378136.372815,0.997134,-8.886809
6378136.370758,0.999839,-8.906292
6378136.368701,1.002545,-8.925774
6378136.366642,1.005251,-8.945257
6378136.364582,1.007959,-8.964739
6378136.362522,1.010667,-8.984220
6378136.360461,1.013376,-9.003702
6378136.358399,1.016086,-9.023183
6378136.356336,1.018797,-9.042665
6378136.354272,1.021509,-9.062146
6378136.352208,1.024221,-9.081627
6378136.350143,1.026934,-9.101107
6378136.348076,1.029648,-9.120588
6378136.346010,1.032363,-9.140068
6378136.343942,1.035078,-9.159548
6378136.341873,1.037794,-9.179028
6378136.339804,1.040511,-9.198508
6378136.337734,1.043229,-9.217987
6378136.335663,1.045948,-9.237466
6378136.333592,1.048667,-9.256945
6378136.331519,1.051387,-9.276424
6378136.329446,1.054108,-9.295903
6378136.327372,1.056829,-9.315382
6378136.325298,1.059552,-9.334860
6378136.323222,1.062275,-9.354338
6378136.321146,1.064998,-9.373816
6378136.319069,1.067723,-9.393294
6378136.316992,1.070448,-9.412772
6378136.314913,1.073174,-9.432249
6378136.312834,1.075900,-9.451726
6378136.310754,1.078628,-9.471204
6378136.308674,1.081356,-9.490680
6378136.306592,1.084084,-9.510157
6378136.304510,1.086814,-9.529634
6378136.302428,1.089544,-9.549110
6378136.300344,1.092275,-9.568586
6378136.298260,1.095006,-9.588063
6378136.296175,1.097738,-9.607538
6378136.294090,1.100471,-9.627014
6378136.292003,1.103205,-9.646490
6378136.289916,1.105939,-9.665965
6378136.287829,1.108674,-9.685440
6378136.285740,1.111410,-9.704915
6378136.283651,1.114146,-9.724390
6378136.281562,1.116883,-9.743865
6378136.279471,1.119620,-9.763339
6378136.277380,1.122358,-9.782814
6378136.275289,1.125097,-9.802288
6378136.273196,1.127837,-9.821762
6378136.271103,1.130577,-9.841236
6378136.269010,1.133318,-9.860710
6378136.266915,1.136059,-9.880183
6378136.264820,1.138801,-9.899657
6378136.262725,1.141544,-9.919130
6378136.260628,1.144287,-9.938603
6378136.258531,1.147031,-9.958076
6378136.256434,1.149775,-9.977549
6378136.254336,1.152521,-9.997021
6378136.252237,1.155266,-10.016494
6378136.250137,1.158013,-10.035966
6378136.248037,1.160760,-10.055438
6378136.245937,1.163507,-10.074910
6378136.243835,1.166256,-10.094382
6378136.241733,1.169004,-10.113854
6378136.239631,1.171754,-10.133326
6378136.237528,1.174504,-10.152797
6378136.235424,1.177254,-10.172268
6378136.233320,1.180005,-10.191739
6378136.231215,1.182757,-10.211210
6378136.229109,1.185510,-10.230681
6378136.227003,1.188262,-10.250152
6378136.224896,1.191016,-10.269622
6378136.222789,1.193770,-10.289093
6378136.220681,1.196525,-10.308563
6378136.218572,1.199280,-10.328033
6378136.216463,1.202035,-10.347503
6378136.214354,1.204792,-10.366973
6378136.212244,1.207549,-10.386443
6378136.210133,1.210306,-10.405912
6378136.208022,1.213064,-10.425382
6378136.205910,1.215822,-10.444851
6378136.203797,1.218581,-10.464320
6378136.201684,1.221341,-10.483789
6378136.199571,1.224101,-10.503258
6378136.197457,1.226862,-10.522727
6378136.195342,1.229623,-10.542195
6378136.193227,1.232385,-10.561664
6378136.191111,1.235147,-10.581132
6378136.188995,1.237910,-10.600600
6378136.186878,1.240673,-10.620068
6378136.184761,1.243437,-10.639536
6378136.182643,1.246201,-10.659004
6378136.180524,1.248966,-10.678472
6378136.178405,1.251731,-10.697939
6378136.176286,1.254497,-10.717407
6378136.174166,1.257263,-10.736874
6378136.172045,1.260030,-10.756341
6378136.169925,1.262798,-10.775808
6378136.167803,1.265565,-10.795275
6378136.165681,1.268334,-10.814742
6378136.163558,1.271103,-10.834208
6378136.161435,1.273872,-10.853675
6378136.159312,1.276642,-10.873141
6378136.157188,1.279412,-10.892608
6378136.155063,1.282183,-10.912074
6378136.152938,1.284954,-10.931540
6378136.150813,1.287726,-10.951006
6378136.148687,1.290498,-10.970471
6378136.146561,1.293271,-10.989937
6378136.144434,1.296044,-11.009403
6378136.142306,1.298817,-11.028868
6378136.140178,1.301592,-11.048333
6378136.138050,1.304366,-11.067799
6378136.135921,1.307141,-11.087264
6378136.133792,1.309917,-11.106729
6378136.131662,1.312692,-11.126193
6378136.129532,1.315469,-11.145658
6378136.127401,1.318246,-11.165123
6378136.125270,1.321023,-11.184587
6378136.123138,1.323801,-11.204052
6378136.121006,1.326579,-11.223516
6378136.118874,1.329357,-11.242980
6378136.116741,1.332136,-11.262444
6378136.114607,1.334916,-11.281908
6378136.112473,1.337696,-11.301372
6378136.110339,1.340476,-11.320836
6378136.108204,1.343257,-11.340299
6378136.106069,1.346038,-11.359763
6378136.103933,1.348820,-11.379226
6378136.101797,1.351602,-11.398689
6378136.099661,1.354384,-11.418153
6378136.097524,1.357167,-11.437616
6378136.095387,1.359950,-11.457079
6378136.093249,1.362734,-11.476541
6378136.091111,1.365518,-11.496004
6378136.088972,1.368303,-11.515467
6378136.086833,1.371087,-11.534929
6378136.084694,1.373873,-11.554392
6378136.082554,1.376658,-11.573854
6378136.080413,1.379445,-11.593316
6378136.078273,1.382231,-11.612779
6378136.076132,1.385018,-11.632241
6378136.073990,1.387805,-11.651703
6378136.071848,1.390593,-11.671164
6378136.069706,1.393381,-11.690626
6378136.067563,1.396170,-11.710088
6378136.065420,1.398959,-11.729549
6378136.063277,1.401748,-11.749011
6378136.061133,1.404537,-11.768472
6378136.058989,1.407328,-11.787933
6378136.056844,1.410118,-11.807394
6378136.054699,1.412909,-11.826855
6378136.052553,1.415700,-11.846316
6378136.050408,1.418491,-11.865777
6378136.048261,1.421283,-11.885238
6378136.046115,1.424076,-11.904699
6378136.043968,1.426868,-11.924159
6378136.041821,1.429661,-11.943620
6378136.039673,1.432454,-11.963080
6378136.037525,1.435248,-11.982540
6378136.035376,1.438042,-12.002001
6378136.033228,1.440837,-12.021461
6378136.031079,1.443631,-12.040921
6378136.028929,1.446427,-12.060381
6378136.026779,1.449222,-12.079840
6378136.024629,1.452018,-12.099300
6378136.022478,1.454814,-12.118760
6378136.020327,1.457611,-12.138219
6378136.018176,1.460408,-12.157679
6378136.016024,1.463205,-12.177138
6378136.013872,1.466002,-12.196598
6378136.011720,1.468800,-12.216057
6378136.009567,1.471598,-12.235516
6378136.007414,1.474397,-12.254975
6378136.005261,1.477196,-12.274434
6378136.003107,1.479995,-12.293893
6378136.000953,1.482795,-12.313351
6378135.998799,1.485595,-12.332810
6378135.996644,1.488395,-12.352269
6378135.994489,1.491195,-12.371727
6378135.992334,1.493996,-12.391186
6378135.990178,1.496797,-12.410644
6378135.988022,1.499599,-12.430102
6378135.985865,1.502401,-12.449561
6378135.983709,1.505203,-12.469019
6378135.981552,1.508005,-12.488477
6378135.979394,1.510808,-12.507935
6378135.977237,1.513611,-12.527393
6378135.975079,1.516414,-12.546850
6378135.972920,1.519218,-12.566308
6378135.970762,1.522022,-12.585766
6378135.968603,1.524826,-12.605223
6378135.966444,1.527631,-12.624681
6378135.964284,1.530436,-12.644138
6378135.962124,1.533241,-12.663596
6378135.959964,1.536047,-12.683053
6378135.957804,1.538853,-12.702510
6378135.955643,1.541659,-12.721967
6378135.953482,1.544465,-12.741424
6378135.951320,1.547272,-12.760881
6378135.949159,1.550079,-12.780338
6378135.946997,1.552886,-12.799795
6378135.944835,1.555693,-12.819251
6378135.942672,1.558501,-12.838708
6378135.940509,1.561309,-12.858165
6378135.938346,1.564118,-12.877621
6378135.936183,1.566926,-12.897078
6378135.934019,1.569735,-12.916534
6378135.931855,1.572545,-12.935990
6378135.929691,1.575354,-12.955446
6378135.927526,1.578164,-12.974903
6378135.925361,1.580974,-12.994359
6378135.923196,1.583784,-13.013815
6378135.921031,1.586595,-13.033271
6378135.918865,1.589406,-13.052727
6378135.916699,1.592217,-13.072182
6378135.914533,1.595028,-13.091638
6378135.912366,1.597840,-13.111094
6378135.910200,1.600652,-13.130549
6378135.908032,1.603464,-13.150005
6378135.905865,1.606277,-13.169460
