accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.645194,0.109603,-10.761621
0.573125,0.105913,-10.774388
0.524277,0.084249,-10.776349
0.470047,0.071433,-10.787034
0.427589,0.060546,-10.778900
0.384982,0.061468,-10.780626
0.346167,0.045090,-10.795292
0.323225,0.041131,-10.775193
0.288372,0.034881,-10.784576
0.270687,0.019999,-10.781484
0.241660,0.015517,-10.772639
0.221025,0.009155,-10.781392
0.208032,-0.001446,-10.784117
0.199262,-0.008962,-10.781803
0.181792,-0.013220,-10.773050
0.178124,-0.014581,-10.787840
0.171588,-0.020307,-10.787912
0.163056,-0.034359,-10.774696
0.152792,-0.040446,-10.779166
0.143992,-0.039669,-10.775415
0.137067,-0.050203,-10.769556
0.153588,-0.057445,-10.783185
0.132746,-0.063439,-10.789892
0.139759,-0.066511,-10.776425
0.145323,-0.082400,-10.782158
0.144566,-0.079035,-10.776134
0.136863,-0.089653,-10.774531
0.137073,-0.096200,-10.780671
0.146775,-0.102590,-10.786600
0.158569,-0.101630,-10.785780
0.147455,-0.109343,-10.781711
0.154713,-0.121615,-10.776991
0.154830,-0.129906,-10.784271
0.161404,-0.133359,-10.784133
0.174643,-0.141867,-10.777093
0.157256,-0.144035,-10.782844
0.173982,-0.141811,-10.784148
0.170681,-0.153811,-10.782373
0.181552,-0.158286,-10.776340
0.191069,-0.166932,-10.790492
0.190523,-0.172681,-10.781867
0.196678,-0.170099,-10.773030
0.201369,-0.184377,-10.772959
0.206301,-0.196579,-10.774587
0.203043,-0.191516,-10.776477
0.214065,-0.205905,-10.780193
0.221067,-0.198166,-10.781515
0.224350,-0.213000,-10.774964
0.219317,-0.214704,-10.787759
0.239015,-0.221853,-10.773488
0.232644,-0.230192,-10.777207
0.253337,-0.230277,-10.771663
0.255574,-0.241800,-10.776365
0.250794,-0.250745,-10.772217
0.262808,-0.244843,-10.771508
0.265721,-0.259195,-10.773342
0.278022,-0.262289,-10.774038
0.275416,-0.270005,-10.767007
0.289814,-0.272921,-10.768821
0.277959,-0.266232,-10.767458
0.293070,-0.276823,-10.766392
0.300517,-0.287298,-10.763991
0.307455,-0.295684,-10.774250
0.309123,-0.296346,-10.775063
0.309724,-0.295086,-10.763853
0.328766,-0.310682,-10.763187
0.320237,-0.306192,-10.774349
0.331770,-0.305282,-10.775671
0.340882,-0.325232,-10.770198
0.342856,-0.319848,-10.767788
0.351794,-0.329049,-10.761067
0.349908,-0.330276,-10.772394
0.353227,-0.338299,-10.760624
0.364123,-0.355253,-10.765226
0.363819,-0.335544,-10.767551
0.372671,-0.347758,-10.770246
0.379765,-0.358843,-10.763481
0.394739,-0.370870,-10.754290
0.388322,-0.363894,-10.765289
0.392068,-0.373289,-10.762441
0.389278,-0.369347,-10.753419
0.409110,-0.382465,-10.771209
0.397791,-0.389939,-10.760998
0.411189,-0.390447,-10.763038
0.415007,-0.390680,-10.757031
0.416111,-0.409348,-10.761201
0.425208,-0.400497,-10.767954
0.429363,-0.410089,-10.763109
0.435502,-0.414832,-10.762190
0.427951,-0.414213,-10.761281
0.437845,-0.422702,-10.762506
0.452801,-0.426628,-10.746491
0.453512,-0.425505,-10.757211
0.453530,-0.444331,-10.761645
0.464012,-0.450965,-10.756843
0.477226,-0.438471,-10.762415
0.471555,-0.448410,-10.756135
0.473085,-0.457441,-10.750929
0.474686,-0.450475,-10.757248
0.483229,-0.462392,-10.755077
0.489172,-0.463972,-10.753748
0.495691,-0.474875,-10.753438
0.495755,-0.478623,-10.759075
0.495075,-0.477709,-10.756249
0.501477,-0.481616,-10.748924
0.509278,-0.484993,-10.759997
0.516078,-0.488997,-10.748909
0.514665,-0.495175,-10.750348
0.520737,-0.500531,-10.745129
0.521502,-0.508205,-10.745841
0.532049,-0.502061,-10.755267
0.535449,-0.516316,-10.747055
0.537593,-0.515517,-10.752427
0.539394,-0.521379,-10.748017
0.544576,-0.519007,-10.753969
0.551360,-0.530688,-10.748230
0.544740,-0.528509,-10.750136
0.563377,-0.540720,-10.743100
0.569304,-0.535031,-10.750590
0.567985,-0.538443,-10.741150
0.572213,-0.544654,-10.744663
0.576422,-0.545531,-10.732599
0.587824,-0.560700,-10.752431
0.580061,-0.554712,-10.752082
0.582620,-0.564581,-10.731210
0.599212,-0.568080,-10.752058
0.597939,-0.570713,-10.738007
0.595258,-0.573498,-10.732954
0.615543,-0.578582,-10.738443
0.618841,-0.581774,-10.744207
0.619714,-0.578428,-10.738709
0.614898,-0.581765,-10.744454
0.620785,-0.588654,-10.732399
0.629101,-0.595900,-10.739440
0.630079,-0.601333,-10.733285
0.634397,-0.602885,-10.735787
0.628910,-0.604491,-10.733132
0.643152,-0.609052,-10.727107
0.634023,-0.611721,-10.746245
0.645225,-0.618755,-10.731415
0.643112,-0.614981,-10.732744
0.653685,-0.627379,-10.738278
0.658939,-0.630597,-10.735255
0.657394,-0.633885,-10.726316
0.665495,-0.643960,-10.726303
0.671945,-0.628342,-10.720353
0.677826,-0.631239,-10.728729
0.669737,-0.652376,-10.727651
0.686281,-0.651654,-10.716065
0.679713,-0.648034,-10.733041
0.693048,-0.657992,-10.729231
0.678648,-0.663754,-10.729551
0.695526,-0.657155,-10.717940
0.688381,-0.665942,-10.722533
0.688173,-0.664157,-10.727922
0.705145,-0.666110,-10.730022
0.707711,-0.676875,-10.727346
0.708550,-0.673227,-10.719294
0.713516,-0.685277,-10.726835
0.718401,-0.690765,-10.719240
0.722395,-0.693906,-10.724815
0.719096,-0.694898,-10.723388
