gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.204795,0.313060,0.020934
0.545280,0.480752,0.050982
0.834151,0.859081,0.059340
1.204485,1.109170,0.045125
1.413514,1.356918,0.053828
1.702000,1.725333,0.087987
1.945229,1.993642,0.180234
2.109473,2.203728,-0.015964
2.301304,2.444839,0.020266
2.428504,2.526589,0.013767
2.596800,2.640785,-0.086458
2.716297,2.858881,-0.027188
2.770241,2.958674,-0.005827
2.961529,3.114939,0.006134
3.091970,3.127844,0.008009
3.159841,3.318374,0.020586
3.178583,3.330864,0.045329
3.276526,3.405629,-0.050469
3.321090,3.442896,0.058072
3.327285,3.515814,0.035606
3.429813,3.600143,0.037948
3.408884,3.628269,0.001343
3.442026,3.598484,0.087465
3.521604,3.675468,0.021729
3.482370,3.745393,0.057108
3.546358,3.680437,-0.005641
3.553247,3.701517,-0.036506
3.550194,3.718011,-0.044944
3.574482,3.751212,-0.041959
3.551480,3.740658,0.032878
3.528253,3.676440,-0.025894
3.542655,3.759472,0.014289
3.620043,3.731456,-0.054132
3.516687,3.732522,0.010735
3.586749,3.796113,0.077810
3.577259,3.724217,-0.079350
3.552286,3.714582,0.005119
3.568399,3.707229,-0.068406
3.445068,3.714431,-0.031180
3.556134,3.727563,-0.108428
3.516953,3.713439,-0.030112
3.494204,3.645131,-0.068363
3.523303,3.678789,0.011813
3.492806,3.642940,-0.040824
3.444900,3.604433,0.025215
3.386590,3.600761,-0.030302
3.402884,3.639700,-0.019660
3.369211,3.567761,0.027300
3.438653,3.642453,0.002638
3.462379,3.536951,-0.084170
3.371644,3.638177,-0.085830
3.377331,3.503892,-0.125036
3.325105,3.550892,-0.111897
3.363121,3.484862,-0.168080
3.348780,3.558654,-0.026455
3.337382,3.511968,-0.055707
3.323982,3.417422,-0.021641
3.268192,3.411612,-0.016776
3.276039,3.457858,-0.057959
3.314770,3.390883,-0.100255
3.236587,3.393484,-0.064355
3.210646,3.391416,-0.061299
3.213801,3.331555,-0.123686
3.146908,3.326927,-0.000118
3.125720,3.314240,-0.066301
3.107218,3.291584,-0.150067
3.139883,3.320935,-0.096952
3.057411,3.200377,-0.082548
3.101847,3.194035,-0.054720
3.088229,3.170627,-0.129526
3.052655,3.173163,-0.139166
3.089451,3.238225,-0.054092
3.038755,3.214088,-0.053424
3.120679,3.121786,-0.081442
3.012387,3.102127,-0.066990
3.058307,3.103219,-0.059780
2.982306,3.114974,-0.088036
2.897477,3.124291,-0.107138
2.970462,3.052646,-0.127471
3.023517,3.043491,-0.027347
2.924798,2.986322,-0.057587
2.852855,3.011020,-0.059122
2.857605,2.989541,-0.092679
2.835422,3.028390,-0.137279
2.864093,3.031206,-0.026103
2.826522,3.007898,-0.010802
2.808150,2.897653,-0.165958
2.795330,2.832882,-0.143394
2.779346,2.949283,-0.158647
2.808152,2.872445,-0.036906
2.854769,2.808946,-0.171286
2.759230,2.852237,-0.063358
2.765651,2.910340,-0.144912
2.724246,2.842091,-0.074860
2.747150,2.879049,-0.167212
2.654671,2.877245,-0.081250
2.642135,2.837581,-0.111134
2.638035,2.789324,-0.077657
2.634183,2.700289,-0.080084
2.662734,2.806818,-0.058323
2.580668,2.803997,-0.112970
2.598281,2.717765,-0.086236
2.687462,2.678561,-0.080894
2.533113,2.725703,-0.156150
2.419317,2.666756,-0.131429
2.570211,2.676117,-0.028544
2.502019,2.729713,-0.082716
2.497837,2.717407,-0.149880
2.486369,2.648460,-0.057979
2.495889,2.625934,-0.172583
2.524563,2.609153,-0.102074
2.477971,2.574495,-0.133071
2.422590,2.588112,-0.133123
2.448253,2.649693,-0.064428
2.457615,2.537198,-0.190268
2.426273,2.561633,-0.102321
2.433525,2.550699,-0.118867
2.318118,2.529394,-0.083345
2.349855,2.581104,-0.113226
2.392587,2.494086,-0.128181
2.358452,2.539012,-0.135257
2.401895,2.481523,-0.192574
2.280400,2.480940,-0.117594
2.292338,2.378806,-0.144789
2.294878,2.390911,-0.060909
2.375669,2.337735,-0.104285
2.288237,2.318315,-0.235408
2.255208,2.374934,-0.183930
2.197099,2.430790,-0.091937
2.277590,2.368600,-0.134527
2.206302,2.396026,-0.088939
2.258429,2.315743,-0.149577
2.199515,2.318548,-0.116034
2.163910,2.306751,-0.129330
2.219658,2.334424,-0.160535
2.155017,2.252455,-0.093223
2.158519,2.288300,-0.159078
2.201428,2.296123,-0.159365
2.150424,2.209608,-0.168914
2.144804,2.163956,-0.193712
2.118165,2.203844,-0.143817
2.169158,2.189976,-0.115250
2.100400,2.189711,-0.103685
2.064098,2.220636,-0.145888
2.083020,2.161629,-0.195756
2.085842,2.137563,-0.152228
2.098607,2.159102,-0.060574
2.033025,2.118898,-0.097148
2.090176,2.101350,-0.168085
2.047453,2.096677,-0.021978
1.986168,2.084037,-0.097925
1.967094,2.076004,-0.099678
2.030906,2.132289,-0.099234
1.951150,2.013049,-0.127051
1.972056,2.056406,-0.132167
1.969836,2.131870,-0.130994
1.882182,1.990939,-0.131356
1.899655,2.119541,-0.018119
1.973550,2.043088,-0.162638
1.971631,1.995725,-0.103667
1.966226,1.968674,-0.054993
1.800381,1.964890,-0.171348
1.883284,1.947318,-0.127800
1.905571,1.926034,-0.097198
1.867357,2.012855,-0.117325
1.857669,1.900200,-0.187162
1.816784,1.924473,-0.109874
1.773990,1.909741,-0.154162
1.910167,1.903346,-0.086696
1.870783,1.895297,-0.171314
1.810378,1.843751,-0.157661
1.791382,1.868613,-0.114688
1.764292,1.801201,-0.204976
1.814217,1.789474,-0.167080
1.780209,1.837667,-0.168607
1.843760,1.880862,-0.148812
1.747451,1.818155,-0.111145
1.724789,1.833364,-0.071358
1.796061,1.789438,-0.125784
1.727007,1.814662,-0.103402
1.667794,1.832200,-0.161006
1.766953,1.759946,-0.169326
1.719790,1.786485,-0.187633
1.728028,1.767101,-0.266274
1.685343,1.830319,-0.117207
1.643274,1.745842,-0.143357
1.639087,1.748782,-0.107188
1.577412,1.704912,-0.162377
1.646199,1.689967,-0.237719
1.603983,1.736445,-0.137070
1.649684,1.741268,-0.136443
1.607071,1.762391,-0.144218
1.607003,1.679384,-0.242487
1.614286,1.685145,-0.158976
