gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378100.261354,134.282422,-138.783480,-5.734816,-3.178227,5.584398
6378095.893575,133.029022,-130.703439,-5.712094,-3.145265,5.565960
6378086.539198,139.666482,-132.458838,-4.688071,-4.009160,6.102487
6378082.897309,134.265096,-131.206508,-2.759699,-5.062831,6.446778
6378077.646395,127.093520,-111.917782,-0.381321,-5.695731,6.656189
6378091.356994,127.075030,-96.605413,1.906437,-5.799771,6.529141
6378079.238011,113.157897,-87.822217,4.194879,-5.334745,5.903545
6378100.347713,101.352265,-87.123629,6.210839,-4.430630,4.885711
6378092.957811,118.565480,-87.412197,7.731924,-3.087295,3.649080
6378099.332995,100.345090,-95.208803,8.888965,-1.598120,2.074589
6378106.973060,94.474438,-99.179163,9.339238,0.147071,0.422125
6378132.950870,107.430432,-78.099218,9.248808,1.626904,-1.226099
