gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378141.156926,7.977306,-6.139585,-0.023865,-0.062734,0.066529
6378135.122953,3.456567,-6.030315,0.137057,0.011063,-0.978427
6378132.557381,-3.845118,3.344331,0.056422,0.081495,-1.865680
6378133.029301,5.099736,-4.282056,0.079974,0.011507,-1.887521
6378131.665644,1.036846,0.075927,0.087019,0.142175,-1.845054
6378138.361824,4.862659,-3.763486,0.030337,0.088804,-1.812407
6378132.911733,0.841452,-4.830790,0.025463,0.121397,-1.898960
6378141.512844,14.259024,-17.965552,0.044596,0.018930,-1.795848
6378135.543129,-4.140830,-21.172563,0.026056,0.046734,-1.876684
6378136.875784,-0.290220,-12.798816,0.074090,0.080768,-1.899080
6378141.936680,10.856829,-15.910176,0.079220,0.141712,-1.910574
6378137.356265,-3.356760,-20.181243,-0.012637,0.134396,-1.858918
6378145.091889,-2.818586,-12.181921,0.123608,0.025161,-1.810041
6378136.972210,3.494231,-30.495340,0.087588,0.042946,-1.877074
6378130.325520,5.123051,-32.049169,-0.144821,0.498851,-1.870900
6378135.536615,-0.897625,-14.739238,-0.258523,0.845147,-1.642970
6378135.565153,4.475437,-36.450854,-0.328954,1.157073,-1.532392
6378140.233928,8.759760,-20.861323,-0.403517,1.496385,-1.304221
6378135.086991,8.253178,-22.282019,-0.317877,1.726185,-1.234873
6378129.835108,10.057728,-28.951859,-0.140005,1.838084,-0.990151
6378139.274545,8.928560,-28.668562,0.008255,1.923830,-1.189360
6378135.805312,3.161492,-23.328727,0.264931,1.950689,-1.429240
6378135.228098,16.554614,-37.973714,0.284246,1.798195,-1.751072
6378138.577377,15.192183,-51.847527,0.453652,1.623357,-2.212861
6378128.303472,11.368129,-34.922922,0.121985,2.369389,-2.824439
6378138.341751,19.109621,-50.115857,-0.094016,2.738681,-2.889686
6378147.586810,17.032401,-48.822366,0.015041,2.798260,-2.897956
6378143.184366,24.591055,-47.781714,-0.097501,2.700080,-2.862599
6378130.764160,25.087821,-52.537883,-0.158619,2.667877,-2.990359
6378134.131998,29.182366,-59.566586,-0.092210,2.669804,-2.846381
6378132.391209,41.817138,-57.527928,-0.120527,2.721452,-2.929565
6378134.605308,41.540218,-63.685060,-0.121148,2.773366,-2.879989
6378143.689056,49.722339,-66.312438,-0.138713,2.744802,-2.957668
6378136.688900,42.236745,-66.802410,-0.052253,2.715818,-2.979962
6378141.796837,44.343881,-62.759476,-0.080498,2.686835,-2.917942
6378138.422415,49.541836,-82.087358,-0.204341,2.675058,-3.004602
6378128.777385,45.048149,-82.287887,-0.100045,2.675649,-2.951544
6378141.370357,56.497584,-73.514785,-0.151925,2.793263,-2.917446
6378140.227962,51.309537,-76.592604,-0.100422,2.765593,-2.876501
6378141.132642,56.003388,-81.143341,-0.558321,2.385879,-3.157376
6378136.068622,56.422971,-69.863500,-0.932714,1.895372,-3.367636
6378135.059874,55.860406,-92.857862,-1.103887,1.382847,-3.545024
6378132.864431,75.084530,-85.887820,-1.134135,0.746323,-3.859840
6378119.814539,58.549858,-96.331397,-1.063289,0.130217,-3.874120
6378126.823757,66.354287,-106.908978,-0.683126,-0.385123,-4.064690
6378129.217127,64.532972,-107.389414,-0.272957,-0.806481,-4.098421
6378137.068882,64.664221,-111.747322,0.151000,-0.943752,-4.148127
6378127.826409,57.741907,-114.489367,0.963890,-1.125032,-4.116851
6378131.588498,59.743420,-110.962546,1.479910,-0.988583,-4.114595
6378136.087657,56.466392,-124.188493,0.681552,-0.816719,-4.336710
6378130.999273,60.444385,-133.304373,-0.037126,-1.143390,-4.927127
6378137.219080,47.271371,-135.103017,-0.584516,-1.318691,-5.079363
6378138.179913,52.808698,-134.185033,-0.521551,-1.312646,-5.106987
6378133.976762,50.080964,-145.368260,-0.392045,-1.290948,-5.046585
6378130.887428,56.744756,-151.670142,-0.360734,-1.194572,-5.051552
6378133.191635,51.261752,-158.200509,-0.470549,-1.280013,-5.125571
6378131.935064,45.123064,-164.447055,-0.430228,-1.245362,-5.143629
6378124.920204,44.228880,-156.361037,-0.473479,-1.220419,-5.214173
6378137.686830,44.119200,-160.117814,-0.479486,-1.139727,-5.154083
6378125.482236,45.217373,-174.481036,-0.511979,-1.155045,-5.148086
6378132.077514,56.480455,-183.416554,-0.613825,-1.236758,-5.040419
6378126.138086,57.619819,-177.586653,-0.573330,-1.207122,-5.139573
6378129.355537,46.208887,-192.028492,-0.247296,-1.343134,-5.118109
6378130.933467,34.114397,-201.399975,0.933607,-1.287510,-5.011082
6378139.678062,40.387372,-202.214151,1.980174,-1.076825,-4.857416
6378136.030104,44.236800,-203.118643,2.834574,-0.576181,-4.577422
6378143.372876,39.147265,-221.937899,3.638872,0.262763,-3.994318
6378126.012708,38.215450,-207.762366,4.187727,1.088303,-3.490618
6378135.415447,39.529507,-218.614068,4.435689,2.087159,-2.803841
6378143.419279,42.684288,-229.490771,4.383554,3.019469,-2.041238
6378158.336127,49.101878,-208.681386,3.973044,4.050553,-1.163534
6378166.610331,49.249573,-219.303189,3.438678,4.762959,-0.271250
6378159.024677,54.505611,-218.989793,3.194192,5.706142,0.082740
6378168.392573,65.495265,-233.882588,3.609016,5.830236,-0.571865
6378165.267030,72.232404,-226.217646,3.656898,5.975223,-0.846573
6378168.924014,61.905189,-229.756428,3.580025,6.102860,-0.776169
6378166.599960,74.218170,-223.101122,3.552173,6.153372,-0.862708
6378179.124122,85.174231,-218.055070,3.518386,6.132319,-0.753868
6378167.060778,89.011312,-234.581715,3.502803,6.195784,-0.741971
6378180.966639,101.290536,-235.273933,3.527232,6.241251,-0.781313
6378195.666942,111.021376,-230.866404,3.516161,6.072848,-0.744599
6378191.866857,112.539529,-228.089249,3.478673,6.209609,-0.751230
6378199.948562,117.914768,-241.455858,3.425538,6.140878,-0.792786
6378202.720098,120.393309,-238.361179,3.420925,6.177979,-0.787716
6378198.453142,134.414564,-222.968753,3.477737,6.179583,-0.794863
6378205.498847,129.245495,-230.950884,3.455660,6.217486,-0.778323
6378206.206137,148.279886,-223.807378,3.160271,6.297916,-0.564203
6378202.137283,148.461869,-230.459085,1.664483,6.958538,-0.086691
6378216.171991,147.136135,-234.214665,-0.099905,7.148043,0.545833
6378212.576799,167.292735,-228.584799,-1.706383,7.022383,1.184516
6378216.813601,172.988056,-229.707783,-3.315452,6.210270,1.708282
6378200.976749,169.452422,-225.666884,-4.682678,5.172683,2.364617
6378202.931422,183.652127,-229.419855,-5.671145,3.687149,3.024113
6378195.464354,190.401982,-236.131404,-6.349416,2.013354,3.617064
6378190.955818,188.262769,-209.650355,-6.366724,0.326284,4.187580
6378183.584811,176.710611,-209.031251,-6.079947,-1.394910,4.689590
6378173.883016,187.288034,-202.402873,-5.297407,-2.933326,5.031848
6378175.016118,178.419966,-185.689402,-5.841693,-2.821883,5.200190
6378164.458840,166.437418,-202.495004,-6.080405,-2.931948,5.353208
6378171.253860,178.685570,-186.341329,-5.986397,-2.956957,5.522552
6378147.942147,167.770238,-178.524490,-5.815531,-3.019265,5.482069
6378151.841838,163.512001,-188.213733,-5.652976,-3.118446,5.574330
6378140.561894,164.769375,-167.359025,-5.746836,-3.129099,5.591049
6378132.537187,162.382261,-173.751554,-5.687984,-3.114067,5.575016
6378124.955669,163.975001,-160.648572,-5.758184,-3.115073,5.589359
6378117.194381,152.714951,-164.666312,-5.619824,-3.190381,5.693839
6378117.212242,145.386914,-153.299622,-5.663593,-3.188739,5.569995
6378110.296699,148.758847,-150.609957,-5.837000,-3.142750,5.642648
6378101.191987,148.911685,-134.828572,-5.768197,-3.097192,5.604444
