ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
1.967273,3.142700,0.134040
1.971192,3.148960,0.134307
1.975090,3.155188,0.134572
1.978968,3.161382,0.134837
1.982825,3.167544,0.135099
1.986662,3.173674,0.135361
1.990479,3.179772,0.135621
1.994276,3.185837,0.135880
1.998053,3.191871,0.136137
2.001810,3.197873,0.136393
2.005548,3.203843,0.136648
2.009266,3.209783,0.136901
2.012964,3.215691,0.137153
2.016643,3.221568,0.137404
2.020303,3.227414,0.137653
2.023943,3.233229,0.137901
2.027564,3.239014,0.138148
2.031166,3.244769,0.138393
2.034750,3.250493,0.138637
2.038314,3.256188,0.138880
2.041860,3.261852,0.139122
2.045387,3.267487,0.139362
2.048896,3.273092,0.139601
2.052386,3.278667,0.139839
2.055858,3.284214,0.140076
2.059312,3.289731,0.140311
2.062748,3.295220,0.140545
2.066165,3.300679,0.140778
2.069565,3.306110,0.141009
2.072947,3.311512,0.141240
2.076311,3.316886,0.141469
2.079657,3.322232,0.141697
2.082986,3.327550,0.141924
2.086297,3.332840,0.142149
2.089591,3.338102,0.142374
2.092868,3.343336,0.142597
2.096127,3.348543,0.142819
2.099370,3.353723,0.143040
2.102595,3.358875,0.143260
2.105803,3.364001,0.143479
2.108995,3.369099,0.143696
2.112170,3.374171,0.143912
2.115328,3.379216,0.144127
2.118469,3.384234,0.144342
2.121594,3.389227,0.144554
2.124703,3.394193,0.144766
2.127795,3.399133,0.144977
2.130872,3.404047,0.145187
2.133932,3.408935,0.145395
2.136975,3.413798,0.145602
2.140003,3.418635,0.145809
2.143015,3.423446,0.146014
2.146012,3.428233,0.146218
2.148992,3.432994,0.146421
2.151957,3.437731,0.146623
2.154906,3.442442,0.146824
2.157840,3.447129,0.147024
2.160758,3.451791,0.147223
2.163662,3.456428,0.147421
2.166549,3.461042,0.147617
2.169422,3.465631,0.147813
2.172280,3.470196,0.148008
2.175122,3.474737,0.148202
2.177950,3.479254,0.148394
2.180763,3.483748,0.148586
2.183561,3.488217,0.148777
2.186344,3.492664,0.148966
2.189113,3.497087,0.149155
2.191867,3.501487,0.149342
2.194607,3.505864,0.149529
2.197332,3.510217,0.149715
2.200044,3.514548,0.149900
2.202740,3.518857,0.150083
2.205423,3.523142,0.150266
2.208092,3.527405,0.150448
2.210746,3.531646,0.150629
2.213387,3.535864,0.150809
2.216014,3.540061,0.150988
2.218627,3.544235,0.151166
2.221226,3.548387,0.151343
2.223812,3.552518,0.151519
2.226384,3.556627,0.151694
2.228943,3.560714,0.151869
2.231488,3.564780,0.152042
2.234019,3.568825,0.152215
2.236538,3.572848,0.152386
2.239043,3.576850,0.152557
2.241535,3.580831,0.152727
2.244014,3.584791,0.152896
2.246481,3.588731,0.153064
2.248934,3.592650,0.153231
2.251374,3.596548,0.153397
2.253801,3.600426,0.153562
2.256216,3.604283,0.153727
2.258618,3.608120,0.153891
2.261007,3.611937,0.154053
2.263384,3.615734,0.154215
2.265749,3.619511,0.154376
2.268100,3.623269,0.154537
2.270440,3.627006,0.154696
2.272767,3.630724,0.154855
2.275083,3.634422,0.155012
2.277385,3.638101,0.155169
2.279676,3.641761,0.155325
2.281955,3.645401,0.155481
2.284222,3.649023,0.155635
2.286477,3.652625,0.155789
2.288720,3.656208,0.155942
2.290952,3.659773,0.156094
2.293171,3.663319,0.156245
2.295379,3.666846,0.156395
2.297576,3.670355,0.156545
2.299761,3.673845,0.156694
2.301934,3.677317,0.156842
2.304096,3.680771,0.156989
2.306247,3.684207,0.157136
2.308386,3.687624,0.157281
2.310514,3.691024,0.157426
2.312631,3.694406,0.157571
2.314737,3.697770,0.157714
2.316832,3.701116,0.157857
2.318916,3.704445,0.157999
2.320988,3.707757,0.158140
2.323050,3.711051,0.158281
2.325102,3.714327,0.158420
2.327142,3.717587,0.158559
2.329172,3.720829,0.158698
2.331191,3.724055,0.158835
2.333199,3.727263,0.158972
2.335197,3.730455,0.159108
2.337184,3.733630,0.159244
2.339161,3.736788,0.159378
2.341128,3.739929,0.159512
2.343084,3.743054,0.159646
2.345030,3.746163,0.159778
2.346966,3.749256,0.159910
2.348892,3.752332,0.160041
2.350807,3.755392,0.160172
2.352713,3.758436,0.160302
2.354608,3.761464,0.160431
2.356494,3.764476,0.160559
2.358369,3.767472,0.160687
2.360235,3.770452,0.160814
2.362091,3.773417,0.160941
2.363937,3.776367,0.161066
2.365774,3.779301,0.161192
2.367601,3.782219,0.161316
2.369418,3.785122,0.161440
2.371226,3.788010,0.161563
2.373024,3.790883,0.161686
2.374813,3.793740,0.161807
2.376592,3.796583,0.161929
2.378362,3.799411,0.162049
2.380123,3.802224,0.162169
2.381875,3.805022,0.162289
2.383617,3.807805,0.162407
2.385350,3.810574,0.162525
2.387074,3.813328,0.162643
2.388789,3.816068,0.162760
2.390496,3.818794,0.162876
2.392193,3.821505,0.162992
2.393881,3.824202,0.163107
2.395560,3.826884,0.163221
2.397231,3.829553,0.163335
2.398892,3.832208,0.163448
2.400546,3.834848,0.163561
2.402190,3.837475,0.163673
2.403826,3.840088,0.163784
2.405453,3.842688,0.163895
2.407071,3.845273,0.164005
2.408681,3.847845,0.164115
2.410283,3.850404,0.164224
2.411876,3.852949,0.164333
2.413461,3.855481,0.164441
2.415038,3.858000,0.164548
2.416606,3.860505,0.164655
2.418166,3.862997,0.164761
2.419718,3.865476,0.164867
2.421262,3.867942,0.164972
2.422797,3.870395,0.165077
2.424325,3.872836,0.165181
2.425845,3.875263,0.165284
2.427356,3.877678,0.165387
2.428860,3.880080,0.165490
2.430355,3.882469,0.165592
2.431843,3.884846,0.165693
2.433323,3.887211,0.165794
2.434796,3.889563,0.165894
2.436260,3.891902,0.165994
2.437717,3.894230,0.166093
2.439166,3.896545,0.166192
2.440608,3.898848,0.166290
2.442042,3.901139,0.166388
2.443469,3.903418,0.166485
2.444888,3.905684,0.166582
2.446299,3.907940,0.166678
2.447703,3.910183,0.166774
2.449100,3.912414,0.166869
2.450490,3.914634,0.166964
2.451872,3.916842,0.167058
2.453247,3.919038,0.167152
2.454615,3.921223,0.167245
2.455975,3.923397,0.167337
2.457329,3.925559,0.167430
2.458675,3.927709,0.167521
2.460014,3.929849,0.167613
2.461346,3.931977,0.167703
2.462671,3.934094,0.167794
2.463990,3.936200,0.167884
2.465301,3.938295,0.167973
2.466605,3.940378,0.168062
2.467903,3.942451,0.168150
2.469194,3.944513,0.168238
2.470478,3.946565,0.168326
2.471755,3.948605,0.168413
2.473026,3.950635,0.168499
2.474290,3.952654,0.168585
2.475547,3.954662,0.168671
2.476798,3.956660,0.168756
2.478042,3.958648,0.168841
2.479279,3.960625,0.168925
2.480510,3.962591,0.169009
2.481735,3.964548,0.169093
2.482953,3.966494,0.169176
2.484165,3.968429,0.169258
2.485370,3.970355,0.169340
2.486569,3.972271,0.169422
2.487762,3.974176,0.169503
2.488949,3.976072,0.169584
2.490129,3.977957,0.169664
2.491303,3.979833,0.169744
2.492471,3.981698,0.169824
2.493633,3.983554,0.169903
2.494789,3.985401,0.169982
2.495938,3.987237,0.170060
2.497082,3.989064,0.170138
2.498219,3.990882,0.170216
2.499351,3.992689,0.170293
2.500477,3.994488,0.170370
2.501597,3.996276,0.170446
2.502711,3.998056,0.170522
2.503819,3.999826,0.170597
2.504921,4.001587,0.170672
2.506017,4.003339,0.170747
2.507108,4.005081,0.170821
2.508193,4.006814,0.170895
2.509272,4.008538,0.170969
2.510346,4.010253,0.171042
2.511414,4.011960,0.171115
2.512476,4.013657,0.171187
2.513533,4.015345,0.171259
2.514584,4.017024,0.171331
2.515630,4.018695,0.171402
2.516670,4.020357,0.171473
2.517705,4.022010,0.171543
2.518735,4.023654,0.171614
2.519758,4.025290,0.171683
2.520777,4.026917,0.171753
2.521790,4.028536,0.171822
2.522798,4.030146,0.171890
2.523801,4.031747,0.171959
2.524798,4.033341,0.172027
2.525790,4.034926,0.172094
2.526777,4.036502,0.172162
2.527759,4.038071,0.172228
2.528736,4.039631,0.172295
2.529707,4.041183,0.172361
2.530673,4.042726,0.172427
2.531635,4.044262,0.172492
2.532591,4.045790,0.172558
2.533542,4.047309,0.172622
2.534488,4.048821,0.172687
2.535430,4.050324,0.172751
2.536366,4.051820,0.172815
2.537297,4.053308,0.172878
2.538224,4.054788,0.172941
2.539145,4.056260,0.173004
2.540062,4.057725,0.173067
2.540974,4.059182,0.173129
2.541881,4.060631,0.173191
2.542784,4.062073,0.173252
2.543682,4.063507,0.173313
2.544575,4.064933,0.173374
2.545463,4.066353,0.173435
2.546347,4.067764,0.173495
2.547226,4.069168,0.173555
2.548100,4.070565,0.173614
2.548970,4.071955,0.173674
2.549835,4.073337,0.173733
2.550696,4.074712,0.173791
2.551552,4.076080,0.173850
2.552404,4.077440,0.173908
2.553251,4.078794,0.173965
2.554094,4.080140,0.174023
2.554932,4.081479,0.174080
2.555766,4.082811,0.174137
2.556595,4.084137,0.174193
2.557421,4.085455,0.174249
2.558242,4.086766,0.174305
2.559058,4.088071,0.174361
2.559870,4.089368,0.174416
2.560678,4.090659,0.174471
2.561482,4.091943,0.174526
2.562282,4.093220,0.174581
2.563077,4.094491,0.174635
2.563868,4.095755,0.174689
2.564655,4.097012,0.174742
2.565438,4.098263,0.174796
2.566217,4.099507,0.174849
2.566992,4.100745,0.174902
2.567762,4.101976,0.174954
2.568529,4.103200,0.175006
2.569292,4.104418,0.175058
2.570050,4.105630,0.175110
2.570805,4.106836,0.175161
2.571555,4.108035,0.175212
2.572302,4.109228,0.175263
2.573045,4.110414,0.175314
2.573784,4.111595,0.175364
2.574519,4.112769,0.175414
2.575250,4.113937,0.175464
2.575977,4.115098,0.175514
2.576701,4.116254,0.175563
2.577420,4.117404,0.175612
2.578136,4.118548,0.175661
2.578848,4.119685,0.175709
2.579557,4.120817,0.175758
2.580261,4.121943,0.175806
2.580962,4.123062,0.175853
2.581660,4.124176,0.175901
2.582353,4.125284,0.175948
2.583043,4.126387,0.175995
2.583730,4.127483,0.176042
2.584412,4.128574,0.176088
2.585092,4.129659,0.176135
2.585767,4.130738,0.176181
2.586439,4.131812,0.176227
2.587108,4.132880,0.176272
2.587773,4.133942,0.176317
2.588434,4.134999,0.176363
2.589092,4.136050,0.176407
2.589747,4.137096,0.176452
2.590398,4.138136,0.176496
2.591046,4.139171,0.176540
2.591690,4.140200,0.176584
2.592331,4.141224,0.176628
2.592969,4.142243,0.176671
2.593603,4.143256,0.176715
2.594234,4.144264,0.176758
2.594862,4.145267,0.176800
2.595486,4.146264,0.176843
2.596107,4.147256,0.176885
2.596725,4.148243,0.176927
2.597340,4.149225,0.176969
2.597951,4.150202,0.177011
2.598559,4.151173,0.177052
2.599164,4.152140,0.177094
2.599766,4.153101,0.177135
2.600364,4.154057,0.177175
2.600960,4.155008,0.177216
2.601552,4.155955,0.177256
2.602141,4.156896,0.177296
2.602728,4.157832,0.177336
2.603311,4.158764,0.177376
2.603891,4.159690,0.177416
2.604468,4.160612,0.177455
2.605041,4.161529,0.177494
2.605612,4.162441,0.177533
2.606180,4.163348,0.177572
2.606745,4.164250,0.177610
2.607307,4.165148,0.177648
2.607866,4.166041,0.177686
2.608422,4.166929,0.177724
2.608975,4.167813,0.177762
2.609526,4.168692,0.177800
2.610073,4.169566,0.177837
2.610617,4.170436,0.177874
2.611159,4.171302,0.177911
2.611698,4.172162,0.177948
2.612234,4.173018,0.177984
2.612767,4.173870,0.178020
2.613297,4.174717,0.178057
2.613825,4.175560,0.178092
2.614350,4.176398,0.178128
2.614872,4.177232,0.178164
2.615391,4.178062,0.178199
2.615908,4.178887,0.178234
2.616422,4.179708,0.178269
2.616933,4.180525,0.178304
2.617441,4.181337,0.178339
2.617947,4.182145,0.178373
2.618450,4.182949,0.178408
2.618951,4.183748,0.178442
2.619449,4.184544,0.178476
2.619944,4.185335,0.178509
2.620436,4.186122,0.178543
2.620927,4.186905,0.178576
2.621414,4.187684,0.178610
2.621899,4.188458,0.178643
2.622381,4.189229,0.178675
2.622861,4.189996,0.178708
2.623339,4.190758,0.178741
2.623814,4.191517,0.178773
2.624286,4.192271,0.178805
2.624756,4.193022,0.178837
2.625223,4.193769,0.178869
2.625688,4.194512,0.178901
2.626151,4.195250,0.178932
2.626611,4.195985,0.178964
2.627068,4.196717,0.178995
2.627524,4.197444,0.179026
2.627977,4.198167,0.179057
2.628427,4.198887,0.179087
2.628875,4.199603,0.179118
2.629321,4.200315,0.179148
2.629765,4.201023,0.179179
2.630206,4.201728,0.179209
2.630644,4.202429,0.179238
2.631081,4.203126,0.179268
2.631515,4.203820,0.179298
2.631947,4.204510,0.179327
2.632377,4.205197,0.179357
2.632804,4.205879,0.179386
2.633229,4.206559,0.179415
2.633652,4.207234,0.179443
2.634073,4.207906,0.179472
2.634492,4.208575,0.179501
2.634908,4.209240,0.179529
2.635322,4.209901,0.179557
2.635734,4.210560,0.179585
2.636144,4.211214,0.179613
2.636551,4.211865,0.179641
2.636957,4.212513,0.179669
2.637360,4.213158,0.179696
2.637761,4.213799,0.179723
2.638161,4.214436,0.179751
2.638558,4.215070,0.179778
2.638953,4.215701,0.179805
2.639346,4.216329,0.179831
2.639736,4.216953,0.179858
2.640125,4.217574,0.179884
2.640512,4.218192,0.179911
2.640897,4.218807,0.179937
2.641279,4.219418,0.179963
2.641660,4.220026,0.179989
2.642039,4.220631,0.180015
2.642415,4.221233,0.180041
2.642790,4.221832,0.180066
2.643163,4.222427,0.180091
2.643534,4.223019,0.180117
2.643902,4.223609,0.180142
2.644269,4.224195,0.180167
2.644634,4.224778,0.180192
2.644997,4.225358,0.180216
2.645359,4.225935,0.180241
2.645718,4.226509,0.180266
2.646075,4.227080,0.180290
2.646431,4.227648,0.180314
2.646784,4.228212,0.180338
2.647136,4.228774,0.180362
2.647486,4.229333,0.180386
2.647834,4.229890,0.180410
2.648180,4.230443,0.180433
2.648525,4.230993,0.180457
2.648868,4.231540,0.180480
2.649208,4.232085,0.180503
2.649547,4.232626,0.180526
2.649885,4.233165,0.180549
2.650220,4.233701,0.180572
2.650554,4.234234,0.180595
2.650886,4.234765,0.180618
2.651216,4.235292,0.180640
2.651545,4.235817,0.180663
2.651872,4.236339,0.180685
2.652197,4.236859,0.180707
2.652520,4.237375,0.180729
2.652842,4.237889,0.180751
2.653162,4.238400,0.180773
2.653480,4.238909,0.180794
2.653797,4.239414,0.180816
2.654112,4.239918,0.180837
2.654425,4.240418,0.180859
2.654737,4.240916,0.180880
2.655047,4.241411,0.180901
2.655355,4.241904,0.180922
2.655662,4.242394,0.180943
2.655967,4.242882,0.180964
2.656271,4.243367,0.180985
2.656573,4.243849,0.181005
2.656873,4.244329,0.181026
2.657172,4.244806,0.181046
2.657469,4.245281,0.181066
2.657765,4.245753,0.181086
2.658059,4.246223,0.181106
2.658351,4.246691,0.181126
2.658643,4.247156,0.181146
2.658932,4.247618,0.181166
2.659220,4.248078,0.181185
2.659507,4.248536,0.181205
2.659792,4.248991,0.181224
2.660075,4.249444,0.181244
2.660357,4.249895,0.181263
2.660638,4.250343,0.181282
2.660917,4.250789,0.181301
2.661194,4.251232,0.181320
2.661470,4.251673,0.181339
2.661745,4.252112,0.181358
2.662018,4.252549,0.181376
2.662290,4.252983,0.181395
2.662561,4.253415,0.181413
2.662830,4.253844,0.181431
2.663097,4.254272,0.181450
2.663363,4.254697,0.181468
2.663628,4.255120,0.181486
2.663891,4.255541,0.181504
2.664153,4.255959,0.181522
2.664414,4.256376,0.181539
2.664673,4.256790,0.181557
2.664931,4.257202,0.181575
2.665188,4.257611,0.181592
2.665443,4.258019,0.181609
2.665697,4.258425,0.181627
2.665949,4.258828,0.181644
2.666200,4.259229,0.181661
2.666450,4.259628,0.181678
2.666699,4.260025,0.181695
2.666946,4.260420,0.181712
2.667192,4.260813,0.181729
2.667437,4.261204,0.181745
2.667680,4.261593,0.181762
2.667922,4.261980,0.181778
2.668163,4.262364,0.181795
2.668402,4.262747,0.181811
2.668641,4.263128,0.181827
2.668878,4.263506,0.181844
2.669114,4.263883,0.181860
2.669348,4.264258,0.181876
2.669581,4.264631,0.181891
2.669814,4.265001,0.181907
2.670044,4.265370,0.181923
2.670274,4.265737,0.181939
2.670503,4.266102,0.181954
2.670730,4.266465,0.181970
2.670956,4.266826,0.181985
2.671181,4.267186,0.182000
2.671405,4.267543,0.182016
2.671627,4.267899,0.182031
2.671849,4.268252,0.182046
2.672069,4.268604,0.182061
2.672288,4.268954,0.182076
2.672506,4.269302,0.182091
2.672722,4.269648,0.182105
2.672938,4.269993,0.182120
2.673153,4.270335,0.182135
2.673366,4.270676,0.182149
2.673578,4.271015,0.182164
2.673789,4.271353,0.182178
2.673999,4.271688,0.182192
2.674208,4.272022,0.182207
2.674416,4.272354,0.182221
2.674623,4.272684,0.182235
2.674828,4.273013,0.182249
2.675033,4.273340,0.182263
2.675237,4.273665,0.182277
2.675439,4.273988,0.182291
2.675640,4.274310,0.182304
2.675841,4.274630,0.182318
2.676040,4.274948,0.182332
2.676238,4.275265,0.182345
2.676435,4.275580,0.182358
2.676631,4.275893,0.182372
2.676827,4.276205,0.182385
2.677021,4.276515,0.182398
2.677214,4.276823,0.182411
2.677406,4.277130,0.182425
2.677597,4.277435,0.182438
2.677787,4.277739,0.182451
2.677976,4.278041,0.182463
2.678164,4.278341,0.182476
2.678351,4.278640,0.182489
2.678537,4.278937,0.182502
2.678722,4.279233,0.182514
2.678906,4.279527,0.182527
2.679089,4.279820,0.182539
2.679272,4.280111,0.182552
2.679453,4.280400,0.182564
2.679633,4.280688,0.182576
2.679813,4.280975,0.182589
2.679991,4.281260,0.182601
2.680168,4.281543,0.182613
2.680345,4.281825,0.182625
2.680521,4.282106,0.182637
2.680695,4.282385,0.182649
2.680869,4.282662,0.182661
2.681042,4.282939,0.182672
2.681214,4.283213,0.182684
2.681385,4.283487,0.182696
2.681555,4.283758,0.182707
2.681724,4.284029,0.182719
2.681893,4.284298,0.182730
2.682060,4.284565,0.182742
2.682227,4.284831,0.182753
2.682393,4.285096,0.182764
2.682557,4.285360,0.182776
2.682721,4.285622,0.182787
2.682885,4.285882,0.182798
2.683047,4.286141,0.182809
2.683208,4.286399,0.182820
2.683369,4.286656,0.182831
2.683529,4.286911,0.182842
2.683687,4.287165,0.182853
2.683846,4.287417,0.182863
2.684003,4.287668,0.182874
2.684159,4.287918,0.182885
2.684315,4.288167,0.182895
2.684470,4.288414,0.182906
2.684623,4.288660,0.182916
2.684777,4.288905,0.182927
2.684929,4.289148,0.182937
2.685081,4.289390,0.182947
2.685231,4.289631,0.182958
2.685381,4.289871,0.182968
2.685530,4.290109,0.182978
2.685679,4.290346,0.182988
2.685826,4.290582,0.182998
2.685973,4.290816,0.183008
2.686119,4.291050,0.183018
2.686265,4.291282,0.183028
2.686409,4.291513,0.183038
2.686553,4.291742,0.183048
2.686696,4.291971,0.183058
2.686838,4.292198,0.183067
2.686980,4.292424,0.183077
2.687121,4.292649,0.183086
2.687261,4.292873,0.183096
2.687400,4.293095,0.183106
2.687538,4.293317,0.183115
2.687676,4.293537,0.183124
2.687813,4.293756,0.183134
2.687950,4.293974,0.183143
2.688086,4.294191,0.183152
2.688221,4.294406,0.183161
2.688355,4.294621,0.183171
2.688488,4.294834,0.183180
2.688621,4.295047,0.183189
2.688753,4.295258,0.183198
2.688885,4.295468,0.183207
2.689016,4.295677,0.183216
2.689146,4.295884,0.183224
2.689275,4.296091,0.183233
2.689404,4.296297,0.183242
2.689532,4.296501,0.183251
2.689659,4.296705,0.183259
2.689786,4.296907,0.183268
2.689912,4.297109,0.183277
2.690038,4.297309,0.183285
2.690162,4.297508,0.183294
2.690286,4.297706,0.183302
2.690410,4.297904,0.183311
2.690533,4.298100,0.183319
2.690655,4.298295,0.183327
2.690776,4.298489,0.183336
2.690897,4.298682,0.183344
2.691017,4.298874,0.183352
2.691137,4.299065,0.183360
2.691256,4.299255,0.183368
2.691374,4.299444,0.183376
2.691492,4.299632,0.183384
2.691609,4.299819,0.183392
2.691725,4.300005,0.183400
2.691841,4.300191,0.183408
2.691957,4.300375,0.183416
2.692071,4.300558,0.183424
