ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.009245,0.216763,0.135690
0.017552,0.411743,0.257742
0.024997,0.587019,0.367459
0.031654,0.744475,0.466019
0.037591,0.885815,0.554486
0.042872,1.012581,0.633827
0.047557,1.126165,0.704914
0.051699,1.227830,0.768536
0.055348,1.318717,0.825407
0.058552,1.399858,0.876176
0.061351,1.472187,0.921425
0.063786,1.536550,0.961685
0.065891,1.593710,0.997434
0.067698,1.644360,1.029106
0.069237,1.689125,1.057092
0.070535,1.728571,1.081747
0.071615,1.763210,1.103392
0.072499,1.793506,1.122317
0.073208,1.819878,1.138785
0.073759,1.842705,1.153032
0.074169,1.862330,1.165275
0.074453,1.879064,1.175707
0.074623,1.893186,1.184505
0.074693,1.904952,1.191827
0.074671,1.914590,1.197817
0.074570,1.922310,1.202606
0.074397,1.928298,1.206311
0.074160,1.932725,1.209040
0.073866,1.935745,1.210887
0.073523,1.937497,1.211941
0.073135,1.938106,1.212280
0.072709,1.937688,1.211976
0.072248,1.936344,1.211094
0.071757,1.934168,1.209690
0.071240,1.931244,1.207819
0.070700,1.927649,1.205528
0.070141,1.923451,1.202861
0.069565,1.918713,1.199855
0.068974,1.913490,1.196547
0.068371,1.907835,1.192969
0.067757,1.901793,1.189149
0.067136,1.895406,1.185113
0.066507,1.888711,1.180886
0.065873,1.881743,1.176488
0.065235,1.874532,1.171938
0.064594,1.867107,1.167255
0.063951,1.859492,1.162453
0.063307,1.851710,1.157548
0.062663,1.843782,1.152552
0.062019,1.835726,1.147476
0.061376,1.827560,1.142331
0.060735,1.819297,1.137127
0.060097,1.810953,1.131872
0.059460,1.802538,1.126573
0.058828,1.794066,1.121239
0.058198,1.785544,1.115875
0.057572,1.776984,1.110486
0.056950,1.768392,1.105079
0.056333,1.759777,1.099657
0.055720,1.751144,1.094225
0.055111,1.742500,1.088787
0.054507,1.733851,1.083345
0.053909,1.725201,1.077904
0.053315,1.716554,1.072465
0.052726,1.707915,1.067031
0.052143,1.699287,1.061605
0.051564,1.690674,1.056188
0.050992,1.682077,1.050782
0.050424,1.673501,1.045389
0.049862,1.664946,1.040010
0.049305,1.656415,1.034647
0.048754,1.647911,1.029300
0.048208,1.639434,1.023971
0.047667,1.630986,1.018661
0.047132,1.622568,1.013370
0.046602,1.614182,1.008099
0.046078,1.605829,1.002849
0.045559,1.597508,0.997620
0.045046,1.589223,0.992413
0.044537,1.580972,0.987229
0.044034,1.572756,0.982067
0.043537,1.564577,0.976928
0.043044,1.556435,0.971812
0.042557,1.548329,0.966720
0.042074,1.540261,0.961651
0.041597,1.532230,0.956607
0.041125,1.524238,0.951586
