ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653385,-0.000682,-16.616461
27.654579,-0.001977,-16.614474
27.656281,-0.003823,-16.611641
27.658439,-0.006164,-16.608047
27.661006,-0.008949,-16.603771
27.663938,-0.012134,-16.598882
27.667199,-0.015675,-16.593444
27.670752,-0.019536,-16.587514
27.674566,-0.023682,-16.581145
27.678612,-0.028083,-16.574383
27.682865,-0.032712,-16.567270
27.687301,-0.037543,-16.559845
27.691899,-0.042553,-16.552142
27.696640,-0.047723,-16.544194
27.701507,-0.053032,-16.536027
27.706484,-0.058466,-16.527668
27.711557,-0.064008,-16.519140
27.716714,-0.069645,-16.510464
27.721942,-0.075365,-16.501659
27.727232,-0.081156,-16.492741
27.732574,-0.087008,-16.483727
27.737961,-0.092913,-16.474630
27.743383,-0.098862,-16.465462
27.748835,-0.104848,-16.456236
27.754309,-0.110863,-16.446961
27.759802,-0.116902,-16.437647
27.765307,-0.122960,-16.428302
27.770821,-0.129032,-16.418933
27.776339,-0.135112,-16.409548
27.781857,-0.141198,-16.400153
27.787372,-0.147285,-16.390752
27.792882,-0.153371,-16.381352
27.798384,-0.159452,-16.371956
27.803875,-0.165526,-16.362569
27.809353,-0.171591,-16.353194
27.814816,-0.177644,-16.343835
27.820264,-0.183683,-16.334494
27.825693,-0.189707,-16.325175
27.831103,-0.195715,-16.315879
27.836493,-0.201704,-16.306608
27.841862,-0.207674,-16.297365
27.847208,-0.213624,-16.288151
27.852531,-0.219552,-16.278968
27.857831,-0.225458,-16.269817
27.863105,-0.231341,-16.260700
27.868355,-0.237201,-16.251616
27.873579,-0.243036,-16.242568
27.878777,-0.248847,-16.233556
27.883949,-0.254632,-16.224581
27.889095,-0.260392,-16.215644
27.894213,-0.266126,-16.206745
27.899304,-0.271834,-16.197884
27.904368,-0.277515,-16.189062
27.909405,-0.283170,-16.180279
27.914414,-0.288797,-16.171536
27.919396,-0.294398,-16.162834
27.924350,-0.299972,-16.154171
27.929276,-0.305518,-16.145548
27.934174,-0.311037,-16.136966
27.939045,-0.316529,-16.128425
27.943888,-0.321993,-16.119924
27.948703,-0.327430,-16.111464
27.953491,-0.332839,-16.103045
27.958252,-0.338221,-16.094666
27.962985,-0.343576,-16.086328
27.967690,-0.348903,-16.078031
27.972368,-0.354203,-16.069775
27.977020,-0.359476,-16.061559
27.981644,-0.364722,-16.053383
27.986241,-0.369941,-16.045248
27.990811,-0.375133,-16.037154
27.995354,-0.380297,-16.029099
27.999871,-0.385435,-16.021085
28.004362,-0.390547,-16.013110
28.008826,-0.395631,-16.005176
28.013264,-0.400689,-15.997281
28.017676,-0.405721,-15.989426
28.022062,-0.410727,-15.981610
28.026422,-0.415706,-15.973834
28.030757,-0.420659,-15.966097
28.035066,-0.425586,-15.958398
28.039349,-0.430487,-15.950739
28.043608,-0.435363,-15.943118
28.047842,-0.440213,-15.935536
28.052050,-0.445037,-15.927992
28.056234,-0.449837,-15.920487
28.060393,-0.454610,-15.913019
28.064528,-0.459359,-15.905589
28.068638,-0.464083,-15.898197
28.072725,-0.468782,-15.890843
28.076787,-0.473456,-15.883526
28.080825,-0.478105,-15.876246
28.084840,-0.482730,-15.869003
28.088831,-0.487331,-15.861796
28.092799,-0.491907,-15.854627
28.096743,-0.496459,-15.847494
28.100664,-0.500987,-15.840397
28.104563,-0.505491,-15.833337
28.108438,-0.509972,-15.826312
28.112291,-0.514429,-15.819323
28.116121,-0.518862,-15.812370
28.119928,-0.523272,-15.805453
28.123714,-0.527658,-15.798570
28.127477,-0.532022,-15.791723
28.131218,-0.536362,-15.784911
28.134937,-0.540680,-15.778133
28.138635,-0.544974,-15.771391
28.142310,-0.549246,-15.764682
28.145965,-0.553496,-15.758008
28.149598,-0.557723,-15.751368
28.153210,-0.561928,-15.744762
28.156801,-0.566110,-15.738189
28.160370,-0.570271,-15.731651
28.163920,-0.574409,-15.725146
28.167448,-0.578526,-15.718674
28.170956,-0.582620,-15.712235
28.174443,-0.586694,-15.705829
28.177910,-0.590745,-15.699456
28.181357,-0.594776,-15.693115
28.184784,-0.598785,-15.686807
28.188191,-0.602772,-15.680531
28.191578,-0.606739,-15.674288
28.194946,-0.610685,-15.668076
28.198294,-0.614610,-15.661897
28.201622,-0.618514,-15.655749
28.204931,-0.622398,-15.649632
28.208221,-0.626261,-15.643547
28.211492,-0.630104,-15.637493
28.214744,-0.633926,-15.631470
28.217978,-0.637729,-15.625478
28.221192,-0.641511,-15.619517
28.224388,-0.645273,-15.613586
28.227565,-0.649015,-15.607685
28.230724,-0.652738,-15.601815
28.233865,-0.656441,-15.595976
28.236988,-0.660124,-15.590166
28.240092,-0.663788,-15.584386
28.243179,-0.667433,-15.578635
28.246248,-0.671058,-15.572914
28.249299,-0.674664,-15.567223
28.252333,-0.678251,-15.561561
28.255349,-0.681820,-15.555928
28.258348,-0.685369,-15.550323
28.261329,-0.688900,-15.544748
28.264294,-0.692412,-15.539201
28.267241,-0.695905,-15.533683
28.270171,-0.699380,-15.528193
28.273085,-0.702837,-15.522732
28.275982,-0.706276,-15.517298
28.278862,-0.709696,-15.511892
28.281726,-0.713098,-15.506515
28.284573,-0.716482,-15.501165
28.287404,-0.719849,-15.495842
28.290218,-0.723198,-15.490547
28.293017,-0.726529,-15.485279
28.295799,-0.729842,-15.480038
28.298566,-0.733138,-15.474824
28.301317,-0.736417,-15.469637
28.304052,-0.739678,-15.464477
28.306771,-0.742922,-15.459343
28.309475,-0.746149,-15.454236
28.312163,-0.749359,-15.449155
28.314836,-0.752552,-15.444100
28.317494,-0.755728,-15.439071
28.320136,-0.758887,-15.434069
28.322764,-0.762030,-15.429091
28.325376,-0.765156,-15.424140
28.327974,-0.768266,-15.419214
28.330557,-0.771359,-15.414314
28.333125,-0.774436,-15.409438
28.335678,-0.777496,-15.404588
28.338217,-0.780541,-15.399763
28.340742,-0.783569,-15.394963
28.343252,-0.786582,-15.390188
28.345748,-0.789578,-15.385437
28.348229,-0.792559,-15.380711
28.350697,-0.795524,-15.376009
28.353150,-0.798474,-15.371331
28.355590,-0.801408,-15.366677
28.358016,-0.804326,-15.362048
28.360428,-0.807229,-15.357442
28.362826,-0.810117,-15.352861
28.365211,-0.812989,-15.348302
28.367582,-0.815846,-15.343768
28.369940,-0.818689,-15.339257
28.372284,-0.821516,-15.334769
28.374615,-0.824328,-15.330304
28.376933,-0.827126,-15.325862
28.379238,-0.829909,-15.321443
28.381529,-0.832677,-15.317048
28.383808,-0.835430,-15.312674
28.386074,-0.838169,-15.308324
28.388327,-0.840894,-15.303996
28.390568,-0.843604,-15.299690
28.392795,-0.846300,-15.295406
28.395011,-0.848981,-15.291145
28.397213,-0.851649,-15.286906
28.399403,-0.854302,-15.282688
28.401581,-0.856942,-15.278493
28.403747,-0.859567,-15.274319
28.405900,-0.862179,-15.270166
28.408042,-0.864777,-15.266036
28.410171,-0.867361,-15.261926
28.412288,-0.869932,-15.257838
28.414393,-0.872489,-15.253771
28.416487,-0.875033,-15.249725
28.418568,-0.877563,-15.245700
28.420638,-0.880080,-15.241695
28.422697,-0.882583,-15.237712
28.424744,-0.885074,-15.233749
28.426779,-0.887551,-15.229807
28.428803,-0.890015,-15.225885
28.430815,-0.892466,-15.221983
28.432816,-0.894905,-15.218101
28.434806,-0.897330,-15.214240
28.436785,-0.899743,-15.210399
28.438753,-0.902143,-15.206577
28.440710,-0.904530,-15.202775
28.442655,-0.906905,-15.198993
28.444590,-0.909267,-15.195231
28.446514,-0.911617,-15.191488
28.448427,-0.913954,-15.187764
28.450330,-0.916279,-15.184060
28.452222,-0.918592,-15.180375
28.454103,-0.920893,-15.176709
28.455974,-0.923181,-15.173062
28.457834,-0.925458,-15.169434
28.459684,-0.927722,-15.165825
28.461524,-0.929974,-15.162234
28.463353,-0.932215,-15.158662
28.465172,-0.934444,-15.155109
28.466981,-0.936661,-15.151573
28.468780,-0.938866,-15.148057
28.470568,-0.941060,-15.144558
28.472347,-0.943242,-15.141078
28.474116,-0.945413,-15.137616
28.475875,-0.947573,-15.134171
28.477625,-0.949720,-15.130745
28.479364,-0.951857,-15.127336
28.481094,-0.953982,-15.123945
28.482814,-0.956097,-15.120572
28.484525,-0.958200,-15.117216
28.486226,-0.960292,-15.113877
28.487917,-0.962373,-15.110556
28.489600,-0.964442,-15.107252
28.491273,-0.966502,-15.103966
28.492936,-0.968550,-15.100696
28.494590,-0.970587,-15.097443
28.496236,-0.972614,-15.094207
28.497872,-0.974630,-15.090988
28.499499,-0.976635,-15.087786
28.501116,-0.978630,-15.084600
28.502725,-0.980614,-15.081431
28.504325,-0.982588,-15.078278
28.505916,-0.984552,-15.075142
28.507499,-0.986505,-15.072022
28.509072,-0.988448,-15.068918
28.510637,-0.990380,-15.065830
28.512193,-0.992303,-15.062758
28.513741,-0.994215,-15.059702
28.515280,-0.996118,-15.056662
28.516810,-0.998010,-15.053638
28.518332,-0.999892,-15.050630
28.519846,-1.001764,-15.047637
28.521351,-1.003627,-15.044660
28.522848,-1.005480,-15.041698
28.524336,-1.007323,-15.038752
28.525817,-1.009156,-15.035821
28.527289,-1.010979,-15.032905
28.528753,-1.012793,-15.030004
28.530209,-1.014598,-15.027119
28.531657,-1.016393,-15.024248
28.533096,-1.018178,-15.021392
28.534528,-1.019954,-15.018552
28.535953,-1.021721,-15.015725
28.537369,-1.023478,-15.012914
28.538777,-1.025227,-15.010117
28.540178,-1.026965,-15.007335
28.541571,-1.028695,-15.004567
28.542956,-1.030416,-15.001814
28.544333,-1.032128,-14.999075
28.545703,-1.033830,-14.996350
28.547066,-1.035524,-14.993640
