q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000025,0.000025
1.000000,0.000075,0.000075,0.000075
1.000000,0.000150,0.000150,0.000150
1.000000,0.000248,0.000250,0.000250
1.000000,0.000366,0.000375,0.000375
1.000000,0.000502,0.000525,0.000524
0.999999,0.000655,0.000696,0.000695
0.999999,0.000822,0.000886,0.000885
0.999998,0.001003,0.001095,0.001092
0.999998,0.001195,0.001319,0.001315
0.999997,0.001397,0.001557,0.001552
0.999995,0.001609,0.001808,0.001801
0.999994,0.001828,0.002069,0.002061
0.999992,0.002055,0.002341,0.002331
0.999991,0.002288,0.002622,0.002609
0.999988,0.002527,0.002910,0.002895
0.999986,0.002771,0.003206,0.003187
0.999983,0.003018,0.003507,0.003485
0.999980,0.003270,0.003814,0.003788
0.999977,0.003524,0.004126,0.004095
0.999973,0.003781,0.004442,0.004406
0.999969,0.004041,0.004761,0.004721
0.999965,0.004302,0.005083,0.005038
0.999961,0.004565,0.005408,0.005357
0.999956,0.004828,0.005736,0.005678
0.999951,0.005093,0.006065,0.006000
0.999945,0.005359,0.006395,0.006324
0.999939,0.005625,0.006727,0.006649
0.999933,0.005891,0.007060,0.006974
0.999927,0.006157,0.007393,0.007299
0.999920,0.006423,0.007727,0.007625
0.999914,0.006689,0.008062,0.007950
0.999906,0.006955,0.008396,0.008275
0.999899,0.007220,0.008730,0.008600
0.999891,0.007484,0.009064,0.008924
0.999883,0.007748,0.009398,0.009248
0.999875,0.008011,0.009731,0.009571
0.999866,0.008273,0.010064,0.009893
0.999857,0.008534,0.010396,0.010214
0.999848,0.008794,0.010728,0.010534
0.999839,0.009054,0.011058,0.010853
0.999829,0.009312,0.011388,0.011170
0.999820,0.009569,0.011717,0.011487
0.999810,0.009825,0.012044,0.011802
0.999799,0.010079,0.012371,0.012115
0.999789,0.010333,0.012697,0.012428
0.999778,0.010585,0.013021,0.012739
0.999767,0.010836,0.013345,0.013048
0.999756,0.011086,0.013667,0.013356
0.999745,0.011334,0.013988,0.013663
0.999733,0.011581,0.014307,0.013968
0.999721,0.011827,0.014626,0.014271
0.999709,0.012071,0.014943,0.014573
0.999697,0.012315,0.015258,0.014874
0.999685,0.012556,0.015573,0.015173
0.999672,0.012797,0.015886,0.015470
0.999660,0.013036,0.016198,0.015766
0.999647,0.013274,0.016508,0.016060
0.999634,0.013510,0.016817,0.016352
0.999620,0.013745,0.017125,0.016643
0.999607,0.013979,0.017431,0.016933
0.999593,0.014211,0.017736,0.017221
0.999580,0.014442,0.018040,0.017507
0.999566,0.014672,0.018342,0.017792
0.999552,0.014900,0.018643,0.018075
0.999538,0.015127,0.018942,0.018356
0.999523,0.015353,0.019240,0.018636
0.999509,0.015577,0.019537,0.018914
0.999494,0.015800,0.019832,0.019191
0.999480,0.016022,0.020126,0.019466
0.999465,0.016242,0.020418,0.019740
0.999450,0.016462,0.020709,0.020012
0.999435,0.016679,0.020999,0.020283
0.999419,0.016896,0.021287,0.020552
0.999404,0.017111,0.021574,0.020820
0.999389,0.017325,0.021860,0.021086
0.999373,0.017538,0.022144,0.021350
0.999357,0.017749,0.022427,0.021613
0.999341,0.017960,0.022708,0.021875
0.999326,0.018169,0.022989,0.022135
0.999310,0.018376,0.023267,0.022393
0.999293,0.018583,0.023545,0.022650
0.999277,0.018788,0.023821,0.022906
0.999261,0.018992,0.024096,0.023160
0.999244,0.019195,0.024369,0.023413
0.999228,0.019396,0.024641,0.023664
0.999211,0.019597,0.024912,0.023914
0.999195,0.019796,0.025182,0.024163
0.999178,0.019994,0.025450,0.024410
0.999161,0.020191,0.025717,0.024655
0.999144,0.020387,0.025982,0.024899
0.999127,0.020581,0.026247,0.025142
0.999110,0.020775,0.026510,0.025384
0.999093,0.020967,0.026771,0.025624
0.999076,0.021158,0.027032,0.025862
0.999059,0.021348,0.027291,0.026100
0.999041,0.021537,0.027549,0.026336
0.999024,0.021724,0.027806,0.026570
0.999007,0.021911,0.028061,0.026803
0.998989,0.022096,0.028315,0.027035
0.998971,0.022281,0.028568,0.027266
0.998954,0.022464,0.028820,0.027495
0.998936,0.022646,0.029070,0.027723
0.998918,0.022827,0.029319,0.027950
0.998901,0.023008,0.029567,0.028176
0.998883,0.023187,0.029814,0.028400
0.998865,0.023364,0.030060,0.028622
0.998847,0.023541,0.030304,0.028844
0.998829,0.023717,0.030547,0.029064
0.998811,0.023892,0.030789,0.029283
0.998793,0.024066,0.031030,0.029501
0.998775,0.024239,0.031269,0.029718
0.998757,0.024410,0.031508,0.029933
0.998739,0.024581,0.031745,0.030147
0.998721,0.024751,0.031981,0.030360
0.998702,0.024919,0.032216,0.030572
0.998684,0.025087,0.032449,0.030783
0.998666,0.025254,0.032682,0.030992
0.998648,0.025420,0.032913,0.031200
0.998629,0.025584,0.033143,0.031407
0.998611,0.025748,0.033373,0.031613
0.998593,0.025911,0.033600,0.031817
0.998574,0.026073,0.033827,0.032021
0.998556,0.026234,0.034053,0.032223
0.998537,0.026394,0.034278,0.032424
0.998519,0.026553,0.034501,0.032624
0.998501,0.026711,0.034723,0.032823
0.998482,0.026868,0.034945,0.033021
0.998464,0.027025,0.035165,0.033218
0.998445,0.027180,0.035384,0.033413
0.998427,0.027334,0.035602,0.033608
0.998408,0.027488,0.035819,0.033801
0.998390,0.027641,0.036035,0.033993
0.998371,0.027792,0.036249,0.034184
0.998353,0.027943,0.036463,0.034374
0.998334,0.028093,0.036676,0.034563
0.998316,0.028242,0.036887,0.034751
0.998297,0.028391,0.037098,0.034938
0.998279,0.028538,0.037307,0.035124
0.998260,0.028685,0.037516,0.035309
0.998241,0.028830,0.037723,0.035492
0.998223,0.028975,0.037929,0.035675
0.998204,0.029119,0.038135,0.035857
0.998186,0.029262,0.038339,0.036037
0.998167,0.029405,0.038542,0.036217
0.998149,0.029546,0.038744,0.036396
0.998130,0.029687,0.038946,0.036573
0.998112,0.029827,0.039146,0.036750
0.998093,0.029966,0.039345,0.036926
0.998075,0.030104,0.039543,0.037100
0.998057,0.030241,0.039740,0.037274
0.998038,0.030378,0.039937,0.037446
0.998020,0.030514,0.040132,0.037618
0.998001,0.030649,0.040326,0.037789
0.997983,0.030783,0.040520,0.037959
0.997964,0.030916,0.040712,0.038128
0.997946,0.031049,0.040903,0.038295
