ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.007400,-0.010000
0.019501,0.014064,-0.020001
0.027806,0.020069,-0.030002
0.035273,0.025483,-0.040005
0.041981,0.030368,-0.050009
0.048004,0.034780,-0.060016
0.053408,0.038767,-0.070024
0.058253,0.042375,-0.080034
0.062592,0.045643,-0.090046
0.066475,0.048606,-0.100060
0.069944,0.051297,-0.110076
0.073041,0.053744,-0.120093
0.075799,0.055973,-0.130112
0.078252,0.058007,-0.140132
0.080428,0.059866,-0.150153
0.082354,0.061570,-0.160175
0.084052,0.063135,-0.170198
0.085545,0.064575,-0.180221
0.086851,0.065905,-0.190245
0.087988,0.067136,-0.200269
0.088971,0.068279,-0.210294
0.089813,0.069345,-0.220319
0.090529,0.070341,-0.230343
0.091128,0.071276,-0.240368
0.091622,0.072157,-0.250392
0.092019,0.072990,-0.260416
0.092328,0.073780,-0.270440
0.092557,0.074534,-0.280464
0.092711,0.075255,-0.290487
0.092798,0.075947,-0.300509
0.092823,0.076615,-0.310531
0.092790,0.077262,-0.320553
0.092705,0.077890,-0.330573
0.092570,0.078502,-0.340593
0.092391,0.079101,-0.350613
0.092170,0.079689,-0.360632
0.091910,0.080267,-0.370650
0.091613,0.080838,-0.380667
0.091283,0.081403,-0.390683
0.090922,0.081964,-0.400699
0.090531,0.082521,-0.410713
0.090112,0.083075,-0.420727
0.089667,0.083629,-0.430740
0.089197,0.084181,-0.440752
0.088704,0.084734,-0.450763
0.088189,0.085288,-0.460773
0.087653,0.085844,-0.470783
0.087097,0.086402,-0.480791
0.086522,0.086962,-0.490798
0.085928,0.087526,-0.500804
0.085317,0.088093,-0.510810
0.084689,0.088664,-0.520814
0.084045,0.089239,-0.530817
0.083385,0.089818,-0.540820
0.082709,0.090401,-0.550821
0.082019,0.090990,-0.560821
0.081315,0.091583,-0.570820
0.080597,0.092181,-0.580818
0.079866,0.092785,-0.590815
0.079121,0.093393,-0.600811
0.078363,0.094007,-0.610806
0.077593,0.094627,-0.620800
0.076811,0.095251,-0.630793
0.076017,0.095882,-0.640784
0.075210,0.096518,-0.650775
0.074392,0.097159,-0.660764
0.073563,0.097806,-0.670753
0.072723,0.098458,-0.680740
0.071871,0.099116,-0.690726
0.071009,0.099780,-0.700711
0.070136,0.100449,-0.710695
0.069252,0.101124,-0.720677
0.068358,0.101804,-0.730659
0.067454,0.102489,-0.740639
0.066540,0.103181,-0.750619
0.065615,0.103877,-0.760597
0.064681,0.104579,-0.770574
0.063736,0.105286,-0.780550
0.062783,0.105998,-0.790525
0.061819,0.106716,-0.800498
0.060846,0.107439,-0.810471
0.059864,0.108167,-0.820442
