ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.286479,0.286479,0.286479
0.572929,0.572986,0.572929
0.859308,0.859566,0.859308
1.119936,1.146259,1.145572
1.353763,1.433104,1.431684
1.563299,1.711570,1.708862
1.750836,1.961564,1.957236
1.918458,2.185825,2.179546
2.068054,2.386826,2.378274
2.201339,2.566800,2.555671
2.319870,2.727764,2.713775
2.425060,2.871542,2.854435
2.518187,2.999781,2.979324
2.600411,3.113969,3.089956
2.672783,3.215452,3.187703
2.736255,3.305447,3.273807
2.791688,3.385054,3.349393
2.839863,3.455269,3.415478
2.881486,3.516991,3.472982
2.917196,3.571034,3.522739
2.947572,3.618135,3.565502
2.973136,3.658961,3.601954
2.994363,3.694113,3.632711
3.011680,3.724138,3.658331
3.025475,3.749528,3.679319
3.036097,3.770732,3.696131
3.043863,3.788151,3.709180
3.049060,3.802154,3.718839
3.051946,3.813070,3.725447
3.052755,3.821199,3.729307
3.051699,3.826812,3.730697
3.048968,3.830155,3.729864
3.044735,3.831450,3.727036
3.039156,3.830897,3.722416
3.032373,3.828680,3.716188
3.024512,3.824962,3.708519
3.015688,3.819892,3.699559
3.006006,3.813607,3.689444
2.995558,3.806227,3.678298
2.984431,3.797863,3.666231
2.972701,3.788616,3.653344
2.960435,3.778576,3.639727
2.947698,3.767825,3.625463
2.934545,3.756437,3.610625
2.921027,3.744480,3.595281
2.907190,3.732013,3.579490
2.893075,3.719093,3.563307
2.878720,3.705768,3.546782
2.864157,3.692085,3.529958
2.849419,3.678083,3.512877
2.834531,3.663800,3.495573
2.819518,3.649269,3.478080
2.804404,3.634520,3.460427
2.789207,3.619580,3.442641
2.773945,3.604475,3.424745
2.758636,3.589227,3.406762
2.743292,3.573855,3.388710
2.727929,3.558379,3.370607
2.712556,3.542814,3.352469
2.697185,3.527176,3.334310
2.681825,3.511478,3.316143
2.666486,3.495732,3.297979
2.651173,3.479950,3.279828
2.635894,3.464142,3.261700
2.620656,3.448316,3.243603
2.605463,3.432480,3.225544
2.590321,3.416643,3.207531
2.575234,3.400810,3.189568
2.560205,3.384988,3.171661
2.545238,3.369182,3.153816
2.530336,3.353397,3.136036
2.515502,3.337638,3.118325
2.500737,3.321907,3.100686
2.486045,3.306210,3.083122
2.471426,3.290549,3.065636
2.456883,3.274926,3.048230
2.442417,3.259346,3.030906
2.428028,3.243809,3.013666
2.413718,3.228318,2.996512
2.399487,3.212875,2.979444
2.385337,3.197482,2.962464
2.371268,3.182140,2.945572
2.357280,3.166850,2.928770
2.343374,3.151614,2.912059
2.329549,3.136432,2.895438
2.315807,3.121306,2.878908
2.302146,3.106237,2.862470
2.288568,3.091225,2.846123
2.275072,3.076270,2.829868
2.261658,3.061374,2.813706
2.248326,3.046537,2.797635
2.235076,3.031760,2.781657
2.221907,3.017042,2.765770
2.208820,3.002384,2.749975
2.195814,2.987786,2.734272
2.182888,2.973249,2.718660
2.170043,2.958772,2.703139
2.157277,2.944356,2.687709
2.144592,2.930001,2.672370
2.131986,2.915708,2.657120
2.119458,2.901475,2.641961
2.107009,2.887303,2.626891
2.094639,2.873193,2.611910
2.082345,2.859143,2.597018
2.070129,2.845155,2.582214
2.057990,2.831227,2.567498
2.045927,2.817361,2.552869
