ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.002865,0.002865
0.008594,0.008594,0.008594
0.017189,0.017189,0.017189
0.028648,0.028648,0.028392
0.042972,0.042972,0.041936
0.060073,0.060075,0.057582
0.079665,0.079671,0.075111
0.101489,0.101501,0.094326
0.125311,0.125330,0.115049
0.150919,0.150946,0.137118
0.178123,0.178159,0.160388
0.206747,0.206794,0.184728
0.236637,0.236696,0.210018
0.267651,0.267722,0.236150
0.299661,0.299745,0.263027
0.332551,0.332649,0.290562
0.366216,0.366329,0.318674
0.400563,0.400691,0.347293
0.435507,0.435650,0.376352
0.470969,0.471128,0.405793
0.506880,0.507056,0.435564
0.543179,0.543371,0.465617
0.579806,0.580016,0.495908
0.616712,0.616939,0.526398
0.653851,0.654095,0.557053
0.691179,0.691441,0.587840
0.728661,0.728940,0.618731
0.766260,0.766558,0.649700
0.803948,0.804263,0.680724
0.841696,0.842030,0.711781
0.879480,0.879831,0.742853
0.917276,0.917646,0.773923
0.955066,0.955454,0.804976
0.992830,0.993236,0.835997
1.030552,1.030976,0.866975
1.068218,1.068660,0.897898
1.105814,1.106275,0.928756
1.143329,1.143808,0.959540
1.180751,1.181249,0.990243
1.218072,1.218588,1.020856
1.255283,1.255818,1.051375
1.292377,1.292929,1.081792
1.329346,1.329916,1.112103
1.366184,1.366773,1.142304
1.402887,1.403493,1.172389
1.439449,1.440073,1.202357
1.475866,1.476508,1.232203
1.512134,1.512795,1.261925
1.548251,1.548929,1.291520
1.584213,1.584909,1.320986
1.620018,1.620731,1.350321
1.655663,1.656394,1.379525
1.691147,1.691896,1.408595
1.726469,1.727234,1.437529
1.761625,1.762409,1.466329
1.796617,1.797417,1.494991
1.831442,1.832260,1.523516
1.866100,1.866935,1.551904
1.900590,1.901442,1.580153
1.934912,1.935781,1.608264
1.969066,1.969951,1.636236
2.003050,2.003952,1.664069
2.036866,2.037785,1.691763
2.070513,2.071448,1.719318
2.103990,2.104943,1.746735
2.137300,2.138268,1.774013
2.170440,2.171425,1.801153
2.203413,2.204414,1.828154
2.236218,2.237235,1.855018
2.268855,2.269888,1.881745
2.301325,2.302374,1.908334
2.333628,2.334694,1.934787
2.365766,2.366847,1.961103
2.397737,2.398835,1.987284
2.429544,2.430657,2.013330
2.461187,2.462315,2.039241
2.492666,2.493810,2.065017
2.523981,2.525141,2.090660
2.555134,2.556309,2.116170
2.586126,2.587316,2.141547
2.616956,2.618162,2.166792
2.647626,2.648846,2.191906
2.678136,2.679372,2.216888
2.708487,2.709738,2.241741
2.738680,2.739945,2.266464
2.768715,2.769996,2.291058
2.798593,2.799889,2.315523
2.828316,2.829626,2.339861
2.857883,2.859208,2.364071
2.887295,2.888635,2.388155
2.916554,2.917908,2.412112
2.945660,2.947028,2.435945
2.974613,2.975996,2.459652
3.003415,3.004812,2.483236
3.032066,3.033477,2.506696
3.060567,3.061992,2.530033
3.088918,3.090357,2.553248
3.117121,3.118574,2.576341
3.145177,3.146643,2.599313
3.173085,3.174566,2.622165
3.200847,3.202341,2.644897
3.228463,3.229971,2.667510
3.255935,3.257456,2.690004
3.283262,3.284798,2.712381
3.310447,3.311995,2.734639
3.337488,3.339050,2.756782
3.364388,3.365964,2.778808
3.391147,3.392735,2.800718
3.417765,3.419367,2.822514
3.444244,3.445859,2.844195
3.470584,3.472212,2.865762
3.496786,3.498426,2.887217
3.522850,3.524503,2.908558
3.548777,3.550444,2.929788
3.574569,3.576248,2.950907
