ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.001786,0.002772,0.002302
0.005178,0.008038,0.006675
0.010013,0.015546,0.012909
0.016146,0.025067,0.020816
0.023444,0.036396,0.030223
0.031785,0.049347,0.040977
0.041062,0.063750,0.052937
0.051177,0.079453,0.065977
0.062040,0.096318,0.079981
0.073572,0.114221,0.094848
0.085699,0.133049,0.110482
0.098356,0.152699,0.126800
0.111484,0.173081,0.143725
0.125030,0.194110,0.161187
0.138944,0.215712,0.179125
0.153182,0.237818,0.197481
0.167706,0.260367,0.216205
0.182480,0.283303,0.235251
0.197470,0.306576,0.254577
0.212649,0.330140,0.274145
0.227989,0.353956,0.293921
0.243466,0.377985,0.313875
0.259060,0.402195,0.333978
0.274751,0.426555,0.354206
0.290521,0.451038,0.374536
0.306354,0.475619,0.394949
0.322237,0.500277,0.415424
0.338155,0.524991,0.435946
0.354099,0.549743,0.456501
0.370057,0.574518,0.477073
0.386019,0.599300,0.497652
0.401979,0.624077,0.518227
0.417926,0.648837,0.538787
0.433856,0.673568,0.559323
0.449762,0.698261,0.579828
0.465638,0.722909,0.600295
0.481479,0.747503,0.620718
0.497281,0.772035,0.641089
0.513040,0.796501,0.661405
0.528752,0.820894,0.681661
0.544414,0.845210,0.701853
0.560023,0.869444,0.721977
0.575578,0.893592,0.742029
0.591074,0.917651,0.762007
0.606511,0.941617,0.781908
0.621887,0.965489,0.801731
0.637200,0.989262,0.821472
0.652449,1.012936,0.841131
0.667633,1.036509,0.860705
0.682750,1.059978,0.880194
0.697799,1.083343,0.899595
0.712780,1.106601,0.918909
0.727693,1.129753,0.938134
0.742536,1.152797,0.957270
0.757309,1.175733,0.976315
0.772012,1.198560,0.995270
0.786645,1.221277,1.014134
0.801206,1.243883,1.032907
0.815696,1.266380,1.051588
0.830116,1.288766,1.070177
0.844464,1.311041,1.088674
0.858740,1.333206,1.107079
0.872945,1.355260,1.125392
0.887079,1.377203,1.143614
0.901142,1.399035,1.161743
0.915134,1.420757,1.179781
0.929054,1.442369,1.197727
0.942904,1.463871,1.215582
0.956683,1.485263,1.233345
0.970391,1.506545,1.251018
0.984029,1.527718,1.268600
0.997597,1.548783,1.286092
1.011095,1.569738,1.303493
1.024523,1.590586,1.320805
1.037882,1.611326,1.338027
1.051172,1.631959,1.355160
1.064393,1.652484,1.372204
1.077545,1.672903,1.389160
1.090629,1.693216,1.406028
1.103645,1.713424,1.422808
1.116593,1.733526,1.439500
1.129474,1.753524,1.456106
1.142288,1.773417,1.472625
1.155034,1.793207,1.489059
1.167715,1.812893,1.505406
1.180329,1.832477,1.521668
1.192877,1.851958,1.537845
1.205360,1.871338,1.553938
1.217777,1.890616,1.569946
1.230130,1.909793,1.585871
1.242417,1.928870,1.601712
1.254641,1.947847,1.617470
1.266801,1.966725,1.633146
1.278896,1.985504,1.648740
1.290929,2.004185,1.664252
1.302898,2.022768,1.679683
1.314805,2.041253,1.695034
1.326650,2.059642,1.710303
1.338432,2.077934,1.725493
1.350153,2.096130,1.740603
1.361812,2.114231,1.755634
1.373410,2.132237,1.770586
1.384947,2.150149,1.785459
1.396423,2.167967,1.800255
1.407840,2.185691,1.814973
1.419197,2.203322,1.829614
1.430494,2.220861,1.844178
1.441731,2.238308,1.858665
1.452910,2.255663,1.873077
1.464030,2.272927,1.887413
1.475092,2.290101,1.901674
1.486096,2.307184,1.915860
1.497042,2.324178,1.929971
1.507931,2.341083,1.944009
1.518762,2.357899,1.957972
1.529537,2.374627,1.971863
1.540255,2.391267,1.985681
1.550917,2.407819,1.999426
1.561522,2.424285,2.013099
1.572073,2.440664,2.026700
1.582567,2.456958,2.040230
1.593007,2.473166,2.053689
1.603392,2.489288,2.067077
1.613723,2.505327,2.080395
1.623999,2.521281,2.093643
1.634221,2.537151,2.106821
1.644390,2.552938,2.119931
