ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.010001,-0.010000
0.019995,0.020004,-0.020000
0.029987,0.030012,-0.030001
0.039971,0.040026,-0.040003
0.049948,0.050047,-0.050005
0.059915,0.060076,-0.060009
0.069872,0.070115,-0.070013
0.079818,0.080163,-0.080019
0.089751,0.090223,-0.090025
0.099672,0.100293,-0.100033
0.109586,0.106010,-0.110051
0.119490,0.110935,-0.120075
0.127270,0.115386,-0.130097
0.131511,0.119406,-0.140113
0.135306,0.123044,-0.150129
0.138697,0.126339,-0.160145
0.141726,0.129326,-0.170162
0.144426,0.132035,-0.180180
0.146831,0.134497,-0.190197
0.148968,0.136736,-0.200215
0.150863,0.138775,-0.210233
0.152540,0.140636,-0.220251
0.154020,0.142335,-0.230270
0.155322,0.143891,-0.240288
0.156462,0.145318,-0.250306
0.157456,0.146629,-0.260324
0.158318,0.147838,-0.270342
0.159060,0.148954,-0.280359
0.159693,0.149988,-0.290376
0.160228,0.150948,-0.300394
0.160673,0.151843,-0.310410
0.161037,0.152679,-0.320427
0.161327,0.153463,-0.330443
0.161549,0.154201,-0.340459
0.161710,0.154898,-0.350475
0.161815,0.155558,-0.360490
0.161869,0.156187,-0.370505
0.161876,0.156787,-0.380519
0.161841,0.157362,-0.390533
0.161766,0.157915,-0.400547
0.161655,0.158449,-0.410560
0.161510,0.158966,-0.420573
0.161336,0.159469,-0.430585
0.161133,0.159959,-0.440597
0.160903,0.160438,-0.450608
0.160650,0.160908,-0.460620
0.160374,0.161371,-0.470630
0.160078,0.161827,-0.480640
0.159761,0.162277,-0.490650
0.159427,0.162724,-0.500659
0.159075,0.163166,-0.510668
0.158708,0.163607,-0.520676
0.158325,0.164046,-0.530684
0.157929,0.164483,-0.540691
0.157518,0.164920,-0.550698
0.157096,0.165357,-0.560704
0.156660,0.165794,-0.570710
0.156214,0.166232,-0.580715
0.155756,0.166672,-0.590720
0.155288,0.167113,-0.600724
0.154810,0.167556,-0.610728
0.154322,0.168001,-0.620731
0.153825,0.168448,-0.630734
0.153319,0.168898,-0.640736
0.152804,0.169351,-0.650738
0.152281,0.169806,-0.660739
0.151750,0.170265,-0.670740
0.151210,0.170726,-0.680740
0.150663,0.171191,-0.690740
0.150109,0.171659,-0.700739
0.149547,0.172131,-0.710738
0.148978,0.172606,-0.720736
0.148402,0.173085,-0.730733
0.147820,0.173567,-0.740730
0.147230,0.174053,-0.750727
0.146634,0.174542,-0.760723
0.146031,0.175035,-0.770719
0.145423,0.175531,-0.780713
0.144807,0.176032,-0.790708
0.144186,0.176536,-0.800702
0.143559,0.177043,-0.810695
0.142925,0.177555,-0.820688
0.142286,0.178070,-0.830680
0.141641,0.178589,-0.840672
0.140991,0.179111,-0.850664
0.140334,0.179637,-0.860654
0.139672,0.180167,-0.870644
0.139005,0.180700,-0.880634
0.138332,0.181237,-0.890623
0.137653,0.181777,-0.900612
0.136970,0.182321,-0.910600
0.136281,0.182868,-0.920588
0.135587,0.183419,-0.930575
0.134887,0.183974,-0.940561
0.134183,0.184531,-0.950547
0.133474,0.185093,-0.960532
0.132759,0.185657,-0.970517
0.132040,0.186225,-0.980502
0.131315,0.186797,-0.990485
0.130586,0.187371,-1.000469
0.129852,0.187949,-1.010451
0.129113,0.188530,-1.020434
0.128370,0.189115,-1.030415
0.127622,0.189702,-1.040397
0.126869,0.190293,-1.050377
0.126111,0.190887,-1.060357
0.125349,0.191484,-1.070337
0.124583,0.192084,-1.080316
0.123812,0.192688,-1.090295
0.123037,0.193294,-1.100273
0.122257,0.193903,-1.110250
0.121473,0.194515,-1.120227
0.120684,0.195130,-1.130204
0.119892,0.195748,-1.140179
0.119095,0.196369,-1.150155
0.118294,0.196993,-1.160130
0.117488,0.197619,-1.170104
0.116679,0.198249,-1.180078
0.115866,0.198881,-1.190051
0.115048,0.199516,-1.200024
0.114227,0.200153,-1.209997
0.113401,0.200794,-1.219968
0.112572,0.201437,-1.229940
0.111738,0.202082,-1.239911
0.110901,0.202730,-1.249881
0.110060,0.203381,-1.259851
0.109215,0.204034,-1.269820
0.108367,0.204690,-1.279789
0.107515,0.205349,-1.289757
0.106659,0.206009,-1.299725
0.105799,0.206673,-1.309692
0.104936,0.207338,-1.319659
0.104069,0.208006,-1.329626
0.103198,0.208677,-1.339591
0.102324,0.209350,-1.349557
0.101447,0.210025,-1.359522
0.100566,0.210702,-1.369486
0.099682,0.211382,-1.379450
0.098794,0.212064,-1.389413
0.097903,0.212749,-1.399376
0.097008,0.213435,-1.409339
0.096111,0.214124,-1.419301
0.095210,0.214814,-1.429262
0.094305,0.215507,-1.439223
0.093398,0.216203,-1.449184
0.092487,0.216900,-1.459144
0.091573,0.217599,-1.469104
0.090656,0.218300,-1.479063
0.089736,0.219004,-1.489022
0.088813,0.219709,-1.498980
0.087887,0.220416,-1.508938
0.086958,0.221126,-1.518895
0.086026,0.221837,-1.528852
0.085091,0.222550,-1.538809
0.084153,0.223265,-1.548765
0.083212,0.223982,-1.558720
0.082268,0.224701,-1.568675
0.081321,0.225422,-1.578630
0.080372,0.226144,-1.588584
0.079419,0.226868,-1.598538
0.078464,0.227595,-1.608492
0.077507,0.228322,-1.618445
0.076546,0.229052,-1.628397
0.075583,0.229783,-1.638349
0.074617,0.230516,-1.648301
0.073649,0.231251,-1.658252
0.072678,0.231988,-1.668203
0.071704,0.232726,-1.678153
0.070728,0.233465,-1.688103
0.069749,0.234207,-1.698053
0.068768,0.234949,-1.708002
0.067785,0.235694,-1.717951
0.066799,0.236440,-1.727899
0.065810,0.237188,-1.737847
0.064819,0.237937,-1.747795
0.063826,0.238687,-1.757742
0.062830,0.239439,-1.767688
0.061832,0.240193,-1.777635
0.060832,0.240948,-1.787581
0.059829,0.241705,-1.797526
0.058824,0.242463,-1.807471
0.057817,0.243222,-1.817416
0.056808,0.243983,-1.827361
0.055796,0.244745,-1.837305
0.054783,0.245508,-1.847248
0.053767,0.246273,-1.857191
0.052749,0.247039,-1.867134
0.051729,0.247807,-1.877077
0.050707,0.248575,-1.887019
0.049682,0.249346,-1.896961
0.048656,0.250117,-1.906902
0.047628,0.250889,-1.916843
0.046597,0.251663,-1.926784
0.045565,0.252438,-1.936724
0.044531,0.253215,-1.946664
0.043646,0.253876,-1.954180
0.043233,0.254175,-1.954150
0.042822,0.254472,-1.954121
0.042413,0.254768,-1.954091
0.042007,0.255062,-1.954062
0.041602,0.255354,-1.954032
0.041200,0.255644,-1.954003
0.040799,0.255934,-1.953973
0.040401,0.256221,-1.953944
0.040004,0.256507,-1.953914
0.039610,0.256791,-1.953885
0.039217,0.257074,-1.953856
0.038827,0.257355,-1.953827
0.038439,0.257634,-1.953798
0.038052,0.257912,-1.953768
0.037668,0.258188,-1.953739
0.037286,0.258463,-1.953710
0.036905,0.258737,-1.953681
0.036527,0.259008,-1.953653
0.036150,0.259279,-1.953624
0.035775,0.259548,-1.953595
0.035403,0.259815,-1.953566
0.035032,0.260081,-1.953537
0.034663,0.260345,-1.953509
0.034296,0.260608,-1.953480
0.033931,0.260869,-1.953452
0.033568,0.261129,-1.953423
0.033206,0.261388,-1.953395
0.032847,0.261645,-1.953367
0.032489,0.261900,-1.953338
0.032133,0.262155,-1.953310
0.031779,0.262407,-1.953282
0.031427,0.262659,-1.953254
0.031077,0.262909,-1.953226
0.030728,0.263157,-1.953198
0.030381,0.263405,-1.953170
0.030036,0.263651,-1.953142
0.029693,0.263895,-1.953114
0.029352,0.264138,-1.953087
0.029012,0.264380,-1.953059
0.028674,0.264620,-1.953031
0.028338,0.264860,-1.953004
0.028003,0.265097,-1.952976
0.027670,0.265334,-1.952949
0.027339,0.265569,-1.952922
0.027010,0.265803,-1.952894
0.026682,0.266036,-1.952867
0.026356,0.266267,-1.952840
0.026032,0.266497,-1.952813
0.025709,0.266726,-1.952786
0.025388,0.266953,-1.952759
0.025069,0.267180,-1.952733
0.024751,0.267405,-1.952706
0.024435,0.267628,-1.952679
0.024121,0.267851,-1.952652
0.023808,0.268072,-1.952626
0.023497,0.268292,-1.952600
0.023187,0.268511,-1.952573
0.022879,0.268729,-1.952547
0.022573,0.268945,-1.952521
0.022268,0.269161,-1.952494
0.021965,0.269375,-1.952468
0.021663,0.269588,-1.952442
0.021363,0.269799,-1.952416
0.021065,0.270010,-1.952390
0.020768,0.270219,-1.952365
0.020472,0.270428,-1.952339
0.020178,0.270635,-1.952313
0.019886,0.270841,-1.952288
0.019595,0.271045,-1.952262
0.019305,0.271249,-1.952237
0.019017,0.271452,-1.952212
0.018731,0.271653,-1.952186
0.018446,0.271854,-1.952161
0.018162,0.272053,-1.952136
0.017880,0.272251,-1.952111
0.017600,0.272448,-1.952086
0.017321,0.272644,-1.952061
0.017043,0.272839,-1.952036
0.016767,0.273033,-1.952012
0.016492,0.273226,-1.951987
0.016218,0.273418,-1.951962
0.015946,0.273608,-1.951938
0.015676,0.273798,-1.951914
0.015407,0.273987,-1.951889
0.015139,0.274174,-1.951865
0.014872,0.274361,-1.951841
0.014607,0.274546,-1.951817
0.014344,0.274731,-1.951793
0.014081,0.274914,-1.951769
0.013820,0.275097,-1.951745
0.013561,0.275278,-1.951721
0.013303,0.275459,-1.951698
0.013046,0.275638,-1.951674
0.012790,0.275817,-1.951650
0.012536,0.275994,-1.951627
0.012283,0.276171,-1.951604
0.012031,0.276347,-1.951580
0.011781,0.276521,-1.951557
0.011532,0.276695,-1.951534
0.011284,0.276868,-1.951511
0.011037,0.277040,-1.951488
0.010792,0.277211,-1.951465
0.010548,0.277381,-1.951442
0.010306,0.277550,-1.951419
0.010064,0.277718,-1.951397
0.009824,0.277885,-1.951374
0.009585,0.278051,-1.951352
0.009347,0.278217,-1.951329
0.009111,0.278381,-1.951307
0.008876,0.278545,-1.951285
0.008642,0.278707,-1.951262
0.008409,0.278869,-1.951240
0.008177,0.279030,-1.951218
0.007947,0.279190,-1.951196
0.007718,0.279349,-1.951175
0.007490,0.279507,-1.951153
0.007263,0.279665,-1.951131
0.007037,0.279821,-1.951109
0.006813,0.279977,-1.951088
0.006589,0.280132,-1.951066
0.006367,0.280286,-1.951045
0.006146,0.280439,-1.951024
0.005926,0.280592,-1.951003
0.005708,0.280743,-1.950981
0.005490,0.280894,-1.950960
0.005274,0.281044,-1.950939
0.005058,0.281193,-1.950918
0.004844,0.281341,-1.950898
0.004631,0.281489,-1.950877
