gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378029.400215,171.236597,-46.698669,-2.189833,4.942830,-2.633553
6378025.648566,169.090346,-61.613103,-1.563985,4.948430,-3.344165
6378021.112405,187.903214,-68.501627,-0.898792,4.910192,-3.813820
6378024.613481,181.173054,-59.586378,0.040453,5.131306,-3.679243
6378018.590619,186.918485,-76.549236,0.810749,5.456849,-3.341273
6378024.346273,202.151751,-61.516492,1.404380,5.835931,-2.590711
6378032.329395,197.903208,-75.485465,1.713713,6.235353,-1.501227
6378032.499236,211.759756,-81.561349,1.832653,6.630609,-0.247227
6378032.066605,220.283941,-59.468557,1.769739,6.697564,1.005026
6378032.366046,224.347158,-62.019304,1.502145,6.462341,2.560238
6378030.653967,225.293858,-59.871380,0.775571,6.895733,3.574440
6378027.097687,234.120600,-67.086851,-0.108891,7.315140,4.162012
6378035.827529,246.789242,-62.182638,-0.391277,7.261131,4.387554
6378030.839218,258.282267,-55.935070,-0.370912,7.214850,4.590585
6378039.729651,255.206029,-59.792598,-0.536926,7.178407,4.561817
6378039.230676,261.685858,-35.368998,-0.554645,7.185708,4.709260
6378024.098574,270.159754,-39.851333,-0.567238,7.043575,4.678141
6378034.893871,274.676079,-41.631705,-0.554351,7.040373,4.672284
6378030.378732,291.058763,-25.028639,-0.545431,7.104606,4.659747
6378028.847379,288.025248,-37.855566,-0.478127,7.030154,4.668433
6378025.731215,300.583742,-11.164814,-0.539952,7.188768,4.680904
6378028.257102,303.238467,-18.587525,-0.633683,7.027216,4.654679
6378030.282254,317.913583,-8.889427,-0.545293,7.075653,4.684117
6378017.965755,328.891653,0.532489,-0.517834,7.036140,4.613473
6378028.673520,329.501704,-12.078263,-0.578922,7.028813,4.721235
6378030.457572,334.552517,4.585881,-0.488290,6.630446,5.372274
6378033.122581,348.992758,9.355305,-0.268143,5.783748,6.400721
6378023.966838,348.971614,1.482138,0.116291,4.673535,7.347330
6378032.077043,344.815930,15.152609,0.328258,3.565356,7.955168
6378026.823604,359.867900,30.997748,0.846301,2.297386,8.469244
6378039.973796,346.138356,47.017187,1.516810,1.139394,8.745013
6378032.983970,355.543779,56.711102,2.065899,0.070199,8.672302
6378039.416043,366.918738,64.115682,2.837399,-0.842942,8.582923
6378036.442285,346.156391,62.330808,3.652336,-1.621880,8.212059
6378037.690790,360.892594,69.566351,4.394182,-2.276273,7.652536
6378045.135385,350.336930,96.779055,5.155386,-3.119463,7.573870
6378042.536758,350.987796,88.071051,5.521198,-4.199176,7.638330
6378056.795889,343.613388,100.677829,5.858127,-4.571889,7.526735
6378065.755446,340.349054,107.925957,5.908853,-4.424160,7.448610
6378063.100144,337.156138,111.803313,6.087401,-4.514290,7.385907
6378078.585132,328.414921,114.606843,6.048088,-4.468040,7.284816
6378076.442176,327.429976,128.667778,6.063538,-4.490225,7.236971
6378080.849244,319.393504,129.438170,6.133932,-4.507223,7.292657
6378098.188170,305.045439,163.294439,6.124341,-4.587593,7.278701
6378094.605274,318.575354,140.516724,6.077532,-4.551089,7.274362
6378094.488860,312.929587,149.832904,6.095188,-4.534181,7.248166
6378102.040476,298.591724,169.533116,6.131452,-4.628485,7.268955
6378100.492377,298.166015,165.699002,6.115717,-4.544464,7.192626
6378122.742612,286.227639,177.156088,6.124826,-4.618915,7.316876
6378119.554128,290.797000,185.434217,6.166455,-4.475900,7.218234
6378131.620928,301.888855,195.743790,7.108948,-3.872848,6.839105
6378137.696030,275.453036,199.745379,7.951277,-2.813948,6.448593
6378153.911486,269.030098,201.981732,8.579181,-1.560831,6.062802
6378155.386274,270.830639,211.401653,8.971746,-0.084098,5.824083
6378161.872002,284.151473,214.638758,8.901566,1.281062,5.763877
6378170.512651,278.754446,219.572455,8.641848,2.465342,5.744298
6378187.927611,292.362178,224.824066,8.286084,3.872261,5.923338
6378197.880734,289.983726,248.010390,7.515342,4.905727,6.227348
6378195.072664,281.023459,247.361910,6.657656,5.711235,6.690767
6378216.406413,294.872703,243.669159,5.767771,6.100705,7.210847
