ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
1.000322,0.999743,-10.780341
1.000941,0.999247,-10.780370
1.001834,0.998531,-10.780409
1.002979,0.997612,-10.780458
1.004355,0.996506,-10.780515
1.005944,0.995227,-10.780577
1.007728,0.993789,-10.780643
1.009692,0.992205,-10.780713
1.011819,0.990487,-10.780785
1.014097,0.552042,-10.780858
1.016607,0.469780,-10.781055
0.807911,0.419413,-10.781285
0.457922,0.373733,-10.781460
0.417250,0.332227,-10.781518
0.381046,0.294538,-10.781567
0.348864,0.260284,-10.781608
0.320302,0.229121,-10.781639
0.294998,0.200740,-10.781662
0.272626,0.174863,-10.781677
0.252893,0.151238,-10.781685
0.235533,0.129643,-10.781684
0.220309,0.109873,-10.781676
0.207006,0.091747,-10.781661
0.195432,0.075102,-10.781639
0.185411,0.059790,-10.781611
0.176789,0.045679,-10.781576
0.169423,0.032650,-10.781536
0.163187,0.020595,-10.781490
0.157967,0.009419,-10.781438
0.153658,-0.000966,-10.781381
0.150170,-0.010638,-10.781319
0.147418,-0.019666,-10.781253
0.145327,-0.028113,-10.781181
0.143830,-0.036038,-10.781106
0.142865,-0.043489,-10.781026
0.142378,-0.050515,-10.780942
0.142320,-0.057155,-10.780854
0.142646,-0.063447,-10.780762
0.143315,-0.069425,-10.780667
0.144293,-0.075118,-10.780568
0.145546,-0.080555,-10.780466
0.147046,-0.085758,-10.780360
0.148765,-0.090750,-10.780252
0.150682,-0.095551,-10.780140
0.152773,-0.100179,-10.780025
0.155020,-0.104649,-10.779908
0.157406,-0.108976,-10.779787
0.159916,-0.113173,-10.779664
0.162534,-0.117251,-10.779539
0.165250,-0.121222,-10.779411
0.168050,-0.125094,-10.779280
0.170926,-0.128875,-10.779147
0.173868,-0.132575,-10.779012
0.176868,-0.136198,-10.778874
0.179919,-0.139753,-10.778735
0.183013,-0.143244,-10.778593
0.186145,-0.146676,-10.778449
0.189309,-0.150053,-10.778303
0.192501,-0.153381,-10.778155
