mag_x (uT),mag_y (uT),mag_z (uT)
27.648733,-0.023080,-16.610102
27.647630,-0.023001,-16.617332
27.673527,-0.019337,-16.608946
27.665603,0.000873,-16.609490
27.669365,-0.013613,-16.609915
27.661135,-0.019699,-16.585000
27.668101,-0.036946,-16.598926
27.683832,-0.039989,-16.581021
27.660741,-0.052373,-16.563448
27.680359,-0.079562,-16.564275
27.705751,-0.048439,-16.559406
27.698052,-0.067573,-16.554668
27.686630,-0.091741,-16.547493
27.694588,-0.101050,-16.528460
27.714905,-0.099421,-16.521569
27.721393,-0.099951,-16.504997
27.709965,-0.109975,-16.498144
27.728315,-0.133473,-16.501825
27.743436,-0.159125,-16.478188
27.748218,-0.138193,-16.463243
27.739696,-0.186825,-16.464940
27.757119,-0.209314,-16.451515
27.756107,-0.220001,-16.437323
27.767207,-0.225224,-16.415926
27.782431,-0.237642,-16.416427
27.780552,-0.250586,-16.398909
27.797221,-0.269404,-16.378802
27.787018,-0.278091,-16.391486
27.789840,-0.285166,-16.378872
27.808765,-0.295801,-16.340350
27.828506,-0.314695,-16.326583
27.820263,-0.314803,-16.333493
27.835364,-0.336152,-16.314963
27.825613,-0.356003,-16.294400
27.845760,-0.383044,-16.295271
27.862173,-0.376797,-16.268150
27.861718,-0.397633,-16.273057
27.864460,-0.410007,-16.248375
27.878871,-0.414817,-16.244315
27.873435,-0.432095,-16.241741
27.874994,-0.436764,-16.220148
27.896479,-0.461608,-16.202658
27.907552,-0.481518,-16.196933
27.911859,-0.482568,-16.194273
27.910685,-0.504745,-16.164638
27.922272,-0.509653,-16.164450
27.926446,-0.520576,-16.144442
27.931373,-0.552206,-16.140542
27.938393,-0.555792,-16.112313
27.949755,-0.555670,-16.122092
27.929992,-0.562608,-16.090024
27.939672,-0.587934,-16.086446
27.965206,-0.605402,-16.099115
27.953701,-0.615962,-16.062126
27.991613,-0.618468,-16.055681
27.983823,-0.625619,-16.028008
28.003026,-0.666833,-16.038100
27.985657,-0.666188,-16.019424
27.999576,-0.674751,-16.010685
28.011348,-0.691854,-16.001002
