ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378076.814104,72.555719,-21.214148,-3.093634,2.997444,1.221644
6378073.812788,75.655977,-19.991856,-2.905356,3.218184,1.186562
6378071.000695,79.005642,-18.911449,-2.718717,3.486723,0.936674
6378068.369788,82.622427,-18.181366,-2.542571,3.742364,0.488421
6378065.914568,86.465598,-17.983510,-2.363520,3.930920,-0.121874
6378063.651365,90.447719,-18.455183,-2.152567,4.014678,-0.841981
6378061.629349,94.454323,-19.675835,-1.874689,3.978031,-1.609361
6378059.931444,98.366729,-21.659972,-1.499087,3.828069,-2.357790
6378058.665593,102.083077,-24.356923,-1.007856,3.590527,-3.024304
6378057.660577,105.942617,-27.043039,-1.289460,4.187256,-2.391559
6378055.987513,110.455793,-29.270310,-2.061257,4.841187,-2.061150
6378053.666261,115.497577,-31.225546,-2.419494,5.081553,-1.925922
6378051.217884,120.565692,-33.150300,-2.473079,5.056509,-1.923776
6378048.727807,125.614088,-35.073427,-2.504623,5.041415,-1.922579
6378046.213165,130.650651,-36.995637,-2.523218,5.032395,-1.921897
6378043.684036,135.680158,-38.917321,-2.534190,5.027029,-1.921502
6378041.146358,140.705474,-40.838699,-2.540666,5.023847,-1.921272
6378038.603631,145.728306,-42.759898,-2.544491,5.021963,-1.921137
6378036.057924,150.749669,-44.680993,-2.546750,5.020848,-1.921058
6378033.510455,155.770162,-46.602026,-2.548084,5.020189,-1.921011
6378030.961947,160.790141,-48.523022,-2.548872,5.019799,-1.920984
6378028.412824,165.809816,-50.443997,-2.549338,5.019569,-1.920967
6378025.958407,170.807591,-52.584918,-2.245031,4.953377,-2.566354
6378024.015303,175.720160,-55.548518,-1.601843,4.883073,-3.317179
6378022.799169,180.610569,-59.099282,-0.805005,4.921426,-3.726542
6378022.412594,185.613529,-62.869532,0.037898,5.112979,-3.747407
6378022.842025,190.883020,-66.462518,0.806704,5.450164,-3.369468
6378023.959262,196.539371,-69.489828,1.397079,5.874014,-2.619865
6378025.550118,202.623791,-71.607520,1.745262,6.288203,-1.559866
6378027.363469,209.072290,-72.547079,1.843172,6.583086,-0.277891
6378029.168989,215.716295,-72.137884,1.740152,6.664008,1.120343
6378030.809631,222.310875,-70.318852,1.530777,6.477031,2.523435
6378032.080358,228.941642,-67.249177,0.822318,6.898648,3.493006
6378032.422973,236.033848,-63.397423,-0.128273,7.281655,4.206260
6378032.122003,243.328923,-59.033756,-0.367430,7.252254,4.446877
6378031.716523,250.546569,-54.534364,-0.437657,7.187782,4.544134
6378031.257123,257.713515,-49.959628,-0.477877,7.149029,4.600861
6378030.766661,264.850107,-45.340838,-0.501189,7.125916,4.634117
6378030.258130,271.968633,-40.696181,-0.514803,7.112187,4.653673
6378029.739020,279.076440,-36.036300,-0.522791,7.104052,4.665194
6378029.213696,286.177899,-31.367445,-0.527491,7.099237,4.671990
6378028.684713,293.275602,-26.693295,-0.530261,7.096390,4.676000
6378028.153572,300.371085,-22.016019,-0.531895,7.094706,4.678369
6378027.621158,307.465256,-17.336897,-0.532859,7.093712,4.679767
6378027.087992,314.558651,-12.656685,-0.533429,7.093124,4.680593
6378026.554382,321.651588,-7.975828,-0.533765,7.092777,4.681081
6378026.020510,328.744254,-3.294592,-0.533964,7.092571,4.681369
6378025.509223,335.728589,1.558079,-0.447685,6.679722,5.312947
6378025.154987,341.968515,7.417574,-0.249499,5.763038,6.389785
6378025.030654,347.216347,14.267758,0.016755,4.701964,7.287018
6378025.214999,351.352253,21.914625,0.371566,3.547286,7.977504
6378025.803623,354.310260,30.142705,0.827747,2.355515,8.445595
6378026.900609,356.082353,38.726752,1.389222,1.185478,8.687552
6378028.609353,356.718962,47.443668,2.050592,0.094591,8.711456
6378031.023349,356.325713,56.084012,2.797482,-0.864808,8.536473
6378034.217689,355.056657,64.462461,3.607632,-1.648813,8.191504
6378038.242005,353.104390,72.426662,4.452655,-2.224764,7.713307
6378043.139760,350.520739,79.972386,5.239206,-3.110697,7.529996
6378048.563171,346.881665,87.561869,5.600562,-4.165604,7.657966
6378054.291138,342.484797,95.192954,5.827109,-4.458464,7.548209
6378060.185169,338.004160,102.675614,5.951317,-4.498856,7.426351
6378066.175960,333.493577,110.062949,6.024585,-4.520358,7.353863
6378072.223838,328.966769,117.393667,6.067821,-4.532238,7.310878
6378078.305409,324.430888,124.690840,6.093345,-4.538970,7.285429
6378084.406873,319.889824,131.968162,6.108416,-4.542846,7.270376
6378090.520084,315.345761,139.233744,6.117318,-4.545102,7.261477
6378096.640234,310.799947,146.492388,6.122576,-4.546422,7.256217
6378102.764483,306.253107,153.746931,6.125682,-4.547198,7.253109
6378108.891153,301.705664,160.999051,6.127516,-4.547654,7.251273
6378115.019253,297.157864,168.249740,6.128600,-4.547924,7.250188
6378121.148198,292.609855,175.499582,6.129241,-4.548083,7.249547
6378127.277642,288.061722,182.748925,6.129619,-4.548176,7.249168
6378133.796150,283.800504,189.829953,7.040676,-3.828316,6.849966
6378141.296218,280.485328,196.463213,7.927089,-2.758423,6.424520
6378149.555291,278.327954,202.711592,8.551504,-1.521310,6.085239
6378158.300037,277.463944,208.672825,8.893337,-0.182006,5.854616
6378167.243506,277.961217,214.464413,8.946222,1.189748,5.749502
6378176.099653,279.817061,220.217620,8.718494,2.523022,5.780413
6378184.597941,282.958724,226.070896,8.232861,3.749278,5.951080
6378192.497232,287.247525,232.162973,7.525293,4.805808,6.258259
6378199.598188,292.486261,238.625907,6.643171,5.638846,6.691803
6378205.753505,298.429492,245.578314,5.642809,6.206183,7.234995
