ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.138596,0.149424,-0.495486,0.130586,0.187371,-1.000469
6378137.226632,0.369590,-1.988602,0.042007,0.255062,-1.954062
6378137.251588,0.636814,-3.941298,0.010306,0.277550,-1.951419
6378137.251738,0.921384,-5.891722,-0.008565,0.290550,-1.949535
6378137.237145,1.216023,-7.840603,-0.019761,0.298130,-1.948308
6378137.213814,1.516549,-9.788502,-0.026390,0.302573,-1.947545
6378137.185311,1.820531,-11.735797,-0.030313,0.305186,-1.947080
6378137.153749,2.126546,-13.682727,-0.032632,0.306725,-1.946801
6378137.120380,2.433761,-15.629438,-0.034002,0.307633,-1.946634
6378137.085941,2.741683,-17.576018,-0.034812,0.308169,-1.946535
6378137.050871,3.050022,-19.522521,-0.035291,0.308486,-1.946476
6378137.015428,3.358608,-21.468979,-0.035573,0.308672,-1.946441
6378136.979765,3.667340,-23.415409,-0.035741,0.308783,-1.946421
6378136.944273,3.977013,-25.361742,-0.028507,0.329853,-1.944380
6378136.962830,4.489865,-27.278347,0.053677,0.710361,-1.876918
6378137.020902,5.396192,-29.095939,0.047516,1.104820,-1.746992
6378137.030097,6.688900,-30.754688,-0.043176,1.479137,-1.559427
6378136.912021,8.337368,-32.199496,-0.205085,1.812974,-1.319606
6378136.604002,10.293301,-33.381347,-0.420337,2.091583,-1.034295
6378136.062704,12.496841,-34.258616,-0.668450,2.306753,-0.711490
6378135.265696,14.883305,-34.798203,-0.928457,2.457123,-0.360229
6378134.210881,17.389939,-34.976475,-1.181002,2.547860,0.009624
6378132.913928,19.962029,-34.779980,-1.410238,2.589740,0.387608
6378131.398695,22.564289,-34.208471,-1.702210,2.715152,0.713331
6378129.167613,25.660666,-33.559109,-2.810082,3.229719,0.613362
6378126.110246,28.828966,-32.926194,-3.139613,3.102144,0.662458
6378122.929199,31.883692,-32.242348,-3.215955,3.013979,0.702059
6378119.689794,34.869429,-31.527845,-3.259292,2.961509,0.725122
6378116.417002,37.814185,-30.795441,-3.284286,2.930395,0.738626
6378113.124863,40.734662,-30.052538,-3.298841,2.911978,0.746562
6378109.821425,43.640773,-29.303458,-3.307366,2.901085,0.751235
6378106.511358,46.538389,-28.550738,-3.312378,2.894645,0.753990
6378103.197390,49.430985,-27.795872,-3.315329,2.890840,0.755616
6378099.881123,52.320614,-27.039739,-3.317070,2.888591,0.756576
6378096.563500,55.208489,-26.282857,-3.318097,2.887263,0.757143
6378093.245076,58.095329,-25.525534,-3.318704,2.886477,0.757478
6378089.926180,60.981556,-24.767949,-3.319062,2.886014,0.757676
6378086.607004,63.867423,-24.010211,-3.319273,2.885740,0.757793
6378083.287663,66.753075,-23.252381,-3.319398,2.885578,0.757862
6378079.991555,69.628445,-22.364380,-3.250532,2.879075,1.047257
