ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.230209,0.277230,0.178569
0.437266,0.526613,0.339170
0.623361,0.750824,0.483495
0.790483,0.952282,0.613077
0.940434,1.133172,0.729313
1.074846,1.295467,0.833465
1.195199,1.440950,0.926682
1.302835,1.571235,1.010006
1.398968,1.687779,1.084378
1.484699,1.791899,1.150654
1.561023,1.884786,1.209610
1.628842,1.967518,1.261947
1.688973,2.041069,1.308300
1.742156,2.106319,1.349246
1.789059,2.164066,1.385305
1.830287,2.215030,1.416949
1.866390,2.259862,1.444606
1.897862,2.299153,1.468662
1.925152,2.333436,1.489467
1.948666,2.363193,1.507336
1.968772,2.388861,1.522557
1.985801,2.410834,1.535388
2.000055,2.429471,1.546064
2.011804,2.445094,1.554797
2.021295,2.457995,1.561777
2.028750,2.468439,1.567179
2.034370,2.476667,1.571159
2.038337,2.482893,1.573859
2.040816,2.487314,1.575407
2.041955,2.490108,1.575919
2.041889,2.491435,1.575499
2.040739,2.491440,1.574243
2.038616,2.490254,1.572236
2.035618,2.487997,1.569554
2.031836,2.484775,1.566269
2.027351,2.480686,1.562443
2.022237,2.475818,1.558134
2.016559,2.470251,1.553393
2.010377,2.464056,1.548266
2.003747,2.457299,1.542796
1.996717,2.450038,1.537021
1.989331,2.442328,1.530975
1.981629,2.434215,1.524689
1.973648,2.425745,1.518192
1.965420,2.416956,1.511508
1.956974,2.407883,1.504661
1.948338,2.398560,1.497671
1.939535,2.389015,1.490556
1.930587,2.379275,1.483335
1.921513,2.369363,1.476021
1.912332,2.359302,1.468628
1.903060,2.349110,1.461169
1.893710,2.338806,1.453655
1.884295,2.328405,1.446096
1.874829,2.317921,1.438500
1.865320,2.307368,1.430877
1.855778,2.296757,1.423233
1.846213,2.286100,1.415576
1.836632,2.275404,1.407910
1.827041,2.264680,1.400241
1.817448,2.253935,1.392574
1.807857,2.243176,1.384914
1.798274,2.232409,1.377264
1.788703,2.221640,1.369627
1.779148,2.210875,1.362008
1.769613,2.200117,1.354407
1.760102,2.189371,1.346829
1.750616,2.178641,1.339275
1.741159,2.167931,1.331747
1.731734,2.157242,1.324247
1.722341,2.146579,1.316777
1.712984,2.135942,1.309337
1.703663,2.125336,1.301930
1.694380,2.114761,1.294556
1.685137,2.104219,1.287216
1.675934,2.093713,1.279910
1.666772,2.083242,1.272641
1.657653,2.072809,1.265407
1.648577,2.062415,1.258211
1.639544,2.052060,1.251052
1.630556,2.041746,1.243930
1.621613,2.031473,1.236847
1.612715,2.021242,1.229802
1.603862,2.011054,1.222795
1.595056,2.000909,1.215827
1.586295,1.990807,1.208898
1.577580,1.980749,1.202007
1.568912,1.970735,1.195156
1.560290,1.960766,1.188343
1.551714,1.950841,1.181570
1.543185,1.940961,1.174835
1.534703,1.931126,1.168139
1.526267,1.921337,1.161483
1.517877,1.911592,1.154864
1.509533,1.901893,1.148285
1.501236,1.892239,1.141744
1.492984,1.882630,1.135242
1.484779,1.873067,1.128777
1.476619,1.863549,1.122351
1.468505,1.854076,1.115963
1.460437,1.844649,1.109613
1.452413,1.835266,1.103300
1.444435,1.825929,1.097025
1.436502,1.816636,1.090787
1.428613,1.807388,1.084586
1.420769,1.798185,1.078422
