accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.991950,1.002748,-10.785152
1.003499,0.995805,-10.788986
1.003522,1.001104,-10.777368
1.002902,1.003657,-10.790640
1.005502,0.998484,-10.765475
1.010171,0.994882,-10.779353
1.003571,0.999718,-10.787025
1.013884,0.996622,-10.775573
1.012247,0.992843,-10.780782
1.008615,0.991220,-10.773782
1.012643,0.551069,-10.779828
1.018484,0.475175,-10.789990
0.808696,0.411356,-10.777278
0.465578,0.376312,-10.783276
0.413758,0.334716,-10.779250
0.381870,0.288376,-10.782694
0.352482,0.255879,-10.775706
0.319079,0.224813,-10.783453
0.299168,0.198446,-10.785763
0.267414,0.184602,-10.780213
0.245943,0.150987,-10.779372
0.236886,0.126446,-10.776460
0.221404,0.112197,-10.778326
0.203617,0.081509,-10.784492
0.199070,0.077246,-10.786765
0.183842,0.051528,-10.766265
0.167219,0.043435,-10.779233
0.174379,0.037018,-10.787769
0.163406,0.023661,-10.784510
0.164464,0.018338,-10.792363
0.152825,-0.005493,-10.782898
0.147180,-0.003515,-10.786477
0.149546,-0.017228,-10.775013
0.138948,-0.029925,-10.786721
0.141458,-0.035475,-10.776175
0.146166,-0.042024,-10.784599
0.144369,-0.050697,-10.783988
0.146042,-0.062519,-10.773600
0.139545,-0.067916,-10.781033
0.143155,-0.073082,-10.777541
0.145222,-0.080248,-10.775260
0.145242,-0.080138,-10.795119
0.147597,-0.077626,-10.779955
0.155235,-0.090131,-10.778319
0.157337,-0.098959,-10.786063
0.160835,-0.094373,-10.772406
0.151381,-0.104728,-10.783123
0.160391,-0.115646,-10.782541
0.164687,-0.121234,-10.782482
0.164278,-0.113723,-10.782886
0.160256,-0.112009,-10.778969
0.168009,-0.129411,-10.778844
0.169514,-0.129687,-10.771381
0.175711,-0.130409,-10.777505
0.186516,-0.132070,-10.779523
0.185838,-0.147388,-10.778976
0.174692,-0.141571,-10.779579
0.182325,-0.147932,-10.778629
0.189370,-0.146609,-10.784037
0.190160,-0.153693,-10.778455
0.193842,-0.157596,-10.779595
0.198088,-0.155327,-10.777079
0.191410,-0.168020,-10.775110
0.206661,-0.169821,-10.778014
0.205429,-0.165252,-10.776617
0.224482,-0.174453,-10.768823
0.208760,-0.172138,-10.772419
0.224321,-0.178260,-10.788235
0.213037,-0.181609,-10.771816
0.221803,-0.191633,-10.776846
0.228142,-0.188541,-10.772821
0.220544,-0.186899,-10.773615
0.234515,-0.186454,-10.780998
0.241194,-0.194480,-10.775148
0.247765,-0.193609,-10.780611
0.250255,-0.206976,-10.770942
0.255167,-0.208662,-10.777432
0.247157,-0.214790,-10.767004
0.260543,-0.204989,-10.773640
0.263575,-0.211504,-10.783539
0.260710,-0.220268,-10.772323
0.261032,-0.212945,-10.775197
0.268679,-0.211964,-10.776472
0.264540,-0.227684,-10.776319
0.271215,-0.215099,-10.770447
0.282750,-0.229848,-10.782354
0.282578,-0.231329,-10.774865
0.277392,-0.239885,-10.768686
0.274556,-0.229038,-10.776119
0.290346,-0.238595,-10.773295
0.299527,-0.240710,-10.774400
0.282932,-0.239743,-10.773448
0.297147,-0.243246,-10.777366
0.294063,-0.259140,-10.774053
