ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002353,0.002865,0.002865
0.006824,0.008594,0.008594
0.013197,0.017039,0.017189
0.021280,0.027924,0.028648
0.030897,0.041000,0.042972
0.041891,0.056040,0.060161
0.054118,0.072841,0.080214
0.067448,0.091218,0.103132
0.081765,0.111004,0.128916
0.096963,0.132050,0.157563
0.112946,0.154217,0.188971
0.129628,0.177384,0.222846
0.146930,0.201438,0.258926
0.164782,0.226278,0.296971
0.183120,0.251814,0.336767
0.201886,0.277964,0.378118
0.221028,0.304652,0.420847
0.240499,0.331812,0.464797
0.260255,0.359383,0.509822
0.280260,0.387310,0.555793
0.300477,0.415544,0.602593
0.320875,0.444039,0.650114
0.341427,0.472755,0.698261
0.362107,0.501656,0.746947
0.382891,0.530709,0.796095
0.403758,0.559885,0.845633
0.424690,0.589155,0.895497
0.445670,0.618497,0.945631
0.466683,0.647888,0.995981
0.487715,0.677309,1.046502
0.508753,0.706742,1.097150
0.529786,0.736171,1.147889
0.550804,0.765582,1.198682
0.571799,0.794962,1.249500
0.592762,0.824299,1.300315
0.613685,0.853583,1.351101
0.634563,0.882805,1.401836
0.655389,0.911956,1.452500
0.676158,0.941028,1.503075
0.696866,0.970016,1.553543
0.717508,0.998913,1.603892
0.738080,1.027713,1.654106
0.758580,1.056413,1.704175
0.779004,1.085007,1.754089
0.799349,1.113491,1.803837
0.819613,1.141864,1.853412
0.839795,1.170121,1.902805
0.859892,1.198260,1.952011
0.879903,1.226279,2.001024
0.899826,1.254176,2.049838
0.919661,1.281949,2.098449
0.939406,1.309596,2.146852
0.959060,1.337116,2.195045
0.978622,1.364509,2.243025
0.998092,1.391773,2.290788
1.017470,1.418908,2.338332
1.036755,1.445912,2.385657
1.055946,1.472786,2.432759
1.075043,1.499529,2.479637
1.094047,1.526141,2.526291
1.112957,1.552621,2.572720
1.131773,1.578970,2.618923
1.150494,1.605187,2.664899
1.169122,1.631272,2.710648
1.187656,1.657227,2.756170
1.206096,1.683050,2.801465
1.224442,1.708742,2.846533
1.242695,1.734303,2.891374
1.260855,1.759734,2.935989
1.278922,1.785035,2.980377
1.296896,1.810205,3.024539
1.314778,1.835247,3.068476
1.332568,1.860159,3.112188
1.350265,1.884943,3.155676
1.367872,1.909599,3.198941
1.385387,1.934128,3.241983
1.402811,1.958529,3.284803
1.420145,1.982804,3.327401
1.437389,2.006952,3.369780
1.454544,2.030975,3.411938
1.471609,2.054874,3.453878
1.488585,2.078647,3.495600
1.505472,2.102297,3.537106
1.522272,2.125823,3.578395
1.538984,2.149227,3.619470
1.555609,2.172509,3.660330
1.572147,2.195669,3.700978
1.588598,2.218708,3.741413
1.604964,2.241626,3.781637
1.621244,2.264425,3.821652
1.637438,2.287104,3.861457
1.653548,2.309665,3.901054
1.669574,2.332107,3.940444
1.685515,2.354432,3.979628
1.701374,2.376641,4.018607
1.717149,2.398732,4.057381
1.732841,2.420709,4.095953
1.748452,2.442570,4.134323
1.763980,2.464316,4.172492
1.779427,2.485948,4.210461
1.794793,2.507467,4.248231
1.810079,2.528873,4.285803
1.825284,2.550167,4.323178
1.840410,2.571350,4.360357
1.855456,2.592421,4.397341
1.870423,2.613381,4.434132
1.885312,2.634232,4.470729
1.900123,2.654973,4.507135
1.914856,2.675606,4.543349
1.929512,2.696130,4.579374
1.944091,2.716547,4.615209
1.958593,2.736856,4.650857
1.973019,2.757059,4.686317
1.987370,2.777156,4.721592
2.001645,2.797148,4.756681
2.015846,2.817034,4.791587
2.029971,2.836816,4.826309
2.044023,2.856495,4.860849
2.058001,2.876070,4.895207
2.071906,2.895542,4.929386
2.085737,2.914912,4.963385
2.099496,2.934181,4.997205
2.113183,2.953348,5.030849
2.126798,2.972415,5.064315
2.140342,2.991381,5.097606
2.153814,3.010249,5.130722
2.167216,3.029017,5.163665
2.180547,3.047686,5.196434
2.193809,3.066258,5.229031
2.207001,3.084732,5.261458
2.220123,3.103109,5.293714
2.233177,3.121390,5.325801
2.246162,3.139575,5.357719
2.259079,3.157664,5.389470
2.271928,3.175658,5.421055
2.284710,3.193558,5.452473
2.297425,3.211364,5.483727
2.310073,3.229076,5.514816
2.322654,3.246696,5.545742
2.335170,3.264223,5.576506
2.347619,3.281658,5.607109
2.360004,3.299001,5.637551
2.372323,3.316254,5.667833
2.384578,3.333416,5.697956
2.396768,3.350487,5.727921
2.408895,3.367470,5.757729
2.420958,3.384363,5.787380
2.432957,3.401167,5.816875
2.444894,3.417883,5.846216
2.456768,3.434512,5.875403
2.468579,3.451053,5.904436
2.480329,3.467507,5.933318
2.492016,3.483875,5.962047
2.503643,3.500157,5.990626
2.515208,3.516353,6.019055
2.526713,3.532465,6.047334
2.538157,3.548492,6.075465
2.549542,3.564435,6.103448
2.560866,3.580294,6.131285
2.572131,3.596070,6.158975
2.583337,3.611763,6.186520
2.594484,3.627373,6.213921
2.605573,3.642902,6.241177
2.616603,3.658349,6.268291
2.627576,3.673715,6.295262
2.638491,3.689001,6.322091
2.649348,3.704206,6.348780
2.660149,3.719332,6.375329
2.670893,3.734378,6.401738
2.681580,3.749345,6.428009
2.692212,3.764233,6.454142
2.702787,3.779043,6.480137
2.713307,3.793776,6.505996
2.723772,3.808431,6.531720
2.734182,3.823009,6.557308
2.744537,3.837511,6.582762
2.754838,3.851937,6.608082
2.765085,3.866287,6.633270
2.775278,3.880561,6.658325
2.785418,3.894761,6.683249
2.795504,3.908886,6.708042
2.805537,3.922937,6.732705
2.815518,3.936914,6.757238
2.825446,3.950818,6.781643
2.835323,3.964649,6.805919
2.845147,3.978407,6.830068
2.854920,3.992094,6.854090
2.864641,4.005708,6.877986
2.874312,4.019250,6.901757
2.883931,4.032722,6.925403
2.893501,4.046123,6.948925
2.903020,4.059454,6.972323
2.912489,4.072714,6.995599
2.921908,4.085905,7.018752
2.931278,4.099027,7.041784
2.940598,4.112080,7.064695
2.949870,4.125064,7.087485
2.959093,4.137980,7.110156
2.968268,4.150829,7.132708
2.977394,4.163610,7.155142
2.986473,4.176324,7.177457
2.995504,4.188971,7.199656
3.004487,4.201552,7.221738
3.013424,4.214066,7.243705
3.022313,4.226515,7.265555
3.031156,4.238899,7.287292
3.039952,4.251218,7.308914
3.048703,4.263472,7.330422
3.057407,4.275661,7.351818
3.066065,4.287787,7.373102
3.074679,4.299849,7.394273
3.083246,4.311848,7.415334
