mag_x (uT),mag_y (uT),mag_z (uT)
27.640336,-0.004874,-16.615493
27.651700,0.013027,-16.604384
27.648485,-0.013076,-16.614155
27.663123,-0.005657,-16.617221
27.660487,-0.010840,-16.605040
27.660504,-0.006401,-16.607305
27.657718,-0.047688,-16.591508
27.676772,-0.028737,-16.596102
27.685134,-0.050459,-16.571093
27.680951,-0.079930,-16.562526
27.723045,-0.112239,-16.551864
27.705881,-0.104105,-16.549919
27.693995,-0.144832,-16.535956
27.735222,-0.147383,-16.504256
27.716138,-0.169875,-16.503030
27.728242,-0.179391,-16.496393
27.716007,-0.214358,-16.481746
27.727566,-0.224098,-16.480287
27.752064,-0.245161,-16.461157
27.767679,-0.275077,-16.444076
27.771309,-0.284011,-16.431753
27.764932,-0.325647,-16.423757
27.769432,-0.338383,-16.389058
27.803627,-0.374127,-16.371023
27.799277,-0.361528,-16.374527
27.814956,-0.421979,-16.353063
27.811162,-0.436389,-16.342992
27.829862,-0.458412,-16.330001
27.815949,-0.494825,-16.316979
27.834622,-0.508805,-16.280610
27.869313,-0.527552,-16.277391
27.837887,-0.551629,-16.266871
27.874151,-0.585188,-16.258758
27.877838,-0.622174,-16.240193
27.898355,-0.626785,-16.231650
27.890209,-0.652882,-16.208858
27.893560,-0.675949,-16.186037
27.909618,-0.702155,-16.182733
27.919100,-0.730985,-16.163956
27.914597,-0.747027,-16.145410
27.931485,-0.785219,-16.138988
27.924523,-0.801747,-16.118441
27.947992,-0.822617,-16.104684
27.947894,-0.830434,-16.079597
27.955132,-0.870017,-16.071086
27.974126,-0.887370,-16.059949
27.977340,-0.927550,-16.052023
27.987047,-0.934415,-16.028037
27.982881,-0.960250,-16.024946
27.998488,-0.978223,-15.997420
28.032710,-1.019052,-15.984053
28.013539,-1.055144,-15.970016
28.012863,-1.048361,-15.942868
28.036625,-1.084864,-15.961599
28.044407,-1.112068,-15.911305
28.026602,-1.128365,-15.899893
28.066654,-1.124804,-15.893811
28.062365,-1.171142,-15.888563
28.059572,-1.208512,-15.880504
28.080610,-1.226550,-15.852614
28.064494,-1.216731,-15.846056
28.098644,-1.237337,-15.802333
28.101949,-1.280927,-15.811184
28.083399,-1.289952,-15.787014
28.082748,-1.309585,-15.769887
28.097244,-1.326016,-15.765515
28.119468,-1.349586,-15.748717
28.131355,-1.363187,-15.747662
28.137414,-1.386740,-15.714031
