ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.003643,0.005230,-0.010000
0.006919,0.009939,-0.020000
0.009863,0.014183,-0.029999
0.012505,0.018008,-0.039997
0.014875,0.021460,-0.049995
0.016997,0.024578,-0.059991
0.018895,0.027397,-0.069986
0.020591,0.029951,-0.079979
0.022101,0.032268,-0.089971
0.023445,0.034374,-0.099960
0.024637,0.036294,-0.109948
0.025690,0.038049,-0.119934
0.026618,0.039656,-0.129917
0.027432,0.041134,-0.139899
0.028142,0.042497,-0.149879
0.028758,0.043760,-0.159858
0.029286,0.044933,-0.169834
0.029736,0.046028,-0.179810
0.030113,0.047055,-0.189784
0.030425,0.048023,-0.199757
0.030675,0.048939,-0.209728
0.030870,0.049810,-0.219699
0.031014,0.050643,-0.229668
0.031111,0.051444,-0.239637
0.031164,0.052217,-0.249604
0.031177,0.052967,-0.259570
0.031153,0.053698,-0.269536
0.031094,0.054414,-0.279501
0.031004,0.055118,-0.289464
0.030883,0.055812,-0.299427
0.030734,0.056500,-0.309389
0.030560,0.057183,-0.319350
0.030361,0.057864,-0.329310
0.030139,0.058544,-0.339269
0.029895,0.059226,-0.349228
0.029631,0.059910,-0.359185
0.029347,0.060598,-0.369142
0.029045,0.061291,-0.379098
0.028725,0.061990,-0.389053
0.028389,0.062695,-0.399007
0.028037,0.063409,-0.408960
0.027670,0.064131,-0.418912
0.027288,0.064861,-0.428863
0.026892,0.065602,-0.438813
0.026482,0.066352,-0.448763
0.026060,0.067112,-0.458711
0.025624,0.067883,-0.468658
0.025177,0.068666,-0.478604
0.024717,0.069459,-0.488549
0.024246,0.070264,-0.498493
0.023763,0.071081,-0.508436
0.023270,0.071909,-0.518378
0.022766,0.072749,-0.528319
0.022251,0.073602,-0.538259
0.021726,0.074466,-0.548197
0.021191,0.075343,-0.558135
0.020646,0.076231,-0.568071
0.020091,0.077132,-0.578006
0.019527,0.078046,-0.587940
0.018953,0.078971,-0.597873
0.018370,0.079909,-0.607805
0.017778,0.080859,-0.617735
0.017177,0.081821,-0.627664
0.016567,0.082795,-0.637592
0.015948,0.083781,-0.647518
0.015321,0.084780,-0.657444
0.014685,0.085790,-0.667368
0.014041,0.086812,-0.677291
0.013388,0.087846,-0.687212
0.012727,0.088891,-0.697132
0.012058,0.089949,-0.707051
0.011381,0.091018,-0.716969
