q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000025,0.000025,0.000021
1.000000,0.000075,0.000075,0.000060
1.000000,0.000150,0.000149,0.000115
1.000000,0.000250,0.000244,0.000186
1.000000,0.000375,0.000358,0.000269
1.000000,0.000525,0.000489,0.000365
0.999999,0.000700,0.000636,0.000472
0.999999,0.000900,0.000797,0.000588
0.999999,0.001124,0.000969,0.000712
0.999998,0.001374,0.001154,0.000845
0.999997,0.001648,0.001347,0.000983
0.999996,0.001943,0.001550,0.001128
0.999995,0.002257,0.001761,0.001278
0.999994,0.002589,0.001978,0.001433
0.999992,0.002935,0.002202,0.001592
0.999990,0.003295,0.002431,0.001754
0.999988,0.003667,0.002666,0.001919
0.999985,0.004050,0.002904,0.002087
0.999983,0.004442,0.003146,0.002257
0.999980,0.004842,0.003392,0.002429
0.999976,0.005249,0.003640,0.002603
0.999973,0.005662,0.003891,0.002778
0.999969,0.006081,0.004144,0.002954
0.999964,0.006504,0.004398,0.003131
0.999960,0.006932,0.004654,0.003309
0.999955,0.007362,0.004912,0.003487
0.999950,0.007795,0.005170,0.003666
0.999944,0.008231,0.005429,0.003844
0.999938,0.008668,0.005689,0.004023
0.999932,0.009107,0.005949,0.004202
0.999926,0.009547,0.006210,0.004380
0.999919,0.009987,0.006470,0.004559
0.999912,0.010428,0.006731,0.004736
0.999904,0.010869,0.006991,0.004914
0.999897,0.011309,0.007251,0.005091
0.999889,0.011750,0.007511,0.005267
0.999881,0.012190,0.007771,0.005443
0.999872,0.012629,0.008030,0.005618
0.999863,0.013067,0.008288,0.005792
0.999854,0.013505,0.008546,0.005966
0.999845,0.013941,0.008804,0.006139
0.999836,0.014376,0.009060,0.006311
0.999826,0.014809,0.009316,0.006482
0.999816,0.015241,0.009571,0.006652
0.999806,0.015672,0.009825,0.006821
0.999795,0.016101,0.010079,0.006990
0.999784,0.016528,0.010331,0.007158
0.999773,0.016954,0.010583,0.007324
0.999762,0.017378,0.010833,0.007490
0.999751,0.017800,0.011083,0.007655
0.999739,0.018220,0.011332,0.007819
0.999727,0.018638,0.011579,0.007982
0.999715,0.019055,0.011826,0.008144
