ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.002865,0.000913
0.008594,0.008594,0.002647
0.017189,0.017189,0.005120
0.028648,0.028648,0.008256
0.042865,0.042972,0.011987
0.059556,0.060161,0.016252
0.078467,0.080214,0.020995
0.099365,0.103132,0.026167
0.122042,0.128916,0.031721
0.146308,0.157563,0.037617
0.171992,0.188992,0.043818
0.198939,0.222908,0.050289
0.227010,0.259045,0.057002
0.256079,0.297163,0.063927
0.286030,0.337045,0.071042
0.316761,0.378494,0.078322
0.348179,0.421334,0.085748
0.380199,0.465403,0.093302
0.412744,0.510557,0.100966
0.445747,0.556665,0.108727
0.479144,0.603608,0.116570
0.512880,0.651279,0.124484
0.546904,0.699582,0.132457
0.581170,0.748428,0.140479
0.615636,0.797741,0.148543
0.650266,0.847447,0.156638
0.685026,0.897484,0.164759
0.719885,0.947792,0.172898
0.754817,0.998320,0.181050
0.789795,1.049021,0.189209
0.824799,1.099851,0.197371
0.859808,1.150772,0.205531
0.894804,1.201751,0.213685
0.929771,1.252755,0.221830
0.964694,1.303756,0.229962
0.999561,1.354730,0.238079
1.034359,1.405653,0.246179
1.069077,1.456506,0.254258
1.103708,1.507269,0.262316
1.138241,1.557927,0.270349
1.172670,1.608464,0.278357
1.206988,1.658868,0.286339
1.241188,1.709126,0.294291
1.275265,1.759228,0.302215
1.309215,1.809165,0.310108
1.343034,1.858927,0.317969
1.376716,1.908508,0.325799
1.410261,1.957902,0.333596
1.443663,2.007101,0.341359
1.476921,2.056101,0.349088
1.510033,2.104897,0.356783
1.542997,2.153486,0.364443
1.575811,2.201863,0.372068
1.608473,2.250026,0.379657
1.640983,2.297972,0.387210
1.673339,2.345699,0.394728
1.705541,2.393204,0.402209
1.737587,2.440487,0.409655
1.769479,2.487546,0.417063
1.801214,2.534379,0.424436
1.832793,2.580986,0.431772
1.864216,2.627366,0.439072
1.895482,2.673519,0.446335
1.926591,2.719444,0.453561
1.957545,2.765141,0.460752
1.988342,2.810610,0.467905
2.018983,2.855851,0.475023
2.049469,2.900865,0.482104
2.079799,2.945651,0.489149
2.109974,2.990210,0.496158
2.139994,3.034542,0.503131
2.169861,3.078648,0.510069
2.199573,3.122529,0.516970
2.229133,3.166184,0.523836
2.258540,3.209615,0.530666
2.287795,3.252823,0.537461
2.316898,3.295808,0.544221
2.345851,3.338570,0.550946
2.374653,3.381112,0.557636
2.403306,3.423433,0.564291
2.431809,3.465534,0.570911
2.460164,3.507417,0.577497
