q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000008,0.000025,0.000025
1.000000,0.000023,0.000075,0.000075
1.000000,0.000045,0.000150,0.000150
1.000000,0.000072,0.000250,0.000250
1.000000,0.000104,0.000375,0.000374
1.000000,0.000142,0.000525,0.000520
1.000000,0.000183,0.000700,0.000685
0.999999,0.000228,0.000900,0.000867
0.999999,0.000276,0.001125,0.001065
0.999998,0.000327,0.001375,0.001276
0.999997,0.000380,0.001650,0.001500
0.999997,0.000435,0.001946,0.001735
0.999995,0.000493,0.002262,0.001980
0.999994,0.000552,0.002594,0.002233
0.999992,0.000613,0.002943,0.002494
0.999990,0.000674,0.003305,0.002762
0.999988,0.000737,0.003679,0.003036
0.999986,0.000801,0.004064,0.003315
0.999983,0.000865,0.004459,0.003598
0.999980,0.000930,0.004861,0.003885
0.999977,0.000995,0.005272,0.004176
0.999973,0.001061,0.005688,0.004469
0.999969,0.001127,0.006110,0.004765
0.999965,0.001193,0.006537,0.005064
0.999961,0.001259,0.006968,0.005363
0.999956,0.001325,0.007403,0.005664
0.999950,0.001391,0.007840,0.005966
0.999945,0.001457,0.008280,0.006269
0.999939,0.001522,0.008722,0.006573
0.999933,0.001588,0.009165,0.006877
0.999927,0.001653,0.009610,0.007181
0.999920,0.001718,0.010055,0.007485
0.999913,0.001783,0.010501,0.007789
0.999906,0.001847,0.010947,0.008092
0.999898,0.001911,0.011394,0.008395
0.999890,0.001974,0.011840,0.008698
0.999882,0.002037,0.012285,0.008999
0.999874,0.002100,0.012730,0.009300
0.999865,0.002162,0.013174,0.009601
0.999856,0.002224,0.013618,0.009900
0.999847,0.002285,0.014060,0.010198
0.999837,0.002346,0.014501,0.010495
0.999827,0.002406,0.014941,0.010792
0.999817,0.002466,0.015380,0.011087
0.999807,0.002525,0.015817,0.011381
0.999796,0.002584,0.016253,0.011673
0.999786,0.002642,0.016687,0.011965
0.999775,0.002700,0.017120,0.012255
0.999763,0.002758,0.017550,0.012544
0.999752,0.002814,0.017980,0.012831
0.999740,0.002871,0.018407,0.013118
0.999729,0.002926,0.018833,0.013403
0.999716,0.002982,0.019256,0.013686
0.999704,0.003037,0.019678,0.013968
0.999692,0.003091,0.020098,0.014249
0.999679,0.003145,0.020517,0.014528
0.999666,0.003198,0.020933,0.014806
0.999653,0.003251,0.021347,0.015083
0.999640,0.003303,0.021760,0.015358
0.999626,0.003355,0.022170,0.015632
0.999613,0.003406,0.022579,0.015904
0.999599,0.003457,0.022985,0.016175
0.999585,0.003508,0.023390,0.016445
0.999571,0.003557,0.023792,0.016713
0.999557,0.003607,0.024193,0.016980
0.999542,0.003656,0.024592,0.017245
0.999528,0.003704,0.024988,0.017509
0.999513,0.003752,0.025383,0.017772
0.999498,0.003800,0.025776,0.018033
0.999483,0.003847,0.026167,0.018293
0.999468,0.003894,0.026555,0.018551
0.999452,0.003940,0.026942,0.018808
0.999437,0.003986,0.027327,0.019064
0.999421,0.004031,0.027710,0.019318
0.999405,0.004076,0.028091,0.019571
0.999390,0.004121,0.028470,0.019822
0.999374,0.004165,0.028847,0.020072
0.999357,0.004209,0.029222,0.020321
0.999341,0.004252,0.029596,0.020568
0.999325,0.004295,0.029967,0.020815
0.999308,0.004337,0.030336,0.021059
0.999292,0.004379,0.030704,0.021303
0.999275,0.004421,0.031070,0.021545
0.999258,0.004462,0.031433,0.021786
0.999242,0.004503,0.031795,0.022025
0.999225,0.004543,0.032155,0.022263
0.999207,0.004583,0.032513,0.022500
0.999190,0.004623,0.032870,0.022736
0.999173,0.004662,0.033224,0.022970
0.999156,0.004701,0.033577,0.023203
0.999138,0.004740,0.033928,0.023435
0.999121,0.004778,0.034277,0.023666
0.999103,0.004816,0.034624,0.023895
0.999085,0.004853,0.034969,0.024123
0.999068,0.004890,0.035313,0.024350
0.999050,0.004927,0.035654,0.024576
0.999032,0.004963,0.035994,0.024800
0.999014,0.005000,0.036333,0.025023
0.998996,0.005035,0.036669,0.025245
0.998978,0.005071,0.037004,0.025466
0.998960,0.005106,0.037337,0.025685
0.998941,0.005140,0.037668,0.025903
0.998923,0.005175,0.037998,0.026121
0.998905,0.005209,0.038326,0.026336
0.998886,0.005242,0.038652,0.026551
0.998868,0.005276,0.038976,0.026765
0.998849,0.005309,0.039299,0.026977
0.998831,0.005342,0.039620,0.027189
0.998812,0.005374,0.039939,0.027399
0.998793,0.005406,0.040257,0.027608
0.998775,0.005438,0.040573,0.027816
0.998756,0.005470,0.040887,0.028022
0.998737,0.005501,0.041200,0.028228
0.998718,0.005532,0.041511,0.028432
0.998699,0.005563,0.041821,0.028636
0.998680,0.005593,0.042129,0.028838
0.998661,0.005623,0.042435,0.029039
0.998642,0.005653,0.042740,0.029239
0.998623,0.005682,0.043043,0.029438
0.998604,0.005712,0.043344,0.029636
0.998585,0.005740,0.043644,0.029833
0.998566,0.005769,0.043943,0.030029
0.998547,0.005798,0.044240,0.030223
0.998528,0.005826,0.044535,0.030417
0.998508,0.005854,0.044829,0.030609
0.998489,0.005881,0.045121,0.030801
0.998470,0.005909,0.045412,0.030991
0.998451,0.005936,0.045701,0.031181
0.998432,0.005962,0.045988,0.031369
0.998412,0.005989,0.046275,0.031557
0.998393,0.006015,0.046559,0.031743
0.998374,0.006041,0.046843,0.031928
0.998354,0.006067,0.047124,0.032113
0.998335,0.006093,0.047404,0.032296
0.998316,0.006118,0.047683,0.032479
0.998296,0.006143,0.047961,0.032660
0.998277,0.006168,0.048236,0.032840
0.998258,0.006193,0.048511,0.033020
0.998238,0.006217,0.048784,0.033198
0.998219,0.006242,0.049055,0.033376
0.998199,0.006266,0.049326,0.033552
0.998180,0.006289,0.049594,0.033728
0.998161,0.006313,0.049862,0.033902
0.998141,0.006336,0.050128,0.034076
0.998122,0.006359,0.050392,0.034249
0.998102,0.006382,0.050655,0.034420
0.998083,0.006405,0.050917,0.034591
0.998064,0.006427,0.051177,0.034761
0.998044,0.006449,0.051436,0.034930
0.998025,0.006471,0.051694,0.035098
0.998006,0.006493,0.051951,0.035265
0.997986,0.006515,0.052206,0.035432
0.997967,0.006536,0.052459,0.035597
0.997948,0.006557,0.052712,0.035762
0.997928,0.006579,0.052963,0.035925
0.997909,0.006599,0.053212,0.036088
0.997890,0.006620,0.053461,0.036250
0.997871,0.006640,0.053708,0.036411
0.997851,0.006661,0.053954,0.036571
0.997832,0.006681,0.054198,0.036730
0.997813,0.006701,0.054441,0.036888
0.997794,0.006720,0.054683,0.037046
0.997774,0.006740,0.054924,0.037202
0.997755,0.006759,0.055164,0.037358
0.997736,0.006778,0.055402,0.037513
0.997717,0.006797,0.055639,0.037667
0.997698,0.006816,0.055875,0.037820
0.997679,0.006835,0.056109,0.037973
0.997660,0.006853,0.056342,0.038124
0.997641,0.006871,0.056574,0.038275
0.997622,0.006889,0.056805,0.038425
0.997603,0.006907,0.057035,0.038574
0.997584,0.006925,0.057263,0.038723
0.997565,0.006943,0.057490,0.038870
0.997546,0.006960,0.057716,0.039017
0.997527,0.006978,0.057941,0.039163
0.997508,0.006995,0.058165,0.039308
0.997489,0.007012,0.058387,0.039453
0.997471,0.007028,0.058609,0.039596
0.997452,0.007045,0.058829,0.039739
0.997433,0.007062,0.059048,0.039881
0.997414,0.007078,0.059266,0.040023
0.997396,0.007094,0.059483,0.040163
0.997377,0.007110,0.059698,0.040303
0.997359,0.007126,0.059913,0.040442
0.997340,0.007142,0.060126,0.040580
0.997321,0.007158,0.060338,0.040718
0.997303,0.007173,0.060549,0.040854
0.997285,0.007188,0.060759,0.040991
0.997266,0.007204,0.060968,0.041126
0.997248,0.007219,0.061176,0.041260
0.997229,0.007233,0.061383,0.041394
0.997211,0.007248,0.061588,0.041527
0.997193,0.007263,0.061793,0.041660
0.997174,0.007277,0.061997,0.041792
0.997156,0.007292,0.062199,0.041923
0.997138,0.007306,0.062400,0.042053
0.997120,0.007320,0.062601,0.042182
0.997102,0.007334,0.062800,0.042311
0.997084,0.007348,0.062998,0.042440
0.997066,0.007362,0.063195,0.042567
0.997048,0.007375,0.063392,0.042694
0.997030,0.007389,0.063587,0.042820
0.997012,0.007402,0.063781,0.042946
0.996994,0.007416,0.063974,0.043070
0.996976,0.007429,0.064166,0.043194
0.996959,0.007442,0.064357,0.043318
0.996941,0.007455,0.064547,0.043441
0.996923,0.007467,0.064736,0.043563
0.996906,0.007480,0.064924,0.043684
0.996888,0.007493,0.065111,0.043805
0.996870,0.007505,0.065297,0.043925
0.996853,0.007517,0.065483,0.044045
0.996835,0.007529,0.065667,0.044164
0.996818,0.007542,0.065850,0.044282
0.996801,0.007554,0.066032,0.044399
0.996783,0.007565,0.066214,0.044516
0.996766,0.007577,0.066394,0.044633
0.996749,0.007589,0.066573,0.044748
0.996732,0.007600,0.066752,0.044863
0.996714,0.007612,0.066929,0.044978
0.996697,0.007623,0.067106,0.045092
0.996680,0.007635,0.067282,0.045205
0.996663,0.007646,0.067456,0.045318
0.996646,0.007657,0.067630,0.045430
0.996629,0.007668,0.067803,0.045541
0.996612,0.007679,0.067975,0.045652
0.996596,0.007689,0.068146,0.045762
0.996579,0.007700,0.068316,0.045872
0.996562,0.007711,0.068486,0.045981
0.996545,0.007721,0.068654,0.046089
0.996529,0.007731,0.068822,0.046197
0.996512,0.007742,0.068988,0.046304
0.996496,0.007752,0.069154,0.046411
0.996479,0.007762,0.069319,0.046517
0.996463,0.007772,0.069483,0.046623
0.996446,0.007782,0.069646,0.046728
0.996430,0.007792,0.069809,0.046832
0.996414,0.007801,0.069970,0.046936
0.996397,0.007811,0.070131,0.047040
0.996381,0.007821,0.070291,0.047142
0.996365,0.007830,0.070450,0.047245
0.996349,0.007840,0.070608,0.047346
0.996333,0.007849,0.070765,0.047447
0.996317,0.007858,0.070921,0.047548
0.996301,0.007867,0.071077,0.047648
0.996285,0.007876,0.071232,0.047748
0.996269,0.007885,0.071386,0.047847
0.996254,0.007894,0.071539,0.047945
0.996238,0.007903,0.071692,0.048043
0.996222,0.007912,0.071843,0.048140
0.996206,0.007921,0.071994,0.048237
0.996191,0.007929,0.072144,0.048334
0.996175,0.007938,0.072293,0.048429
0.996160,0.007946,0.072442,0.048525
0.996144,0.007955,0.072590,0.048620
0.996129,0.007963,0.072736,0.048714
0.996114,0.007971,0.072883,0.048808
0.996098,0.007979,0.073028,0.048901
0.996083,0.007987,0.073173,0.048994
0.996068,0.007995,0.073316,0.049086
0.996053,0.008003,0.073460,0.049178
0.996038,0.008011,0.073602,0.049269
0.996023,0.008019,0.073744,0.049360
0.996008,0.008027,0.073884,0.049450
0.995993,0.008035,0.074025,0.049540
0.995978,0.008042,0.074164,0.049630
0.995963,0.008050,0.074303,0.049718
0.995948,0.008057,0.074440,0.049807
0.995934,0.008065,0.074578,0.049895
0.995919,0.008072,0.074714,0.049982
0.995904,0.008079,0.074850,0.050069
0.995890,0.008086,0.074985,0.050156
0.995875,0.008094,0.075119,0.050242
0.995861,0.008101,0.075253,0.050328
0.995846,0.008108,0.075386,0.050413
0.995832,0.008115,0.075518,0.050497
0.995818,0.008122,0.075650,0.050582
0.995803,0.008129,0.075781,0.050666
0.995789,0.008135,0.075911,0.050749
0.995775,0.008142,0.076040,0.050832
0.995761,0.008149,0.076169,0.050914
0.995747,0.008155,0.076297,0.050996
0.995733,0.008162,0.076425,0.051078
0.995719,0.008168,0.076551,0.051159
0.995705,0.008175,0.076678,0.051240
0.995691,0.008181,0.076803,0.051320
0.995677,0.008188,0.076928,0.051400
0.995663,0.008194,0.077052,0.051479
0.995650,0.008200,0.077176,0.051558
0.995636,0.008206,0.077298,0.051637
0.995622,0.008212,0.077421,0.051715
0.995609,0.008219,0.077542,0.051793
0.995595,0.008225,0.077663,0.051870
0.995582,0.008231,0.077783,0.051947
0.995569,0.008236,0.077903,0.052024
0.995555,0.008242,0.078022,0.052100
0.995542,0.008248,0.078140,0.052175
0.995529,0.008254,0.078258,0.052251
0.995515,0.008260,0.078375,0.052326
0.995502,0.008265,0.078492,0.052400
0.995489,0.008271,0.078608,0.052474
0.995476,0.008277,0.078723,0.052548
0.995463,0.008282,0.078838,0.052621
0.995450,0.008288,0.078952,0.052694
0.995437,0.008293,0.079066,0.052767
0.995425,0.008298,0.079179,0.052839
0.995412,0.008304,0.079291,0.052910
0.995399,0.008309,0.079403,0.052982
0.995386,0.008314,0.079514,0.053053
0.995374,0.008319,0.079624,0.053123
0.995361,0.008325,0.079734,0.053194
0.995348,0.008330,0.079844,0.053264
0.995336,0.008335,0.079953,0.053333
0.995324,0.008340,0.080061,0.053402
0.995311,0.008345,0.080169,0.053471
0.995299,0.008350,0.080276,0.053539
