gps_x (m),gps_y (m),gps_z (m),gps_vx (m/s),gps_vy (m/s),gps_vz (m/s)
6378136.811693,-9.302179,0.688251,-0.055277,0.025367,0.017992
6378147.877424,-2.711807,-8.095039,0.105395,0.136572,-1.015353
6378135.903116,5.430692,-0.355975,0.000795,0.244366,-1.899762
6378133.148023,-4.337309,-8.308110,-0.210546,0.250875,-1.880000
6378139.135300,0.816116,-5.068735,-0.214396,0.227048,-1.844298
6378141.006708,4.504193,-9.232168,-0.251576,0.146778,-1.852253
6378147.697271,8.439336,-17.862603,-0.288818,0.227275,-1.854160
6378144.771070,2.995787,-9.402110,-0.282560,0.164603,-1.819577
6378137.449954,2.412983,-17.708869,-0.156842,0.174395,-1.859089
6378135.588499,-0.018495,-7.317972,-0.257220,0.202568,-1.778478
6378140.134698,0.769845,-23.743866,-0.282962,0.170713,-1.911575
6378141.472879,-8.430983,-38.627762,-0.260385,0.199487,-2.008950
6378140.060394,3.441539,-22.246226,-0.238516,0.124235,-1.864415
6378133.530731,-3.118758,-18.933570,-0.328026,0.215423,-1.854431
6378140.267839,8.208499,-33.375015,-0.191400,0.229499,-1.874206
6378134.777542,4.260261,-28.171278,-0.209469,0.189124,-1.831849
6378132.841174,6.584548,-23.991729,-0.475844,0.413100,-1.642703
6378128.895519,-1.466720,-29.674152,-0.808832,0.502518,-1.504986
6378148.484009,2.703933,-31.996708,-1.036755,0.594861,-1.177847
6378132.915078,10.022596,-30.491869,-1.154157,0.703872,-0.985857
6378129.712171,12.587114,-25.254724,-1.295492,0.698676,-0.649168
6378139.178442,3.416257,-29.055197,-1.380743,0.720496,-0.524760
6378120.775157,17.108443,-40.428297,-1.419581,0.706334,-0.354043
6378119.580636,11.880924,-39.444509,-1.502820,0.856882,-0.140517
6378127.929407,5.121314,-37.633729,-1.402094,0.857849,-0.185232
6378118.434245,4.895330,-45.905956,-1.506196,0.997835,-0.319182
6378123.226678,14.257432,-35.461844,-2.519426,0.536960,-0.833105
6378117.479911,15.163090,-39.271552,-2.771241,0.259051,-0.782571
6378121.793950,18.643336,-43.989001,-2.719167,0.353811,-0.785160
6378106.794193,16.771287,-36.930940,-2.759239,0.310788,-0.854573
6378108.380174,14.408575,-35.430752,-2.663780,0.277897,-0.824236
6378103.706983,19.824959,-30.007056,-2.705003,0.304378,-0.793930
6378101.803387,15.857868,-43.555143,-2.788956,0.220061,-0.744999
6378104.099229,17.233525,-41.152372,-2.820065,0.216001,-0.777661
6378088.700437,0.497974,-32.585146,-2.754369,0.144831,-0.775872
6378098.000033,11.295609,-45.943341,-2.737006,0.198641,-0.941897
6378088.580388,21.036326,-47.234980,-2.698895,0.229619,-0.838808
6378087.375381,19.305449,-35.039122,-2.717422,0.186756,-0.895899
6378094.567446,10.498862,-42.006349,-2.740919,0.301986,-0.791522
6378083.763370,16.146336,-43.519519,-2.741264,0.192692,-0.940452
6378080.366427,13.923958,-45.396749,-2.741165,0.276728,-0.808538
6378074.207807,18.453847,-44.173775,-2.623674,0.608956,-1.009441
6378074.118017,9.176259,-45.839922,-2.385154,0.826555,-1.442840
6378072.524643,23.909792,-48.697426,-1.875354,0.851402,-1.837351
6378067.116061,16.969248,-50.654337,-1.295474,0.819029,-2.375181
6378072.775069,26.017188,-45.743158,-0.686281,0.499627,-2.840525
6378084.431516,25.822932,-59.919303,0.170881,0.153811,-2.880044
6378069.698748,16.361609,-57.408604,0.994246,-0.247926,-2.767303
6378070.315062,20.062840,-67.279742,1.775663,-0.570652,-2.329941
6378076.322587,13.076836,-67.808677,2.498417,-0.586228,-1.675052
6378086.994902,6.754361,-85.254179,2.995179,-0.395256,-0.944818
6378083.383021,10.211172,-71.893511,2.865016,-0.569928,-1.657501
6378089.980274,19.214412,-75.457022,2.895522,-0.924115,-2.480656
6378081.335647,21.959086,-76.087159,2.948615,-1.008635,-2.816945
6378088.359538,13.782887,-76.482113,3.020355,-0.920635,-2.690114
6378096.629862,14.904403,-74.667539,2.949187,-0.930281,-2.701787
6378093.270082,20.291558,-74.572331,3.075879,-1.018732,-2.657094
6378096.899177,7.046828,-87.095450,3.007395,-0.985541,-2.739632
6378113.302277,4.163605,-90.373920,3.090820,-0.929575,-2.698806
6378112.084981,7.112030,-76.192318,3.078752,-0.975601,-2.713551
6378105.060966,5.182300,-95.496136,3.088362,-1.055813,-2.754441
6378109.238571,8.282641,-98.373216,3.066607,-0.937963,-2.636179
6378110.381425,7.498706,-105.432961,3.020845,-0.962065,-2.732693
6378121.486315,6.040764,-93.785682,3.007580,-0.987300,-2.696825
6378121.922135,7.874037,-107.261141,3.071866,-1.068121,-2.770144
6378119.807352,3.824551,-101.138725,3.665293,-0.805551,-2.130305
6378122.096864,-3.030197,-94.157882,3.911019,-0.567241,-1.638749
6378135.014793,-2.235474,-111.748463,4.328332,-0.278498,-0.920289
6378136.187020,1.974132,-97.711612,4.386184,0.153266,-0.336457
6378145.532555,-5.535977,-99.311948,4.495053,0.679632,0.243749
6378147.973096,2.057634,-110.443212,4.377233,1.197167,0.646799
6378149.765820,2.989230,-114.504860,4.193924,1.758847,1.222753
6378147.389335,9.763505,-97.377083,3.813114,2.566429,1.767624
6378146.398364,5.459399,-104.403313,3.436566,3.139074,2.178890
6378163.215282,14.473638,-104.741420,3.109757,3.697135,2.503446
6378155.505659,19.126912,-96.903720,3.856002,3.492189,2.436763
6378180.159031,25.904674,-90.124815,4.467332,3.369203,2.247921
6378175.403649,23.459052,-93.801578,4.472912,3.390267,2.264444
6378187.104124,30.813337,-93.605869,4.452637,3.490260,2.254000
