mag_x (uT),mag_y (uT),mag_z (uT)
27.669373,0.008697,-16.626785
27.649308,0.002527,-16.623390
27.665812,-0.000165,-16.620625
27.657419,-0.008127,-16.609537
27.657079,-0.012585,-16.592387
27.659554,-0.016080,-16.598130
27.677449,-0.036721,-16.562194
27.685742,-0.050634,-16.581256
27.689022,-0.075405,-16.568695
27.697801,-0.082150,-16.572890
27.678111,-0.090056,-16.515554
27.699934,-0.071183,-16.514777
27.717492,-0.094100,-16.498241
27.730976,-0.115858,-16.487313
27.735699,-0.132661,-16.453145
27.735492,-0.150333,-16.473071
27.775923,-0.180103,-16.443746
27.773478,-0.193030,-16.397118
27.775890,-0.220272,-16.405984
27.796425,-0.242741,-16.367868
27.808978,-0.245716,-16.356155
27.814308,-0.252533,-16.326698
27.828780,-0.280091,-16.303873
27.857877,-0.297077,-16.263973
27.876308,-0.322769,-16.259036
27.875301,-0.334208,-16.229415
27.879670,-0.376426,-16.201098
27.906052,-0.372246,-16.180423
27.917215,-0.386802,-16.154215
27.953755,-0.405938,-16.110294
27.957915,-0.438157,-16.099689
27.960784,-0.451649,-16.067709
27.975700,-0.472526,-16.054690
28.007846,-0.485584,-16.035130
28.019003,-0.488011,-15.999441
28.011597,-0.518245,-15.964051
28.026823,-0.560519,-15.967349
28.054838,-0.556082,-15.941693
28.058673,-0.601776,-15.902572
28.083913,-0.592057,-15.891665
28.100971,-0.607261,-15.860373
28.096275,-0.630918,-15.825506
28.100783,-0.665585,-15.791358
28.125477,-0.676712,-15.788814
28.139712,-0.715348,-15.744130
28.156325,-0.720759,-15.721153
28.171265,-0.731821,-15.713669
28.188267,-0.754146,-15.676428
28.169083,-0.773799,-15.649899
28.213226,-0.791115,-15.631846
28.225884,-0.807262,-15.604367
28.233667,-0.832546,-15.576756
28.222235,-0.849656,-15.558030
28.259127,-0.884058,-15.542806
28.262500,-0.871558,-15.515363
28.297752,-0.902192,-15.485738
28.287379,-0.903583,-15.465062
28.299857,-0.940457,-15.444488
28.323755,-0.941459,-15.382746
28.350739,-0.969753,-15.388058
28.335740,-0.960335,-15.353960
28.340135,-0.993664,-15.335113
28.371918,-1.017559,-15.332813
28.371608,-1.036258,-15.306499
28.407477,-1.053232,-15.285208
28.413512,-1.069343,-15.240132
28.400365,-1.085192,-15.261007
28.426248,-1.100653,-15.195811
28.445557,-1.107834,-15.177227
28.457332,-1.134522,-15.170230
28.449954,-1.149550,-15.151753
28.483087,-1.172363,-15.117974
28.482394,-1.193872,-15.119454
28.492234,-1.205931,-15.080767
28.511348,-1.230712,-15.040089
28.506979,-1.235257,-15.016917
28.526662,-1.236289,-15.007897
28.547403,-1.266527,-14.989422
28.532163,-1.267387,-14.976039
