ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
1.000000,1.000000,-10.780325
1.000289,0.999974,-10.780395
1.000867,0.999934,-10.780539
1.001734,0.999890,-10.780761
1.002898,0.999843,-10.781064
1.004379,0.999781,-10.781452
1.006189,0.999700,-10.781925
1.008339,0.999597,-10.782488
1.010839,0.999468,-10.783140
0.609334,0.999312,-10.783884
0.530621,0.998947,-10.784483
0.482900,0.998496,-10.785032
0.440695,0.997972,-10.785537
0.403459,0.997379,-10.785994
0.370698,0.492882,-10.786403
0.342240,0.371843,-10.786824
0.317491,0.333478,-10.787212
0.296046,0.298816,-10.787559
0.277576,0.267487,-10.787865
0.261785,0.239156,-10.788131
0.248404,0.213523,-10.788359
0.237194,0.190316,-10.788550
0.227935,0.169294,-10.788706
0.220432,0.150236,-10.788828
0.214509,0.132948,-10.788918
0.210004,0.117252,-10.788978
0.206775,0.102988,-10.789010
0.204693,0.090014,-10.789014
0.203639,0.078201,-10.788994
0.203509,0.067433,-10.788949
0.204208,0.057605,-10.788883
0.205651,0.048625,-10.788795
0.207759,0.040408,-10.788686
0.210465,0.032878,-10.788560
0.213704,0.025966,-10.788415
0.217421,0.019611,-10.788253
0.221565,0.013759,-10.788076
0.226090,0.008359,-10.787884
0.230954,0.003366,-10.787678
0.236121,-0.001259,-10.787458
0.241557,-0.005554,-10.787225
0.247232,-0.009550,-10.786980
0.253118,-0.013277,-10.786724
0.259191,-0.016761,-10.786457
0.265429,-0.020026,-10.786179
0.271813,-0.023093,-10.785892
0.278324,-0.025982,-10.785594
0.284945,-0.028710,-10.785288
0.291664,-0.031292,-10.784973
0.298466,-0.033743,-10.784650
0.305340,-0.036075,-10.784318
0.312275,-0.038300,-10.783979
0.319261,-0.040427,-10.783633
0.326291,-0.042466,-10.783279
0.333356,-0.044425,-10.782919
0.340450,-0.046311,-10.782552
0.347566,-0.048132,-10.782178
0.354699,-0.049893,-10.781798
0.361843,-0.051600,-10.781413
0.368994,-0.053258,-10.781021
0.376149,-0.054870,-10.780624
0.383302,-0.056442,-10.780222
0.390452,-0.057976,-10.779814
0.397595,-0.059475,-10.779401
0.404729,-0.060943,-10.778983
0.411851,-0.062383,-10.778560
0.418959,-0.063796,-10.778133
0.426051,-0.065185,-10.777701
0.433126,-0.066551,-10.777265
0.440181,-0.067896,-10.776824
0.447217,-0.069223,-10.776380
0.454230,-0.070531,-10.775931
0.461222,-0.071823,-10.775478
0.468190,-0.073100,-10.775022
0.475133,-0.074362,-10.774561
0.482051,-0.075610,-10.774097
0.488944,-0.076846,-10.773630
0.495810,-0.078070,-10.773159
0.502650,-0.079283,-10.772685
0.509462,-0.080485,-10.772208
0.516246,-0.081677,-10.771727
0.523003,-0.082859,-10.771243
0.529731,-0.084032,-10.770757
0.536431,-0.085197,-10.770267
0.543103,-0.086352,-10.769774
0.549745,-0.087500,-10.769279
0.556358,-0.088640,-10.768781
0.562943,-0.089773,-10.768281
0.569498,-0.090898,-10.767778
0.576024,-0.092017,-10.767272
0.582520,-0.093128,-10.766765
0.588988,-0.094233,-10.766254
0.595426,-0.095331,-10.765742
0.601834,-0.096423,-10.765227
0.608214,-0.097509,-10.764711
0.614564,-0.098588,-10.764192
0.620884,-0.099662,-10.763671
0.627176,-0.100730,-10.763148
0.633439,-0.101792,-10.762624
0.639672,-0.102848,-10.762097
0.645877,-0.103899,-10.761569
0.652052,-0.104944,-10.761039
0.658199,-0.105984,-10.760508
0.664317,-0.107019,-10.759975
0.670406,-0.108048,-10.759440
0.676467,-0.109072,-10.758904
0.682499,-0.110090,-10.758366
0.688503,-0.111104,-10.757828
0.694479,-0.112112,-10.757287
0.700427,-0.113115,-10.756746
0.706346,-0.114113,-10.756203
0.712238,-0.115106,-10.755660
0.718102,-0.116095,-10.755115
0.723938,-0.117078,-10.754569
0.729747,-0.118056,-10.754022
0.735528,-0.119030,-10.753474
0.741282,-0.119998,-10.752925
0.747008,-0.120962,-10.752375
0.752708,-0.121921,-10.751824
0.758380,-0.122875,-10.751273
0.764026,-0.123825,-10.750721
