q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000025,0.000025
1.000000,0.000000,0.000075,0.000075
1.000000,-0.000000,0.000150,0.000150
1.000000,-0.000000,0.000250,0.000250
1.000000,-0.000000,0.000375,0.000373
1.000000,-0.000000,0.000525,0.000518
1.000000,-0.000000,0.000700,0.000681
0.999999,-0.000001,0.000900,0.000861
0.999999,-0.000001,0.001125,0.001056
0.999998,-0.000002,0.001375,0.001265
0.999998,-0.000002,0.001648,0.001486
0.999997,-0.000003,0.001940,0.001717
0.999996,-0.000004,0.002251,0.001958
0.999994,-0.000006,0.002578,0.002207
0.999993,-0.000007,0.002920,0.002464
0.999991,-0.000009,0.003274,0.002727
0.999989,-0.000011,0.003639,0.002997
0.999987,-0.000013,0.004014,0.003271
0.999984,-0.000015,0.004398,0.003550
0.999981,-0.000018,0.004790,0.003832
0.999978,-0.000021,0.005188,0.004118
0.999975,-0.000024,0.005592,0.004407
0.999971,-0.000028,0.006002,0.004698
0.999967,-0.000032,0.006415,0.004992
0.999963,-0.000036,0.006833,0.005287
0.999958,-0.000040,0.007253,0.005583
0.999953,-0.000045,0.007676,0.005881
0.999948,-0.000050,0.008102,0.006179
0.999943,-0.000055,0.008529,0.006478
0.999937,-0.000060,0.008957,0.006777
0.999931,-0.000066,0.009386,0.007076
0.999925,-0.000072,0.009816,0.007376
0.999918,-0.000078,0.010247,0.007675
0.999911,-0.000085,0.010677,0.007974
0.999904,-0.000091,0.011108,0.008273
0.999897,-0.000098,0.011538,0.008571
0.999889,-0.000106,0.011967,0.008869
0.999881,-0.000113,0.012396,0.009166
0.999873,-0.000121,0.012824,0.009462
0.999865,-0.000129,0.013252,0.009757
0.999856,-0.000137,0.013678,0.010052
0.999847,-0.000145,0.014103,0.010345
0.999838,-0.000154,0.014526,0.010638
0.999829,-0.000163,0.014949,0.010929
0.999819,-0.000172,0.015370,0.011219
0.999809,-0.000181,0.015789,0.011508
0.999799,-0.000190,0.016207,0.011796
0.999789,-0.000200,0.016623,0.012083
0.999778,-0.000210,0.017038,0.012369
0.999768,-0.000220,0.017451,0.012653
0.999757,-0.000230,0.017862,0.012936
0.999746,-0.000241,0.018271,0.013218
0.999734,-0.000251,0.018679,0.013498
0.999723,-0.000262,0.019085,0.013777
0.999711,-0.000273,0.019489,0.014055
0.999699,-0.000284,0.019891,0.014332
0.999687,-0.000296,0.020291,0.014607
0.999675,-0.000307,0.020689,0.014881
0.999663,-0.000319,0.021085,0.015154
0.999650,-0.000330,0.021480,0.015425
0.999638,-0.000342,0.021873,0.015695
0.999625,-0.000354,0.022263,0.015963
0.999612,-0.000367,0.022652,0.016230
0.999598,-0.000379,0.023039,0.016496
0.999585,-0.000392,0.023423,0.016761
0.999572,-0.000404,0.023806,0.017024
0.999558,-0.000417,0.024187,0.017285
0.999544,-0.000430,0.024566,0.017546
0.999530,-0.000443,0.024943,0.017805
0.999516,-0.000456,0.025319,0.018063
0.999502,-0.000470,0.025692,0.018319
0.999488,-0.000483,0.026063,0.018574
0.999473,-0.000497,0.026433,0.018828
0.999459,-0.000510,0.026800,0.019081
0.999444,-0.000524,0.027166,0.019332
0.999429,-0.000538,0.027530,0.019582
0.999414,-0.000552,0.027892,0.019830
0.999399,-0.000566,0.028252,0.020078
0.999384,-0.000580,0.028610,0.020324
0.999369,-0.000595,0.028966,0.020568
0.999353,-0.000609,0.029320,0.020812
0.999338,-0.000624,0.029673,0.021054
0.999322,-0.000638,0.030024,0.021295
0.999306,-0.000653,0.030373,0.021534
0.999291,-0.000668,0.030720,0.021773
0.999275,-0.000683,0.031065,0.022010
0.999259,-0.000698,0.031408,0.022246
0.999243,-0.000713,0.031750,0.022480
0.999227,-0.000728,0.032090,0.022714
0.999210,-0.000743,0.032428,0.022946
0.999194,-0.000758,0.032764,0.023177
0.999178,-0.000774,0.033098,0.023406
0.999161,-0.000789,0.033431,0.023635
0.999145,-0.000805,0.033762,0.023862
0.999128,-0.000820,0.034091,0.024088
0.999111,-0.000836,0.034419,0.024313
0.999095,-0.000852,0.034745,0.024537
0.999078,-0.000867,0.035069,0.024759
0.999061,-0.000883,0.035391,0.024981
0.999044,-0.000899,0.035712,0.025201
0.999027,-0.000915,0.036031,0.025420
0.999010,-0.000931,0.036348,0.025638
0.998993,-0.000947,0.036664,0.025854
0.998976,-0.000963,0.036978,0.026070
0.998958,-0.000979,0.037290,0.026284
0.998941,-0.000996,0.037601,0.026498
0.998924,-0.001012,0.037910,0.026710
0.998906,-0.001028,0.038217,0.026921
0.998889,-0.001045,0.038523,0.027131
0.998871,-0.001061,0.038827,0.027340
0.998854,-0.001077,0.039130,0.027547
