accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.976266,0.714622,-10.782537
0.877691,0.638688,-10.785839
0.789045,0.584994,-10.776494
0.708891,0.514732,-10.783448
0.647517,0.464522,-10.778413
0.583686,0.419859,-10.777229
0.519611,0.376500,-10.769069
0.474742,0.327413,-10.788389
0.428997,0.313391,-10.785145
0.400074,0.275837,-10.785106
0.355426,0.249865,-10.789842
0.332127,0.227097,-10.784892
0.310974,0.207254,-10.771582
0.275569,0.175873,-10.784345
0.274811,0.166395,-10.783212
0.248512,0.146566,-10.792157
0.232575,0.132004,-10.793317
0.212993,0.129449,-10.782401
0.203415,0.112500,-10.780655
0.203625,0.099435,-10.794687
0.191336,0.082928,-10.785281
0.178162,0.081034,-10.792385
0.174968,0.071575,-10.786453
0.186141,0.072052,-10.789289
0.173691,0.058240,-10.792421
0.174118,0.055083,-10.788680
0.175906,0.049600,-10.790413
0.179545,0.051106,-10.781530
0.179439,0.046620,-10.785516
0.182928,0.043058,-10.783797
0.179427,0.031346,-10.775728
0.192604,0.037030,-10.783712
0.192200,0.039133,-10.782119
0.198784,0.026373,-10.785859
0.189541,0.018259,-10.782085
0.211283,0.016938,-10.785538
0.193303,0.017998,-10.789731
0.208772,0.020781,-10.778130
0.231524,0.015725,-10.787275
0.234188,0.014907,-10.797832
0.236997,0.014834,-10.787940
0.244436,0.002883,-10.781493
0.248980,0.011551,-10.789216
0.254078,0.014834,-10.784117
0.249207,0.017153,-10.779320
0.264802,0.000920,-10.789970
0.274502,0.010716,-10.781992
0.277816,0.007192,-10.787048
0.293357,0.010486,-10.782503
0.290779,0.005933,-10.785804
0.302800,0.005518,-10.784021
0.300790,0.002323,-10.780675
0.315607,0.008691,-10.779554
0.323885,0.010258,-10.783597
0.323105,0.009773,-10.776972
0.335712,0.010402,-10.784541
0.347060,0.012027,-10.783608
0.353408,-0.001132,-10.777972
0.360144,0.002063,-10.776426
0.359184,-0.000128,-10.773543
0.375572,0.013700,-10.781952
0.369059,0.006143,-10.782696
0.380431,0.008036,-10.783478
0.392789,-0.000147,-10.777863
0.406317,0.000765,-10.777101
0.401403,-0.003042,-10.781184
0.404950,0.005303,-10.778378
0.425114,0.003068,-10.780446
0.422156,-0.012395,-10.774306
0.425457,-0.000065,-10.772767
0.436371,0.008872,-10.773266
0.453504,-0.002819,-10.773442
0.451701,-0.000168,-10.778036
0.457265,-0.000388,-10.772227
0.467771,0.007299,-10.767517
0.480742,0.002889,-10.775894
0.476846,0.005180,-10.775515
0.489631,0.000461,-10.776544
0.500065,-0.003612,-10.768229
0.507918,0.006864,-10.770212
0.504273,0.001099,-10.771995
0.503644,0.011530,-10.762481
0.516065,-0.000658,-10.770649
0.521207,0.003029,-10.772965
0.527662,0.007681,-10.773177
0.537981,0.002132,-10.766203
0.539329,0.004450,-10.765457
0.555093,0.008796,-10.769648
0.552549,0.012106,-10.777231
0.569290,0.008215,-10.767960
0.567947,-0.001751,-10.764269
0.574472,-0.002366,-10.766471
0.583788,0.000477,-10.773045
0.588528,0.001152,-10.768493
0.594111,-0.001307,-10.768912
0.603522,0.001683,-10.764038
0.604394,0.000350,-10.759960
0.609613,0.002864,-10.750799
0.617006,-0.003993,-10.754620
0.626328,0.000009,-10.752976
0.628553,0.005946,-10.762734
0.635765,-0.003539,-10.765806
0.646484,-0.002674,-10.764883
0.654097,0.000963,-10.761120
0.651757,-0.000305,-10.768113
0.657721,-0.001521,-10.765621
0.670591,-0.002350,-10.757281
0.672206,-0.001039,-10.755985
0.681210,0.009104,-10.764269
0.690727,0.000447,-10.756674
0.684543,0.003816,-10.757851
0.689866,-0.007531,-10.759654
0.696960,0.002712,-10.758949
0.704267,-0.007279,-10.755637
0.710847,0.001185,-10.755823
0.717305,0.004667,-10.749693
0.724878,-0.006263,-10.755889
0.735873,-0.009146,-10.758679
0.733424,-0.003443,-10.756618
0.738915,0.001476,-10.751464
0.743356,-0.002302,-10.748058
0.750544,0.002196,-10.755869
0.765505,-0.003290,-10.762317
0.772700,0.000674,-10.742132
0.763923,-0.001083,-10.753101
0.769057,0.000206,-10.754203
0.782951,0.001731,-10.752901
0.773775,-0.005053,-10.741105
0.795440,-0.000168,-10.755516
0.796524,0.000549,-10.743954
0.797523,0.000226,-10.750078
0.806671,0.002135,-10.755297
0.814841,-0.012520,-10.742959
0.824885,-0.001275,-10.744336
0.821808,0.000447,-10.744576
0.811372,-0.000922,-10.745658
0.825442,0.008146,-10.745687
0.831548,0.011970,-10.744626
0.836449,0.004262,-10.751085
0.839135,-0.006602,-10.748673
0.851772,-0.003303,-10.740465
0.865089,-0.001810,-10.731828
0.860667,-0.006584,-10.735477
0.866964,0.000318,-10.739735
0.869227,0.004080,-10.734483
0.867152,-0.003806,-10.741981
0.887742,0.006453,-10.746455
0.879210,-0.003159,-10.735024
0.882000,-0.010186,-10.735857
0.895618,-0.005573,-10.735819
0.896582,0.000370,-10.733361
0.894259,-0.004998,-10.735004
0.902615,-0.006531,-10.738248
0.918799,-0.001600,-10.739383
0.911659,-0.003236,-10.731759
0.924625,-0.003535,-10.737016
0.929533,-0.009822,-10.734192
0.927581,-0.004766,-10.734251
0.935952,-0.006663,-10.735784
0.933685,-0.007728,-10.738320
0.933662,0.005166,-10.728472
0.943146,0.004282,-10.735029
0.946233,-0.006033,-10.738520
0.957691,-0.007032,-10.725137
0.971760,-0.005859,-10.731718
0.967380,-0.012161,-10.726376
0.968586,-0.001812,-10.734659
0.972749,-0.003215,-10.735974
0.978354,-0.006735,-10.729839
0.980188,-0.015711,-10.739257
0.984192,-0.005009,-10.718392
0.997035,0.006558,-10.721188
0.991154,-0.003169,-10.718314
0.993820,-0.003119,-10.725302
1.008180,-0.011842,-10.720633
1.010376,0.002026,-10.717468
1.008763,-0.000175,-10.726647
1.015619,-0.002956,-10.720765
1.019662,0.003055,-10.727037
1.020882,0.000716,-10.723209
1.029469,-0.000832,-10.715959
1.027173,-0.002981,-10.712671
1.042245,-0.005738,-10.723294
1.039284,-0.005308,-10.714861
1.042353,-0.001487,-10.722524
1.048825,-0.002058,-10.721009
1.047288,-0.006705,-10.712809
1.060294,-0.006922,-10.707969
1.053618,0.001520,-10.714379
1.073491,-0.001110,-10.715372
1.070417,0.002309,-10.724637
1.067648,0.005895,-10.712512
1.076583,-0.013079,-10.718114
1.076593,-0.003925,-10.703794
1.088512,-0.011282,-10.709580
1.074613,-0.004823,-10.722003
1.087715,-0.007968,-10.082814
1.106956,0.004557,-9.719641
1.102496,-0.000626,-9.713931
1.106167,-0.002630,-9.712778
1.104846,0.003116,-9.711513
1.109891,-0.002175,-9.711956
1.122130,-0.012402,-9.703722
1.115966,-0.004950,-9.713464
1.140749,-0.006015,-9.715451
1.123932,-0.000293,-9.710547
1.127046,-0.008603,-9.713780
1.140785,-0.002914,-9.708591
1.136852,-0.006568,-9.709329
1.141077,-0.002609,-9.708099
1.143776,-0.004193,-9.699730
1.150795,-0.010675,-9.701880
1.155678,-0.018341,-9.708670
1.157886,-0.002489,-9.712330
1.149642,-0.014010,-9.716296
1.162517,-0.008853,-9.693994
1.164447,-0.010123,-9.697340
1.176922,-0.003321,-9.708627
1.168558,-0.001213,-9.703618
1.166989,-0.007801,-9.695385
1.193576,0.003394,-9.702043
1.195485,-0.013936,-9.693060
1.190146,-0.003746,-9.708574
1.191799,0.002567,-9.699682
1.200025,-0.006425,-9.698542
1.202797,-0.002413,-9.710429
1.210654,-0.004800,-9.699930
1.202545,-0.008489,-9.698949
1.213001,-0.006010,-9.694054
1.226453,-0.010327,-9.694901
1.218806,-0.003257,-9.700581
1.220873,-0.010080,-9.687606
1.224810,-0.002223,-9.701083
1.232196,0.002089,-9.702688
1.237327,0.001646,-9.699040
1.234056,-0.003001,-9.700138
1.232464,0.001043,-9.692892
1.245270,-0.006741,-9.692860
1.245593,-0.010037,-9.707139
1.250212,0.007813,-9.690412
1.256856,-0.001292,-9.699536
1.253491,0.005334,-9.696185
1.255115,-0.007229,-9.694219
1.266648,0.001686,-9.690782
1.267505,-0.004719,-9.688552
1.273773,-0.007265,-9.694079
1.272929,0.003566,-9.693926
1.285946,0.000753,-9.694138
1.277257,-0.000030,-9.689324
1.292147,0.003924,-9.691083
1.280751,-0.003041,-9.690461
1.298557,-0.005479,-9.691635
1.297486,-0.001159,-9.687919
1.292641,-0.010769,-9.688230
1.300700,0.007837,-9.687419
1.307153,-0.002277,-9.685055
1.297583,-0.002789,-9.682180
1.308048,-0.004348,-9.682389
1.318400,-0.006862,-9.681776
1.316435,-0.005491,-9.678885
1.320725,0.001411,-9.686540
1.315858,-0.003980,-9.678496
1.328818,-0.007497,-9.688011
1.320795,-0.001448,-9.689954
1.321662,0.003198,-9.688301
1.331881,-0.005778,-9.685676
1.336510,-0.000381,-9.684117
1.328299,-0.001472,-9.684706
1.341316,-0.003757,-9.678812
1.341761,-0.001671,-9.680567
1.352527,-0.006394,-9.686536
1.344668,-0.008148,-9.691653
1.352306,-0.006701,-9.682815
1.357525,-0.008578,-9.686220
1.362120,-0.004485,-9.677393
1.362606,-0.006693,-9.678465
1.362772,-0.007876,-9.684160
1.362768,-0.012542,-9.683816
1.371524,-0.002619,-9.683307
1.371013,-0.003785,-9.678636
1.373591,-0.012303,-9.678552
1.380911,0.004146,-9.672884
1.376443,0.001284,-9.679927
1.381946,-0.011837,-9.673567
1.369042,0.000467,-9.679914
1.386257,0.000313,-9.684700
1.388285,-0.006131,-9.674423
1.388539,-0.002337,-9.665725
1.400832,-0.001382,-9.669925
1.403093,0.003129,-9.669006
1.397288,-0.008801,-9.672708
1.397224,-0.008785,-9.668903
1.412586,-0.004047,-9.676930
1.415352,-0.008398,-9.680436
1.400318,0.002443,-9.672192
1.417321,-0.010046,-9.669452
1.412436,-0.008863,-9.670419
1.413452,-0.003212,-9.682367
1.420161,-0.000234,-9.672691
1.423580,-0.001415,-9.675760
1.422921,-0.006648,-9.674604
1.435091,-0.002231,-9.668793
1.430043,-0.005291,-9.660136
1.435559,-0.014344,-9.671383
1.436571,-0.003636,-9.671309
1.445544,-0.007114,-9.671767
1.436760,-0.002863,-9.666827
1.445717,-0.004968,-9.674705
1.439481,0.002429,-9.667525
1.442833,0.001104,-9.667732
1.444312,0.002294,-9.667336
1.455397,-0.003321,-9.665777
1.443979,0.000831,-9.661648
1.455029,-0.009262,-9.671554
1.457514,0.005403,-9.666865
1.456484,-0.002161,-9.662556
1.467364,-0.009644,-9.665337
1.454664,0.001185,-9.663878
1.465296,-0.010518,-9.667690
1.469780,-0.002869,-9.660633
1.468562,-0.007515,-9.674530
1.464617,-0.002753,-9.663231
1.479204,-0.006426,-9.664082
1.477543,-0.005105,-9.661069
1.472482,-0.005418,-9.664575
1.476865,-0.007935,-9.666722
1.484175,-0.013193,-9.664281
1.486686,-0.004823,-9.662210
1.486456,-0.011854,-9.669184
1.487853,0.008345,-9.666213
1.487508,-0.006704,-9.668353
1.494757,-0.008393,-9.657455
1.494627,-0.001635,-9.651263
1.493563,-0.009055,-9.667714
1.491204,-0.000337,-9.662818
1.496281,0.006216,-9.661019
1.512467,-0.004111,-9.654695
1.503017,0.007307,-9.650588
1.497585,-0.005339,-9.661433
1.509925,0.005407,-9.659673
1.514936,0.009879,-9.654223
1.513452,-0.000533,-9.657072
1.509896,0.002118,-9.660065
1.510582,0.000053,-9.656606
1.528138,-0.000912,-9.655613
1.522524,-0.004146,-9.659209
1.512440,0.003982,-9.657023
1.521830,-0.012284,-9.656220
1.522776,0.007576,-9.663458
1.527201,-0.006088,-9.660782
1.516184,-0.004993,-9.653384
1.524137,-0.001926,-9.652689
1.525439,-0.002141,-9.647960
1.535230,0.006868,-9.650237
1.535527,0.000621,-9.649760
1.533087,0.001188,-9.652725
1.537416,-0.002519,-9.656768
1.549201,0.001562,-9.655639
1.549507,-0.006102,-9.650997
1.538380,-0.004765,-9.654389
1.552546,-0.008472,-9.652391
1.550651,0.008658,-9.648281
1.550139,-0.001524,-9.651913
1.549558,-0.010032,-9.660016
1.555285,-0.003398,-9.647128
1.552032,-0.001406,-9.648738
1.562351,-0.003931,-9.642004
1.556501,0.005181,-9.650073
1.569074,-0.005810,-9.648093
