gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-0.085097,0.386958,0.344701
-0.021287,0.561963,0.562161
-0.003476,0.778391,0.919305
0.007812,1.151249,1.124828
-0.004104,1.400810,1.404082
-0.078584,1.679835,1.620838
-0.015203,1.932867,1.930937
-0.043354,2.245087,2.004378
0.039159,2.581675,2.221225
0.005370,2.865731,2.390697
0.009906,3.047649,2.513495
0.033182,3.403220,2.673959
0.028632,3.518852,2.776604
-0.104633,3.734590,2.902151
-0.009241,3.805153,2.921442
-0.027455,4.105553,3.044836
0.030855,4.131167,3.072730
-0.082603,4.315151,3.240739
-0.073034,4.380076,3.211658
0.007264,4.455631,3.155273
-0.011950,4.544369,3.309669
-0.093214,4.708499,3.365427
-0.054192,4.733829,3.361180
-0.089612,4.723875,3.352039
-0.100184,4.742330,3.350184
-0.047631,4.804876,3.469393
-0.049373,4.846289,3.348471
0.014057,4.854982,3.410390
-0.086673,4.954462,3.399522
-0.064868,4.973335,3.443749
-0.055410,4.976699,3.475651
-0.090019,5.008224,3.407808
-0.069501,4.936308,3.448484
-0.128934,4.999800,3.423284
-0.057653,4.873058,3.470361
-0.088625,4.875558,3.338317
-0.108549,4.950031,3.428735
-0.027408,4.916909,3.385687
-0.085440,4.871235,3.361570
-0.035188,4.891211,3.371990
-0.083554,4.895073,3.325299
-0.074113,4.879610,3.362498
-0.123855,4.888658,3.343656
-0.125830,4.847631,3.357201
-0.141995,4.878774,3.300927
-0.121082,4.719016,3.313107
-0.092802,4.829231,3.322105
-0.067897,4.728614,3.326485
-0.106892,4.729188,3.232407
-0.094937,4.721945,3.294320
-0.085932,4.690312,3.187513
-0.116162,4.712280,3.198319
-0.135984,4.681601,3.119024
-0.086721,4.634602,3.181385
-0.090134,4.647720,3.215786
-0.192424,4.607113,3.192843
-0.125011,4.646686,3.105078
-0.111918,4.568505,3.142725
-0.107576,4.565355,3.104813
-0.083730,4.503852,3.112743
-0.096126,4.475042,3.129887
-0.116254,4.475785,3.080243
-0.124859,4.416308,3.118187
-0.199124,4.433613,3.087748
-0.143720,4.391500,3.068386
-0.069087,4.417519,3.046793
-0.131727,4.334709,3.004994
-0.152220,4.427639,2.945153
-0.132880,4.298685,3.030773
-0.137364,4.346986,2.944563
-0.202073,4.332227,2.939110
-0.190352,4.215215,2.928311
-0.188158,4.220063,2.880308
-0.207471,4.145715,2.883331
-0.184511,4.170142,2.883946
-0.131373,4.097779,2.943972
-0.125358,4.248870,2.797686
-0.131376,4.061394,2.863019
-0.157581,4.129856,2.746435
-0.195148,4.075503,2.772081
-0.092035,4.029711,2.806452
-0.120309,4.064246,2.802825
-0.125948,3.959311,2.775092
-0.168192,3.932377,2.716702
-0.242074,4.017577,2.770744
-0.105293,3.955955,2.764460
-0.130620,3.949627,2.766753
-0.218318,3.940246,2.715346
-0.174049,3.977213,2.689222
-0.118265,3.878370,2.693307
-0.178546,3.898086,2.627634
-0.200990,3.826745,2.621659
-0.199074,3.758913,2.543374
-0.137751,3.837696,2.684022
-0.127832,3.791456,2.585978
-0.169104,3.884286,2.521338
-0.237553,3.789371,2.601407
-0.254711,3.787551,2.588842
-0.257650,3.695633,2.547708
-0.128382,3.684524,2.528804
-0.149336,3.613553,2.463638
-0.212357,3.615882,2.526801
-0.137501,3.517760,2.455287
-0.250883,3.607374,2.446892
-0.217507,3.588302,2.515193
-0.285536,3.471098,2.452108
-0.136357,3.502696,2.365127
-0.141515,3.496100,2.447648
-0.192397,3.563059,2.350089
-0.227499,3.477539,2.431614
-0.130571,3.546064,2.404922
-0.165537,3.442156,2.410890
-0.187910,3.478912,2.396099
-0.145012,3.489176,2.304061
-0.230724,3.407557,2.386816
-0.255699,3.325843,2.281338
-0.226740,3.383133,2.319444
-0.141035,3.349831,2.295584
-0.187728,3.307344,2.270856
-0.204741,3.294297,2.336252
-0.246970,3.284138,2.300838
-0.164780,3.298760,2.222553
-0.184853,3.269451,2.283287
-0.175049,3.304160,2.227767
-0.168669,3.211007,2.269775
-0.171074,3.273664,2.170026
-0.215225,3.104736,2.198012
-0.216274,3.127524,2.161675
-0.134920,3.106896,2.156924
-0.208536,3.166969,2.216927
-0.198729,3.129454,2.113634
-0.258724,3.137955,2.090448
-0.221280,3.100627,2.052739
-0.194435,3.068297,2.153340
-0.135346,3.082852,2.009823
-0.228791,3.010188,2.090958
-0.149492,3.006063,2.097112
-0.209152,2.981323,2.062242
-0.173487,3.040526,2.123294
-0.165803,2.965109,1.986446
-0.136292,2.988439,2.035016
-0.173292,2.924620,2.164796
-0.193314,2.959404,1.974594
-0.168697,2.949637,2.116994
-0.179380,2.879442,1.963481
-0.262403,2.849600,2.002550
-0.161773,2.926154,1.928527
-0.246309,2.886142,1.928139
-0.126483,2.814823,1.950980
-0.162061,2.781291,1.940727
-0.165207,2.820042,1.892436
-0.196369,2.779927,1.888994
-0.166721,2.742846,1.824245
-0.137483,2.748871,1.842207
-0.225845,2.771738,1.897940
-0.201769,2.724558,1.918056
-0.189801,2.689606,1.886506
-0.195730,2.738494,1.867385
-0.179619,2.647187,1.831906
-0.161097,2.631198,1.876224
-0.181666,2.637809,1.855239
-0.139304,2.641159,1.796654
-0.207428,2.673461,1.860893
-0.224691,2.676686,1.801567
-0.169696,2.577587,1.857498
-0.187704,2.519086,1.776079
-0.177151,2.663889,1.830369
-0.161958,2.678358,1.763817
-0.157134,2.613065,1.759650
-0.189943,2.536100,1.837193
-0.198181,2.517043,1.841127
-0.217666,2.578393,1.720608
-0.229671,2.481232,1.716561
-0.170160,2.444233,1.650152
-0.169540,2.442697,1.706384
-0.187318,2.426480,1.695514
-0.220766,2.486483,1.658103
-0.178206,2.458937,1.632687
-0.200184,2.437952,1.679651
-0.196921,2.453812,1.694108
-0.229085,2.450006,1.664574
-0.252101,2.344337,1.635428
-0.149175,2.366521,1.644390
-0.198590,2.341654,1.549272
-0.222754,2.408143,1.597592
-0.138574,2.363694,1.546825
-0.210795,2.318036,1.661509
-0.140934,2.291441,1.621502
-0.150083,2.220991,1.509905
-0.146565,2.259189,1.533952
-0.175646,2.244915,1.559386
-0.197535,2.276070,1.550397
-0.169484,2.300089,1.483469
-0.222454,2.209559,1.584161
-0.213098,2.218357,1.610437
-0.178954,2.238763,1.532267
-0.165446,2.273124,1.474328
