ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.002865,0.000000
0.008594,0.008594,0.000001
0.017189,0.017189,0.000001
0.028648,0.028648,0.000002
0.042788,0.042972,0.000003
0.059334,0.060161,0.000005
0.078036,0.080214,0.000006
0.098671,0.103132,0.000007
0.121034,0.128916,0.000009
0.144941,0.157563,0.000010
0.170226,0.188802,0.000012
0.196739,0.222358,0.000014
0.224343,0.257982,0.000016
0.252916,0.295449,0.000018
0.282346,0.334556,0.000020
0.312533,0.375120,0.000022
0.343386,0.416975,0.000024
0.374823,0.459970,0.000026
0.406771,0.503971,0.000028
0.439161,0.548855,0.000030
0.471934,0.594510,0.000032
0.505035,0.640838,0.000035
0.538414,0.687747,0.000037
0.572027,0.735156,0.000039
0.605834,0.782991,0.000041
0.639799,0.831186,0.000044
0.673888,0.879681,0.000046
0.708073,0.928421,0.000048
0.742326,0.977358,0.000050
0.776624,1.026447,0.000053
0.810945,1.075649,0.000055
0.845270,1.124927,0.000057
0.879580,1.174250,0.000059
0.913861,1.223589,0.000062
0.948098,1.272916,0.000064
0.982278,1.322209,0.000066
1.016391,1.371447,0.000068
1.050425,1.420609,0.000071
1.084371,1.469680,0.000073
1.118222,1.518644,0.000075
1.151970,1.567487,0.000077
1.185608,1.616196,0.000080
1.219131,1.664761,0.000082
1.252533,1.713172,0.000084
1.285809,1.761420,0.000086
1.318957,1.809498,0.000088
1.351971,1.857398,0.000091
1.384849,1.905113,0.000093
1.417588,1.952640,0.000095
1.450185,1.999972,0.000097
1.482638,2.047106,0.000099
1.514946,2.094037,0.000101
1.547107,2.140763,0.000103
1.579120,2.187281,0.000106
1.610982,2.233589,0.000108
1.642695,2.279683,0.000110
1.674255,2.325563,0.000112
1.705664,2.371227,0.000114
1.736920,2.416674,0.000116
1.768023,2.461902,0.000118
1.798973,2.506912,0.000120
1.829770,2.551701,0.000122
1.860413,2.596271,0.000124
1.890903,2.640620,0.000126
1.921239,2.684749,0.000128
1.951422,2.728658,0.000130
1.981453,2.772346,0.000132
2.011331,2.815813,0.000134
2.041056,2.859061,0.000136
2.070630,2.902090,0.000138
2.100052,2.944899,0.000140
2.129323,2.987489,0.000142
2.158443,3.029862,0.000144
2.187413,3.072017,0.000146
2.216234,3.113955,0.000147
2.244905,3.155678,0.000149
2.273429,3.197185,0.000151
2.301804,3.238477,0.000153
2.330032,3.279556,0.000155
2.358113,3.320422,0.000157
2.386048,3.361076,0.000159
2.413838,3.401518,0.000160
2.441483,3.441751,0.000162
2.468984,3.481774,0.000164
2.496341,3.521588,0.000166
2.523556,3.561195,0.000168
2.550629,3.600596,0.000169
2.577560,3.639791,0.000171
2.604350,3.678781,0.000173
2.631000,3.717568,0.000175
2.657511,3.756152,0.000177
2.683884,3.794534,0.000178
2.710118,3.832716,0.000180
2.736215,3.870698,0.000182
2.762175,3.908481,0.000183
2.787999,3.946066,0.000185
2.813688,3.983454,0.000187
2.839242,4.020647,0.000189
2.864663,4.057645,0.000190
2.889950,4.094449,0.000192
2.915104,4.131060,0.000193
2.940127,4.167479,0.000195
2.965019,4.203708,0.000197
2.989780,4.239746,0.000198
3.014411,4.275595,0.000200
3.038913,4.311257,0.000202
3.063286,4.346731,0.000203
3.087532,4.382020,0.000205
3.111650,4.417123,0.000206
3.135642,4.452042,0.000208
3.159508,4.486778,0.000210
3.183249,4.521332,0.000211
3.206865,4.555705,0.000213
3.230357,4.589897,0.000214
3.253726,4.623910,0.000216
3.276973,4.657744,0.000217
3.300097,4.691401,0.000219
3.323100,4.724881,0.000220
3.345983,4.758185,0.000222
3.368745,4.791315,0.000223
3.391388,4.824271,0.000225
3.413912,4.857054,0.000226
3.436317,4.889664,0.000228
3.458606,4.922104,0.000229
3.480777,4.954373,0.000231
3.502831,4.986473,0.000232
3.524770,5.018405,0.000234
3.546594,5.050169,0.000235
3.568304,5.081766,0.000237
3.589899,5.113198,0.000238
3.611381,5.144464,0.000239
3.632750,5.175566,0.000241
3.654007,5.206505,0.000242
3.675153,5.237282,0.000244
3.696188,5.267897,0.000245
3.717112,5.298352,0.000246
3.737926,5.328646,0.000248
3.758631,5.358782,0.000249
3.779227,5.388759,0.000250
3.799716,5.418579,0.000252
3.820096,5.448243,0.000253
3.840370,5.477750,0.000254
3.860537,5.507103,0.000256
3.880599,5.536302,0.000257
3.900555,5.565348,0.000258
3.920406,5.594241,0.000260
3.940153,5.622982,0.000261
3.959797,5.651573,0.000262
3.979337,5.680013,0.000264
3.998775,5.708304,0.000265
4.018111,5.736447,0.000266
4.037345,5.764442,0.000267
4.056478,5.792290,0.000269
4.075511,5.819992,0.000270
4.094444,5.847548,0.000271
4.113278,5.874960,0.000272
4.132013,5.902227,0.000274
4.150649,5.929352,0.000275
4.169188,5.956335,0.000276
4.187629,5.983175,0.000277
4.205973,6.009875,0.000279
4.224221,6.036435,0.000280
4.242374,6.062855,0.000281
4.260431,6.089136,0.000282
4.278393,6.115280,0.000283
4.296261,6.141286,0.000284
4.314035,6.167156,0.000286
4.331716,6.192890,0.000287
4.349304,6.218489,0.000288
4.366800,6.243954,0.000289
4.384204,6.269285,0.000290
4.401517,6.294482,0.000291
4.418738,6.319548,0.000293
4.435870,6.344482,0.000294
4.452911,6.369285,0.000295
4.469863,6.393958,0.000296
4.486726,6.418502,0.000297
4.503500,6.442916,0.000298
4.520186,6.467203,0.000299
4.536785,6.491362,0.000300
4.553297,6.515394,0.000301
4.569722,6.539300,0.000302
4.586060,6.563081,0.000304
4.602313,6.586736,0.000305
4.618481,6.610268,0.000306
4.634564,6.633676,0.000307
4.650562,6.656961,0.000308
4.666477,6.680124,0.000309
4.682307,6.703165,0.000310
4.698055,6.726086,0.000311
4.713720,6.748886,0.000312
4.729303,6.771566,0.000313
4.744804,6.794127,0.000314
4.760224,6.816570,0.000315
4.775562,6.838895,0.000316
4.790821,6.861103,0.000317
4.805999,6.883194,0.000318
4.821097,6.905170,0.000319
4.836116,6.927030,0.000320
4.851057,6.948775,0.000321
4.865919,6.970406,0.000322
4.880703,6.991923,0.000323
4.895409,7.013328,0.000324
4.910038,7.034620,0.000325
4.924590,7.055801,0.000326
4.939066,7.076870,0.000327
4.953466,7.097829,0.000328
4.967790,7.118677,0.000329
4.982040,7.139416,0.000330
4.996214,7.160047,0.000331
5.010314,7.180569,0.000331
5.024340,7.200983,0.000332
5.038292,7.221290,0.000333
5.052171,7.241491,0.000334
5.065977,7.261585,0.000335
5.079711,7.281574,0.000336
5.093373,7.301459,0.000337
5.106963,7.321238,0.000338
5.120481,7.340914,0.000339
5.133929,7.360487,0.000340
5.147306,7.379957,0.000341
5.160613,7.399324,0.000341
5.173850,7.418590,0.000342
5.187017,7.437755,0.000343
5.200115,7.456819,0.000344
5.213145,7.475784,0.000345
5.226106,7.494648,0.000346
5.238999,7.513414,0.000347
5.251825,7.532081,0.000347
5.264583,7.550650,0.000348
5.277274,7.569122,0.000349
5.289899,7.587496,0.000350
5.302457,7.605775,0.000351
5.314949,7.623957,0.000352
5.327376,7.642044,0.000352
5.339738,7.660036,0.000353
5.352034,7.677933,0.000354
5.364267,7.695737,0.000355
5.376435,7.713447,0.000356
5.388539,7.731064,0.000356
5.400579,7.748588,0.000357
5.412556,7.766021,0.000358
5.424471,7.783362,0.000359
5.436323,7.800612,0.000360
5.448112,7.817772,0.000360
5.459840,7.834841,0.000361
5.471506,7.851821,0.000362
