ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378137.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6378137.062421,0.065174,-0.497638,0.021957,0.072030,-1.004388
6378137.003678,0.131636,-1.993915,-0.146546,0.058658,-1.960922
6378136.825594,0.185634,-3.952283,-0.205029,0.049651,-1.955921
6378136.602061,0.231898,-5.906233,-0.239353,0.043239,-1.952171
6378136.351829,0.272915,-7.857078,-0.259539,0.039073,-1.949678
6378136.085883,0.310600,-9.805916,-0.271430,0.036480,-1.948108
6378135.810676,0.346233,-11.753509,-0.278442,0.034903,-1.947147
6378135.530004,0.380627,-13.700345,-0.282580,0.033955,-1.946568
6378135.246108,0.414278,-15.646727,-0.285023,0.033390,-1.946221
6378134.960308,0.447487,-17.592837,-0.286466,0.033054,-1.946015
6378134.673383,0.480434,-19.538786,-0.287318,0.032855,-1.945893
6378134.385793,0.513225,-21.484640,-0.287822,0.032737,-1.945821
6378134.097811,0.545925,-23.430438,-0.288119,0.032667,-1.945778
6378133.809598,0.578570,-25.376202,-0.288295,0.032626,-1.945752
6378133.520750,0.611540,-27.321670,-0.300609,0.041306,-1.938915
6378133.113383,0.711723,-29.196315,-0.521974,0.148251,-1.800840
6378132.481889,0.879374,-30.915696,-0.739002,0.174428,-1.633051
6378131.649508,1.038203,-32.460338,-0.920022,0.133398,-1.453827
6378130.660286,1.131688,-33.826428,-1.050761,0.046966,-1.278471
6378129.567074,1.124898,-35.024933,-1.127598,-0.064321,-1.120992
6378128.422374,1.001132,-36.079646,-1.154240,-0.185059,-0.992806
6378127.273130,0.755828,-37.024049,-1.137381,-0.306484,-0.901695
6378126.159845,0.390182,-37.897309,-1.082614,-0.425563,-0.851121
6378125.119162,-0.093313,-38.739781,-0.991730,-0.542199,-0.839938
6378124.181732,-0.695683,-39.594445,-0.976202,-0.725754,-0.971614
6378122.865222,-1.832299,-40.932709,-1.661923,-1.540923,-1.461023
6378121.045012,-3.582427,-42.363812,-1.826063,-1.820012,-1.413806
6378119.239278,-5.430079,-43.767713,-1.788041,-1.871106,-1.395589
6378117.463747,-7.317123,-45.157757,-1.764720,-1.900619,-1.385355
6378115.706589,-9.227022,-46.539943,-1.750646,-1.917820,-1.379494
6378113.960472,-11.150277,-47.917603,-1.742228,-1.927900,-1.376096
6378112.220940,-13.081372,-49.292628,-1.737219,-1.933827,-1.374111
6378110.485321,-15.017080,-50.666111,-1.734247,-1.937318,-1.372946
6378108.752022,-16.955508,-52.038688,-1.732487,-1.939378,-1.372261
6378107.020096,-18.895540,-53.410732,-1.731446,-1.940593,-1.371857
6378105.288981,-20.836520,-54.782460,-1.730830,-1.941310,-1.371619
6378103.558347,-22.778058,-56.154004,-1.730466,-1.941734,-1.371478
6378101.827997,-24.719927,-57.525437,-1.730251,-1.941984,-1.371395
6378100.097814,-26.661992,-58.896806,-1.730124,-1.942132,-1.371346
6378098.367731,-28.604171,-60.268137,-1.730049,-1.942220,-1.371317
6378096.702772,-30.614347,-61.668502,-1.542170,-2.128421,-1.455599
6378095.328996,-32.868640,-63.196758,-1.179987,-2.380208,-1.607672
6378094.384854,-35.361293,-64.887617,-0.679182,-2.598135,-1.775675
6378094.013075,-38.036470,-66.740535,-0.034631,-2.735809,-1.925646
6378094.351018,-40.787397,-68.719514,0.736521,-2.739143,-2.021148
6378095.505936,-43.453554,-70.752268,1.590620,-2.556689,-2.026629
6378097.528383,-45.829245,-72.732840,2.458251,-2.151735,-1.910926
6378100.389127,-47.684190,-74.527671,3.250568,-1.513827,-1.650600
6378103.964979,-48.794321,-75.984798,3.870682,-0.667218,-1.232816
6378108.037926,-48.978598,-76.945595,4.228551,0.325881,-0.657492
6378112.308329,-48.651686,-77.755129,4.434164,0.002132,-1.112372
6378117.020099,-49.009689,-79.122811,4.993372,-0.724851,-1.621574
6378122.243278,-50.038598,-80.948615,5.319281,-1.170563,-1.922498
6378127.556390,-51.220316,-82.881302,5.307815,-1.191269,-1.941378
6378132.860537,-52.418172,-84.828636,5.301001,-1.203497,-1.952423
6378138.159362,-53.625559,-86.784556,5.296961,-1.210719,-1.958911
6378143.455036,-54.838576,-88.745525,5.294570,-1.214985,-1.962730
6378148.748844,-56.054919,-90.709469,5.293156,-1.217505,-1.964982
6378154.041549,-57.273226,-92.675167,5.292319,-1.218994,-1.966311
6378159.333602,-58.492693,-94.641900,5.291825,-1.219873,-1.967095
6378164.625270,-59.712846,-96.609245,5.291533,-1.220393,-1.967559
6378169.916711,-60.933405,-98.576951,5.291361,-1.220700,-1.967832
6378175.208017,-62.154202,-100.544870,5.291259,-1.220881,-1.967994
6378180.563781,-62.946147,-102.391884,5.415575,-0.256389,-1.663084
6378185.982306,-62.674336,-103.796875,5.388098,0.800556,-1.106957
6378191.269365,-61.386247,-104.552697,5.145465,1.764409,-0.372753
6378196.198561,-59.205768,-104.512819,4.668816,2.574518,0.473503
6378200.536157,-56.312096,-103.602293,3.962690,3.181763,1.355803
6378204.064442,-52.926202,-101.823976,3.054539,3.552410,2.195834
6378206.603405,-49.294103,-99.257000,1.991855,3.670550,2.920635
6378208.028507,-45.668509,-96.047936,0.837282,3.538876,3.469453
6378208.282790,-42.290554,-92.395775,-0.337710,3.177720,3.799123
6378207.382242,-39.373315,-88.532471,-1.459877,2.622463,3.887478
6378205.562950,-36.476216,-84.395221,-1.983683,3.221484,4.275099
6378203.473472,-32.900324,-79.997752,-2.196933,3.867712,4.504644
6378201.159159,-29.107328,-75.488971,-2.413842,3.727484,4.511847
6378198.677791,-25.426669,-70.975529,-2.538833,3.640039,4.514641
6378196.099731,-21.815208,-66.460243,-2.611526,3.586807,4.515782
6378193.465268,-18.245599,-61.944183,-2.654060,3.554819,4.516277
6378190.797741,-14.701049,-57.427778,-2.679044,3.535734,4.516508
6378188.110772,-11.171419,-52.911207,-2.693752,3.524394,4.516623
6378185.412347,-7.650645,-48.394551,-2.702424,3.517672,4.516683
6378182.707167,-4.135116,-43.877850,-2.707540,3.513693,4.516716
6378179.998000,-0.622690,-39.361124,-2.710561,3.511339,4.516735
6378177.286478,2.887900,-34.844383,-2.712345,3.509948,4.516745
6378174.573566,6.397405,-30.327635,-2.713398,3.509126,4.516751
6378171.859833,9.906269,-25.810881,-2.714020,3.508640,4.516755
6378169.145488,13.414642,-21.294121,-2.726454,3.497670,4.517126
6378165.869249,16.355127,-16.802747,-3.850724,2.277109,4.415123
6378161.560386,17.920139,-12.562451,-4.714247,0.821619,4.012908
6378156.574676,18.002488,-8.862832,-5.197798,-0.665589,3.337357
6378151.292822,16.638045,-5.956015,-5.307650,-2.049101,2.433725
6378146.067177,13.992197,-4.042285,-5.093763,-3.207990,1.360046
6378141.181576,10.338214,-3.258954,-4.641855,-4.049765,0.183712
6378136.821313,6.023387,-3.672899,-4.061223,-4.520570,-1.022430
6378133.056744,1.427369,-5.277170,-3.469941,-4.610390,-2.184261
6378129.842227,-3.081976,-7.991799,-2.979322,-4.352738,-3.230586
6378127.029110,-7.189541,-11.668406,-2.748517,-3.808617,-4.075436
6378123.905252,-11.116011,-15.721720,-3.385404,-4.238680,-3.981465
6378120.263879,-15.687171,-19.619803,-3.825650,-4.823121,-3.846023
6378116.479286,-20.512162,-23.503796,-3.749386,-4.826318,-3.916470
6378112.754227,-25.339095,-27.442618,-3.704211,-4.827364,-3.957950
6378109.064410,-30.166651,-31.413744,-3.677485,-4.827685,-3.982405
6378105.395436,-34.994389,-35.403922,-3.661683,-4.827771,-3.996834
6378101.738783,-39.822170,-39.405344,-3.652345,-4.827786,-4.005352
6378098.089411,-44.649955,-43.413406,-3.646826,-4.827782,-4.010382
6378094.444341,-49.477733,-47.425389,-3.643565,-4.827775,-4.013353
6378090.801814,-54.305505,-51.439687,-3.641639,-4.827769,-4.015108
6378087.160788,-59.133273,-55.455354,-3.640501,-4.827766,-4.016145
6378083.520649,-63.961037,-59.471828,-3.639828,-4.827763,-4.016757
6378079.881035,-68.788799,-63.488780,-3.639431,-4.827762,-4.017119
6378076.241730,-73.616561,-67.506014,-3.639196,-4.827761,-4.017333
6378072.657339,-78.327001,-71.714115,-3.497526,-4.466444,-4.562562
6378069.172240,-82.487302,-76.584771,-3.520265,-3.838913,-5.134026
6378065.527309,-86.014563,-81.873573,-3.814544,-3.221265,-5.392872
6378061.474675,-88.976350,-87.262815,-4.325099,-2.725219,-5.332292
6378056.840927,-91.535218,-92.438116,-4.960847,-2.426320,-4.965836
6378051.553499,-93.906957,-97.108223,-5.614561,-2.354162,-4.326057
6378045.646240,-96.313614,-101.022785,-6.184146,-2.491900,-3.461812
6378039.244605,-98.940561,-103.986821,-6.591458,-2.784731,-2.434380
6378032.534730,-101.905695,-105.870854,-6.795144,-3.155245,-1.312722
6378025.723617,-105.246057,-106.616016,-6.795270,-3.522355,-0.168223
