ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378042.748544,26.434746,-199.007751,-1.508486,-3.070762,-5.569629
6378041.259850,23.355669,-204.576038,-1.358555,-3.133108,-5.558918
6378040.205097,20.111660,-210.106179,-0.743871,-3.346315,-5.495554
6378039.763555,16.686531,-215.558296,-0.135224,-3.495018,-5.403232
6378039.923004,13.142617,-220.905255,0.456546,-3.584346,-5.285612
6378040.662668,9.536033,-226.123696,1.023817,-3.621004,-5.146683
6378041.954911,5.915883,-231.194448,1.560519,-3.612267,-4.990824
6378043.766804,2.323844,-236.102880,2.062142,-3.565666,-4.822722
6378046.061657,-1.205948,-240.839163,2.525675,-3.488700,-4.647285
6378048.800467,-4.646724,-245.398452,2.949498,-3.388565,-4.469556
6378051.943236,-7.978667,-249.780969,3.333223,-3.271922,-4.294617
