gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.060032,0.339273,0.167222
0.160061,0.588876,0.268586
0.112389,0.816666,0.387551
0.186120,1.166846,0.501110
0.157698,1.419637,0.743810
0.159408,1.695951,0.678609
0.221191,1.872652,0.740514
0.215418,2.071381,0.878995
0.300108,2.217124,0.973950
0.386420,2.444988,1.004457
0.295820,2.476207,1.114411
0.356994,2.574815,1.103679
0.275212,2.737464,1.065992
0.358385,2.836709,1.084817
0.285675,2.970463,1.189603
0.303491,3.083281,1.252197
0.369551,3.006378,1.239644
0.331880,3.120641,1.222380
0.432300,3.167515,1.197643
0.388914,3.260824,1.335992
0.466712,3.260128,1.314788
0.375092,3.346999,1.331993
0.452722,3.257190,1.355590
0.355225,3.393751,1.397061
0.331779,3.348348,1.356385
0.418765,3.365461,1.365297
0.389936,3.336631,1.377661
0.401395,3.442016,1.393857
0.383934,3.496888,1.390090
0.329735,3.463807,1.334447
0.385714,3.416783,1.311863
0.386619,3.427023,1.310940
0.378310,3.425410,1.419945
0.417519,3.479439,1.341017
0.296090,3.355040,1.278259
0.398041,3.506528,1.336999
0.413798,3.446654,1.423322
0.390031,3.390206,1.427834
0.405677,3.374343,1.315638
0.339820,3.339230,1.342723
0.405134,3.399967,1.351835
0.399868,3.329412,1.378062
0.431162,3.289095,1.401300
0.323687,3.353834,1.375034
0.335458,3.282984,1.294920
0.312446,3.312469,1.250994
0.306580,3.323927,1.372844
0.416519,3.320504,1.302348
0.285645,3.306524,1.270666
0.320257,3.249152,1.315177
0.319874,3.257286,1.270891
0.398428,3.268964,1.321666
0.317664,3.235833,1.252134
0.333753,3.225878,1.290082
0.356306,3.209981,1.234044
0.284534,3.216661,1.307964
0.350292,3.105830,1.301194
0.342812,3.125658,1.265454
0.302437,3.165533,1.293054
0.256307,3.139071,1.280492
0.321068,3.042357,1.181806
0.273086,3.065024,1.237856
0.314288,3.038293,1.187114
0.295993,3.065602,1.253419
0.370050,3.008051,1.188171
0.333007,2.988991,1.200260
0.348229,2.977320,1.239363
0.244301,2.974604,1.194045
0.237203,2.959096,1.165915
0.295132,2.948594,1.206708
0.286565,2.948348,1.135038
0.244044,2.923004,1.156184
0.290205,2.936296,1.185803
0.336014,2.970807,1.092932
0.291535,2.893012,1.088882
0.320885,2.868894,1.080957
0.298494,2.863861,1.091426
0.408475,2.851150,1.105256
0.349733,2.863910,1.153577
0.334185,2.755746,1.051226
0.263890,2.763659,1.089817
0.267564,2.780443,1.096076
0.279013,2.754894,1.083827
0.304829,2.773058,1.105090
0.256909,2.763808,1.056046
0.333728,2.818581,1.120651
0.249809,2.743139,1.105448
0.246072,2.713758,1.056708
0.308669,2.627139,1.097703
0.263658,2.645294,0.995240
0.264112,2.647845,1.060013
0.297794,2.602218,1.029789
0.269015,2.652232,1.006480
0.373650,2.531692,1.052760
0.334842,2.565854,1.057686
0.249505,2.592535,1.047265
0.292250,2.537039,1.090913
0.268835,2.563667,0.940790
0.190874,2.456148,1.056123
0.198544,2.572860,1.081672
0.236739,2.486041,0.995755
0.261318,2.478688,0.942266
0.280706,2.441410,0.984468
0.247587,2.444083,1.053848
0.266310,2.359956,0.969831
0.220113,2.471963,0.968705
0.257130,2.445365,1.035190
0.329851,2.385883,0.900183
0.280419,2.431152,0.961535
0.206885,2.449684,0.912355
0.217825,2.411865,0.961145
0.250079,2.353732,0.887357
0.305484,2.380292,0.854484
0.277518,2.398669,1.038383
0.224804,2.353689,0.929136
0.245273,2.265700,0.852844
0.293213,2.324081,0.796650
0.224769,2.327656,0.847248
0.175152,2.283779,0.926376
0.218928,2.275472,0.909015
0.154792,2.244582,0.890126
0.226047,2.281760,0.929218
0.202806,2.225311,0.931952
0.179848,2.183848,0.854591
0.178153,2.129151,0.831725
0.179644,2.275033,0.854123
0.126066,2.227596,0.874541
0.199194,2.196352,0.860866
0.233838,2.219822,0.863387
0.211650,2.152434,0.754596
0.133252,2.201109,0.763728
0.174391,2.080246,0.804496
0.124458,2.111438,0.739883
0.273482,2.182411,0.772289
0.249695,2.157168,0.864814
0.203928,2.140916,0.883816
