ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.001544,0.002865,0.000452
0.004476,0.008594,0.001309
0.008657,0.017189,0.002532
0.013959,0.028648,0.004083
0.020267,0.042784,0.005929
0.027479,0.059324,0.008038
0.035499,0.078017,0.010384
0.044243,0.098639,0.012942
0.053635,0.120988,0.015689
0.063604,0.144879,0.018605
0.074088,0.170146,0.021672
0.085031,0.196639,0.024873
0.096381,0.224222,0.028193
0.108091,0.252772,0.031619
0.120120,0.282179,0.035137
0.132429,0.312341,0.038738
0.144986,0.343169,0.042411
0.157758,0.374580,0.046147
0.170717,0.406500,0.049938
0.183839,0.438862,0.053777
0.197101,0.471607,0.057656
0.210482,0.504679,0.061570
0.223963,0.538029,0.065514
0.237528,0.571612,0.069482
0.251161,0.605390,0.073470
0.264849,0.639324,0.077474
0.278580,0.673383,0.081490
0.292342,0.707537,0.085516
0.306126,0.741760,0.089548
0.319922,0.776027,0.093584
0.333722,0.810316,0.097620
0.347519,0.844610,0.101656
0.361306,0.878889,0.105689
0.375078,0.913139,0.109718
0.388828,0.947345,0.113740
0.402553,0.981494,0.117755
0.416248,1.015575,0.121761
0.429910,1.049578,0.125757
0.443533,1.083494,0.129742
0.457117,1.117314,0.133716
0.470657,1.151031,0.137677
0.484152,1.184638,0.141624
0.497599,1.218130,0.145558
0.510996,1.251501,0.149477
0.524342,1.284747,0.153381
0.537634,1.317864,0.157269
0.550873,1.350848,0.161141
0.564056,1.383695,0.164998
0.577182,1.416404,0.168837
0.590251,1.448971,0.172660
0.603262,1.481395,0.176466
0.616213,1.513673,0.180255
0.629106,1.545805,0.184026
0.641938,1.577788,0.187780
0.654710,1.609621,0.191516
0.667421,1.641304,0.195234
0.680071,1.672835,0.198934
0.692659,1.704215,0.202617
0.705186,1.735442,0.206281
0.717652,1.766517,0.209928
0.730056,1.797438,0.213556
0.742399,1.828206,0.217167
0.754679,1.858821,0.220759
0.766898,1.889283,0.224333
0.779056,1.919591,0.227890
0.791152,1.949747,0.231428
0.803186,1.979750,0.234948
0.815160,2.009600,0.238451
0.827072,2.039298,0.241935
0.838923,2.068844,0.245402
0.850713,2.098239,0.248851
0.862443,2.127483,0.252282
0.874112,2.156577,0.255696
0.885721,2.185520,0.259091
0.897270,2.214314,0.262470
0.908760,2.242959,0.265831
0.920189,2.271456,0.269174
0.931560,2.299805,0.272500
0.942871,2.328007,0.275809
0.954124,2.356062,0.279101
0.965318,2.383971,0.282375
0.976454,2.411736,0.285632
0.987531,2.439355,0.288873
0.998551,2.466831,0.292096
1.009514,2.494163,0.295303
1.020419,2.521352,0.298493
1.031267,2.548400,0.301666
1.042058,2.575306,0.304823
1.052794,2.602072,0.307963
1.063472,2.628698,0.311087
1.074096,2.655184,0.314195
1.084663,2.681532,0.317286
1.095175,2.707742,0.320361
1.105632,2.733815,0.323420
1.116035,2.759751,0.326463
1.126383,2.785551,0.329490
1.136676,2.811216,0.332501
1.146916,2.836747,0.335496
1.157102,2.862144,0.338476
1.167235,2.887408,0.341440
1.177314,2.912539,0.344388
1.187341,2.937539,0.347321
1.197315,2.962407,0.350239
1.207237,2.987145,0.353141
1.217107,3.011754,0.356028
1.226925,3.036233,0.358900
1.236691,3.060584,0.361757
1.246407,3.084807,0.364599
1.256071,3.108903,0.367426
1.265684,3.132873,0.370238
1.275248,3.156717,0.373036
1.284761,3.180436,0.375818
1.294224,3.204030,0.378587
1.303637,3.227501,0.381340
1.313001,3.250848,0.384079
1.322316,3.274073,0.386804
1.331582,3.297176,0.389515
1.340799,3.320158,0.392211
1.349968,3.343019,0.394893
1.359089,3.365761,0.397561
1.368162,3.388383,0.400215
1.377188,3.410886,0.402855
1.386166,3.433271,0.405482
1.395097,3.455538,0.408094
1.403981,3.477689,0.410693
1.412818,3.499723,0.413278
1.421609,3.521642,0.415849
1.430354,3.543446,0.418407
1.439053,3.565135,0.420952
1.447706,3.586711,0.423483
1.456314,3.608173,0.426001
1.464877,3.629522,0.428506
1.473395,3.650760,0.430998
1.481868,3.671886,0.433476
1.490296,3.692901,0.435942
1.498681,3.713806,0.438394
1.507021,3.734601,0.440834
1.515317,3.755287,0.443261
1.523570,3.775864,0.445675
1.531780,3.796333,0.448077
1.539947,3.816695,0.450466
1.548070,3.836950,0.452842
1.556151,3.857099,0.455206
1.564190,3.877142,0.457557
1.572187,3.897079,0.459896
1.580141,3.916912,0.462223
1.588054,3.936641,0.464538
1.595925,3.956267,0.466840
1.603755,3.975789,0.469131
1.611544,3.995209,0.471409
1.619292,4.014527,0.473676
1.626999,4.033743,0.475930
1.634666,4.052859,0.478173
1.642292,4.071874,0.480404
1.649879,4.090790,0.482623
1.657425,4.109606,0.484830
1.664932,4.128324,0.487026
1.672400,4.146943,0.489211
1.679828,4.165464,0.491384
1.687218,4.183888,0.493545
1.694568,4.202216,0.495696
1.701880,4.220447,0.497834
1.709154,4.238583,0.499962
1.716390,4.256623,0.502079
1.723587,4.274569,0.504184
