ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.000285,-0.010000
0.019997,0.000544,-0.020003
0.029991,0.000778,-0.030009
0.038345,0.000992,-0.040019
0.045647,0.001188,-0.050034
0.052210,0.001369,-0.060054
0.058105,0.001536,-0.070079
0.063398,0.001690,-0.080109
0.068148,0.001834,-0.090144
0.072406,0.001969,-0.100183
0.076222,0.002096,-0.110226
0.079637,0.002215,-0.120273
0.082690,0.002329,-0.130324
0.085416,0.002436,-0.140377
0.087846,0.002539,-0.150433
0.090008,0.002638,-0.160491
0.091929,0.002733,-0.170552
0.093629,0.002825,-0.180614
0.095131,0.002914,-0.190678
0.096453,0.003001,-0.200742
0.097611,0.003085,-0.210808
0.098621,0.003168,-0.220874
0.099497,0.003249,-0.230941
0.100249,0.003329,-0.241009
0.100890,0.003408,-0.251077
0.101430,0.003486,-0.261144
0.101876,0.003564,-0.271212
0.102239,0.003641,-0.281280
0.102524,0.003717,-0.291347
0.102739,0.003793,-0.301415
0.102888,0.003869,-0.311481
0.102979,0.003945,-0.321548
0.103015,0.004020,-0.331614
0.103001,0.004096,-0.341679
0.102940,0.004172,-0.351744
0.102837,0.004248,-0.361809
0.102695,0.004325,-0.371872
0.102515,0.004401,-0.381935
0.102302,0.004478,-0.391998
0.102058,0.004556,-0.402060
0.101783,0.004634,-0.412121
0.101482,0.004712,-0.422181
0.101154,0.004790,-0.432240
0.100803,0.004870,-0.442299
0.100428,0.004949,-0.452357
0.100032,0.005029,-0.462414
0.099616,0.005110,-0.472471
0.099181,0.005191,-0.482527
0.098728,0.005272,-0.492582
0.098257,0.005355,-0.502636
0.097769,0.005437,-0.512689
0.097266,0.005520,-0.522742
0.096748,0.005604,-0.532793
0.096215,0.005689,-0.542844
0.095668,0.005773,-0.552895
0.095108,0.005859,-0.562944
0.094535,0.005945,-0.572992
0.093949,0.006031,-0.583040
0.093351,0.006118,-0.593087
0.092741,0.006205,-0.603133
0.092119,0.006293,-0.613179
0.091487,0.006382,-0.623223
0.090843,0.006471,-0.633267
0.090189,0.006560,-0.643310
0.089525,0.006650,-0.653352
0.088850,0.006741,-0.663393
0.088165,0.006832,-0.673433
0.087471,0.006923,-0.683473
0.086767,0.007015,-0.693512
0.086053,0.007107,-0.703550
0.085330,0.007200,-0.713587
0.084599,0.007293,-0.723624
0.083858,0.007387,-0.733659
0.083108,0.007481,-0.743694
0.082350,0.007575,-0.753728
0.081583,0.007670,-0.763761
0.080808,0.007765,-0.773793
0.080024,0.007861,-0.783825
0.079232,0.007957,-0.793856
0.078432,0.008054,-0.803886
0.077624,0.008150,-0.813915
0.076807,0.008247,-0.823943
0.075983,0.008345,-0.833970
0.075152,0.008443,-0.843997
0.074312,0.008541,-0.854023
0.073465,0.008640,-0.864048
0.072611,0.008739,-0.874072
0.071749,0.008838,-0.884096
0.070880,0.008937,-0.894119
0.070003,0.009037,-0.904140
0.069119,0.009137,-0.914161
0.068228,0.009238,-0.924182
0.067330,0.009338,-0.934201
0.066425,0.009439,-0.944220
0.065513,0.009541,-0.954238
0.064594,0.009642,-0.964255
0.063669,0.009744,-0.974271
0.062736,0.009846,-0.984287
0.061797,0.009948,-0.994301
0.060852,0.010051,-1.004315
0.059900,0.010154,-1.014328
0.058941,0.010257,-1.024341
0.057976,0.010360,-1.034352
0.057004,0.010463,-1.044363
0.056027,0.010567,-1.054373
0.055043,0.010671,-1.064382
0.054052,0.010775,-1.074391
0.053056,0.010879,-1.084399
0.052054,0.010984,-1.094405
0.051045,0.011088,-1.104412
0.050031,0.011193,-1.114417
0.049011,0.011298,-1.124422
0.047984,0.011403,-1.134425
0.046953,0.011509,-1.144429
0.045915,0.011614,-1.154431
0.044871,0.011720,-1.164432
0.043822,0.011826,-1.174433
0.042768,0.011931,-1.184433
0.041708,0.012038,-1.194433
0.040642,0.012144,-1.204431
0.039571,0.012250,-1.214429
0.038494,0.012357,-1.224426
0.037412,0.012463,-1.234422
0.036325,0.012570,-1.244418
0.035233,0.012677,-1.254413
0.034135,0.012784,-1.264407
0.033033,0.012891,-1.274400
0.031925,0.012998,-1.284393
0.030812,0.013105,-1.294385
0.029694,0.013213,-1.304376
0.028571,0.013320,-1.314367
0.027443,0.013428,-1.324357
0.026311,0.013536,-1.334346
0.025173,0.013643,-1.344334
0.024031,0.013751,-1.354322
0.022884,0.013859,-1.364309
0.021733,0.013967,-1.374295
0.020576,0.014075,-1.384280
0.019415,0.014183,-1.394265
0.018250,0.014291,-1.404249
0.017080,0.014400,-1.414233
0.015906,0.014508,-1.424216
0.014727,0.014616,-1.434198
0.013544,0.014725,-1.444179
0.012356,0.014833,-1.454160
0.011164,0.014942,-1.464140
0.009968,0.015050,-1.474119
