mag_x (uT),mag_y (uT),mag_z (uT)
27.650912,-0.000476,-16.624127
27.649653,-0.013631,-16.623608
27.653924,-0.016361,-16.603848
27.654044,-0.007903,-16.606548
27.666816,-0.004278,-16.607010
27.663552,-0.014728,-16.594966
27.663064,-0.024135,-16.585675
27.668667,-0.020973,-16.577196
27.673603,-0.040258,-16.580913
27.679010,-0.039519,-16.558240
27.690299,-0.058726,-16.556784
27.701749,-0.047719,-16.548749
27.705284,-0.052543,-16.529867
27.732759,-0.056031,-16.523109
27.731129,-0.068860,-16.502436
27.727748,-0.080336,-16.482158
27.740285,-0.093520,-16.459649
27.759143,-0.085127,-16.442900
27.781364,-0.090717,-16.429824
27.791754,-0.115193,-16.430030
27.788548,-0.113624,-16.405175
27.803956,-0.120369,-16.389894
27.807376,-0.134579,-16.362700
27.813974,-0.144269,-16.350548
27.811685,-0.157972,-16.319103
27.838949,-0.156497,-16.329536
27.853578,-0.136428,-16.297205
27.831714,-0.155976,-16.289690
27.863733,-0.151678,-16.271288
27.860595,-0.185158,-16.266701
27.890359,-0.191752,-16.244257
27.868342,-0.193561,-16.228098
27.902416,-0.198993,-16.203853
27.913816,-0.208578,-16.191573
27.915405,-0.235845,-16.171801
27.924031,-0.230125,-16.171963
27.930195,-0.248015,-16.128915
27.952773,-0.227959,-16.121843
27.949900,-0.237110,-16.103754
27.959592,-0.244096,-16.091443
27.951463,-0.263086,-16.090312
27.974914,-0.270191,-16.053237
27.975181,-0.276546,-16.044418
27.983536,-0.289454,-16.047430
28.017225,-0.288304,-16.001874
28.008090,-0.304645,-15.990474
28.039304,-0.310511,-15.968079
28.042084,-0.320825,-15.949763
28.033884,-0.314574,-15.952753
28.058882,-0.338564,-15.925394
28.074939,-0.347166,-15.909741
28.075745,-0.350514,-15.909369
28.099516,-0.335774,-15.888135
28.091790,-0.359807,-15.875164
28.091446,-0.367426,-15.831112
28.101232,-0.367680,-15.822266
28.112557,-0.388023,-15.823157
28.141538,-0.382711,-15.812951
28.141542,-0.385056,-15.791672
28.134723,-0.404294,-15.766776
28.152303,-0.413301,-15.766214
28.154298,-0.412034,-15.745340
28.186436,-0.410886,-15.726087
28.176331,-0.431537,-15.706379
28.201725,-0.441587,-15.698008
28.180681,-0.425770,-15.692121
28.206627,-0.459840,-15.659133
28.201382,-0.444243,-15.651074
28.222821,-0.460773,-15.636238
28.235595,-0.459612,-15.613556
28.223278,-0.477638,-15.602048
