accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.998971,0.022939,-10.778452
1.006388,0.024835,-10.779841
0.997924,0.022214,-10.780862
0.838986,0.019732,-10.779650
0.736198,0.017583,-10.785825
0.667623,0.012021,-10.772095
0.595344,0.015452,-10.782619
0.539331,0.018389,-10.790498
0.499222,0.016939,-10.777948
0.458740,0.019676,-10.782960
0.411717,0.007356,-10.785814
0.365716,-0.000660,-10.774052
0.343717,0.006830,-10.782380
0.320444,-0.002898,-10.787191
0.296673,0.010131,-10.790759
0.268262,0.001939,-10.790587
0.249133,0.007403,-10.789076
0.232606,0.002707,-10.781922
0.214535,-0.004680,-10.779852
0.207578,-0.003527,-10.793589
0.208194,-0.009832,-10.780251
0.190358,-0.011560,-10.794400
0.191172,0.001646,-10.779713
0.176009,-0.009601,-10.780922
0.176794,-0.003980,-10.782652
0.165987,-0.002333,-10.782120
0.160299,-0.007457,-10.781518
0.158503,-0.004194,-10.781069
0.161516,-0.009129,-10.786647
0.160528,-0.005273,-10.780882
0.161051,-0.019467,-10.781782
0.155693,-0.017903,-10.776922
0.163036,-0.014467,-10.776357
0.170141,-0.013234,-10.786951
0.178244,-0.010799,-10.790779
0.170104,-0.020986,-10.781698
0.180034,-0.015176,-10.780479
0.173379,-0.010599,-10.786840
0.173568,-0.003425,-10.789996
0.184463,-0.016534,-10.778487
0.176608,-0.010685,-10.784530
0.182884,-0.020405,-10.777708
0.195398,-0.010276,-10.798029
0.196999,-0.022655,-10.787657
0.189834,-0.020184,-10.792316
0.204375,-0.012486,-10.788718
0.217790,-0.019564,-10.775354
0.214031,-0.024918,-10.789597
0.213070,-0.018019,-10.785938
0.223148,-0.028073,-10.785109
0.230094,-0.034309,-10.787135
0.233203,-0.021666,-10.780294
0.223282,-0.031319,-10.788229
0.239304,-0.023921,-10.790839
0.238173,-0.027731,-10.792167
0.239863,-0.023763,-10.779869
0.251972,-0.013832,-10.791008
0.255928,-0.028990,-10.782788
0.264016,-0.036893,-10.785584
0.267615,-0.027071,-10.788653
0.267086,-0.031684,-10.783035
0.274126,-0.037206,-10.777517
0.276364,-0.032297,-10.781842
0.289935,-0.031825,-10.779398
0.289519,-0.035845,-10.786794
0.295249,-0.034881,-10.779158
0.296250,-0.034142,-10.779732
0.307220,-0.040899,-10.782996
0.310473,-0.033130,-10.771898
0.306253,-0.030006,-10.771488
0.323565,-0.033461,-10.787799
0.324858,-0.032966,-10.782229
0.328219,-0.041996,-10.780829
0.330335,-0.037207,-10.780898
0.338043,-0.035594,-10.777737
0.339558,-0.046922,-10.770986
0.345283,-0.042211,-10.787521
0.350615,-0.038875,-10.773883
0.360150,-0.041131,-10.780240
0.355742,-0.046349,-10.775975
0.368268,-0.050734,-10.775821
0.367271,-0.038331,-10.777782
0.373256,-0.039775,-10.773134
0.387365,-0.039696,-10.771093
0.377333,-0.038543,-10.779557
0.385837,-0.040457,-10.778448
0.394359,-0.048717,-10.780998
0.394729,-0.045019,-10.770895
0.403521,-0.050030,-10.770084
0.402746,-0.051701,-10.774425
0.406896,-0.041293,-10.775326
0.418880,-0.053254,-10.780855
0.421589,-0.054048,-10.768826
0.417750,-0.044178,-10.770150
0.427104,-0.045343,-10.775223
0.428284,-0.046508,-10.770636
0.430354,-0.050729,-10.777536
0.437123,-0.049060,-10.772204
0.439259,-0.049002,-10.773164
0.449575,-0.052060,-10.782038
0.445362,-0.056731,-10.768095
0.461454,-0.049449,-10.772061
0.460311,-0.053131,-10.771732
0.455195,-0.056371,-10.773024
0.462591,-0.064140,-10.768213
0.471726,-0.055487,-10.762393
0.477264,-0.052623,-10.761579
0.476554,-0.058558,-10.766942
0.484040,-0.050441,-10.767316
0.478699,-0.054507,-10.765802
0.486940,-0.057533,-10.766507
0.495609,-0.062364,-10.774447
0.496199,-0.052697,-10.763349
0.501175,-0.054790,-10.766831
0.511541,-0.060737,-10.764726
0.504565,-0.053060,-10.767764
0.507766,-0.056349,-10.763964
0.520388,-0.062450,-10.769413
0.517199,-0.052719,-10.774346
0.521715,-0.065817,-10.771059
0.536573,-0.057670,-10.764961
0.532633,-0.058732,-10.767647
0.531527,-0.056347,-10.772558
0.540422,-0.054563,-10.777496
0.536609,-0.056693,-10.770309
0.546372,-0.070188,-10.765387
0.553617,-0.066452,-10.760303
0.552550,-0.056529,-10.764918
0.555696,-0.068345,-10.765761
0.569529,-0.067157,-10.753519
0.561613,-0.071960,-10.763878
0.574695,-0.063208,-10.762301
0.564043,-0.065787,-10.766577
0.560275,-0.064363,-10.772080
0.582482,-0.058124,-10.767136
0.591368,-0.065118,-10.771122
0.583881,-0.055784,-10.765031
0.586917,-0.068703,-10.761006
0.589193,-0.077851,-10.756274
0.596748,-0.061817,-10.760672
0.600694,-0.075602,-10.760162
0.588464,-0.075816,-10.758744
0.600529,-0.070259,-10.758694
0.604539,-0.068866,-10.755766
0.621153,-0.070507,-10.768655
0.619201,-0.076742,-10.764720
0.618951,-0.070631,-10.768855
0.618721,-0.070683,-10.760200
0.621094,-0.075577,-10.757307
0.619859,-0.064053,-10.755214
0.637327,-0.082687,-10.764100
0.635372,-0.078623,-10.757497
0.642349,-0.067414,-10.759250
0.638111,-0.075272,-10.750537
0.642979,-0.078860,-10.758336
0.648643,-0.075708,-10.762513
0.659391,-0.084681,-10.750378
0.655148,-0.081297,-10.763290
0.657262,-0.077004,-10.763687
0.655009,-0.077243,-10.768525
0.663599,-0.067496,-10.759304
0.668089,-0.077098,-10.760415
0.667425,-0.084862,-10.764021
0.675414,-0.070561,-10.750868
0.670634,-0.084437,-10.757837
0.682542,-0.080977,-10.767686
0.677372,-0.087274,-10.753684
0.686249,-0.073796,-10.760108
0.680700,-0.086624,-10.764027
0.693711,-0.096804,-10.763328
0.694223,-0.087779,-10.754561
0.693686,-0.087075,-10.743337
0.699520,-0.077164,-10.751331
0.702286,-0.077722,-10.747355
0.711565,-0.084681,-10.757576
0.704602,-0.088816,-10.751792
0.703734,-0.082938,-10.764065
0.722196,-0.085751,-10.763855
0.709858,-0.092506,-10.752184
0.726436,-0.087820,-10.751296
0.724738,-0.085899,-10.747842
0.737635,-0.088311,-10.751036
0.728954,-0.087223,-10.749901
0.725418,-0.089586,-10.749498
0.732889,-0.087791,-10.750265
0.724463,-0.088236,-10.749306
0.724035,-0.085606,-10.747056
0.733917,-0.089213,-10.749716
0.742787,-0.081214,-10.743226
0.741513,-0.085473,-10.747887
0.746019,-0.082804,-10.745487
0.749824,-0.085999,-10.761338
0.749475,-0.085241,-10.745190
0.762777,-0.082317,-10.751176
0.753609,-0.086911,-10.747623
0.752439,-0.091943,-10.750241
0.772303,-0.086384,-10.749451
0.765433,-0.090009,-10.755287
0.767960,-0.082826,-10.138011
0.773675,-0.101794,-9.747465
0.777744,-0.087834,-9.749155
0.769595,-0.102421,-9.751564
0.775257,-0.096758,-9.745604
0.786675,-0.096659,-9.748832
0.791114,-0.086078,-9.741055
0.781752,-0.088361,-9.744515
0.791406,-0.091100,-9.741196
0.786393,-0.092181,-9.743600
0.804998,-0.101019,-9.742401
0.794586,-0.096671,-9.750012
0.800925,-0.102780,-9.743192
0.807258,-0.098730,-9.736575
0.805685,-0.096472,-9.744046
0.812269,-0.095136,-9.745718
0.815555,-0.097759,-9.753962
0.816677,-0.092611,-9.744745
0.813839,-0.089446,-9.738297
0.824141,-0.103122,-9.745850
0.821059,-0.097756,-9.743861
0.827751,-0.095294,-9.745165
0.841591,-0.098628,-9.746931
0.837091,-0.099533,-9.735874
0.841377,-0.104760,-9.734199
0.836542,-0.093080,-9.750027
0.825874,-0.105498,-9.738530
0.839811,-0.098969,-9.742405
0.846516,-0.099403,-9.741218
0.843905,-0.105037,-9.751642
0.846330,-0.092547,-9.743004
0.851455,-0.105751,-9.730601
0.853824,-0.104927,-9.738069
0.851845,-0.099960,-9.745236
0.862503,-0.096992,-9.745999
0.862143,-0.091928,-9.743642
0.856859,-0.094942,-9.735762
0.860307,-0.109106,-9.738126
0.861991,-0.102326,-9.743219
0.863443,-0.097294,-9.742461
0.876023,-0.093662,-9.736077
0.872601,-0.102654,-9.745208
0.877842,-0.106586,-9.742454
0.880554,-0.108237,-9.730739
0.876018,-0.102852,-9.739962
