mag_x (uT),mag_y (uT),mag_z (uT)
27.640632,0.003563,-16.606574
27.667973,-0.016319,-16.592601
27.655981,-0.016029,-16.620223
27.693838,-0.025396,-16.607560
27.634307,-0.017106,-16.589257
27.668541,-0.018295,-16.589103
27.672080,-0.052379,-16.591094
27.682356,-0.047529,-16.575306
27.686397,-0.082170,-16.562544
27.704423,-0.087246,-16.554568
27.710516,-0.100011,-16.548149
27.702259,-0.130757,-16.541127
27.711030,-0.140288,-16.519860
27.727415,-0.174658,-16.480692
27.735668,-0.200210,-16.479996
27.755460,-0.213477,-16.457720
27.767302,-0.230070,-16.451528
27.786252,-0.243818,-16.399133
27.782890,-0.281394,-16.388508
27.792688,-0.280674,-16.358254
27.812441,-0.316227,-16.356089
27.832445,-0.371635,-16.325184
27.830847,-0.361734,-16.300352
27.859906,-0.400951,-16.276287
27.847434,-0.422806,-16.244837
27.868672,-0.470784,-16.241602
27.889172,-0.494465,-16.198241
27.907197,-0.501699,-16.149586
27.909186,-0.533551,-16.156539
27.930429,-0.581461,-16.144271
27.959219,-0.579174,-16.114348
27.962052,-0.619856,-16.093073
27.971630,-0.652839,-16.056932
27.971225,-0.670098,-16.022435
28.006958,-0.702525,-16.007487
28.032342,-0.737181,-15.949597
28.019573,-0.743027,-15.957492
28.034811,-0.790347,-15.926866
28.073105,-0.802959,-15.907833
28.073517,-0.822759,-15.880130
28.093725,-0.834489,-15.862549
28.101275,-0.889317,-15.816546
28.109536,-0.906265,-15.796187
28.119507,-0.926642,-15.753363
28.146003,-0.964077,-15.747797
28.151820,-0.996484,-15.723516
28.143517,-1.021963,-15.683987
28.176249,-1.044070,-15.668296
28.164280,-1.057241,-15.647184
28.195455,-1.092992,-15.610251
28.212465,-1.105721,-15.605203
28.220008,-1.127571,-15.566681
28.239754,-1.168683,-15.548312
28.253229,-1.195331,-15.537720
28.280201,-1.237442,-15.492593
28.290602,-1.236548,-15.492765
28.305402,-1.257538,-15.456766
28.294983,-1.272252,-15.426020
28.298187,-1.316549,-15.397950
28.335256,-1.341740,-15.380967
28.311018,-1.355794,-15.364935
28.327875,-1.379350,-15.327527
28.355180,-1.400661,-15.294804
28.370406,-1.417418,-15.289369
28.376601,-1.458647,-15.254942
28.390356,-1.488066,-15.234965
28.405253,-1.499277,-15.214702
28.420195,-1.511964,-15.201413
28.431558,-1.522792,-15.170608
28.446918,-1.559010,-15.144106
28.465953,-1.593983,-15.122581
28.474003,-1.593579,-15.103183
28.479655,-1.630639,-15.086825
28.483627,-1.659678,-15.050514
28.505446,-1.676473,-15.032309
28.530973,-1.697045,-15.000302
