q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000022,0.000025,0.000025
1.000000,0.000064,0.000075,0.000075
1.000000,0.000123,0.000150,0.000150
1.000000,0.000199,0.000250,0.000250
1.000000,0.000289,0.000375,0.000375
1.000000,0.000391,0.000525,0.000525
0.999999,0.000505,0.000700,0.000700
0.999999,0.000630,0.000901,0.000898
0.999998,0.000763,0.001126,0.001118
0.999998,0.000905,0.001376,0.001357
0.999997,0.001053,0.001651,0.001612
0.999996,0.001208,0.001948,0.001883
0.999994,0.001369,0.002264,0.002167
0.999992,0.001534,0.002597,0.002463
0.999990,0.001704,0.002946,0.002770
0.999988,0.001877,0.003309,0.003086
0.999985,0.002054,0.003684,0.003410
0.999982,0.002233,0.004070,0.003742
0.999979,0.002415,0.004466,0.004079
0.999975,0.002598,0.004870,0.004422
0.999971,0.002784,0.005282,0.004770
0.999966,0.002970,0.005700,0.005122
0.999961,0.003158,0.006123,0.005477
0.999956,0.003347,0.006552,0.005836
0.999950,0.003536,0.006985,0.006196
0.999944,0.003726,0.007421,0.006559
0.999937,0.003916,0.007861,0.006923
0.999931,0.004106,0.008303,0.007289
0.999923,0.004296,0.008747,0.007655
0.999916,0.004485,0.009192,0.008022
0.999907,0.004675,0.009639,0.008389
0.999899,0.004864,0.010087,0.008756
0.999890,0.005052,0.010536,0.009124
0.999881,0.005241,0.010985,0.009491
0.999871,0.005428,0.011434,0.009857
0.999861,0.005615,0.011883,0.010223
0.999851,0.005801,0.012331,0.010588
0.999840,0.005986,0.012779,0.010952
0.999829,0.006170,0.013227,0.011316
0.999818,0.006354,0.013674,0.011678
0.999806,0.006536,0.014119,0.012039
0.999795,0.006718,0.014564,0.012398
0.999782,0.006898,0.015008,0.012757
0.999770,0.007078,0.015450,0.013113
0.999757,0.007257,0.015891,0.013469
0.999743,0.007434,0.016330,0.013823
0.999730,0.007611,0.016768,0.014175
0.999716,0.007786,0.017205,0.014526
0.999702,0.007960,0.017640,0.014875
0.999688,0.008134,0.018073,0.015223
0.999673,0.008306,0.018505,0.015569
0.999658,0.008477,0.018934,0.015913
0.999643,0.008647,0.019362,0.016256
0.999628,0.008816,0.019789,0.016596
0.999612,0.008984,0.020213,0.016935
0.999596,0.009151,0.020636,0.017273
0.999580,0.009316,0.021057,0.017608
0.999563,0.009481,0.021476,0.017942
0.999547,0.009644,0.021893,0.018274
0.999530,0.009807,0.022308,0.018604
0.999513,0.009968,0.022721,0.018933
0.999496,0.010128,0.023133,0.019260
0.999478,0.010287,0.023542,0.019585
0.999460,0.010445,0.023950,0.019908
0.999442,0.010602,0.024355,0.020229
0.999424,0.010758,0.024759,0.020549
0.999406,0.010913,0.025161,0.020867
0.999388,0.011067,0.025561,0.021183
0.999369,0.011220,0.025959,0.021497
0.999350,0.011371,0.026355,0.021810
0.999331,0.011522,0.026749,0.022121
0.999312,0.011672,0.027141,0.022430
0.999292,0.011820,0.027531,0.022737
0.999273,0.011968,0.027920,0.023043
0.999253,0.012114,0.028306,0.023347
0.999233,0.012260,0.028691,0.023649
0.999213,0.012405,0.029073,0.023950
0.999193,0.012548,0.029454,0.024249
0.999173,0.012691,0.029833,0.024546
0.999152,0.012832,0.030210,0.024842
0.999132,0.012973,0.030585,0.025135
0.999111,0.013113,0.030958,0.025428
0.999090,0.013252,0.031330,0.025718
0.999069,0.013389,0.031699,0.026007
0.999048,0.013526,0.032067,0.026294
0.999027,0.013662,0.032433,0.026580
0.999006,0.013797,0.032797,0.026864
0.998984,0.013931,0.033159,0.027147
0.998963,0.014064,0.033519,0.027427
0.998941,0.014197,0.033878,0.027707
0.998919,0.014328,0.034235,0.027984
0.998897,0.014458,0.034590,0.028260
0.998875,0.014588,0.034943,0.028535
0.998853,0.014717,0.035294,0.028808
0.998831,0.014844,0.035644,0.029079
0.998809,0.014971,0.035992,0.029349
0.998786,0.015097,0.036338,0.029618
0.998764,0.015222,0.036682,0.029884
0.998742,0.015347,0.037025,0.030150
0.998719,0.015470,0.037366,0.030414
0.998696,0.015593,0.037705,0.030676
0.998673,0.015715,0.038042,0.030937
0.998651,0.015836,0.038378,0.031196
0.998628,0.015956,0.038712,0.031454
0.998605,0.016075,0.039045,0.031711
0.998582,0.016194,0.039375,0.031966
0.998559,0.016312,0.039704,0.032219
0.998536,0.016429,0.040032,0.032471
0.998512,0.016545,0.040357,0.032722
0.998489,0.016660,0.040681,0.032971
0.998466,0.016775,0.041004,0.033219
0.998442,0.016889,0.041324,0.033466
0.998419,0.017002,0.041644,0.033711
0.998395,0.017114,0.041961,0.033955
0.998372,0.017226,0.042277,0.034197
0.998348,0.017336,0.042591,0.034438
0.998325,0.017447,0.042904,0.034678
0.998301,0.017556,0.043215,0.034916
0.998277,0.017664,0.043525,0.035153
0.998254,0.017772,0.043833,0.035388
0.998230,0.017879,0.044139,0.035623
0.998206,0.017986,0.044444,0.035856
0.998182,0.018092,0.044747,0.036087
0.998159,0.018197,0.045049,0.036318
0.998135,0.018301,0.045349,0.036547
0.998111,0.018405,0.045648,0.036774
0.998087,0.018508,0.045945,0.037001
0.998063,0.018610,0.046240,0.037226
0.998039,0.018711,0.046534,0.037450
0.998015,0.018812,0.046827,0.037673
0.997991,0.018912,0.047118,0.037894
0.997967,0.019012,0.047408,0.038114
0.997943,0.019111,0.047696,0.038333
0.997919,0.019209,0.047983,0.038551
0.997895,0.019307,0.048268,0.038768
0.997871,0.019404,0.048552,0.038983
0.997847,0.019500,0.048834,0.039197
0.997823,0.019596,0.049115,0.039410
0.997799,0.019691,0.049394,0.039621
0.997775,0.019785,0.049672,0.039832
0.997751,0.019879,0.049949,0.040041
0.997727,0.019972,0.050224,0.040249
0.997703,0.020065,0.050498,0.040456
0.997679,0.020157,0.050770,0.040662
0.997655,0.020248,0.051041,0.040867
0.997631,0.020339,0.051311,0.041070
0.997607,0.020429,0.051579,0.041273
0.997583,0.020518,0.051846,0.041474
0.997559,0.020607,0.052111,0.041674
0.997535,0.020696,0.052376,0.041873
0.997511,0.020783,0.052638,0.042071
0.997487,0.020871,0.052900,0.042268
0.997463,0.020957,0.053160,0.042464
0.997439,0.021043,0.053419,0.042658
0.997415,0.021129,0.053676,0.042852
0.997391,0.021214,0.053932,0.043044
0.997367,0.021298,0.054187,0.043235
0.997343,0.021382,0.054440,0.043426
0.997319,0.021466,0.054693,0.043615
0.997295,0.021548,0.054943,0.043803
0.997272,0.021631,0.055193,0.043990
0.997248,0.021712,0.055441,0.044176
0.997224,0.021794,0.055688,0.044361
0.997200,0.021874,0.055934,0.044545
0.997177,0.021954,0.056179,0.044728
0.997153,0.022034,0.056422,0.044910
0.997129,0.022113,0.056664,0.045091
0.997106,0.022192,0.056905,0.045271
0.997082,0.022270,0.057144,0.045450
0.997059,0.022347,0.057383,0.045628
0.997035,0.022424,0.057620,0.045805
0.997012,0.022501,0.057856,0.045981
0.996988,0.022577,0.058090,0.046156
0.996965,0.022653,0.058324,0.046330
0.996941,0.022728,0.058556,0.046503
0.996918,0.022802,0.058787,0.046675
0.996895,0.022877,0.059017,0.046846
0.996871,0.022950,0.059245,0.047016
0.996848,0.023023,0.059473,0.047186
0.996825,0.023096,0.059699,0.047354
0.996802,0.023168,0.059925,0.047521
0.996779,0.023240,0.060149,0.047688
0.996756,0.023312,0.060371,0.047853
0.996733,0.023382,0.060593,0.048018
0.996710,0.023453,0.060814,0.048182
0.996687,0.023523,0.061033,0.048344
0.996664,0.023592,0.061251,0.048506
0.996641,0.023661,0.061469,0.048667
0.996618,0.023730,0.061685,0.048827
0.996595,0.023798,0.061900,0.048987
0.996573,0.023866,0.062113,0.049145
0.996550,0.023933,0.062326,0.049302
0.996527,0.024000,0.062538,0.049459
0.996505,0.024067,0.062748,0.049615
0.996482,0.024133,0.062958,0.049770
0.996460,0.024199,0.063166,0.049924
0.996437,0.024264,0.063374,0.050077
0.996415,0.024329,0.063580,0.050229
0.996393,0.024393,0.063785,0.050380
0.996370,0.024457,0.063989,0.050531
0.996348,0.024521,0.064192,0.050681
0.996326,0.024584,0.064394,0.050830
0.996304,0.024647,0.064595,0.050978
0.996282,0.024709,0.064795,0.051125
0.996260,0.024771,0.064994,0.051272
0.996238,0.024833,0.065192,0.051417
0.996216,0.024894,0.065389,0.051562
0.996194,0.024955,0.065585,0.051706
0.996172,0.025015,0.065779,0.051850
0.996150,0.025076,0.065973,0.051992
0.996129,0.025135,0.066166,0.052134
0.996107,0.025195,0.066358,0.052275
0.996085,0.025254,0.066549,0.052415
0.996064,0.025312,0.066739,0.052554
0.996042,0.025370,0.066927,0.052693
0.996021,0.025428,0.067115,0.052831
0.996000,0.025486,0.067302,0.052968
0.995978,0.025543,0.067488,0.053104
0.995957,0.025600,0.067673,0.053240
0.995936,0.025656,0.067857,0.053375
0.995915,0.025712,0.068040,0.053509
0.995894,0.025768,0.068222,0.053642
0.995873,0.025823,0.068404,0.053775
0.995852,0.025878,0.068584,0.053907
0.995831,0.025933,0.068763,0.054038
0.995810,0.025987,0.068942,0.054169
0.995789,0.026041,0.069119,0.054298
