gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.232555,0.291461,0.338104
0.496559,0.624793,0.582310
0.720970,0.798944,0.856647
0.838811,1.137498,1.163722
1.015410,1.460115,1.363186
1.161905,1.699572,1.728937
1.352069,1.999348,1.935477
1.341376,2.336247,2.322976
1.569917,2.568876,2.480247
1.606173,2.868224,2.747575
1.673002,3.105730,2.916304
1.779648,3.398256,3.043641
1.807293,3.658707,3.213433
1.911172,3.784251,3.413881
1.949536,3.987230,3.478777
2.010679,4.147683,3.591632
2.047080,4.247888,3.749760
2.092443,4.430387,3.788879
2.028095,4.534957,3.892383
2.141649,4.638187,3.889332
2.124791,4.684108,3.992170
2.108824,4.740426,4.035721
2.225647,4.848805,4.097677
2.196548,4.960673,4.154984
2.153115,4.928803,4.186775
2.284777,4.957968,4.109882
2.142420,5.057476,4.142766
2.229397,5.072095,4.122785
2.187762,5.073792,4.262916
2.143358,5.097692,4.207364
2.175848,5.130703,4.159155
2.169857,5.176016,4.180080
2.151623,5.112720,4.217723
2.178638,5.127834,4.162757
2.268683,5.189483,4.156005
2.159280,5.170065,4.161087
2.144673,5.256899,4.179875
2.085426,5.097720,4.216563
2.103554,5.171994,4.176136
2.103845,5.039330,4.170802
2.118958,5.073501,4.178372
2.020487,5.118651,4.094513
1.994282,5.139911,4.069984
2.077732,5.072299,4.067785
1.999498,5.144661,4.086019
1.963348,5.046823,4.066340
2.017174,4.995915,4.111319
1.970800,5.018100,4.001624
2.001103,4.941651,3.975886
1.954185,4.960428,3.981789
2.007235,5.008249,4.042612
1.913994,4.930854,3.938041
1.973396,4.913278,4.010832
1.977609,4.921802,3.985399
2.036378,4.876523,3.805864
1.926892,4.759693,3.827741
1.871864,4.817243,3.760158
1.886170,4.853115,3.922968
1.841150,4.769721,3.858176
1.837810,4.761008,3.742126
1.809943,4.737440,3.742253
1.873833,4.713798,3.832853
1.828537,4.682263,3.680674
1.889208,4.673215,3.726468
1.867040,4.692220,3.646611
1.814906,4.702474,3.691913
1.822206,4.560418,3.676477
1.739417,4.562048,3.614690
1.811290,4.621187,3.596242
1.756053,4.571122,3.639115
1.720774,4.559451,3.558037
1.713805,4.508302,3.524904
1.763104,4.439522,3.549604
1.696206,4.372146,3.556811
1.666190,4.433545,3.502912
1.700584,4.446557,3.493071
1.678548,4.410454,3.404525
1.620220,4.326411,3.421244
1.672811,4.303612,3.415801
1.686942,4.378101,3.401199
1.664697,4.349839,3.340913
1.575846,4.244874,3.284132
1.603939,4.222034,3.254122
1.592190,4.166385,3.246331
1.600111,4.201804,3.302155
1.570848,4.175565,3.297669
1.535445,4.245033,3.292918
1.533641,4.160983,3.169315
1.495371,4.134651,3.268215
1.528459,4.073101,3.251021
1.465771,4.094411,3.194238
1.492840,4.047309,3.239782
1.519411,4.012995,3.186155
1.471786,4.022318,3.127167
1.541341,3.999538,3.140925
1.389427,3.928732,3.054011
1.459953,4.064453,3.076163
1.422738,3.945724,3.081980
1.524559,3.951258,2.980347
1.397515,3.913201,2.994122
1.457477,3.930936,2.942804
1.376828,3.846219,3.011746
1.429074,3.826780,2.976460
1.431122,3.817189,3.001944
1.440989,3.799756,2.948724
1.355722,3.915907,2.943571
1.350169,3.757294,2.943227
1.350598,3.697957,2.926855
1.329443,3.723933,2.896805
1.351843,3.755351,2.800791
1.360731,3.697340,2.821306
1.277868,3.645789,2.816487
1.297563,3.717962,2.791838
1.310517,3.650682,2.811195
1.315812,3.618536,2.813398
1.306378,3.628749,2.834910
1.282304,3.553706,2.768500
1.237501,3.597685,2.719257
1.228708,3.604806,2.705262
1.233093,3.583490,2.597770
1.150335,3.505051,2.769399
1.188493,3.507846,2.723146
1.235520,3.404801,2.654691
1.233586,3.547912,2.697370
1.233118,3.478561,2.576818
1.212555,3.379586,2.620518
1.263584,3.365811,2.607137
1.182179,3.339648,2.538998
1.131683,3.369980,2.581918
1.192846,3.368644,2.574733
1.144997,3.395545,2.490673
1.129534,3.360174,2.494326
1.179897,3.320684,2.441121
1.147948,3.405419,2.456152
1.094082,3.254022,2.489278
1.202692,3.248773,2.458063
1.042781,3.309063,2.491317
1.144336,3.214684,2.455244
1.123596,3.182809,2.436761
1.143319,3.148358,2.368825
1.061944,3.264243,2.410946
1.102488,3.159485,2.401748
1.102900,3.148552,2.372055
1.023642,3.091282,2.383113
1.058385,3.108377,2.334969
1.030927,3.166977,2.380386
1.076903,3.130861,2.311370
1.035953,3.073205,2.304965
1.026819,3.066352,2.283540
1.036565,3.030514,2.239847
0.970642,3.018273,2.343922
1.127344,3.038938,2.252264
0.980748,2.968513,2.218653
0.922883,2.947683,2.266625
1.020744,2.938174,2.212221
1.026878,2.914234,2.157283
0.998002,2.928122,2.211789
0.955041,2.874474,2.154218
1.002199,2.944792,2.133456
0.952701,2.835369,2.220542
0.956247,2.900162,2.153591
0.987227,2.865697,2.103089
0.920006,2.866063,2.097782
0.883211,2.785970,2.084454
0.907801,2.865598,2.073244
0.842239,2.808122,1.991355
0.839239,2.810156,2.086925
0.946840,2.773787,2.062006
0.953443,2.738668,1.989271
0.914442,2.763458,2.023239
0.924514,2.682900,1.970065
0.860334,2.704426,2.029128
0.869309,2.674597,2.005418
0.927757,2.627430,2.001084
0.845277,2.608260,1.987748
0.861122,2.638614,1.992224
0.904236,2.629688,1.864757
0.887315,2.569525,1.924955
0.767148,2.692683,1.963496
0.851126,2.584477,1.896506
0.882721,2.609948,1.933181
0.807320,2.599517,1.941427
0.772583,2.515099,1.919385
0.801156,2.519155,1.878244
0.795980,2.467491,1.851477
0.770630,2.532632,1.872746
0.710992,2.467526,1.922583
0.809506,2.414427,1.797343
0.815397,2.544033,1.937675
0.843636,2.502151,1.871771
0.777340,2.506300,1.851671
0.808158,2.458441,1.820601
0.721848,2.559835,1.810069
0.769323,2.449792,1.754595
0.699376,2.385876,1.789505
0.708440,2.508241,1.734133
0.732670,2.330352,1.699245
0.748719,2.418118,1.753463
0.798059,2.415925,1.762374
0.689592,2.327551,1.783898
0.728607,2.333165,1.737053
0.766630,2.301289,1.722968
0.755913,2.365031,1.729025
0.754327,2.350473,1.715322
0.677461,2.234126,1.668963
0.756783,2.281699,1.667362
0.769699,2.275009,1.779871
0.702041,2.292045,1.625384
0.753173,2.221946,1.612483
0.751602,2.205303,1.631307
0.659712,2.217815,1.626475
0.720343,2.187900,1.605038
0.771590,2.224380,1.520812
0.675985,2.189215,1.583247
0.626946,2.224642,1.570061
0.642945,2.153906,1.607479
0.686766,2.106297,1.594802
0.611475,2.176185,1.538565
0.715967,2.091753,1.491165
0.652061,2.151535,1.559647
0.653145,2.088713,1.490115
0.556402,2.071460,1.557493
0.550518,2.075956,1.588459
0.650675,2.177685,1.452119
0.616612,2.093597,1.467964
0.643157,2.053668,1.529691
0.640602,2.017269,1.447417
0.534850,2.093262,1.434900
0.647161,2.090513,1.477077
0.657797,1.992495,1.464672
0.571502,1.997298,1.405324
0.653443,1.929232,1.410519
0.615478,1.945617,1.494889
0.615621,1.930396,1.410682
0.693866,1.960456,1.392781
0.615674,1.977231,1.371874
0.610511,1.960742,1.484976
0.561320,1.923108,1.503439
0.569380,1.866723,1.339761
0.604562,1.964714,1.389299
0.606646,1.912573,1.353533
0.563305,1.903447,1.343363
0.555475,1.983436,1.338766
0.522715,1.880913,1.390408
0.474018,1.886522,1.308333
0.486789,1.772458,1.312809
0.592452,1.847378,1.335323
0.549109,1.892305,1.348932
0.606310,1.808342,1.310714
0.556116,1.830543,1.345120
0.537349,1.829491,1.280675
0.550456,1.795559,1.312463
0.547922,1.809837,1.302745
0.454964,1.760381,1.286565
0.509817,1.807121,1.261170
0.539408,1.746917,1.335500
0.563057,1.747724,1.293226
0.562911,1.678924,1.234067
0.477082,1.638326,1.300034
0.511965,1.721051,1.234795
0.550148,1.716054,1.289295
0.521730,1.665342,1.224410
0.618580,1.709909,1.275036
0.427633,1.689344,1.232095
0.551231,1.698079,1.184740
0.516743,1.639113,1.140799
0.491256,1.676938,1.183452
0.497225,1.697538,1.216812
0.405095,1.700193,1.215438
0.468777,1.580102,1.173760
0.481965,1.622292,1.159423
0.519139,1.625019,1.130533
0.402746,1.651317,1.104481
0.462826,1.621520,1.189288
0.444153,1.607896,1.171461
0.446470,1.548389,1.166466
0.462622,1.588457,1.167878
0.425432,1.572313,1.178711
0.431666,1.543694,1.059585
0.387197,1.548832,1.085501
0.431357,1.510505,1.133901
0.465878,1.529084,1.113901
0.409797,1.564416,1.150451
0.525558,1.557151,1.181395
0.478029,1.481470,1.090385
0.472327,1.568626,1.131246
0.468837,1.474041,1.072259
0.384647,1.496605,1.052584
0.406649,1.422888,0.998213
0.396684,1.498592,1.044109
0.487311,1.398330,0.953962
0.468341,1.557867,1.052063
0.442510,1.392059,1.064410
0.450896,1.452852,1.033773
0.359795,1.426443,1.030702
0.409027,1.401169,1.024789
0.394511,1.395987,1.048951
0.491288,1.423503,1.044148
0.436902,1.409224,1.016335
0.445444,1.479147,0.998791
0.465874,1.443091,1.042907
0.456246,1.403995,0.963318
0.423559,1.362481,0.994604
0.402849,1.351550,0.945126
0.393237,1.357432,0.956011
