ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.002251,0.010000,-0.010000
0.004274,0.020002,-0.019999
0.006088,0.030007,-0.029996
0.007712,0.040015,-0.039991
0.009163,0.050027,-0.049984
0.010454,0.060043,-0.059974
0.011599,0.070064,-0.069960
0.012611,0.080091,-0.079943
0.013505,0.087545,-0.089924
0.014293,0.093112,-0.099904
0.014982,0.098131,-0.109882
0.015583,0.102659,-0.119859
0.016102,0.106745,-0.129833
0.016548,0.110434,-0.139807
0.016926,0.113766,-0.149779
0.017244,0.116778,-0.159749
0.017506,0.119502,-0.169719
0.017718,0.121967,-0.179688
0.017884,0.124199,-0.189656
0.018008,0.126224,-0.199624
0.018094,0.128061,-0.209591
0.018145,0.129730,-0.219557
0.018164,0.131249,-0.229524
0.018155,0.132633,-0.239489
0.018118,0.133896,-0.249455
0.018057,0.135050,-0.259420
0.017973,0.136107,-0.269385
0.017868,0.137077,-0.279350
0.017744,0.137969,-0.289315
0.017602,0.138792,-0.299279
0.017444,0.139552,-0.309244
0.017271,0.140257,-0.319209
0.017083,0.140912,-0.329173
0.016882,0.141523,-0.339138
0.016668,0.142095,-0.349102
0.016443,0.142632,-0.359067
0.016207,0.143138,-0.369032
0.015960,0.143616,-0.378996
0.015704,0.144070,-0.388961
0.015439,0.144503,-0.398925
0.015164,0.144916,-0.408890
0.014882,0.145313,-0.418855
0.014591,0.145695,-0.428819
0.014293,0.146064,-0.438784
0.013988,0.146422,-0.448749
0.013675,0.146770,-0.458714
0.013356,0.147110,-0.468678
0.013030,0.147443,-0.478643
0.012698,0.147770,-0.488608
0.012360,0.148092,-0.498573
0.012015,0.148409,-0.508538
0.011665,0.148723,-0.518502
0.011310,0.149034,-0.528467
0.010949,0.149344,-0.538432
0.010583,0.149651,-0.548397
0.010211,0.149958,-0.558362
0.009834,0.150263,-0.568326
0.009453,0.150569,-0.578291
0.009066,0.150875,-0.588256
0.008674,0.151181,-0.598220
0.008278,0.151487,-0.608185
0.007877,0.151795,-0.618150
0.007472,0.152104,-0.628114
0.007062,0.152414,-0.638079
0.006647,0.152725,-0.648043
0.006228,0.153038,-0.658008
0.005805,0.153353,-0.667972
0.005378,0.153670,-0.677936
0.004946,0.153989,-0.687901
0.004510,0.154310,-0.697865
0.004070,0.154633,-0.707829
0.003625,0.154959,-0.717793
0.003177,0.155286,-0.727757
0.002725,0.155616,-0.737721
0.002268,0.155949,-0.747685
0.001808,0.156283,-0.757649
0.001344,0.156620,-0.767613
0.000876,0.156960,-0.777576
0.000404,0.157302,-0.787540
-0.000072,0.157647,-0.797503
-0.000551,0.157994,-0.807467
-0.001035,0.158343,-0.817430
-0.001522,0.158695,-0.827394
-0.002012,0.159049,-0.837357
-0.002506,0.159406,-0.847320
-0.003004,0.159766,-0.857283
-0.003505,0.160128,-0.867246
-0.004010,0.160492,-0.877209
-0.004519,0.160859,-0.887172
-0.005031,0.161228,-0.897135
-0.005546,0.161600,-0.907097
-0.006065,0.161974,-0.917060
-0.006587,0.162350,-0.927022
-0.007112,0.162729,-0.936985
-0.007641,0.163110,-0.946947
-0.008173,0.163493,-0.956909
-0.008709,0.163879,-0.966871
-0.009248,0.164267,-0.976833
-0.009789,0.164657,-0.986795
-0.010335,0.165050,-0.996757
-0.010883,0.165445,-1.006718
-0.011434,0.165841,-1.016680
-0.011989,0.166241,-1.026642
-0.012547,0.166642,-1.036603
-0.013107,0.167045,-1.046564
-0.013671,0.167451,-1.056525
-0.014238,0.167859,-1.066487
-0.014808,0.168269,-1.076448
-0.015381,0.168680,-1.086408
-0.015956,0.169094,-1.096369
-0.016535,0.169510,-1.106330
-0.017117,0.169928,-1.116291
-0.017701,0.170348,-1.126251
-0.018288,0.170770,-1.136211
-0.018878,0.171194,-1.146172
-0.019471,0.171619,-1.156132
-0.020067,0.172047,-1.166092
-0.020665,0.172476,-1.176052
-0.021267,0.172908,-1.186012
-0.021871,0.173341,-1.195972
-0.022477,0.173776,-1.205931
-0.023086,0.174212,-1.215891
-0.023698,0.174651,-1.225850
-0.024313,0.175091,-1.235810
-0.024930,0.175533,-1.245769
-0.025549,0.175977,-1.255728
-0.026172,0.176422,-1.265687
-0.026796,0.176870,-1.275646
-0.027424,0.177318,-1.285605
-0.028053,0.177769,-1.295563
-0.028686,0.178221,-1.305522
-0.029320,0.178674,-1.315481
-0.029957,0.179130,-1.325439
-0.030597,0.179586,-1.335397
-0.031238,0.180045,-1.345355
-0.031883,0.180505,-1.355314
-0.032529,0.180966,-1.365272
-0.033178,0.181429,-1.375229
-0.033829,0.181893,-1.385187
-0.034482,0.182359,-1.395145
-0.035138,0.182827,-1.405103
-0.035796,0.183295,-1.415060
-0.036456,0.183765,-1.425017
-0.037118,0.184237,-1.434975
-0.037783,0.184710,-1.444932
-0.038449,0.185184,-1.454889
-0.039118,0.185660,-1.464846
-0.039789,0.186137,-1.474803
-0.040462,0.186615,-1.484760
-0.041137,0.187095,-1.494716
-0.041814,0.187576,-1.504673
-0.042493,0.188058,-1.514629
-0.043174,0.188541,-1.524586
-0.043857,0.189026,-1.534542
-0.044543,0.189512,-1.544498
-0.045230,0.189999,-1.554454
-0.045919,0.190487,-1.564410
-0.046610,0.190977,-1.574366
-0.047302,0.191468,-1.584322
-0.047997,0.191959,-1.594278
-0.048694,0.192452,-1.604233
-0.049392,0.192947,-1.614189
-0.050092,0.193442,-1.624144
-0.050795,0.193938,-1.634100
-0.051498,0.194436,-1.644055
-0.052204,0.194934,-1.654010
-0.052912,0.195434,-1.663965
-0.053621,0.195934,-1.673920
-0.054332,0.196436,-1.683875
-0.055044,0.196939,-1.693830
-0.055759,0.197443,-1.703784
-0.056475,0.197947,-1.713739
-0.057192,0.198453,-1.723693
-0.057912,0.198960,-1.733648
-0.058633,0.199468,-1.743602
-0.059355,0.199976,-1.753556
