ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.225177,1.000000,-10.780325
0.202810,0.999786,-10.780282
0.182822,0.999375,-10.780200
0.164969,0.998785,-10.780082
0.149029,0.998029,-10.779935
0.134821,0.997119,-10.779760
0.122181,0.996065,-10.779562
0.110960,0.994877,-10.779344
0.101021,0.735724,-10.779108
0.092353,0.545034,-10.778907
0.084834,0.488218,-10.778737
0.078309,0.436837,-10.778576
0.072683,0.390346,-10.778425
0.067871,0.348254,-10.778283
0.063795,0.310122,-10.778150
0.060384,0.275553,-10.778027
0.057574,0.244190,-10.777913
0.055305,0.215713,-10.777807
0.053526,0.189834,-10.777708
0.052187,0.166292,-10.777617
0.051245,0.144855,-10.777533
0.050660,0.125312,-10.777455
0.050397,0.107474,-10.777382
0.050424,0.091172,-10.777314
0.050710,0.076252,-10.777250
0.051230,0.062578,-10.777191
0.051960,0.050024,-10.777134
0.052878,0.038480,-10.777081
0.053964,0.027846,-10.777030
0.055201,0.018031,-10.776982
0.056572,0.008954,-10.776935
0.058065,0.000543,-10.776890
0.059665,-0.007269,-10.776847
0.061360,-0.014539,-10.776804
0.063141,-0.021323,-10.776762
0.064997,-0.027666,-10.776721
0.066921,-0.033613,-10.776680
0.068904,-0.039202,-10.776639
0.070939,-0.044468,-10.776599
0.073021,-0.049442,-10.776559
0.075143,-0.054153,-10.776518
0.077300,-0.058625,-10.776477
0.079488,-0.062881,-10.776436
0.081702,-0.066943,-10.776395
0.083939,-0.070829,-10.776352
0.086196,-0.074554,-10.776310
0.088469,-0.078135,-10.776267
0.090755,-0.081585,-10.776223
0.093053,-0.084916,-10.776178
0.095359,-0.088138,-10.776133
0.097673,-0.091262,-10.776087
0.099992,-0.094296,-10.776041
0.102314,-0.097248,-10.775993
0.104639,-0.100127,-10.775945
0.106964,-0.102937,-10.775896
0.109289,-0.105684,-10.775846
0.111613,-0.108375,-10.775795
0.113934,-0.111014,-10.775743
0.116252,-0.113604,-10.775691
0.118567,-0.116151,-10.775638
0.120876,-0.118656,-10.775584
0.123181,-0.121124,-10.775529
0.125480,-0.123557,-10.775473
0.127772,-0.125957,-10.775416
0.130058,-0.128328,-10.775359
0.132337,-0.130670,-10.775301
0.134609,-0.132986,-10.775242
0.136873,-0.135278,-10.775182
0.139129,-0.137546,-10.775121
0.141376,-0.139793,-10.775060
0.143616,-0.142019,-10.774998
0.145847,-0.144226,-10.774935
0.148069,-0.146414,-10.774871
0.150282,-0.148585,-10.774807
0.152487,-0.150740,-10.774742
0.154682,-0.152878,-10.774676
0.156868,-0.155001,-10.774610
0.159045,-0.157109,-10.774542
0.161212,-0.159203,-10.774475
0.163371,-0.161284,-10.774406
0.165519,-0.163351,-10.774337
0.167659,-0.165406,-10.774267
0.169789,-0.167448,-10.774197
0.171909,-0.169478,-10.774126
0.174020,-0.171496,-10.774054
0.176122,-0.173503,-10.773982
0.178214,-0.175499,-10.773910
0.180296,-0.177483,-10.773836
0.182369,-0.179457,-10.773763
0.184433,-0.181420,-10.773688
0.186487,-0.183373,-10.773613
0.188532,-0.185316,-10.773538
0.190567,-0.187248,-10.773462
0.192593,-0.189171,-10.773386
0.194609,-0.191084,-10.773309
0.196616,-0.192987,-10.773232
0.198614,-0.194880,-10.773154
0.200603,-0.196764,-10.773076
0.202582,-0.198639,-10.772997
0.204552,-0.200505,-10.772918
0.206513,-0.202361,-10.772839
0.208465,-0.204208,-10.772759
0.210407,-0.206046,-10.772679
0.212341,-0.207875,-10.772598
0.214265,-0.209696,-10.772518
0.216181,-0.211507,-10.772436
0.218087,-0.213310,-10.772355
