ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6377956.799796,7.534674,-33.547442,2.470436,-1.398779,4.998921
6377959.568792,6.668769,-28.582082,3.015239,-0.294943,4.917746
6377962.703807,6.969468,-23.734780,3.192626,0.917246,4.764654
6377965.873594,8.483029,-19.081024,3.372393,2.014278,4.512423
6377969.827961,10.476076,-14.508396,4.539066,1.939324,4.645344
6377974.872021,12.355905,-9.795491,5.347377,1.839338,4.722980
6377980.265660,14.182884,-5.120705,5.433075,1.816066,4.633331
6377985.725728,15.991065,-0.516162,5.483120,1.801315,4.579826
6377991.224674,17.787521,4.046548,5.512476,1.792255,4.548030
6377996.746456,19.576836,8.584430,5.529744,1.786783,4.529182
6378002.281683,21.361857,13.107602,5.539920,1.783508,4.518024
6378007.824836,23.144316,17.622072,5.545922,1.781559,4.511424
6378013.372666,24.925252,22.131394,5.549465,1.780402,4.507522
6378018.923257,26.705285,26.637675,5.551556,1.779717,4.505216
6378024.475479,28.484784,31.142157,5.552792,1.779312,4.503854
6378030.028664,30.263967,35.645577,5.553522,1.779072,4.503049
6378035.582418,32.042963,40.148370,5.553953,1.778931,4.502573
6378041.138824,33.834374,44.641993,5.576734,1.904670,4.413816
6378046.752938,36.092291,48.803972,5.631717,2.622963,3.898610
6378052.360557,39.072652,52.436993,5.562001,3.342869,3.358827
6378057.837110,42.763476,55.521493,5.368966,4.040400,2.802204
6378063.061622,47.132827,58.043036,5.057875,4.696398,2.233608
6378067.919896,52.130152,59.992067,4.637009,5.292884,1.657920
6378072.307405,57.687707,61.363898,4.117415,5.813539,1.079989
6378076.131908,63.722424,62.158654,3.512571,6.244129,0.504581
6378079.315679,70.138184,62.381166,2.837988,6.572861,-0.063669
6378081.797332,76.828402,62.040817,2.110763,6.790662,-0.620298
