ref_pos_x (m),ref_pos_y (m),ref_pos_z (m)
6378137.000000,0.000000,0.000000
6378137.000000,0.000000,0.000000
6378137.000023,0.000100,-0.000100
6378137.000065,0.000300,-0.000300
6378137.000126,0.000600,-0.000600
6378137.000203,0.001000,-0.001000
6378137.000295,0.001501,-0.001500
6378137.000399,0.002101,-0.002099
6378137.000515,0.002802,-0.002799
6378137.000642,0.003602,-0.003598
6378137.000777,0.004478,-0.004498
6378137.000919,0.005409,-0.005497
6378137.001069,0.006390,-0.006596
6378137.001225,0.007417,-0.007794
6378137.001386,0.008484,-0.009092
6378137.001552,0.009589,-0.010491
6378137.001721,0.010726,-0.011988
6378137.001893,0.011894,-0.013586
6378137.002068,0.013089,-0.015283
6378137.002246,0.014309,-0.017080
6378137.002424,0.015551,-0.018976
6378137.002605,0.016813,-0.020973
6378137.002785,0.018094,-0.023069
6378137.002967,0.019391,-0.025264
6378137.003149,0.020704,-0.027559
6378137.003330,0.022030,-0.029954
6378137.003511,0.023369,-0.032449
6378137.003692,0.024719,-0.035043
6378137.003872,0.026080,-0.037737
6378137.004050,0.027451,-0.040530
6378137.004228,0.028831,-0.043424
6378137.004404,0.030219,-0.046416
6378137.004578,0.031614,-0.049509
6378137.004751,0.033017,-0.052701
6378137.004922,0.034426,-0.055993
6378137.005090,0.035841,-0.059384
6378137.005257,0.037262,-0.062875
6378137.005422,0.038688,-0.066466
6378137.005584,0.040120,-0.070156
6378137.005743,0.041556,-0.073946
6378137.005900,0.042997,-0.077836
6378137.006055,0.044442,-0.081825
6378137.006206,0.045891,-0.085914
6378137.006355,0.047344,-0.090102
6378137.006501,0.048801,-0.094390
6378137.006644,0.050262,-0.098778
6378137.006784,0.051726,-0.103266
6378137.006921,0.053194,-0.107853
6378137.007054,0.054665,-0.112540
6378137.007185,0.056139,-0.117326
6378137.007311,0.057617,-0.122212
6378137.007435,0.059098,-0.127198
6378137.007555,0.060582,-0.132283
6378137.007672,0.062069,-0.137468
6378137.007785,0.063559,-0.142753
6378137.007894,0.065053,-0.148137
6378137.008000,0.066549,-0.153621
6378137.008102,0.068049,-0.159205
6378137.008201,0.069551,-0.164888
6378137.008295,0.071057,-0.170671
6378137.008386,0.072566,-0.176554
