ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.172007,0.182069,0.286479
0.326710,0.345856,0.572947
0.465734,0.493135,0.859394
0.590553,0.625505,1.145810
0.702499,0.744415,1.432192
0.802790,0.851166,1.697956
0.892529,0.946930,1.936244
0.972721,1.032765,2.149682
1.044273,1.109627,2.340645
1.108010,1.178377,2.511284
1.164680,1.239795,2.663545
1.214961,1.294583,2.799190
1.259465,1.343379,2.919812
1.298749,1.386754,3.026854
1.333317,1.425230,3.121620
1.363624,1.459275,3.205291
1.390083,1.489314,3.278935
1.413067,1.515731,3.343520
1.432916,1.538871,3.399919
1.449933,1.559050,3.448924
1.464397,1.576552,3.491250
1.476557,1.591633,3.527544
1.486640,1.604525,3.558394
1.494851,1.615440,3.584328
1.501374,1.624567,3.605826
1.506378,1.632079,3.623321
1.510014,1.638132,3.637206
1.512419,1.642866,3.647836
1.513716,1.646410,3.655531
1.514018,1.648879,3.660582
1.513425,1.650378,3.663252
1.512028,1.651001,3.663777
1.509912,1.650834,3.662372
1.507149,1.649955,3.659233
1.503808,1.648434,3.654533
1.499950,1.646335,3.648434
1.495629,1.643714,3.641077
1.490896,1.640626,3.632593
1.485794,1.637115,3.623099
1.480366,1.633226,3.612702
1.474647,1.628996,3.601497
1.468671,1.624462,3.589572
1.462467,1.619654,3.577004
1.456063,1.614601,3.563866
1.449483,1.609329,3.550220
1.442748,1.603862,3.536125
1.435879,1.598221,3.521633
1.428894,1.592426,3.506792
1.421808,1.586492,3.491644
1.414636,1.580438,3.476228
1.407392,1.574276,3.460579
1.400087,1.568019,3.444729
1.392732,1.561680,3.428705
1.385336,1.555268,3.412534
1.377909,1.548794,3.396238
1.370457,1.542267,3.379839
1.362988,1.535693,3.363356
1.355508,1.529080,3.346805
1.348024,1.522434,3.330202
1.340539,1.515762,3.313560
1.333058,1.509068,3.296893
1.325586,1.502358,3.280212
1.318127,1.495635,3.263526
1.310683,1.488903,3.246844
1.303257,1.482167,3.230176
1.295852,1.475428,3.213528
1.288471,1.468690,3.196906
1.281116,1.461956,3.180318
1.273787,1.455227,3.163767
1.266488,1.448506,3.147259
1.259220,1.441796,3.130799
1.251983,1.435096,3.114389
1.244778,1.428410,3.098034
1.237608,1.421738,3.081736
1.230473,1.415082,3.065498
1.223373,1.408443,3.049322
1.216309,1.401821,3.033211
1.209283,1.395218,3.017167
1.202293,1.388635,3.001190
1.195341,1.382072,2.985283
1.188427,1.375530,2.969447
1.181551,1.369010,2.953683
1.174714,1.362511,2.937991
1.167916,1.356035,2.922374
1.161156,1.349582,2.906830
1.154435,1.343153,2.891362
1.147754,1.336746,2.875969
1.141111,1.330364,2.860651
1.134507,1.324006,2.845410
1.127943,1.317673,2.830246
1.121417,1.311363,2.815158
1.114930,1.305079,2.800147
1.108482,1.298820,2.785212
1.102073,1.292585,2.770354
1.095702,1.286376,2.755573
1.089370,1.280192,2.740869
1.083076,1.274033,2.726242
1.076820,1.267899,2.711691
1.070602,1.261791,2.697216
1.064421,1.255708,2.682818
1.058279,1.249651,2.668495
1.052174,1.243619,2.654248
1.046106,1.237612,2.640077
1.040075,1.231631,2.625981
1.034081,1.225675,2.611960
1.028124,1.219745,2.598014
1.022203,1.213840,2.584142
1.016318,1.207960,2.570345
1.010469,1.202106,2.556621
1.004656,1.196277,2.542971
0.998879,1.190473,2.529394
0.993137,1.184694,2.515889
0.987431,1.178941,2.502458
0.981759,1.173212,2.489098
0.976122,1.167509,2.475810
0.970519,1.161830,2.462594
0.964951,1.156177,2.449449
0.959416,1.150548,2.436375
0.953916,1.144944,2.423371
0.948449,1.139364,2.410437
0.943016,1.133810,2.397573
0.937616,1.128279,2.384778
0.932249,1.122774,2.372052
0.926914,1.117292,2.359395
0.921613,1.111835,2.346806
0.916343,1.106403,2.334285
0.911106,1.100994,2.321831
0.905900,1.095610,2.309445
0.900727,1.090249,2.297126
0.895584,1.084913,2.284873
0.890473,1.079601,2.272686
0.885394,1.074312,2.260565
0.880345,1.069047,2.248509
0.875326,1.063806,2.236518
0.870339,1.058588,2.224593
0.865381,1.053394,2.212731
0.860454,1.048223,2.200934
0.855556,1.043075,2.189200
0.850688,1.037951,2.177529
0.845850,1.032850,2.165922
0.841041,1.027772,2.154377
0.836261,1.022717,2.142894
0.831510,1.017685,2.131474
0.826788,1.012676,2.120115
0.822094,1.007690,2.108817
0.817428,1.002726,2.097580
0.812791,0.997785,2.086404
0.808182,0.992866,2.075288
0.803600,0.987970,2.064232
0.799046,0.983096,2.053236
0.794519,0.978245,2.042299
0.790020,0.973415,2.031421
0.785548,0.968608,2.020601
0.781102,0.963823,2.009840
0.776684,0.959060,1.999137
0.772292,0.954318,1.988491
0.767926,0.949599,1.977903
0.763586,0.944901,1.967372
0.759272,0.940225,1.956898
0.754985,0.935570,1.946480
0.750723,0.930937,1.936118
0.746486,0.926325,1.925812
0.742275,0.921735,1.915562
0.738089,0.917166,1.905367
0.733928,0.912617,1.895227
0.729791,0.908090,1.885141
0.725680,0.903584,1.875109
0.721593,0.899099,1.865132
0.717530,0.894635,1.855208
0.713492,0.890191,1.845338
0.709477,0.885768,1.835521
0.705487,0.881366,1.825756
0.701520,0.876984,1.816045
0.697577,0.872622,1.806385
0.693657,0.868281,1.796777
0.689760,0.863960,1.787221
0.685887,0.859660,1.777717
0.682036,0.855379,1.768263
0.678209,0.851119,1.758861
0.674404,0.846878,1.749509
0.670622,0.842657,1.740207
0.666862,0.838456,1.730955
0.663124,0.834275,1.721753
0.659408,0.830113,1.712601
0.655715,0.825971,1.703497
0.652043,0.821849,1.694443
0.648393,0.817745,1.685437
0.644764,0.813662,1.676480
0.641157,0.809597,1.667570
0.637571,0.805551,1.658709
0.634006,0.801525,1.649895
0.630463,0.797518,1.641128
0.626940,0.793529,1.632409
0.623437,0.789559,1.623736
0.619956,0.785609,1.615110
0.616495,0.781676,1.606530
0.613054,0.777763,1.597997
0.609633,0.773868,1.589509
0.606233,0.769991,1.581066
0.602852,0.766133,1.572669
0.599491,0.762293,1.564317
0.596150,0.758472,1.556010
0.592829,0.754668,1.547747
0.589527,0.750883,1.539529
0.586244,0.747115,1.531355
0.582981,0.743366,1.523224
0.579736,0.739635,1.515137
0.576511,0.735921,1.507094
0.573304,0.732225,1.499094
0.570116,0.728546,1.491136
0.566947,0.724886,1.483221
0.563796,0.721242,1.475349
0.560664,0.717616,1.467519
0.557549,0.714008,1.459731
0.554453,0.710416,1.451984
0.551375,0.706842,1.444279
0.548315,0.703285,1.436616
0.545273,0.699746,1.428993
0.542248,0.696223,1.421411
0.539241,0.692717,1.413870
0.536252,0.689227,1.406369
0.533279,0.685755,1.398908
0.530324,0.682299,1.391488
0.527387,0.678860,1.384107
0.524466,0.675438,1.376765
0.521562,0.672032,1.369463
0.518675,0.668642,1.362200
0.515805,0.665269,1.354976
0.512951,0.661912,1.347791
0.510114,0.658571,1.340643
0.507293,0.655246,1.333535
0.504488,0.651937,1.326464
0.501700,0.648645,1.319431
0.498928,0.645368,1.312436
0.496172,0.642107,1.305478
0.493432,0.638862,1.298557
0.490707,0.635633,1.291673
0.487998,0.632419,1.284827
0.485305,0.629221,1.278016
0.482628,0.626038,1.271242
0.479965,0.622871,1.264505
0.477318,0.619719,1.257803
0.474687,0.616582,1.251137
0.472070,0.613461,1.244507
0.469469,0.610355,1.237913
0.466882,0.607264,1.231353
0.464311,0.604188,1.224829
0.461754,0.601127,1.218339
0.459211,0.598081,1.211884
0.456684,0.595049,1.205464
0.454171,0.592033,1.199078
0.451672,0.589031,1.192726
0.449187,0.586044,1.186408
0.446717,0.583071,1.180123
0.444261,0.580113,1.173873
0.441819,0.577169,1.167655
0.439391,0.574240,1.161471
0.436977,0.571325,1.155320
0.434577,0.568425,1.149202
0.432190,0.565538,1.143116
0.429817,0.562666,1.137063
0.427458,0.559807,1.131042
0.425112,0.556963,1.125053
0.422779,0.554133,1.119096
0.420460,0.551316,1.113171
0.418154,0.548514,1.107278
0.415861,0.545725,1.101416
0.413581,0.542949,1.095585
0.411314,0.540188,1.089786
0.409060,0.537440,1.084017
0.406819,0.534705,1.078279
0.404590,0.531984,1.072572
0.402375,0.529276,1.066895
0.400172,0.526582,1.061249
0.397981,0.523901,1.055632
0.395803,0.521233,1.050046
0.393637,0.518578,1.044489
0.391483,0.515936,1.038962
0.389342,0.513308,1.033465
0.387213,0.510692,1.027996
0.385096,0.508089,1.022557
0.382991,0.505499,1.017147
0.380898,0.502922,1.011766
0.378816,0.500358,1.006413
0.376747,0.497806,1.001089
0.374689,0.495267,0.995793
0.372643,0.492740,0.990525
0.370608,0.490226,0.985286
0.368585,0.487724,0.980074
0.366573,0.485235,0.974891
0.364573,0.482758,0.969734
0.362584,0.480293,0.964606
0.360606,0.477840,0.959504
0.358640,0.475400,0.954430
0.356684,0.472972,0.949383
0.354740,0.470555,0.944362
0.352806,0.468151,0.939369
0.350883,0.465759,0.934401
0.348972,0.463378,0.929461
0.347071,0.461010,0.924547
0.345180,0.458653,0.919658
0.343301,0.456308,0.914796
0.341432,0.453974,0.909960
0.339573,0.451652,0.905149
0.337725,0.449342,0.900364
0.335887,0.447043,0.895605
0.334060,0.444756,0.890871
0.332242,0.442479,0.886162
0.330435,0.440215,0.881478
0.328639,0.437961,0.876819
0.326852,0.435719,0.872185
0.325075,0.433488,0.867575
0.323308,0.431268,0.862990
0.321552,0.429059,0.858429
0.319805,0.426861,0.853893
0.318067,0.424674,0.849381
0.316340,0.422498,0.844892
0.314622,0.420333,0.840428
0.312914,0.418179,0.835987
0.311215,0.416036,0.831570
0.309526,0.413903,0.827176
0.307847,0.411781,0.822806
0.306176,0.409669,0.818459
0.304515,0.407568,0.814135
0.302864,0.405477,0.809834
0.301221,0.403397,0.805556
0.299588,0.401328,0.801301
0.297964,0.399269,0.797068
0.296349,0.397220,0.792858
0.294743,0.395181,0.788670
0.293146,0.393152,0.784504
0.291557,0.391134,0.780361
0.289978,0.389126,0.776239
0.288408,0.387128,0.772140
0.286846,0.385140,0.768062
0.285293,0.383162,0.764006
0.283748,0.381193,0.759971
0.282212,0.379235,0.755958
0.280685,0.377287,0.751966
0.279166,0.375348,0.747995
0.277656,0.373419,0.744046
0.276154,0.371500,0.740117
0.274660,0.369590,0.736209
0.273175,0.367690,0.732322
0.271698,0.365799,0.728456
0.270229,0.363918,0.724610
0.268769,0.362047,0.720784
0.267316,0.360185,0.716979
0.265871,0.358332,0.713194
0.264435,0.356489,0.709429
0.263006,0.354655,0.705684
0.261586,0.352830,0.701959
0.260173,0.351014,0.698254
0.258768,0.349208,0.694569
0.257371,0.347410,0.690903
0.255982,0.345622,0.687256
0.254600,0.343842,0.683629
0.253226,0.342072,0.680021
0.251860,0.340310,0.676432
0.250501,0.338558,0.672862
0.249149,0.336814,0.669311
0.247805,0.335079,0.665779
0.246469,0.333353,0.662266
0.245140,0.331636,0.658771
0.243818,0.329927,0.655295
0.242504,0.328227,0.651837
0.241197,0.326535,0.648398
0.239897,0.324852,0.644977
0.238604,0.323178,0.641574
0.237318,0.321512,0.638189
0.236040,0.319854,0.634822
0.234769,0.318205,0.631472
0.233504,0.316564,0.628141
0.232247,0.314931,0.624827
0.230996,0.313307,0.621531
0.229752,0.311691,0.618252
0.228516,0.310083,0.614991
0.227286,0.308483,0.611747
0.226062,0.306892,0.608520
0.224846,0.305308,0.605310
0.223636,0.303733,0.602117
0.222433,0.302165,0.598941
0.221237,0.300605,0.595782
0.220047,0.299054,0.592640
0.218863,0.297510,0.589515
0.217687,0.295974,0.586405
0.216516,0.294446,0.583313
0.215352,0.292925,0.580237
0.214195,0.291412,0.577177
0.213043,0.289907,0.574133
0.211899,0.288410,0.571105
0.210760,0.286920,0.568094
0.209628,0.285438,0.565098
0.208502,0.283963,0.562118
0.207382,0.282496,0.559154
0.206268,0.281036,0.556206
0.205160,0.279584,0.553273
0.204059,0.278139,0.550356
0.202963,0.276701,0.547455
0.201874,0.275271,0.544568
0.200790,0.273848,0.541697
0.199712,0.272432,0.538841
0.198641,0.271023,0.536001
0.197575,0.269622,0.533175
0.196515,0.268228,0.530364
0.195460,0.266841,0.527568
0.194412,0.265460,0.524787
0.193369,0.264087,0.522021
0.192332,0.262721,0.519269
0.191301,0.261362,0.516532
0.190275,0.260010,0.513809
0.189255,0.258664,0.511101
0.188241,0.257326,0.508407
0.187232,0.255994,0.505728
0.186228,0.254669,0.503062
0.185230,0.253351,0.500411
0.184238,0.252040,0.497773
0.183251,0.250735,0.495150
0.182269,0.249437,0.492540
0.181293,0.248146,0.489945
0.180322,0.246861,0.487363
0.179356,0.245583,0.484794
0.178395,0.244311,0.482240
0.177440,0.243046,0.479698
0.176490,0.241787,0.477171
0.175546,0.240535,0.474656
0.174606,0.239289,0.472155
0.173671,0.238049,0.469667
0.172742,0.236816,0.467192
0.171818,0.235589,0.464731
0.170898,0.234368,0.462282
0.169984,0.233154,0.459847
0.169074,0.231945,0.457424
0.168170,0.230743,0.455014
0.167271,0.229547,0.452616
0.166376,0.228358,0.450232
0.165486,0.227174,0.447860
0.164601,0.225996,0.445500
0.163721,0.224825,0.443154
0.162846,0.223659,0.440819
0.161976,0.222499,0.438497
0.161110,0.221346,0.436187
0.160249,0.220198,0.433889
0.159392,0.219056,0.431604
0.158541,0.217920,0.429330
0.157694,0.216789,0.427069
0.156851,0.215665,0.424819
0.156013,0.214546,0.422581
0.155180,0.213433,0.420356
0.154351,0.212326,0.418141
0.153527,0.211224,0.415939
0.152707,0.210128,0.413748
0.151891,0.209038,0.411569
0.151080,0.207953,0.409402
0.150274,0.206874,0.407245
0.149472,0.205800,0.405101
0.148674,0.204732,0.402967
0.147880,0.203670,0.400845
0.147091,0.202612,0.398734
0.146306,0.201561,0.396634
0.145525,0.200514,0.394546
0.144749,0.199473,0.392468
0.143977,0.198437,0.390401
0.143208,0.197407,0.388345
0.142445,0.196382,0.386300
0.141685,0.195362,0.384266
0.140929,0.194348,0.382243
0.140177,0.193338,0.380230
0.139430,0.192334,0.378228
0.138687,0.191335,0.376237
0.137947,0.190341,0.374256
0.137212,0.189352,0.372285
0.136480,0.188369,0.370325
0.135753,0.187390,0.368375
0.135029,0.186416,0.366436
0.134309,0.185448,0.364506
0.133594,0.184484,0.362587
0.132882,0.183525,0.360678
0.132174,0.182572,0.358780
0.131470,0.181623,0.356891
0.130769,0.180679,0.355012
0.130073,0.179740,0.353143
0.129380,0.178806,0.351284
0.128691,0.177876,0.349435
0.128005,0.176951,0.347595
0.127323,0.176031,0.345765
0.126645,0.175116,0.343945
0.125971,0.174206,0.342135
0.125300,0.173300,0.340334
0.124633,0.172399,0.338542
0.123970,0.171502,0.336760
0.123310,0.170611,0.334988
0.122653,0.169723,0.333225
0.122001,0.168841,0.331471
0.121351,0.167962,0.329726
0.120706,0.167089,0.327991
0.120063,0.166220,0.326264
0.119424,0.165355,0.324547
0.118789,0.164495,0.322839
0.118157,0.163639,0.321140
0.117528,0.162788,0.319450
0.116903,0.161941,0.317768
0.116281,0.161098,0.316096
0.115663,0.160260,0.314432
0.115048,0.159426,0.312778
0.114436,0.158596,0.311132
0.113827,0.157771,0.309494
0.113222,0.156950,0.307866
0.112620,0.156133,0.306245
0.112021,0.155320,0.304634
0.111426,0.154512,0.303031
0.110834,0.153708,0.301436
0.110244,0.152908,0.299850
0.109658,0.152112,0.298272
0.109076,0.151320,0.296703
0.108496,0.150532,0.295141
0.107919,0.149748,0.293588
0.107346,0.148968,0.292044
0.106776,0.148193,0.290507
0.106208,0.147421,0.288978
0.105644,0.146653,0.287458
