q0 (),q1,q2,q3
1.000000,0.000000,0.000000,0.000000
1.000000,0.000013,0.000017,0.000025
1.000000,0.000038,0.000050,0.000075
1.000000,0.000074,0.000097,0.000150
1.000000,0.000120,0.000156,0.000250
1.000000,0.000174,0.000227,0.000375
1.000000,0.000235,0.000307,0.000525
1.000000,0.000304,0.000397,0.000700
0.999999,0.000379,0.000495,0.000900
0.999999,0.000459,0.000600,0.001123
0.999999,0.000544,0.000712,0.001366
0.999998,0.000634,0.000829,0.001628
0.999997,0.000727,0.000952,0.001906
0.999997,0.000824,0.001079,0.002198
0.999996,0.000923,0.001210,0.002504
0.999995,0.001026,0.001345,0.002821
0.999993,0.001130,0.001484,0.003148
0.999992,0.001237,0.001625,0.003484
0.999990,0.001345,0.001768,0.003828
0.999988,0.001455,0.001914,0.004179
0.999986,0.001566,0.002062,0.004537
0.999984,0.001678,0.002211,0.004899
0.999982,0.001791,0.002362,0.005266
0.999979,0.001905,0.002514,0.005637
0.999976,0.002020,0.002667,0.006012
0.999973,0.002134,0.002821,0.006389
0.999970,0.002250,0.002975,0.006768
0.999967,0.002365,0.003130,0.007150
0.999963,0.002481,0.003286,0.007533
0.999959,0.002596,0.003442,0.007917
0.999955,0.002712,0.003598,0.008302
0.999951,0.002827,0.003754,0.008688
0.999947,0.002943,0.003911,0.009074
0.999942,0.003058,0.004067,0.009460
0.999938,0.003173,0.004223,0.009846
0.999933,0.003288,0.004379,0.010231
0.999928,0.003402,0.004535,0.010616
0.999922,0.003516,0.004691,0.011001
0.999917,0.003629,0.004846,0.011385
0.999911,0.003742,0.005001,0.011768
0.999905,0.003855,0.005156,0.012150
0.999900,0.003967,0.005310,0.012531
0.999893,0.004079,0.005464,0.012911
0.999887,0.004190,0.005617,0.013289
0.999881,0.004301,0.005770,0.013666
0.999874,0.004411,0.005922,0.014042
0.999867,0.004520,0.006074,0.014417
0.999861,0.004629,0.006226,0.014790
0.999854,0.004738,0.006376,0.015161
0.999846,0.004845,0.006526,0.015531
0.999839,0.004953,0.006676,0.015899
0.999832,0.005059,0.006825,0.016266
0.999824,0.005165,0.006974,0.016631
0.999816,0.005271,0.007121,0.016995
0.999808,0.005376,0.007269,0.017356
0.999801,0.005480,0.007415,0.017716
0.999792,0.005584,0.007561,0.018075
0.999784,0.005687,0.007706,0.018431
0.999776,0.005789,0.007851,0.018786
0.999768,0.005891,0.007995,0.019139
0.999759,0.005992,0.008139,0.019491
0.999750,0.006093,0.008281,0.019840
0.999742,0.006193,0.008424,0.020188
0.999733,0.006292,0.008565,0.020534
0.999724,0.006391,0.008706,0.020879
0.999715,0.006489,0.008846,0.021221
0.999705,0.006587,0.008986,0.021562
0.999696,0.006684,0.009125,0.021901
0.999687,0.006781,0.009263,0.022239
0.999677,0.006877,0.009401,0.022574
0.999668,0.006972,0.009538,0.022908
0.999658,0.007067,0.009674,0.023241
0.999648,0.007161,0.009810,0.023571
0.999639,0.007254,0.009945,0.023900
0.999629,0.007347,0.010080,0.024227
0.999619,0.007440,0.010214,0.024552
0.999609,0.007532,0.010347,0.024876
0.999599,0.007623,0.010479,0.025197
0.999588,0.007714,0.010611,0.025518
0.999578,0.007804,0.010743,0.025836
0.999568,0.007894,0.010873,0.026153
0.999557,0.007983,0.011003,0.026468
0.999547,0.008071,0.011133,0.026781
0.999536,0.008159,0.011262,0.027093
0.999526,0.008247,0.011390,0.027403
0.999515,0.008334,0.011518,0.027712
0.999504,0.008420,0.011645,0.028019
0.999493,0.008506,0.011771,0.028324
0.999482,0.008591,0.011897,0.028628
0.999471,0.008676,0.012022,0.028930
0.999461,0.008761,0.012147,0.029230
0.999449,0.008844,0.012271,0.029529
0.999438,0.008928,0.012394,0.029826
0.999427,0.009010,0.012517,0.030122
0.999416,0.009093,0.012639,0.030416
0.999405,0.009175,0.012760,0.030708
0.999394,0.009256,0.012882,0.030999
0.999382,0.009337,0.013002,0.031289
0.999371,0.009417,0.013122,0.031577
0.999359,0.009497,0.013241,0.031863
0.999348,0.009576,0.013360,0.032148
0.999336,0.009655,0.013478,0.032431
0.999325,0.009733,0.013595,0.032713
0.999313,0.009811,0.013712,0.032993
0.999302,0.009888,0.013829,0.033272
0.999290,0.009965,0.013945,0.033549
0.999278,0.010042,0.014060,0.033825
0.999267,0.010118,0.014175,0.034099
0.999255,0.010193,0.014289,0.034372
0.999243,0.010268,0.014402,0.034644
