ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.009999,0.010001,-0.010000
0.019995,0.020005,-0.020000
0.029985,0.030013,-0.030001
0.039968,0.038276,-0.040003
0.049943,0.045598,-0.050007
0.058733,0.052200,-0.060012
0.065360,0.058155,-0.070017
0.071308,0.063529,-0.080023
0.076645,0.068382,-0.090029
0.081429,0.072768,-0.100037
0.085716,0.076733,-0.110046
0.089553,0.080320,-0.120055
0.092986,0.083569,-0.130064
0.096053,0.086513,-0.140074
0.098791,0.089183,-0.150085
0.101232,0.091608,-0.160096
0.103405,0.093812,-0.170107
0.105335,0.095817,-0.180119
0.107047,0.097645,-0.190131
0.108562,0.099312,-0.200143
0.109899,0.100836,-0.210155
0.111075,0.102231,-0.220167
0.112106,0.103510,-0.230179
0.113005,0.104686,-0.240191
0.113785,0.105769,-0.250204
0.114458,0.106768,-0.260216
0.115034,0.107692,-0.270228
0.115521,0.108549,-0.280240
0.115929,0.109347,-0.290252
0.116264,0.110090,-0.300264
0.116534,0.110786,-0.310275
0.116744,0.111439,-0.320287
0.116899,0.112053,-0.330298
0.117006,0.112633,-0.340309
0.117067,0.113182,-0.350320
0.117087,0.113705,-0.360331
0.117070,0.114203,-0.370342
0.117019,0.114680,-0.380352
0.116937,0.115137,-0.390362
0.116826,0.115578,-0.400372
0.116688,0.116004,-0.410382
0.116527,0.116416,-0.420391
0.116343,0.116817,-0.430401
0.116139,0.117208,-0.440410
0.115915,0.117590,-0.450419
0.115675,0.117965,-0.460427
0.115417,0.118332,-0.470436
0.115145,0.118694,-0.480444
0.114859,0.119051,-0.490452
0.114559,0.119404,-0.500459
0.114247,0.119753,-0.510467
0.113923,0.120099,-0.520474
0.113589,0.120443,-0.530481
0.113244,0.120785,-0.540488
0.112889,0.121125,-0.550494
0.112525,0.121464,-0.560500
0.112153,0.121803,-0.570506
0.111772,0.122141,-0.580512
0.111383,0.122478,-0.590517
0.110987,0.122816,-0.600522
0.110583,0.123154,-0.610527
0.110173,0.123492,-0.620532
0.109755,0.123831,-0.630536
0.109332,0.124171,-0.640540
0.108901,0.124512,-0.650544
0.108465,0.124853,-0.660548
0.108023,0.125196,-0.670551
0.107575,0.125540,-0.680554
0.107122,0.125885,-0.690557
0.106663,0.126231,-0.700559
0.106199,0.126579,-0.710562
0.105730,0.126928,-0.720563
0.105255,0.127279,-0.730565
0.104776,0.127631,-0.740567
0.104292,0.127985,-0.750568
0.103803,0.128340,-0.760569
0.103309,0.128697,-0.770569
0.102811,0.129055,-0.780570
0.102308,0.129415,-0.790570
0.101801,0.129777,-0.800570
0.101289,0.130140,-0.810569
0.100774,0.130505,-0.820569
0.100253,0.130871,-0.830568
0.099729,0.131239,-0.840567
0.099200,0.131609,-0.850565
0.098667,0.131980,-0.860563
0.098131,0.132353,-0.870561
0.097590,0.132727,-0.880559
0.097045,0.133103,-0.890556
0.096496,0.133481,-0.900554
0.095944,0.133860,-0.910551
0.095387,0.134241,-0.920547
0.094827,0.134623,-0.930544
0.094263,0.135006,-0.940540
0.093695,0.135392,-0.950535
0.093124,0.135778,-0.960531
0.092549,0.136166,-0.970526
0.091970,0.136556,-0.980521
0.091388,0.136947,-0.990516
0.090802,0.137339,-1.000511
0.090212,0.137733,-1.010505
0.089619,0.138128,-1.020499
0.089023,0.138525,-1.030492
0.088423,0.138922,-1.040486
0.087820,0.139322,-1.050479
0.087214,0.139722,-1.060472
0.086604,0.140124,-1.070464
0.085990,0.140527,-1.080457
0.085374,0.140931,-1.090449
0.084754,0.141337,-1.100441
0.084131,0.141744,-1.110432
0.083505,0.142152,-1.120424
0.082876,0.142561,-1.130415
0.082244,0.142971,-1.140405
0.081608,0.143383,-1.150396
0.080969,0.143795,-1.160386
0.080328,0.144209,-1.170376
0.079683,0.144624,-1.180366
0.079035,0.145040,-1.190356
0.078385,0.145457,-1.200345
0.077731,0.145875,-1.210334
0.077075,0.146295,-1.220323
0.076415,0.146715,-1.230311
0.075753,0.147136,-1.240299
0.075088,0.147558,-1.250287
0.074420,0.147982,-1.260275
0.073749,0.148406,-1.270262
0.073076,0.148831,-1.280250
0.072399,0.149257,-1.290237
0.071720,0.149684,-1.300223
0.071039,0.150112,-1.310210
0.070354,0.150541,-1.320196
0.069667,0.150971,-1.330182
0.068978,0.151402,-1.340168
0.068286,0.151833,-1.350153
0.067591,0.152265,-1.360138
0.066894,0.152699,-1.370123
0.066194,0.153133,-1.380108
0.065491,0.153568,-1.390093
0.064786,0.154003,-1.400077
0.064079,0.154440,-1.410061
0.063369,0.154877,-1.420045
0.062657,0.155315,-1.430028
0.061943,0.155754,-1.440012
0.061226,0.156193,-1.449995
0.060506,0.156633,-1.459978
0.059785,0.157074,-1.469960
0.059061,0.157516,-1.479943
0.058335,0.157958,-1.489925
0.057606,0.158401,-1.499907
0.056875,0.158845,-1.509889
0.056143,0.159289,-1.519870
0.055407,0.159734,-1.529851
0.054670,0.160180,-1.539832
0.053931,0.160626,-1.549813
0.053189,0.161073,-1.559794
0.052445,0.161520,-1.569774
0.051699,0.161968,-1.579754
0.050952,0.162417,-1.589734
0.050202,0.162866,-1.599714
0.049450,0.163316,-1.609693
0.048696,0.163766,-1.619673
0.047940,0.164217,-1.629652
0.047182,0.164669,-1.639630
0.046422,0.165121,-1.649609
0.045660,0.165573,-1.659587
0.044896,0.166026,-1.669566
0.044130,0.166480,-1.679544
0.043363,0.166934,-1.689521
0.042593,0.167388,-1.699499
0.041822,0.167843,-1.709476
0.041049,0.168298,-1.719454
0.040274,0.168754,-1.729430
0.039497,0.169211,-1.739407
0.038719,0.169667,-1.749384
0.037938,0.170125,-1.759360
0.037156,0.170582,-1.769336
0.036373,0.171040,-1.779312
0.035587,0.171499,-1.789288
0.034800,0.171958,-1.799264
0.034011,0.172417,-1.809239
0.033221,0.172876,-1.819214
0.032429,0.173337,-1.829189
0.031635,0.173797,-1.839164
0.030840,0.174258,-1.849138
0.030043,0.174719,-1.859113
0.029245,0.175180,-1.869087
0.028445,0.175642,-1.879061
0.027643,0.176104,-1.889035
0.026840,0.176567,-1.899009
0.026036,0.177029,-1.908982
0.025230,0.177493,-1.918955
0.024422,0.177956,-1.928928
0.023613,0.178420,-1.938901
0.022803,0.178884,-1.948874
0.022242,0.179195,-1.953442
0.021895,0.179376,-1.953430
0.021550,0.179556,-1.953417
0.021206,0.179735,-1.953404
0.020865,0.179913,-1.953392
0.020524,0.180089,-1.953379
0.020186,0.180265,-1.953366
0.019849,0.180439,-1.953354
0.019514,0.180612,-1.953341
0.019180,0.180784,-1.953328
0.018848,0.180955,-1.953316
0.018518,0.181125,-1.953303
0.018190,0.181294,-1.953291
0.017863,0.181462,-1.953278
0.017537,0.181628,-1.953266
0.017214,0.181794,-1.953253
0.016891,0.181958,-1.953241
0.016571,0.182122,-1.953228
0.016252,0.182284,-1.953216
0.015934,0.182445,-1.953203
0.015619,0.182606,-1.953191
0.015304,0.182765,-1.953178
0.014992,0.182923,-1.953166
0.014680,0.183081,-1.953154
0.014371,0.183237,-1.953141
0.014063,0.183392,-1.953129
0.013756,0.183546,-1.953117
0.013451,0.183700,-1.953104
0.013148,0.183852,-1.953092
0.012846,0.184004,-1.953080
0.012545,0.184154,-1.953068
0.012246,0.184303,-1.953055
0.011949,0.184452,-1.953043
0.011653,0.184600,-1.953031
0.011358,0.184746,-1.953019
0.011065,0.184892,-1.953007
0.010773,0.185037,-1.952995
0.010483,0.185181,-1.952983
0.010194,0.185324,-1.952971
0.009907,0.185466,-1.952959
0.009621,0.185607,-1.952947
0.009337,0.185747,-1.952935
0.009054,0.185887,-1.952923
0.008772,0.186025,-1.952911
0.008492,0.186163,-1.952899
0.008213,0.186300,-1.952887
0.007936,0.186436,-1.952875
0.007660,0.186571,-1.952863
0.007385,0.186705,-1.952852
0.007112,0.186839,-1.952840
0.006840,0.186971,-1.952828
0.006569,0.187103,-1.952816
0.006300,0.187234,-1.952805
0.006032,0.187364,-1.952793
0.005766,0.187494,-1.952782
0.005501,0.187622,-1.952770
0.005237,0.187750,-1.952758
0.004974,0.187877,-1.952747
0.004713,0.188003,-1.952735
0.004453,0.188128,-1.952724
0.004195,0.188253,-1.952713
0.003937,0.188377,-1.952701
0.003681,0.188500,-1.952690
0.003427,0.188622,-1.952678
0.003173,0.188744,-1.952667
0.002921,0.188865,-1.952656
0.002670,0.188985,-1.952645
0.002421,0.189104,-1.952633
0.002172,0.189222,-1.952622
0.001925,0.189340,-1.952611
0.001679,0.189457,-1.952600
0.001435,0.189574,-1.952589
0.001191,0.189689,-1.952578
0.000949,0.189804,-1.952567
0.000708,0.189919,-1.952556
0.000468,0.190032,-1.952545
0.000230,0.190145,-1.952534
-0.000007,0.190257,-1.952523
-0.000243,0.190369,-1.952512
-0.000478,0.190479,-1.952501
-0.000712,0.190590,-1.952490
-0.000945,0.190699,-1.952479
-0.001176,0.190808,-1.952469
-0.001406,0.190916,-1.952458
-0.001635,0.191023,-1.952447
-0.001863,0.191130,-1.952437
-0.002090,0.191236,-1.952426
-0.002316,0.191342,-1.952415
-0.002540,0.191446,-1.952405
-0.002763,0.191551,-1.952394
-0.002986,0.191654,-1.952384
-0.003207,0.191757,-1.952373
-0.003427,0.191859,-1.952363
-0.003646,0.191961,-1.952353
-0.003863,0.192062,-1.952342
-0.004080,0.192163,-1.952332
-0.004295,0.192262,-1.952322
-0.004510,0.192362,-1.952311
-0.004723,0.192460,-1.952301
-0.004935,0.192558,-1.952291
-0.005147,0.192656,-1.952281
-0.005357,0.192753,-1.952271
-0.005566,0.192849,-1.952261
-0.005774,0.192945,-1.952250
-0.005981,0.193040,-1.952240
-0.006187,0.193134,-1.952230
-0.006392,0.193228,-1.952221
-0.006595,0.193322,-1.952211
-0.006798,0.193414,-1.952201
-0.007000,0.193507,-1.952191
-0.007201,0.193598,-1.952181
-0.007400,0.193690,-1.952171
-0.007599,0.193780,-1.952161
-0.007797,0.193870,-1.952152
-0.007993,0.193960,-1.952142
-0.008189,0.194049,-1.952132
-0.008384,0.194137,-1.952123
-0.008577,0.194225,-1.952113
-0.008770,0.194313,-1.952104
-0.008962,0.194399,-1.952094
-0.009152,0.194486,-1.952085
-0.009342,0.194572,-1.952075
-0.009531,0.194657,-1.952066
-0.009719,0.194742,-1.952056
-0.009906,0.194826,-1.952047
-0.010092,0.194910,-1.952038
-0.010277,0.194993,-1.952028
