ref_Yaw (deg),ref_Pitch (deg),ref_Roll (deg)
0.000000,0.000000,0.000000
0.002865,0.001977,0.001516
0.008594,0.005732,0.004396
0.017189,0.011086,0.008501
0.028648,0.017876,0.013708
0.042972,0.025955,0.019904
0.060161,0.035191,0.026986
0.080214,0.045462,0.034862
0.103132,0.056660,0.043449
0.128677,0.068687,0.052672
0.156573,0.081454,0.062463
0.186571,0.094881,0.072759
0.218445,0.108894,0.083505
0.251993,0.123429,0.094651
0.287030,0.138425,0.106151
0.323389,0.153830,0.117964
0.360921,0.169594,0.130053
0.399488,0.185675,0.142384
0.438969,0.202031,0.154926
0.479253,0.218627,0.167653
0.520238,0.235432,0.180540
0.561834,0.252415,0.193564
0.603960,0.269551,0.206704
0.646541,0.286816,0.219944
0.689510,0.304188,0.233265
0.732808,0.321647,0.246654
0.776379,0.339177,0.260096
0.820175,0.356761,0.273581
0.864151,0.374385,0.287096
0.908267,0.392037,0.300632
0.952487,0.409705,0.314180
0.996779,0.427377,0.327733
1.041113,0.445046,0.341282
1.085463,0.462703,0.354822
1.129805,0.480340,0.368346
1.174117,0.497949,0.381850
1.218382,0.515526,0.395329
1.262580,0.533064,0.408778
1.306697,0.550559,0.422194
1.350719,0.568007,0.435573
1.394633,0.585402,0.448913
1.438429,0.602742,0.462210
1.482095,0.620024,0.475463
1.525624,0.637245,0.488668
1.569006,0.654402,0.501825
1.612236,0.671493,0.514931
1.655306,0.688516,0.527986
1.698212,0.705470,0.540987
1.740948,0.722352,0.553933
1.783509,0.739163,0.566824
1.825893,0.755899,0.579658
1.868095,0.772561,0.592435
1.910113,0.789148,0.605154
1.951943,0.805658,0.617815
1.993585,0.822091,0.630417
2.035035,0.838447,0.642960
2.076292,0.854725,0.655443
2.117356,0.870926,0.667866
2.158224,0.887047,0.680228
2.198897,0.903090,0.692531
2.239372,0.919054,0.704773
2.279650,0.934939,0.716954
2.319730,0.950745,0.729075
2.359612,0.966473,0.741135
2.399296,0.982121,0.753135
2.438782,0.997690,0.765074
2.478069,1.013181,0.776953
2.517159,1.028593,0.788772
2.556051,1.043926,0.800530
2.594746,1.059181,0.812229
2.633243,1.074358,0.823867
2.671544,1.089457,0.835446
2.709649,1.104479,0.846965
2.747559,1.119423,0.858425
2.785273,1.134290,0.869826
2.822793,1.149080,0.881167
2.860120,1.163794,0.892450
2.897254,1.178431,0.903675
2.934196,1.192993,0.914841
2.970946,1.207479,0.925950
3.007505,1.221889,0.937000
3.043875,1.236225,0.947994
3.080056,1.250485,0.958929
3.116048,1.264672,0.969808
3.151853,1.278784,0.980630
3.187471,1.292823,0.991396
3.222904,1.306789,1.002106
3.258152,1.320682,1.012759
3.293215,1.334502,1.023357
3.328096,1.348249,1.033899
3.362794,1.361925,1.044387
3.397311,1.375530,1.054819
3.431647,1.389063,1.065197
3.465804,1.402525,1.075520
3.499782,1.415917,1.085790
3.533582,1.429239,1.096006
3.567205,1.442491,1.106168
3.600652,1.455673,1.116277
3.633924,1.468787,1.126333
3.667022,1.481831,1.136336
3.699946,1.494807,1.146287
3.732698,1.507716,1.156185
3.765277,1.520556,1.166032
3.797687,1.533330,1.175827
3.829926,1.546036,1.185571
3.861996,1.558676,1.195264
3.893898,1.571249,1.204905
3.925632,1.583756,1.214497
3.957201,1.596198,1.224038
3.988603,1.608575,1.233528
4.019841,1.620886,1.242970
4.050915,1.633133,1.252361
4.081826,1.645316,1.261703
4.112575,1.657435,1.270997
4.143162,1.669490,1.280241
4.173589,1.681482,1.289437
4.203857,1.693411,1.298585
4.233965,1.705277,1.307684
4.263916,1.717081,1.316736
4.293709,1.728824,1.325741
4.323346,1.740504,1.334698
4.352827,1.752123,1.343608
4.382154,1.763682,1.352472
4.411327,1.775179,1.361289
4.440346,1.786617,1.370059
4.469214,1.797994,1.378784
4.497930,1.809311,1.387463
4.526495,1.820569,1.396096
4.554910,1.831768,1.404684
4.583176,1.842909,1.413227
4.611294,1.853990,1.421725
4.639264,1.865014,1.430178
4.667087,1.875980,1.438587
4.694764,1.886888,1.446952
4.722296,1.897739,1.455273
4.749684,1.908533,1.463550
4.776927,1.919270,1.471784
4.804028,1.929951,1.479975
4.830987,1.940576,1.488122
4.857804,1.951145,1.496227
4.884480,1.961659,1.504290
4.911016,1.972117,1.512310
4.937413,1.982521,1.520288
4.963671,1.992870,1.528224
4.989792,2.003164,1.536118
5.015775,2.013405,1.543971
5.041622,2.023592,1.551783
5.067333,2.033725,1.559553
5.092909,2.043805,1.567283
5.118352,2.053833,1.574973
5.143660,2.063807,1.582622
5.168836,2.073729,1.590231
5.193879,2.083600,1.597799
5.218791,2.093418,1.605329
5.243573,2.103185,1.612818
5.268224,2.112900,1.620269
5.292746,2.122565,1.627680
5.317139,2.132179,1.635052
5.341404,2.141742,1.642386
5.365541,2.151255,1.649681
5.389552,2.160718,1.656938
5.413437,2.170132,1.664156
5.437197,2.179496,1.671337
5.460832,2.188811,1.678480
5.484342,2.198077,1.685586
5.507730,2.207295,1.692654
5.530994,2.216464,1.699686
5.554137,2.225585,1.706680
5.577158,2.234658,1.713638
5.600058,2.243683,1.720559
5.622838,2.252661,1.727443
5.645498,2.261592,1.734292
5.668039,2.270476,1.741105
5.690462,2.279313,1.747882
5.712768,2.288104,1.754623
5.734956,2.296849,1.761329
5.757028,2.305548,1.768000
5.778984,2.314201,1.774636
5.800824,2.322809,1.781236
5.822550,2.331372,1.787803
5.844162,2.339890,1.794334
5.865661,2.348363,1.800832
5.887047,2.356791,1.807295
5.908320,2.365176,1.813725
5.929482,2.373516,1.820121
5.950533,2.381812,1.826483
5.971473,2.390065,1.832811
5.992303,2.398275,1.839107
6.013024,2.406442,1.845369
6.033636,2.414565,1.851599
6.054140,2.422646,1.857796
6.074536,2.430685,1.863960
6.094825,2.438681,1.870092
6.115008,2.446636,1.876192
6.135085,2.454548,1.882260
6.155056,2.462419,1.888296
6.174923,2.470249,1.894300
6.194685,2.478038,1.900273
6.214344,2.485786,1.906214
6.233899,2.493493,1.912124
6.253352,2.501160,1.918004
6.272702,2.508786,1.923852
6.291951,2.516373,1.929670
6.311099,2.523919,1.935457
6.330147,2.531426,1.941213
6.349094,2.538894,1.946940
6.367942,2.546322,1.952636
6.386691,2.553712,1.958303
6.405342,2.561062,1.963940
6.423895,2.568374,1.969547
6.442350,2.575648,1.975125
6.460708,2.582883,1.980673
6.478970,2.590081,1.986192
6.497137,2.597240,1.991683
6.515208,2.604363,1.997144
6.533184,2.611447,2.002577
6.551065,2.618495,2.007982
6.568853,2.625505,2.013358
6.586547,2.632479,2.018705
6.604149,2.639416,2.024025
6.621658,2.646317,2.029317
6.639075,2.653181,2.034581
6.656401,2.660010,2.039817
6.673636,2.666802,2.045026
6.690780,2.673559,2.050208
6.707835,2.680281,2.055362
6.724800,2.686967,2.060489
6.741675,2.693618,2.065590
6.758463,2.700234,2.070663
6.775162,2.706816,2.075710
6.791773,2.713363,2.080731
6.808297,2.719875,2.085725
6.824735,2.726354,2.090693
6.841086,2.732798,2.095634
6.857351,2.739209,2.100550
6.873531,2.745585,2.105440
6.889626,2.751929,2.110305
6.905637,2.758239,2.115144
6.921564,2.764516,2.119957
6.937406,2.770760,2.124745
6.953166,2.776971,2.129508
6.968843,2.783150,2.134247
6.984438,2.789296,2.138960
6.999951,2.795410,2.143648
7.015382,2.801492,2.148312
7.030733,2.807542,2.152951
7.046003,2.813560,2.157566
7.061192,2.819547,2.162157
7.076302,2.825502,2.166724
7.091333,2.831426,2.171267
7.106285,2.837318,2.175785
7.121158,2.843180,2.180281
7.135953,2.849011,2.184752
7.150671,2.854812,2.189200
7.165311,2.860582,2.193625
7.179874,2.866322,2.198026
7.194361,2.872031,2.202405
7.208772,2.877711,2.206760
7.223108,2.883361,2.211093
7.237368,2.888981,2.215403
7.251553,2.894572,2.219690
7.265664,2.900133,2.223954
7.279700,2.905665,2.228197
7.293663,2.911168,2.232417
7.307553,2.916642,2.236615
7.321370,2.922088,2.240790
7.335114,2.927505,2.244944
7.348786,2.932893,2.249076
7.362386,2.938253,2.253187
7.375915,2.943585,2.257276
7.389373,2.948889,2.261343
7.402760,2.954165,2.265389
7.416077,2.959414,2.269414
7.429324,2.964635,2.273418
7.442502,2.969828,2.277400
7.455610,2.974995,2.281362
7.468650,2.980134,2.285303
7.481621,2.985246,2.289223
7.494524,2.990331,2.293123
7.507359,2.995390,2.297002
