ref_gyro_x (deg/s),ref_gyro_y (deg/s),ref_gyro_z (deg/s)
0.151606,0.197701,0.286479
0.287956,0.375547,0.572948
0.410478,0.535459,0.859396
0.520466,0.679170,1.145815
0.619093,0.808249,1.432201
0.707418,0.924116,1.718552
0.786402,1.028052,2.004868
0.856914,1.121219,2.291149
0.919767,1.204647,2.553561
0.975692,1.279269,2.788400
1.025350,1.345932,2.998305
1.069343,1.405399,3.185664
1.108214,1.458361,3.352638
1.142456,1.505441,3.501183
1.172518,1.547203,3.633067
1.198803,1.584155,3.749890
1.221679,1.616759,3.853102
1.241478,1.645431,3.944012
1.258500,1.670548,4.023806
1.273018,1.692450,4.093556
1.285278,1.711446,4.154233
1.295502,1.727814,4.206713
1.303893,1.741806,4.251792
1.310632,1.753652,4.290188
1.315883,1.763557,4.322551
1.319796,1.771709,4.349467
1.322506,1.778276,4.371471
1.324133,1.783412,4.389041
1.324788,1.787255,4.402614
1.324571,1.789931,4.412583
1.323570,1.791554,4.419304
1.321868,1.792225,4.423099
1.319536,1.792039,4.424259
1.316642,1.791080,4.423048
1.313245,1.789423,4.419704
1.309399,1.787138,4.414443
1.305153,1.784288,4.407459
1.300551,1.780928,4.398929
1.295632,1.777111,4.389012
1.290432,1.772882,4.377852
1.284984,1.768283,4.365580
1.279317,1.763354,4.352313
1.273456,1.758127,4.338157
1.267427,1.752634,4.323210
1.261249,1.746903,4.307558
1.254944,1.740961,4.291280
1.248527,1.734829,4.274447
1.242014,1.728529,4.257123
1.235421,1.722080,4.239367
1.228759,1.715499,4.221231
1.222040,1.708801,4.202762
1.215274,1.702001,4.184003
1.208470,1.695111,4.164994
1.201638,1.688142,4.145768
1.194784,1.681106,4.126358
1.187915,1.674011,4.106791
1.181037,1.666866,4.087095
1.174157,1.659679,4.067291
1.167277,1.652457,4.047401
1.160404,1.645206,4.027444
1.153540,1.637931,4.007436
1.146690,1.630638,3.987393
1.139856,1.623331,3.967330
1.133042,1.616016,3.947257
1.126249,1.608695,3.927188
1.119481,1.601371,3.907131
1.112738,1.594049,3.887095
1.106023,1.586731,3.867089
1.099337,1.579419,3.847121
1.092682,1.572116,3.827196
1.086059,1.564823,3.807320
1.079469,1.557543,3.787500
1.072913,1.550278,3.767739
1.066391,1.543028,3.748041
1.059904,1.535795,3.728411
1.053454,1.528581,3.708852
1.047040,1.521386,3.689367
1.040663,1.514212,3.669958
1.034323,1.507059,3.650628
1.028020,1.499928,3.631378
1.021755,1.492820,3.612211
1.015528,1.485735,3.593128
1.009340,1.478674,3.574131
1.003189,1.471638,3.555220
0.997077,1.464627,3.536398
0.991003,1.457642,3.517663
0.984967,1.450682,3.499018
0.978969,1.443748,3.480464
0.973010,1.436841,3.461999
0.967088,1.429960,3.443626
0.961205,1.423106,3.425344
0.955359,1.416278,3.407153
0.949552,1.409478,3.389054
0.943781,1.402706,3.371047
0.938049,1.395960,3.353131
0.932353,1.389242,3.335308
0.926695,1.382552,3.317576
0.921073,1.375889,3.299936
0.915488,1.369254,3.282387
0.909940,1.362646,3.264930
0.904428,1.356066,3.247564
0.898952,1.349514,3.230289
0.893512,1.342990,3.213105
0.888108,1.336493,3.196011
0.882739,1.330024,3.179007
0.877406,1.323582,3.162093
0.872107,1.317169,3.145268
0.866843,1.310782,3.128533
0.861614,1.304424,3.111887
0.856419,1.298093,3.095329
0.851258,1.291789,3.078859
0.846131,1.285513,3.062477
0.841038,1.279264,3.046182
0.835978,1.273042,3.029974
0.830951,1.266848,3.013852
0.825958,1.260681,2.997817
0.820996,1.254541,2.981867
0.816068,1.248428,2.966003
0.811172,1.242341,2.950223
0.806307,1.236282,2.934528
0.801475,1.230250,2.918917
0.796674,1.224244,2.903390
0.791904,1.218265,2.887945
0.787166,1.212313,2.872584
0.782458,1.206387,2.857305
0.777782,1.200487,2.842108
0.773135,1.194614,2.826992
0.768519,1.188767,2.811957
0.763933,1.182946,2.797003
0.759377,1.177151,2.782129
0.754850,1.171383,2.767335
0.750353,1.165640,2.752621
0.745885,1.159923,2.737985
0.741446,1.154232,2.723428
0.737036,1.148566,2.708949
0.732654,1.142926,2.694547
0.728301,1.137311,2.680223
0.723975,1.131722,2.665976
0.719678,1.126158,2.651805
0.715409,1.120620,2.637710
0.711167,1.115106,2.623691
0.706952,1.109618,2.609747
0.702765,1.104154,2.595878
0.698604,1.098715,2.582083
0.694471,1.093302,2.568363
0.690364,1.087912,2.554715
0.686283,1.082548,2.541142
0.682228,1.077207,2.527641
0.678200,1.071892,2.514212
0.674197,1.066600,2.500855
0.670220,1.061333,2.487570
0.666269,1.056090,2.474357
0.662342,1.050871,2.461214
0.658441,1.045676,2.448141
0.654565,1.040505,2.435139
0.650713,1.035358,2.422206
0.646886,1.030234,2.409343
0.643084,1.025134,2.396549
0.639305,1.020057,2.383823
0.635551,1.015004,2.371166
0.631821,1.009975,2.358576
0.628114,1.004968,2.346054
0.624431,0.999985,2.333599
0.620771,0.995025,2.321211
0.617135,0.990087,2.308889
0.613521,0.985173,2.296633
0.609930,0.980281,2.284442
0.606363,0.975413,2.272317
0.602817,0.970567,2.260257
0.599294,0.965743,2.248262
0.595794,0.960942,2.236331
0.592315,0.956163,2.224464
0.588858,0.951406,2.212660
0.585424,0.946672,2.200919
0.582010,0.941960,2.189242
0.578619,0.937270,2.177627
0.575248,0.932602,2.166074
0.571899,0.927955,2.154583
0.568571,0.923331,2.143153
0.565263,0.918728,2.131784
0.561977,0.914146,2.120477
0.558711,0.909586,2.109230
0.555465,0.905048,2.098043
0.552240,0.900531,2.086916
0.549035,0.896035,2.075848
0.545850,0.891560,2.064840
0.542685,0.887107,2.053891
0.539540,0.882674,2.043000
0.536414,0.878263,2.032167
0.533308,0.873872,2.021392
0.530221,0.869502,2.010675
0.527153,0.865152,2.000016
0.524104,0.860823,1.989413
0.521075,0.856515,1.978867
0.518064,0.852227,1.968377
0.515072,0.847959,1.957943
0.512098,0.843711,1.947566
0.509143,0.839484,1.937243
0.506206,0.835277,1.926976
0.503288,0.831090,1.916764
0.500387,0.826922,1.906606
0.497504,0.822775,1.896502
0.494639,0.818647,1.886453
0.491792,0.814539,1.876457
0.488963,0.810450,1.866514
0.486151,0.806381,1.856625
0.483356,0.802331,1.846789
0.480578,0.798301,1.837005
0.477818,0.794290,1.827273
0.475074,0.790298,1.817593
0.472348,0.786325,1.807965
0.469638,0.782371,1.798388
0.466944,0.778436,1.788863
0.464268,0.774520,1.779388
0.461607,0.770623,1.769964
0.458963,0.766744,1.760590
0.456336,0.762884,1.751266
0.453724,0.759043,1.741992
0.451128,0.755220,1.732768
0.448548,0.751415,1.723592
0.445984,0.747628,1.714466
0.443436,0.743860,1.705388
0.440903,0.740110,1.696359
0.438385,0.736378,1.687378
0.435883,0.732664,1.678445
0.433396,0.728968,1.669559
0.430925,0.725290,1.660721
0.428468,0.721629,1.651930
0.426026,0.717986,1.643186
0.423599,0.714361,1.634488
0.421187,0.710753,1.625837
0.418789,0.707163,1.617232
0.416406,0.703590,1.608673
0.414038,0.700034,1.600160
0.411684,0.696496,1.591692
0.409344,0.692975,1.583269
0.407018,0.689470,1.574890
0.404706,0.685983,1.566557
0.402408,0.682513,1.558268
0.400124,0.679059,1.550023
0.397854,0.675623,1.541822
0.395598,0.672203,1.533665
0.393355,0.668799,1.525551
0.391126,0.665412,1.517481
0.388910,0.662042,1.509453
0.386707,0.658688,1.501468
0.384518,0.655350,1.493526
0.382342,0.652029,1.485626
0.380179,0.648724,1.477768
0.378029,0.645435,1.469952
0.375891,0.642162,1.462178
0.373767,0.638905,1.454445
0.371655,0.635663,1.446753
0.369556,0.632438,1.439102
0.367470,0.629228,1.431492
0.365396,0.626035,1.423922
0.363335,0.622856,1.416393
0.361285,0.619694,1.408903
0.359249,0.616546,1.401454
0.357224,0.613414,1.394044
0.355211,0.610298,1.386674
0.353210,0.607197,1.379343
0.351222,0.604111,1.372050
0.349245,0.601040,1.364797
0.347280,0.597984,1.357582
0.345326,0.594943,1.350406
0.343384,0.591917,1.343268
0.341454,0.588906,1.336168
0.339535,0.585910,1.329105
0.337628,0.582928,1.322080
0.335732,0.579961,1.315093
0.333847,0.577009,1.308142
0.331973,0.574071,1.301229
0.330111,0.571148,1.294352
0.328259,0.568239,1.287512
0.326419,0.565345,1.280708
0.324589,0.562465,1.273941
0.322770,0.559598,1.267209
0.320962,0.556746,1.260514
0.319165,0.553909,1.253853
0.317378,0.551085,1.247229
0.315602,0.548275,1.240639
0.313836,0.545479,1.234084
0.312081,0.542697,1.227565
0.310336,0.539928,1.221080
0.308601,0.537173,1.214629
0.306876,0.534432,1.208213
0.305162,0.531704,1.201830
0.303458,0.528990,1.195482
0.301763,0.526290,1.189167
0.300079,0.523602,1.182886
0.298405,0.520928,1.176638
0.296740,0.518268,1.170424
0.295085,0.515620,1.164242
0.293440,0.512986,1.158094
0.291805,0.510364,1.151978
0.290179,0.507756,1.145894
0.288562,0.505161,1.139843
0.286956,0.502578,1.133824
0.285358,0.500009,1.127837
0.283770,0.497452,1.121881
0.282191,0.494908,1.115957
0.280621,0.492376,1.110065
0.279061,0.489857,1.104204
0.277509,0.487351,1.098374
0.275967,0.484857,1.092575
0.274434,0.482375,1.086807
0.272909,0.479906,1.081069
0.271394,0.477449,1.075362
0.269887,0.475005,1.069685
0.268389,0.472572,1.064039
0.266900,0.470152,1.058422
0.265419,0.467744,1.052835
0.263947,0.465347,1.047278
0.262484,0.462963,1.041750
0.261029,0.460591,1.036251
0.259583,0.458230,1.030782
0.258144,0.455882,1.025342
0.256715,0.453545,1.019930
0.255293,0.451219,1.014547
0.253880,0.448905,1.009193
0.252475,0.446603,1.003867
0.251078,0.444313,0.998570
0.249689,0.442034,0.993300
0.248309,0.439766,0.988059
0.246936,0.437509,0.982845
0.245571,0.435264,0.977659
0.244214,0.433031,0.972500
0.242865,0.430808,0.967369
0.241523,0.428596,0.962265
0.240190,0.426396,0.957188
0.238864,0.424206,0.952138
0.237546,0.422028,0.947115
0.236235,0.419861,0.942118
0.234932,0.417704,0.937148
0.233636,0.415558,0.932204
0.232348,0.413423,0.927286
0.231067,0.411299,0.922395
0.229794,0.409185,0.917529
0.228528,0.407082,0.912689
0.227269,0.404990,0.907875
0.226017,0.402908,0.903086
0.224773,0.400836,0.898323
0.223535,0.398775,0.893585
0.222305,0.396724,0.888872
0.221082,0.394684,0.884183
0.219866,0.392654,0.879520
0.218657,0.390634,0.874882
0.217455,0.388624,0.870268
0.216259,0.386625,0.865678
0.215071,0.384635,0.861113
0.213889,0.382656,0.856572
0.212714,0.380686,0.852055
0.211546,0.378727,0.847562
0.210384,0.376777,0.843093
0.209229,0.374837,0.838647
0.208081,0.372907,0.834225
0.206939,0.370987,0.829827
0.205804,0.369076,0.825451
0.204675,0.367175,0.821099
0.203553,0.365283,0.816770
0.202437,0.363402,0.812464
0.201327,0.361529,0.808180
0.200224,0.359666,0.803920
0.199127,0.357813,0.799681
0.198036,0.355969,0.795466
0.196951,0.354134,0.791272
0.195873,0.352308,0.787101
0.194801,0.350492,0.782952
0.193734,0.348685,0.778825
0.192674,0.346887,0.774719
0.191620,0.345098,0.770636
0.190572,0.343318,0.766574
0.189530,0.341547,0.762533
0.188493,0.339786,0.758514
0.187463,0.338033,0.754516
0.186438,0.336289,0.750539
0.185420,0.334553,0.746583
0.184407,0.332827,0.742649
0.183399,0.331109,0.738735
0.182398,0.329400,0.734842
0.181402,0.327700,0.730969
0.180412,0.326008,0.727117
0.179427,0.324325,0.723285
0.178448,0.322651,0.719473
0.177474,0.320985,0.715682
0.176506,0.319327,0.711911
0.175543,0.317678,0.708159
0.174586,0.316037,0.704428
0.173634,0.314405,0.700716
0.172688,0.312780,0.697024
0.171747,0.311164,0.693351
0.170811,0.309557,0.689698
0.169881,0.307957,0.686064
0.168955,0.306366,0.682449
0.168035,0.304782,0.678854
0.167120,0.303207,0.675277
0.166210,0.301640,0.671720
0.165306,0.300081,0.668181
0.164406,0.298529,0.664661
0.163512,0.296986,0.661159
0.162622,0.295450,0.657676
0.161738,0.293922,0.654211
0.160858,0.292402,0.650765
0.159984,0.290890,0.647337
0.159114,0.289385,0.643927
0.158249,0.287888,0.640535
0.157389,0.286399,0.637161
0.156534,0.284917,0.633805
0.155684,0.283443,0.630466
0.154838,0.281977,0.627146
0.153997,0.280517,0.623842
0.153161,0.279066,0.620557
0.152330,0.277621,0.617288
0.151503,0.276184,0.614037
0.150681,0.274755,0.610803
0.149863,0.273332,0.607586
0.149050,0.271917,0.604386
0.148242,0.270509,0.601203
0.147438,0.269109,0.598037
0.146638,0.267715,0.594887
0.145843,0.266329,0.591755
0.145053,0.264949,0.588638
0.144267,0.263577,0.585539
0.143485,0.262212,0.582455
0.142708,0.260854,0.579388
0.141935,0.259502,0.576337
0.141166,0.258158,0.573302
0.140401,0.256820,0.570283
0.139641,0.255489,0.567280
0.138885,0.254165,0.564293
0.138133,0.252848,0.561322
0.137386,0.251538,0.558367
0.136642,0.250234,0.555427
0.135903,0.248937,0.552502
0.135168,0.247647,0.549593
0.134437,0.246363,0.546700
0.133710,0.245085,0.543821
0.132987,0.243815,0.540958
0.132268,0.242550,0.538110
0.131553,0.241293,0.535277
0.130842,0.240041,0.532459
0.130135,0.238797,0.529656
0.129432,0.237558,0.526868
0.128732,0.236326,0.524094
0.128037,0.235100,0.521335
0.127346,0.233880,0.518591
0.126658,0.232667,0.515861
0.125974,0.231460,0.513145
0.125294,0.230259,0.510444
0.124618,0.229064,0.507757
0.123945,0.227876,0.505084
0.123276,0.226693,0.502426
0.122611,0.225516,0.499781
0.121950,0.224346,0.497150
0.121292,0.223182,0.494534
0.120638,0.222023,0.491931
0.119987,0.220871,0.489341
