gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
0.208188,0.105444,0.305443
0.277660,0.404684,0.505120
0.448597,0.547593,0.837302
0.523547,0.732457,1.094493
0.592566,0.812434,1.425542
0.681877,0.884531,1.796833
0.822633,1.026294,2.039903
0.834573,1.121196,2.292263
0.894819,1.206112,2.562084
0.956440,1.230887,2.788212
1.089448,1.380806,2.952536
1.041925,1.454896,3.207719
1.108547,1.395288,3.304887
1.123926,1.423955,3.520655
1.167389,1.451618,3.713432
1.244326,1.680429,3.773640
1.235456,1.713830,3.799347
1.263409,1.639437,3.905881
1.278036,1.660774,4.019123
1.267377,1.689556,4.113854
1.279140,1.608798,4.128691
1.319911,1.761215,4.287077
1.364567,1.746913,4.243971
1.332155,1.709384,4.349992
1.287233,1.763232,4.309350
1.370531,1.820483,4.397646
1.284417,1.774454,4.394354
1.277541,1.814268,4.488464
1.332589,1.773440,4.427821
1.374873,1.781583,4.352523
1.320417,1.835328,4.442306
1.307533,1.781160,4.421987
1.294944,1.797622,4.391034
1.356091,1.730766,4.368767
1.298958,1.793672,4.435175
1.369427,1.825494,4.372048
1.238799,1.847211,4.377276
1.310241,1.785860,4.411891
1.334368,1.723237,4.438594
1.309078,1.836973,4.382337
1.284875,1.713277,4.410876
1.290968,1.782161,4.310031
1.313497,1.670430,4.356501
1.248549,1.703680,4.314368
1.274381,1.674890,4.331138
1.280225,1.716573,4.330662
1.246818,1.721685,4.237789
1.204025,1.747523,4.252226
1.159503,1.724096,4.200508
1.225521,1.731417,4.254727
1.178791,1.702250,4.169124
1.144117,1.637481,4.227800
1.180794,1.680320,4.227105
1.174172,1.732340,4.152974
1.205739,1.730770,4.101857
1.165203,1.690086,4.112716
1.201890,1.623392,4.081781
1.228995,1.672003,4.098776
1.174189,1.613537,4.046533
1.095201,1.612844,4.156012
1.093830,1.644001,4.070774
1.216233,1.620459,3.942993
1.118866,1.662912,3.901553
1.099237,1.696195,3.983029
1.110160,1.597266,3.898509
1.112174,1.652223,3.920535
1.155770,1.631014,3.909539
1.022059,1.654601,3.848490
1.044620,1.602555,3.850811
1.099766,1.646864,3.876532
1.043560,1.519056,3.825111
1.066798,1.505751,3.807419
1.143425,1.612058,3.739055
1.036960,1.532957,3.822456
1.017367,1.560217,3.673116
1.000074,1.529453,3.728288
1.049570,1.464992,3.792968
0.972965,1.524928,3.669082
1.005116,1.547242,3.598191
1.012688,1.520674,3.610380
0.991586,1.533613,3.578679
1.010456,1.532551,3.491248
0.952852,1.437574,3.566432
0.926978,1.498989,3.556038
1.047757,1.422443,3.573412
1.018112,1.457180,3.552467
1.032820,1.396185,3.595402
0.985113,1.364851,3.499556
0.932060,1.344210,3.467060
0.973900,1.444264,3.368224
0.936872,1.424683,3.434503
0.951648,1.518239,3.454122
0.918990,1.411903,3.355112
0.858665,1.413140,3.360800
1.002065,1.375207,3.338824
0.935028,1.385998,3.359972
0.892048,1.360882,3.352370
0.908989,1.385617,3.359638
0.954393,1.421863,3.243934
0.952552,1.390350,3.212201
0.901567,1.308777,3.180706
0.880919,1.350369,3.224603
0.962755,1.340007,3.138613
0.825820,1.405379,3.196712
0.897338,1.330052,3.128859
0.835604,1.281571,3.112195
0.862861,1.366601,3.170677
0.873799,1.346490,3.175443
0.844704,1.291002,3.040521
0.895722,1.303353,3.071537
0.825470,1.293519,3.084162
0.949625,1.330587,3.085725
0.840439,1.270568,3.035094
0.855024,1.257897,3.069467
0.855144,1.286791,3.019178
0.888923,1.304435,3.001325
0.793500,1.252486,3.011486
0.839449,1.266168,3.007164
0.772491,1.174166,2.923207
0.784898,1.217906,2.920014
0.725636,1.219876,2.919720
0.786147,1.311458,2.876511
0.715817,1.191470,2.865976
0.803434,1.189234,2.838156
0.810417,1.271846,2.834010
0.784210,1.286634,2.819134
0.745616,1.208661,2.858362
0.773428,1.186311,2.771495
0.698676,1.161735,2.831103
0.736068,1.189428,2.810569
0.798610,1.146578,2.786635
0.730018,1.312285,2.715660
0.758635,1.132254,2.761525
0.806983,1.195994,2.735923
0.691922,1.156259,2.710333
0.721751,1.158997,2.753129
0.722572,1.091422,2.706431
0.769356,1.173304,2.639793
0.678302,1.113380,2.580056
0.698872,1.093815,2.657495
0.662713,1.079155,2.578039
0.718513,1.116744,2.631036
0.690790,1.109876,2.541965
0.690771,1.191812,2.541965
0.702425,1.111230,2.607636
0.636865,1.137360,2.579999
0.699582,1.056253,2.632186
0.630796,1.052541,2.579299
0.729590,1.155900,2.446087
0.717082,1.048204,2.490510
0.660950,1.060550,2.485178
0.659453,1.021594,2.425876
0.658200,1.031217,2.401596
0.591045,1.060310,2.471667
0.721861,1.028005,2.480759
0.662998,0.998330,2.392807
0.621397,1.022255,2.379276
0.575940,1.029832,2.363749
0.602643,0.988153,2.390220
0.621690,1.054202,2.363684
0.605996,0.983033,2.344890
0.673175,0.942263,2.274838
0.657109,0.992002,2.323577
0.603472,0.942871,2.300115
0.552464,1.000843,2.361485
0.670648,0.998871,2.290056
0.608107,1.053757,2.282763
0.606948,0.992114,2.142916
0.612302,0.950534,2.257504
0.568670,1.009781,2.288651
0.599289,0.957598,2.251892
0.659055,0.995212,2.201344
0.624094,1.005080,2.223703
0.679720,1.000252,2.216045
0.638807,0.896741,2.238156
0.609349,0.939269,2.190475
0.603249,0.961685,2.117120
0.630666,1.039294,2.132619
0.633994,0.816331,2.172191
0.501048,0.905063,2.174700
0.528001,0.944830,2.211771
0.549581,0.911043,2.057218
0.559808,0.966361,2.103155
0.500378,0.935707,2.084766
0.524166,0.909784,2.075394
0.637888,0.873936,2.062909
0.560031,0.885219,2.040083
0.547959,0.920267,2.046950
0.539219,0.873450,1.979505
0.590448,0.850466,2.000056
0.444300,0.880357,2.070557
0.536351,0.863051,2.013626
0.523201,0.930580,1.960987
0.602291,0.895866,1.960288
0.596885,0.963669,1.942888
0.495370,0.831226,2.016205
0.483527,0.823638,2.001466
0.543137,0.829407,2.010259
0.414703,0.878298,1.899352
0.595689,0.810428,1.975548
0.474893,0.906414,1.941531
0.514979,0.772132,1.865830
0.508056,0.752817,1.783418
0.458012,0.848822,1.907347
0.458343,0.735509,1.835995
0.487016,0.778012,1.849381
0.557133,0.828105,1.791482
0.453751,0.868972,1.803433
0.508582,0.723082,1.806284
0.421927,0.761157,1.762524
0.492301,0.752565,1.812476
0.436444,0.754959,1.814204
0.413885,0.739455,1.768554
0.397295,0.776297,1.827231
0.553044,0.667751,1.738379
0.483000,0.734137,1.741831
0.446881,0.745650,1.780976
0.425161,0.867702,1.685412
0.413267,0.794448,1.751872
