ref_mag_x (uT),ref_mag_y (uT),ref_mag_z (uT)
27.652757,0.000000,-16.617507
27.653588,-0.000778,-16.616125
27.655249,-0.002257,-16.613359
27.657741,-0.004364,-16.609210
27.661062,-0.007036,-16.603678
27.665212,-0.010214,-16.596761
27.670189,-0.013845,-16.588459
27.675993,-0.017880,-16.578770
27.682621,-0.022277,-16.567694
27.690073,-0.026995,-16.555230
27.698346,-0.031999,-16.541376
27.707404,-0.037256,-16.526187
27.717163,-0.042737,-16.509802
27.727543,-0.048415,-16.492348
27.738475,-0.054266,-16.473936
27.749895,-0.060269,-16.454672
27.761745,-0.066404,-16.434647
27.773974,-0.072654,-16.413945
27.786535,-0.079002,-16.392643
27.799385,-0.085433,-16.370810
27.812486,-0.091936,-16.348507
27.825804,-0.098499,-16.325790
27.839308,-0.105110,-16.302712
27.852969,-0.111760,-16.279317
27.866762,-0.118442,-16.255647
27.880665,-0.125146,-16.231740
27.894657,-0.131867,-16.207629
27.908719,-0.138599,-16.183347
27.922835,-0.145334,-16.158919
27.936991,-0.152069,-16.134372
27.951171,-0.158800,-16.109727
27.965366,-0.165521,-16.085006
27.979563,-0.172230,-16.060227
27.993753,-0.178924,-16.035407
28.007928,-0.185598,-16.010560
28.022079,-0.192252,-15.985701
28.036200,-0.198883,-15.960841
28.050284,-0.205488,-15.935992
28.064326,-0.212065,-15.911164
28.078321,-0.218615,-15.886366
28.092264,-0.225134,-15.861605
28.106153,-0.231621,-15.836889
28.119982,-0.238076,-15.812225
28.133749,-0.244498,-15.787618
28.147452,-0.250886,-15.763075
28.161088,-0.257238,-15.738598
28.174655,-0.263556,-15.714194
28.188150,-0.269837,-15.689865
28.201574,-0.276081,-15.665616
28.214924,-0.282289,-15.641448
28.228199,-0.288459,-15.617365
28.241398,-0.294593,-15.593370
28.254520,-0.300688,-15.569464
28.267564,-0.306746,-15.545649
28.280531,-0.312766,-15.521928
28.293420,-0.318748,-15.498301
28.306229,-0.324692,-15.474769
28.318960,-0.330598,-15.451335
28.331611,-0.336466,-15.427998
28.344183,-0.342297,-15.404760
28.356676,-0.348089,-15.381622
28.369089,-0.353844,-15.358584
28.381423,-0.359561,-15.335646
28.393678,-0.365241,-15.312810
28.405854,-0.370884,-15.290075
28.417952,-0.376489,-15.267441
28.429971,-0.382057,-15.244910
28.441912,-0.387589,-15.222481
28.453775,-0.393083,-15.200153
28.465561,-0.398542,-15.177928
28.477270,-0.403964,-15.155805
28.488902,-0.409350,-15.133785
28.500457,-0.414700,-15.111866
28.511936,-0.420015,-15.090049
28.523340,-0.425294,-15.068334
28.534669,-0.430538,-15.046721
28.545923,-0.435747,-15.025209
28.557103,-0.440921,-15.003799
28.568209,-0.446061,-14.982489
28.579241,-0.451166,-14.961281
28.590201,-0.456238,-14.940172
28.601089,-0.461275,-14.919164
28.611904,-0.466279,-14.898256
28.622648,-0.471249,-14.877448
28.633321,-0.476187,-14.856739
28.643923,-0.481091,-14.836129
28.654456,-0.485963,-14.815618
28.664918,-0.490802,-14.795205
28.675312,-0.495609,-14.774889
28.685637,-0.500384,-14.754672
28.695894,-0.505127,-14.734552
28.706083,-0.509838,-14.714529
28.716205,-0.514518,-14.694602
28.726261,-0.519167,-14.674772
28.736250,-0.523786,-14.655037
28.746173,-0.528373,-14.635398
28.756031,-0.532930,-14.615853
28.765824,-0.537457,-14.596404
28.775553,-0.541954,-14.577049
28.785218,-0.546421,-14.557787
28.794819,-0.550858,-14.538620
28.804357,-0.555266,-14.519545
28.813833,-0.559645,-14.500563
28.823247,-0.563995,-14.481674
28.832599,-0.568316,-14.462876
28.841889,-0.572608,-14.444170
28.851119,-0.576873,-14.425556
28.860289,-0.581109,-14.407032
28.869398,-0.585317,-14.388598
28.878448,-0.589498,-14.370255
28.887439,-0.593651,-14.352001
28.896372,-0.597776,-14.333837
28.905246,-0.601875,-14.315761
28.914062,-0.605946,-14.297774
28.922821,-0.609991,-14.279875
28.931523,-0.614010,-14.262064
28.940168,-0.618002,-14.244340
28.948758,-0.621968,-14.226704
28.957291,-0.625907,-14.209153
28.965769,-0.629822,-14.191689
28.974192,-0.633710,-14.174311
28.982561,-0.637573,-14.157018
28.990875,-0.641411,-14.139811
28.999136,-0.645224,-14.122688
29.007343,-0.649012,-14.105649
29.015497,-0.652775,-14.088694
29.023599,-0.656514,-14.071823
29.031648,-0.660229,-14.055035
29.039646,-0.663919,-14.038330
29.047592,-0.667585,-14.021707
29.055486,-0.671228,-14.005166
29.063330,-0.674847,-13.988707
29.071124,-0.678442,-13.972330
29.078867,-0.682014,-13.956033
29.086561,-0.685563,-13.939817
29.094205,-0.689089,-13.923681
29.101800,-0.692593,-13.907625
29.109347,-0.696073,-13.891649
29.116845,-0.699531,-13.875752
29.124296,-0.702967,-13.859933
29.131698,-0.706381,-13.844193
29.139054,-0.709773,-13.828531
29.146362,-0.713142,-13.812947
29.153624,-0.716490,-13.797440
29.160840,-0.719817,-13.782010
29.168009,-0.723122,-13.766657
29.175133,-0.726406,-13.751380
29.182212,-0.729669,-13.736179
29.189245,-0.732911,-13.721054
29.196234,-0.736132,-13.706004
29.203179,-0.739333,-13.691028
29.210079,-0.742513,-13.676128
29.216936,-0.745673,-13.661301
29.223749,-0.748812,-13.646549
29.230519,-0.751932,-13.631870
29.237246,-0.755031,-13.617264
29.243931,-0.758111,-13.602731
29.250573,-0.761171,-13.588271
29.257174,-0.764212,-13.573883
29.263732,-0.767233,-13.559566
29.270250,-0.770235,-13.545321
29.276726,-0.773218,-13.531148
29.283162,-0.776182,-13.517045
29.289557,-0.779127,-13.503012
29.295911,-0.782054,-13.489050
29.302226,-0.784962,-13.475158
29.308501,-0.787851,-13.461335
29.314737,-0.790722,-13.447582
29.320934,-0.793576,-13.433897
29.327092,-0.796411,-13.420281
29.333211,-0.799228,-13.406733
29.339292,-0.802027,-13.393253
29.345335,-0.804809,-13.379841
29.351340,-0.807573,-13.366495
29.357307,-0.810319,-13.353217
29.363237,-0.813049,-13.340006
29.369131,-0.815761,-13.326861
29.374987,-0.818456,-13.313781
29.380807,-0.821134,-13.300768
29.386591,-0.823795,-13.287820
29.392338,-0.826440,-13.274937
29.398050,-0.829068,-13.262119
29.403727,-0.831680,-13.249365
29.409368,-0.834275,-13.236675
29.414974,-0.836854,-13.224050
29.420545,-0.839416,-13.211487
29.426082,-0.841963,-13.198988
29.431585,-0.844494,-13.186552
29.437053,-0.847009,-13.174179
29.442488,-0.849508,-13.161868
29.447888,-0.851992,-13.149619
29.453256,-0.854460,-13.137432
29.458590,-0.856913,-13.125306
29.463892,-0.859351,-13.113242
29.469160,-0.861773,-13.101238
29.474397,-0.864180,-13.089295
29.479601,-0.866573,-13.077412
29.484773,-0.868950,-13.065589
29.489913,-0.871313,-13.053826
29.495021,-0.873661,-13.042123
29.500098,-0.875995,-13.030478
29.505144,-0.878314,-13.018892
29.510159,-0.880619,-13.007365
29.515143,-0.882909,-12.995897
29.520096,-0.885185,-12.984486
29.525019,-0.887448,-12.973133
29.529912,-0.889696,-12.961837
29.534775,-0.891930,-12.950599
29.539609,-0.894151,-12.939417
29.544412,-0.896358,-12.928292
29.549187,-0.898551,-12.917224
29.553932,-0.900731,-12.906211
29.558648,-0.902897,-12.895255
29.563336,-0.905050,-12.884354
29.567995,-0.907190,-12.873508
29.572625,-0.909317,-12.862717
29.577228,-0.911430,-12.851981
29.581802,-0.913531,-12.841299
29.586348,-0.915619,-12.830672
29.590867,-0.917694,-12.820099
29.595359,-0.919756,-12.809579
29.599823,-0.921805,-12.799112
