accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
0.013538,0.996410,-10.775575
0.011113,0.998668,-10.776727
0.024699,1.003460,-10.781574
0.017689,1.001279,-10.786060
0.014446,1.003990,-10.780921
0.008187,0.994906,-10.781718
0.020207,0.928767,-10.791330
0.012136,0.635518,-10.791786
0.026978,0.573236,-10.792200
0.021549,0.504709,-10.780617
0.027361,0.452933,-10.786428
0.042121,0.404968,-10.771090
0.045052,0.367247,-10.769331
0.032866,0.319797,-10.784804
0.041463,0.288142,-10.774878
0.047925,0.263953,-10.771047
0.064254,0.234048,-10.785552
0.059472,0.202460,-10.773892
0.068489,0.184230,-10.794066
0.072001,0.155938,-10.778181
0.077177,0.129156,-10.789507
0.080937,0.121856,-10.771588
0.090899,0.096461,-10.778043
0.103476,0.090059,-10.778749
0.110440,0.074945,-10.778987
0.110255,0.059741,-10.775106
0.124534,0.055523,-10.778406
0.126947,0.037957,-10.771171
0.139809,0.029439,-10.778619
0.143729,0.023573,-10.781884
0.151548,0.016960,-10.775632
0.160352,0.011159,-10.780220
0.168177,-0.003723,-10.775664
0.173955,-0.012446,-10.771592
0.171422,-0.009919,-10.779214
0.180322,-0.019315,-10.779774
0.192158,-0.026649,-10.776596
0.208737,-0.034280,-10.780351
0.216391,-0.032829,-10.764165
0.218537,-0.037997,-10.769385
0.223147,-0.047147,-10.772856
0.235622,-0.046447,-10.767765
0.247201,-0.048994,-10.770854
0.251732,-0.054252,-10.771834
0.262733,-0.057594,-10.773125
0.270427,-0.052285,-10.774629
0.281728,-0.066471,-10.772336
0.279637,-0.073662,-10.771762
0.280311,-0.075228,-10.773980
0.287464,-0.068030,-10.761747
0.306745,-0.070220,-10.769019
0.308657,-0.075718,-10.775159
0.320779,-0.081861,-10.769553
0.318069,-0.082372,-10.775795
0.348403,-0.080937,-10.772743
0.342094,-0.086056,-10.762855
0.347027,-0.092064,-10.771144
0.350205,-0.086576,-10.770035
0.365493,-0.090239,-10.758138
0.370349,-0.094637,-10.764977
0.378817,-0.107080,-10.762312
0.391216,-0.094513,-10.762712
0.400930,-0.096550,-10.760829
0.401805,-0.100817,-10.767630
0.397767,-0.107117,-10.770415
0.413373,-0.106534,-10.768183
0.425913,-0.110236,-10.762645
0.423441,-0.111962,-10.763770
0.439155,-0.116586,-10.757850
0.446603,-0.112923,-10.768193
0.449434,-0.108245,-10.759239
0.461582,-0.122279,-10.765259
0.474224,-0.118101,-10.759949
0.475044,-0.124632,-10.760315
0.483322,-0.115110,-10.763496
0.486464,-0.122569,-10.766117
0.496489,-0.116744,-10.765891
0.492581,-0.130968,-10.766065
0.509587,-0.125305,-10.756576
0.522556,-0.127537,-10.751945
0.523244,-0.137331,-10.757070
0.519160,-0.131151,-10.761315
0.535152,-0.132773,-10.749147
0.538370,-0.145654,-10.755165
0.551981,-0.131231,-10.750572
0.549266,-0.137136,-10.760386
0.561227,-0.146163,-10.754116
0.564585,-0.142597,-10.755005
0.577005,-0.146589,-10.759498
0.581102,-0.143799,-10.764235
0.592062,-0.147128,-10.755894
0.589288,-0.136185,-10.759649
0.592929,-0.145778,-10.744055
