ref_vel_x (m/s),ref_vel_y (m/s),ref_vel_z (m/s)
0.000000,0.000000,0.000000
0.000181,0.010000,-0.010000
0.000341,0.020001,-0.019999
0.000481,0.030004,-0.029996
0.000600,0.040009,-0.039992
0.000697,0.050016,-0.049985
0.000773,0.060026,-0.059975
0.000828,0.069383,-0.069963
0.000861,0.075757,-0.079949
0.000871,0.081499,-0.089934
0.000859,0.086672,-0.099917
0.000824,0.091335,-0.109898
0.000765,0.095538,-0.119878
0.000683,0.099328,-0.129856
0.000577,0.102747,-0.139832
0.000449,0.105833,-0.149808
0.000298,0.108619,-0.159782
0.000124,0.111136,-0.169756
-0.000072,0.113410,-0.179728
-0.000291,0.115468,-0.189700
-0.000531,0.117331,-0.199671
-0.000794,0.119018,-0.209641
-0.001077,0.120548,-0.219610
-0.001382,0.121938,-0.229579
-0.001708,0.123201,-0.239547
-0.002055,0.124350,-0.249514
-0.002422,0.125398,-0.259481
-0.002809,0.126354,-0.269448
-0.003215,0.127229,-0.279413
-0.003642,0.128031,-0.289379
-0.004087,0.128767,-0.299343
-0.004552,0.129446,-0.309307
-0.005036,0.130071,-0.319271
-0.005538,0.130651,-0.329234
-0.006059,0.131188,-0.339197
-0.006598,0.131689,-0.349158
-0.007155,0.132156,-0.359120
-0.007729,0.132594,-0.369080
-0.008321,0.133006,-0.379041
-0.008931,0.133395,-0.389000
-0.009557,0.133763,-0.398959
-0.010201,0.134114,-0.408917
-0.010861,0.134448,-0.418874
-0.011537,0.134768,-0.428831
-0.012230,0.135076,-0.438787
-0.012940,0.135374,-0.448743
-0.013665,0.135662,-0.458697
-0.014406,0.135941,-0.468651
-0.015163,0.136214,-0.478604
-0.015935,0.136481,-0.488557
-0.016723,0.136743,-0.498508
-0.017526,0.137001,-0.508459
-0.018344,0.137255,-0.518409
-0.019177,0.137506,-0.528358
-0.020024,0.137755,-0.538307
-0.020886,0.138002,-0.548254
-0.021763,0.138248,-0.558201
-0.022654,0.138492,-0.568146
-0.023560,0.138737,-0.578091
-0.024479,0.138981,-0.588035
-0.025412,0.139225,-0.597978
-0.026359,0.139470,-0.607920
-0.027320,0.139715,-0.617861
-0.028294,0.139961,-0.627802
-0.029282,0.140208,-0.637741
-0.030283,0.140456,-0.647679
-0.031298,0.140705,-0.657616
-0.032325,0.140956,-0.667553
-0.033365,0.141209,-0.677488
-0.034418,0.141463,-0.687422
-0.035484,0.141719,-0.697356
-0.036563,0.141976,-0.707288
-0.037654,0.142236,-0.717220
-0.038757,0.142497,-0.727150
-0.039873,0.142760,-0.737079
-0.041000,0.143025,-0.747008
-0.042140,0.143293,-0.756935
-0.043292,0.143562,-0.766861
-0.044456,0.143834,-0.776786
-0.045631,0.144107,-0.786710
-0.046818,0.144383,-0.796633
-0.048016,0.144661,-0.806555
-0.049226,0.144941,-0.816476
-0.050448,0.145223,-0.826396
-0.051680,0.145507,-0.836315
-0.052924,0.145794,-0.846232
-0.054179,0.146082,-0.856149
-0.055444,0.146373,-0.866065
-0.056721,0.146666,-0.875979
-0.058008,0.146961,-0.885892
-0.059306,0.147258,-0.895805
-0.060614,0.147557,-0.905716
-0.061933,0.147859,-0.915626
-0.063263,0.148162,-0.925535
-0.064602,0.148467,-0.935443
-0.065952,0.148775,-0.945349
-0.067312,0.149084,-0.955255
-0.068682,0.149396,-0.965160
-0.070061,0.149710,-0.975063
-0.071451,0.150025,-0.984965
-0.072850,0.150343,-0.994867
-0.074259,0.150662,-1.004767
-0.075678,0.150984,-1.014666
-0.077106,0.151307,-1.024564
-0.078544,0.151633,-1.034460
-0.079990,0.151960,-1.044356
-0.081446,0.152289,-1.054251
-0.082912,0.152620,-1.064144
-0.084386,0.152953,-1.074037
-0.085869,0.153288,-1.083928
-0.087361,0.153624,-1.093818
-0.088862,0.153962,-1.103707
-0.090372,0.154302,-1.113595
-0.091890,0.154644,-1.123482
-0.093417,0.154988,-1.133368
-0.094953,0.155333,-1.143252
-0.096497,0.155680,-1.153136
-0.098049,0.156029,-1.163018
-0.099610,0.156379,-1.172900
-0.101178,0.156731,-1.182780
-0.102755,0.157085,-1.192659
-0.104340,0.157440,-1.202537
-0.105933,0.157797,-1.212414
-0.107534,0.158156,-1.222290
-0.109143,0.158516,-1.232165
-0.110759,0.158877,-1.242039
-0.112384,0.159240,-1.251912
-0.114015,0.159605,-1.261783
-0.115655,0.159971,-1.271654
-0.117302,0.160339,-1.281523
-0.118956,0.160708,-1.291392
-0.120617,0.161079,-1.301259
-0.122286,0.161451,-1.311126
-0.123962,0.161825,-1.320991
-0.125645,0.162200,-1.330855
-0.127336,0.162576,-1.340718
-0.129033,0.162954,-1.350580
-0.130737,0.163333,-1.360441
-0.132448,0.163714,-1.370301
-0.134166,0.164096,-1.380160
-0.135891,0.164479,-1.390018
-0.137622,0.164863,-1.399875
-0.139360,0.165249,-1.409731
-0.141105,0.165636,-1.419586
-0.142856,0.166025,-1.429440
-0.144613,0.166415,-1.439293
-0.146377,0.166806,-1.449145
-0.148147,0.167198,-1.458996
-0.149924,0.167591,-1.468845
-0.151706,0.167986,-1.478694
-0.153495,0.168382,-1.488542
-0.155290,0.168779,-1.498389
-0.157090,0.169177,-1.508235
-0.158897,0.169576,-1.518080
-0.160710,0.169977,-1.527924
-0.162528,0.170378,-1.537767
-0.164353,0.170781,-1.547609
-0.166183,0.171185,-1.557450
-0.168018,0.171590,-1.567290
-0.169859,0.171996,-1.577129
-0.171706,0.172403,-1.586967
-0.173559,0.172812,-1.596804
-0.175416,0.173221,-1.606641
-0.177279,0.173631,-1.616476
-0.179148,0.174043,-1.626310
-0.181022,0.174455,-1.636144
-0.182901,0.174868,-1.645977
-0.184785,0.175283,-1.655808
-0.186674,0.175698,-1.665639
-0.188569,0.176114,-1.675469
-0.190468,0.176532,-1.685298
-0.192373,0.176950,-1.695126
-0.194282,0.177369,-1.704953
-0.196196,0.177789,-1.714779
-0.198115,0.178210,-1.724605
-0.200039,0.178632,-1.734429
-0.201968,0.179055,-1.744253
-0.203901,0.179479,-1.754076
