ref_gps_x (m),ref_gps_y (m),ref_gps_z (m),ref_gps_vx (m/s),ref_gps_vy (m/s),ref_gps_vz (m/s)
6378076.343663,35.313173,-64.937832,-0.851900,-2.378920,-2.259477
6378075.863180,32.705912,-67.112381,-0.081096,-2.811864,-2.066258
6378076.204940,29.757723,-69.029679,0.783963,-3.050611,-1.743575
6378077.170188,26.727165,-70.751856,0.749541,-3.077328,-1.905186
6378077.575336,23.393306,-72.863723,0.052415,-3.598199,-2.324715
6378077.302474,19.549383,-75.386157,-0.467010,-3.999397,-2.633982
6378076.841978,15.537896,-78.002818,-0.454906,-4.021794,-2.601802
6378076.390941,11.509045,-80.594345,-0.447718,-4.034879,-2.582718
6378075.945516,7.470026,-83.170978,-0.443460,-4.042559,-2.571419
6378075.503413,3.425032,-85.738798,-0.440940,-4.047078,-2.564735
6378075.063276,-0.623481,-88.301405,-0.439450,-4.049741,-2.560784
6378074.624301,-4.674069,-90.860930,-0.438569,-4.051313,-2.558448
6378074.186013,-8.725882,-93.418635,-0.438048,-4.052240,-2.557068
6378073.748130,-12.778417,-95.975264,-0.437741,-4.052788,-2.556252
6378073.310487,-16.831380,-98.531256,-0.437559,-4.053112,-2.555771
6378072.872986,-20.884595,-101.086874,-0.437451,-4.053303,-2.555486
6378072.626238,-24.976389,-103.604669,0.158208,-4.158350,-2.436066
6378073.255556,-29.149254,-105.937298,1.111622,-4.152154,-2.221316
6378074.835112,-33.211077,-108.038288,2.050301,-3.934145,-1.972592
6378077.325728,-36.952012,-109.874184,2.924957,-3.510326,-1.691042
6378080.639648,-40.174169,-111.412979,3.688220,-2.898690,-1.378425
6378084.643933,-42.703386,-112.624731,4.297638,-2.128657,-1.037113
6378089.166818,-44.400049,-113.482162,4.718545,-1.239712,-0.670066
6378094.006768,-45.168178,-113.961232,4.926537,-0.279312,-0.280798
6378098.943731,-44.962095,-114.041672,4.909368,0.699845,0.126665
6378103.751942,-43.790116,-113.707469,4.668109,1.643001,0.547841
6378108.578725,-41.748353,-113.001876,5.194639,2.317575,0.628676
6378114.134607,-39.265045,-112.632916,5.931686,2.641081,0.104959
6378120.113107,-36.496905,-112.609718,5.934940,2.877365,-0.004694
6378126.011062,-33.544890,-112.630543,5.865756,3.015705,-0.034508
6378131.854043,-30.485528,-112.674342,5.823295,3.096663,-0.051710
6378137.663564,-27.363234,-112.731458,5.797661,3.144214,-0.061728
6378143.452977,-24.203935,-112.796349,5.782326,3.172208,-0.067595
6378149.230391,-21.022835,-112.865803,5.773200,3.188711,-0.071043
6378155.000677,-17.828878,-112.937941,5.767786,3.198448,-0.073074
6378160.766736,-14.627333,-113.011660,5.764579,3.204197,-0.074272
6378166.530293,-11.421308,-113.086313,5.762682,3.207591,-0.074979
6378172.292371,-8.212637,-113.161516,5.761560,3.209596,-0.075396
6378178.053574,-5.002403,-113.237045,5.760897,3.210780,-0.075642
6378183.814259,-1.791245,-113.312766,5.760505,3.211480,-0.075788
6378189.565818,1.437115,-113.384476,5.645423,3.424909,-0.022364
6378194.692199,5.603159,-113.175819,4.514959,4.877654,0.472514
6378198.476737,11.043117,-112.404041,2.982841,5.932808,1.092989
6378200.586229,17.283332,-110.974590,1.187011,6.456989,1.778682
6378200.835452,23.754282,-108.851813,-0.709529,6.381434,2.469656
6378199.212323,29.845687,-106.059806,-2.526366,5.694985,3.107180
6378195.886019,34.966104,-102.678808,-4.084646,4.447027,3.638526
6378191.195859,38.602233,-98.837013,-5.226243,2.743894,4.021277
6378185.621815,40.371490,-94.698456,-5.830944,0.739030,4.226799
6378179.739649,40.062012,-90.447950,-5.829681,-1.382117,4.242623
6378174.137880,37.658296,-86.277671,-5.505568,-3.331176,4.045991
6378168.219370,34.086991,-82.361274,-6.360340,-3.757019,3.800759
6378161.443711,30.199829,-78.648106,-7.005166,-4.011005,3.633222
6378154.464131,26.091419,-75.075534,-6.957455,-4.191268,3.519646
6378147.522168,21.843632,-71.593454,-6.928620,-4.295987,3.449570
6378140.602832,17.514627,-68.166673,-6.911359,-4.357211,3.407147
6378133.697004,13.138042,-64.773195,-6.901082,-4.393153,3.381730
6378126.799206,8.733490,-61.399611,-6.894982,-4.414306,3.366592
6378119.906169,4.312466,-58.037857,-6.891369,-4.426774,3.357606
6378113.015951,-0.118271,-54.683119,-6.889232,-4.434130,3.352282
6378106.127401,-4.554741,-51.332533,-6.887967,-4.438473,3.349131
6378099.239836,-8.994595,-47.984405,-6.887220,-4.441037,3.347268
6378092.352853,-13.436448,-44.637730,-6.886779,-4.442552,3.346167
6378085.466215,-17.879481,-41.291914,-6.886518,-4.443446,3.345516
6378078.579781,-22.323212,-37.946605,-6.886363,-4.443975,3.345132
6378071.876496,-27.076736,-34.639816,-6.170585,-5.577578,3.203090
6378066.562796,-33.576469,-31.563540,-4.342990,-7.349059,2.951656
6378063.330321,-41.551598,-28.721254,-2.035428,-8.496773,2.738966
6378062.557147,-50.313891,-26.064111,0.540082,-8.901833,2.585217
6378064.394396,-59.090821,-23.523812,3.144905,-8.516458,2.508951
6378068.750723,-67.099502,-21.014747,5.536654,-7.368686,2.526059
6378075.300262,-73.621944,-18.437119,7.492716,-5.560007,2.648839
6378083.513400,-78.074377,-15.680953,8.831971,-3.255869,2.885178
6378092.707477,-80.063884,-12.630847,9.432586,-0.669935,3.237910
6378102.112619,-79.426780,-9.171249,9.244153,1.956434,3.704387
