ref_accel_x (m/s^2),ref_accel_y (m/s^2),ref_accel_z (m/s^2)
0.018159,1.000000,-10.780325
0.016706,0.999811,-10.780281
0.015802,0.999449,-10.780200
0.015431,0.998930,-10.780087
0.015581,0.998268,-10.779946
0.016239,0.997476,-10.779783
0.017394,0.930963,-10.779599
0.019041,0.631293,-10.779408
0.021193,0.566603,-10.779246
0.023824,0.508182,-10.779089
0.026947,0.455403,-10.778936
0.030574,0.407701,-10.778786
0.034659,0.364568,-10.778641
0.039158,0.325547,-10.778499
0.044033,0.290226,-10.778361
0.049247,0.258237,-10.778225
0.054766,0.229246,-10.778090
0.060562,0.202952,-10.777957
0.066606,0.179088,-10.777824
0.072873,0.157409,-10.777690
0.079341,0.137699,-10.777555
0.085987,0.119760,-10.777419
0.092793,0.103417,-10.777279
0.099742,0.088509,-10.777137
0.106817,0.074894,-10.776992
0.114003,0.062443,-10.776842
0.121289,0.051041,-10.776688
0.128660,0.040583,-10.776529
0.136107,0.030975,-10.776365
0.143619,0.022134,-10.776195
0.151187,0.013982,-10.776020
0.158802,0.006453,-10.775839
0.166458,-0.000516,-10.775652
0.174147,-0.006980,-10.775459
0.181863,-0.012988,-10.775259
0.189600,-0.018586,-10.775054
0.197353,-0.023813,-10.774841
0.205117,-0.028706,-10.774623
0.212888,-0.033298,-10.774398
0.220663,-0.037618,-10.774166
0.228436,-0.041692,-10.773928
0.236206,-0.045543,-10.773683
0.243970,-0.049195,-10.773432
0.251724,-0.052665,-10.773175
0.259466,-0.055971,-10.772911
0.267194,-0.059128,-10.772641
0.274907,-0.062151,-10.772364
0.282602,-0.065052,-10.772082
0.290278,-0.067843,-10.771793
0.297934,-0.070534,-10.771499
0.305567,-0.073133,-10.771198
0.313177,-0.075650,-10.770892
0.320763,-0.078092,-10.770579
0.328325,-0.080465,-10.770262
0.335860,-0.082776,-10.769938
0.343368,-0.085029,-10.769609
0.350850,-0.087230,-10.769275
0.358303,-0.089384,-10.768935
0.365728,-0.091494,-10.768590
0.373124,-0.093563,-10.768240
0.380490,-0.095596,-10.767885
0.387827,-0.097594,-10.767525
0.395133,-0.099561,-10.767160
0.402410,-0.101498,-10.766790
0.409656,-0.103409,-10.766416
0.416871,-0.105295,-10.766037
0.424055,-0.107157,-10.765653
0.431208,-0.108997,-10.765265
0.438330,-0.110817,-10.764873
0.445421,-0.112618,-10.764477
0.452480,-0.114401,-10.764076
0.459508,-0.116166,-10.763671
0.466504,-0.117916,-10.763263
0.473469,-0.119650,-10.762850
0.480403,-0.121370,-10.762434
0.487305,-0.123077,-10.762014
0.494176,-0.124770,-10.761590
0.501015,-0.126450,-10.761163
0.507823,-0.128118,-10.760732
0.514600,-0.129775,-10.760298
0.521345,-0.131420,-10.759861
0.528060,-0.133055,-10.759420
0.534743,-0.134679,-10.758976
0.541395,-0.136293,-10.758530
0.548017,-0.137897,-10.758080
0.554607,-0.139492,-10.757627
0.561167,-0.141077,-10.757171
0.567696,-0.142653,-10.756712
0.574195,-0.144220,-10.756251
0.580663,-0.145778,-10.755787
0.587101,-0.147327,-10.755320
0.593509,-0.148868,-10.754851
0.599886,-0.150401,-10.754380
0.606234,-0.151925,-10.753906
0.612552,-0.153442,-10.753429
0.618840,-0.154950,-10.752951
0.625099,-0.156451,-10.752470
0.631328,-0.157943,-10.751987
0.637527,-0.159428,-10.751502
0.643698,-0.160906,-10.751015
0.649839,-0.162376,-10.750526
0.655951,-0.163838,-10.750035
0.662035,-0.165293,-10.749542
0.668090,-0.166741,-10.749047
0.674116,-0.168181,-10.748551
0.680113,-0.169615,-10.748053
0.686082,-0.171041,-10.747553
0.692023,-0.172460,-10.747052
0.697936,-0.173872,-10.746549
0.703821,-0.175277,-10.746044
0.709678,-0.176675,-10.745539
0.715507,-0.178066,-10.745032
0.721309,-0.179451,-10.744523
0.727083,-0.180828,-10.744013
0.732830,-0.182199,-10.743502
0.738549,-0.183563,-10.742990
0.744242,-0.184920,-10.742477
0.749907,-0.186271,-10.741963
0.755545,-0.187615,-10.741447
0.761157,-0.188953,-10.740931
0.766742,-0.190284,-10.740414
0.772301,-0.191608,-10.739895
0.777833,-0.192926,-10.739376
0.783339,-0.194238,-10.738856
0.788819,-0.195543,-10.738336
0.794273,-0.196842,-10.737814
0.799701,-0.198134,-10.737292
0.805104,-0.199420,-10.736769
0.810480,-0.200700,-10.736246
0.815831,-0.201974,-10.735722
0.821157,-0.203241,-10.735197
0.826457,-0.204502,-10.734672
0.831733,-0.205757,-10.734146
0.836983,-0.207006,-10.733620
0.842208,-0.208249,-10.733094
0.847408,-0.209486,-10.732567
0.852584,-0.210717,-10.732040
0.857735,-0.211942,-10.731513
0.862862,-0.213160,-10.730985
0.867964,-0.214373,-10.730457
0.873042,-0.215580,-10.729929
0.878096,-0.216781,-10.729401
0.883126,-0.217976,-10.728872
0.888132,-0.219166,-10.728344
0.893114,-0.220349,-10.727816
0.898073,-0.221527,-10.727287
0.903008,-0.222699,-10.726758
0.907919,-0.223865,-10.726230
0.912807,-0.225026,-10.725701
0.917672,-0.226181,-10.725173
0.922514,-0.227330,-10.724645
0.927333,-0.228474,-10.724117
0.932129,-0.229612,-10.723589
0.936902,-0.230745,-10.723061
0.941652,-0.231872,-10.722533
0.946380,-0.232993,-10.722006
0.951085,-0.234109,-10.721479
0.955768,-0.235220,-10.720952
0.960429,-0.236325,-10.720425
0.965067,-0.237425,-10.719899
0.969684,-0.238519,-10.719373
0.974278,-0.239608,-10.718848
0.978851,-0.240692,-10.718323
0.983401,-0.241770,-10.717799
0.987931,-0.242843,-10.717274
0.992438,-0.243911,-10.716751
0.996925,-0.244974,-10.716228
1.001389,-0.246031,-10.715705
1.005833,-0.247083,-10.715183
1.010256,-0.248131,-10.714661
1.014657,-0.249173,-10.714141
1.019038,-0.250210,-10.713620
1.023397,-0.251241,-10.713101
1.027736,-0.252268,-10.712581
1.032054,-0.253290,-10.712063
1.036352,-0.254307,-10.711545
1.040629,-0.255319,-10.711028
1.044886,-0.256325,-10.710512
1.049123,-0.257327,-10.709996
1.053340,-0.258324,-10.709481
1.057536,-0.259317,-10.708967
1.061712,-0.260304,-10.046271
1.066153,-0.261349,-9.707942
1.070715,-0.262421,-9.707430
1.075253,-0.263488,-9.706919
1.079766,-0.264548,-9.706409
1.084256,-0.265603,-9.705900
1.088722,-0.266652,-9.705391
1.093165,-0.267695,-9.704884
1.097584,-0.268732,-9.704377
1.101979,-0.269764,-9.703872
1.106351,-0.270791,-9.703367
1.110700,-0.271811,-9.702863
1.115026,-0.272827,-9.702361
